# BEAST v1.7.4, r5154
# Generated Mon Apr 27 15:01:43 BST 2015 [seed=1430143302237]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu_Rep3.treeLikelihood	CP2.Flu_Rep3.treeLikelihood	CP3.Flu_Rep3.treeLikelihood	skyline
16000	-4552.573578900768	-168.53670375437352	-4384.036875146394	195.11365796085568	969.5256032191069	488.91096669562836	327.06612017324767	160.94309885226963	127.01559368358117	3.0	5.0	2.0	7.0	3.0	8.704100946745532	0.6358001154602759	0.5458065747748024	1.8183933097649212	1.3208332965731448E-4	-1236.461631203867	-1198.9022826000503	-1948.6729613424766	-133.1013779628009
17000	-4560.998729804565	-180.37735765277665	-4380.621372151789	354.0758948023785	1575.8200444986305	613.5512128786249	281.71507210780635	327.12742509123495	63.27431649711844	5.0	3.0	3.0	8.0	1.0	7.491300084470473	0.6174426739523469	0.5640703146248935	1.8184870114227591	7.073915903494669E-5	-1240.3652358458492	-1197.870600495686	-1942.385535810254	-143.5849112495321
18000	-4563.829821116928	-185.4512761468018	-4378.378544970125	280.3882390375274	594.8247812957527	1044.2824396837661	379.1012425347643	464.06046542555134	372.5711732518344	3.0	3.0	1.0	8.0	5.0	9.56819285620861	0.5006126695137304	0.5726887966857759	1.9266985338004934	8.84895763376311E-5	-1236.7013728716804	-1193.9915648983329	-1947.685607200112	-147.24179804902033
19000	-4567.327753588849	-181.1854366852874	-4386.142316903562	291.73522509483956	1131.1147081101983	486.708861892141	318.20863729889146	389.2294831389226	189.38542217871282	6.0	2.0	3.0	4.0	5.0	12.501690631332307	0.6322801626577548	0.6368461637349129	1.730873673607332	7.684587014495822E-5	-1236.0276464655199	-1195.0859602235425	-1955.0287102144996	-143.8892700060463
20000	-4567.46560066744	-177.8665243279513	-4389.599076339489	247.2960378369188	1757.6621482395851	291.93284847629934	304.9052651573614	238.1143695272497	141.09049007049356	4.0	5.0	1.0	4.0	6.0	8.569535024115563	0.6322801626577548	0.4370990835100216	1.9306207538322233	9.144157083516604E-5	-1238.5426967573417	-1201.7074216854605	-1949.348957896687	-141.32154933490926
21000	-4566.479223772483	-184.16825863168256	-4382.3109651408	272.8487556121228	3019.4148830708546	442.10887107429016	151.34047977132354	176.5748916050047	276.82283232344724	7.0	8.0	2.0	1.0	2.0	13.398048139093866	0.5701918938508135	0.5037951721593931	1.9260129339897931	8.091594760420029E-5	-1234.5852357415226	-1196.3149890349994	-1951.4107403642781	-146.03946707264578
22000	-4561.58506833739	-173.7644140982631	-4387.820654239127	192.87133946746297	1301.3704758786346	278.121688768929	319.08374392983137	270.8300622085985	317.64245469915977	5.0	7.0	1.0	1.0	6.0	13.722524369058808	0.6239521201846214	0.7082517613869692	1.6677961184284091	1.236557023588275E-4	-1239.7083622340615	-1197.117902652405	-1950.9943893526604	-136.42540761945133
23000	-4575.082443063599	-190.2629117585894	-4384.81953130501	367.4274515115717	2025.3184385558984	891.1430790842523	479.4378247661772	190.32946124843244	978.4299679520778	5.0	9.0	4.0	1.0	1.0	13.164341695834505	0.6239521201846214	0.6938131205657987	1.6822347592495797	7.71215949512938E-5	-1237.0271149255573	-1198.3211458604414	-1949.4712705190113	-147.72885304411727
24000	-4583.573149635284	-204.65116636132518	-4378.921983273958	766.4451090072334	4170.808158831885	323.70867896370464	325.2159474135008	931.0542396091427	1018.9945671410507	8.0	1.0	2.0	5.0	4.0	11.085555375608504	0.6478719579772012	0.6107714045780264	1.7413566374447722	3.244719238723437E-5	-1235.5014878074464	-1195.6659986189777	-1947.7544968475338	-162.13354066203723
25000	-4579.501137299811	-199.1071680067642	-4380.393969293046	581.9795554047753	2484.0130470853373	883.5730954123749	955.0229345478282	968.547646125876	858.1136494956828	6.0	4.0	1.0	5.0	4.0	10.652502795351966	0.6478719579772012	0.608762569218517	1.7433654728042816	4.826375504405125E-5	-1239.4775970701528	-1199.3753325791	-1941.5410396437937	-157.2478946826099
26000	-4570.711185762684	-192.33605471609525	-4378.375131046589	476.9325121932458	3084.7674709259345	849.410418408159	591.1174106159209	506.0132478179672	233.90104869077118	5.0	5.0	2.0	7.0	1.0	8.023141384965738	0.5131101537317126	0.5041861166789505	1.9827037295893366	4.8493684922254226E-5	-1238.9686952552067	-1194.6185845292562	-1944.7878512621253	-152.54259896431293
27000	-4584.112799139688	-201.99054411950817	-4382.12225502018	600.5474144072217	4598.490283465934	3928.105168716753	334.4915235543855	906.4443547935722	492.38037715694537	4.0	3.0	1.0	11.0	1.0	8.703908150845566	0.6186580884095001	0.6549541615115161	1.7263877500789837	4.332392957733236E-5	-1236.7621966531842	-1199.8157246553676	-1945.544333711628	-157.8692649864092
28000	-4591.682118276257	-206.45345730384736	-4385.22866097241	905.0646409660534	4178.04753651486	559.5716503014166	1012.1668186402045	1080.7479261512938	469.23289943344736	7.0	4.0	4.0	2.0	3.0	6.929720411824518	0.7555610014186982	0.5353396173532021	1.7090993812280995	2.589746176501499E-5	-1241.843701428083	-1198.74786576086	-1944.637093783467	-164.16532366910246
29000	-4576.651543977617	-192.74115063223303	-4383.910393345383	496.6406832729829	2165.9565742155764	567.9285941450569	921.3778258505379	304.4197793125704	307.68280267717745	6.0	2.0	5.0	4.0	3.0	8.506392864884818	0.624114297329295	0.6244354447691418	1.751450257901563	4.6479154614370684E-5	-1236.699492915774	-1200.7184076399444	-1946.492492789665	-153.1271544924167
30000	-4604.089634363762	-217.89385139446048	-4386.195782969302	1449.0925877217228	3727.3148782023186	1827.9820711898794	1955.342546272146	1503.976837637573	911.8694094938216	5.0	4.0	5.0	1.0	5.0	9.77875677733322	0.5518754520898789	0.5571481519338681	1.8909763959762529	1.930002435165112E-5	-1235.0687592114157	-1200.9176637029564	-1950.2093600549294	-173.8260258366413
31000	-4615.033937416588	-230.1275893662722	-4384.9063480503155	1947.383143456793	9838.112408003455	1975.2535869228618	1058.91483074529	3019.8612125919526	2064.328743626637	7.0	2.0	3.0	6.0	2.0	7.068310501418127	0.5393322486208572	0.5571481519338681	1.9035195994452745	1.038678884018285E-5	-1235.311583136548	-1196.8058590744192	-1952.7889058393484	-182.94521600218584
32000	-4622.471765051845	-241.17975023802313	-4381.292014813822	1996.4723981394031	28123.784132945217	19074.37637366019	4656.167920791185	3085.5635223293284	10218.838784163705	3.0	2.0	3.0	11.0	1.0	9.460091906057164	0.5234435290077543	0.597982227416802	1.8785742435754436	1.0799444682589706E-5	-1237.461482047047	-1198.0549453481235	-1945.775587418651	-187.21054667803898
33000	-4625.771772149886	-247.02695706961987	-4378.744815080266	2541.3139554667905	10412.509923653899	9037.161654113715	14756.781462504987	4880.003735312698	5906.450704427703	3.0	3.0	6.0	7.0	1.0	9.019369265020513	0.6649480453782857	0.5427516831379469	1.792300271483767	9.590670543726741E-6	-1238.1747631636974	-1193.5247776143076	-1947.0452743022606	-195.08274959467948
34000	-4636.23708671399	-256.075940799208	-4380.161145914782	6107.050501874495	37072.6492205929	55845.52130482141	10543.121942222566	4307.109206873021	5504.053014799698	1.0	4.0	3.0	10.0	2.0	9.019369265020513	0.5811928356767112	0.61817117874647	1.8006359855768186	4.613335354641635E-6	-1238.3054268221167	-1201.5411507917765	-1940.3145683008884	-200.89210687262326
35000	-4618.343924441143	-237.9660852383475	-4380.377839202795	2322.79832574962	6742.928545881012	14320.925846078919	9726.043987048064	3927.2194469452106	1471.0809209767067	1.0	3.0	5.0	3.0	8.0	9.114781115124003	0.5647830500602311	0.6554054666609868	1.779811483278782	9.161362466469732E-6	-1237.1845151326881	-1196.7207445271415	-1946.4725795429658	-187.51459962478836
36000	-4594.788803237139	-218.7122072136527	-4376.076596023487	922.9891702679629	14627.284477444375	9659.99014994884	1902.7063680941312	638.4834956859456	497.357946765266	5.0	1.0	4.0	3.0	7.0	8.035909112455125	0.5004143194058118	0.5682417915601026	1.9313438890340855	2.446084623503216E-5	-1234.8737635446905	-1193.6261035456398	-1947.5767289331563	-172.28921278868472
37000	-4582.804825398865	-196.8217897967385	-4385.983035602127	442.24677054840566	3795.74469629246	5588.1749642126615	666.7845729579891	418.1346952500622	453.4396657074188	2.0	6.0	1.0	3.0	8.0	8.57207738512855	0.6607397983401745	0.4900458107600638	1.849214390899762	5.130112147828804E-5	-1237.15222736575	-1200.338907308972	-1948.4919009274047	-153.72026203590798
38000	-4588.130065977823	-206.7472364473401	-4381.382829530483	835.9352707010925	4967.00026081485	865.696358142348	739.8743961869508	568.0895723710281	612.3246606344233	6.0	3.0	2.0	5.0	4.0	9.135206478825499	0.7167163587224112	0.553320622072148	1.729963019205441	2.7387365996749113E-5	-1237.2575917429974	-1198.3193551464797	-1945.8058826410056	-164.92703115897373
39000	-4612.09091066776	-222.16849118677362	-4389.922419480987	1903.117082967898	11428.98044595449	10031.241500759555	676.3582416426877	665.6626215539551	841.6038042750524	7.0	1.0	4.0	3.0	5.0	9.621317431761652	0.7334674306251869	0.49055882597450007	1.7759737434003136	1.3360662500484028E-5	-1242.377116335627	-1200.4545913847228	-1947.0907117606366	-175.7921056827637
40000	-4589.2385762912545	-206.3204270426521	-4382.918149248602	865.4476234277677	6431.574012180345	7235.836898151133	213.4317215822394	590.8032793847406	303.2374496603918	7.0	1.0	3.0	3.0	6.0	8.292843356197048	0.5497041847496972	0.5655289796338958	1.8847668356164076	2.6392835892437333E-5	-1239.9036829565637	-1197.523700480224	-1945.4907658118148	-161.5995612614795
41000	-4586.442635837812	-204.27207109731057	-4382.1705647405015	703.4953455818759	6471.048427907415	1876.5178238079939	686.8405320703141	1009.847365756105	665.6527035444236	4.0	2.0	2.0	4.0	8.0	7.707362039609717	0.5041272476714687	0.535350711599044	1.9605220407294879	3.147809826705503E-5	-1241.763697905312	-1199.644283872997	-1940.7625829621923	-160.90743228782225
42000	-4589.943352572851	-208.9526632425346	-4380.990689330316	912.8725294073153	5617.018945147316	1171.4325966404056	2359.202659292928	767.4787139726276	724.0873615161057	5.0	2.0	1.0	1.0	11.0	8.393379674430035	0.7254183717545293	0.5658953318993707	1.7086862963461007	2.6916858335750123E-5	-1238.9355891301047	-1193.1016754878247	-1948.9534247123865	-164.59166242300088
43000	-4602.5103856318965	-221.36924130311138	-4381.141144328785	1019.9090184050657	1150.28044677797	6334.02510452407	3928.875329225815	1069.7142013246234	3206.1945291473335	1.0	5.0	4.0	3.0	7.0	6.3677149059094384	0.6184951601451619	0.5438054500449623	1.8376993898098763	2.1517242302527646E-5	-1236.09308371013	-1192.557506408282	-1952.4905542103736	-172.02123211201777
44000	-4573.6067167902465	-196.6717729720282	-4376.934943818218	478.54230794007174	1348.885796426148	2733.526715125647	2922.6921157720662	395.1926543808544	541.9953085698445	1.0	6.0	1.0	4.0	8.0	10.121429771137679	0.5477033294246049	0.6313468664323869	1.820949804143009	4.861391955985117E-5	-1235.5261566857948	-1194.7053969705746	-1946.7033901618493	-153.46767244010283
45000	-4576.3149913002635	-198.4940638185377	-4377.820927481725	491.02784267035855	2922.80588067901	2234.650184973483	284.93388590330915	574.6951766206563	485.44158513764125	1.0	5.0	1.0	1.0	12.0	9.353482128203728	0.5917201001211128	0.6299577188791551	1.7783221809997327	4.7613593187114005E-5	-1238.135593704243	-1195.0554584889942	-1944.6298752884884	-156.8260796351136
46000	-4613.900595768512	-227.99419509462098	-4385.906400673891	1534.3714409128404	3679.5723272631076	9883.30987363343	816.7637823632837	1578.130593885222	1981.904737989623	1.0	4.0	1.0	2.0	12.0	8.40209347483319	0.5417693468869972	0.720093031432369	1.7381376216806343	1.4000846683045963E-5	-1235.83246600846	-1190.8673255447675	-1959.2066091206634	-180.21999573938206
47000	-4597.356730889044	-221.2138168317076	-4376.142914057336	1395.8033037387286	6761.585595714489	4474.515740028524	6094.548839332461	7809.685345531142	977.9665825844653	2.0	1.0	1.0	3.0	13.0	8.194290226729771	0.6226860692937453	0.4832466774902744	1.8940672532159808	1.6511126284920016E-5	-1234.2197597896159	-1195.182564264724	-1946.7405900029962	-171.95747107002182
48000	-4598.140560715685	-218.6271154038026	-4379.513445311883	998.120701110543	3435.346298455963	3453.686209648476	4110.593024242208	1870.8878406064505	1539.3255777249042	2.0	4.0	3.0	6.0	5.0	7.146423040370883	0.6955662837469881	0.5131428221951542	1.7912908940578582	2.2604016577926588E-5	-1238.0670610198713	-1195.1288398775062	-1946.3175444145058	-172.90060960954673
49000	-4607.195699761891	-227.27181554338807	-4379.923884218503	1740.1490542439635	8753.145977488293	14469.47216213386	11280.76272518672	1659.001139174403	878.1686984756606	1.0	1.0	4.0	11.0	3.0	9.326398609175909	0.5506537348021926	0.5476390457195337	1.9017072194782745	1.2201274918925507E-5	-1240.3618592264486	-1197.4274450127145	-1942.1345799793398	-177.45092315550858
50000	-4596.898621658314	-223.80409761758017	-4373.0945240407345	1412.4022822624597	5222.70645201461	9412.713039224094	1345.4204959655804	1063.5866340123412	935.9085668632974	1.0	5.0	2.0	8.0	4.0	10.007587314765145	0.611174372741715	0.5763526178440588	1.8124730094142267	1.4934627224358353E-5	-1234.3224384839316	-1195.3383241019787	-1943.4337614548235	-177.43984896909467
51000	-4581.687585569286	-206.66963980279928	-4375.017945766487	956.4131827843051	3983.941962837517	5387.596991367403	1196.8774826982037	544.4151573878927	185.36224200965663	1.0	4.0	6.0	7.0	2.0	9.742115850096452	0.6235954218738983	0.5729061776997637	1.8034984004263386	2.7588723656422892E-5	-1235.1920875439905	-1195.1392342164006	-1944.6866240060963	-163.46426428932838
52000	-4609.675706239093	-230.0202408030136	-4379.65546543608	1586.002932721013	5268.960503553577	10864.756364088898	3439.3448468616493	3746.5208180774844	445.5779408763556	5.0	1.0	5.0	8.0	1.0	6.506231196144994	0.6400366058063663	0.47960333201339833	1.8803600621802363	1.4401188694629281E-5	-1235.4166272281907	-1196.5671838087255	-1947.6716543991631	-181.75657145297131
53000	-4624.5565739641015	-240.93185742810726	-4383.624716535995	3053.8742899247654	57478.62467056616	31979.959283884215	3519.550623244962	2240.9819858993405	1053.0863825499077	1.0	6.0	6.0	5.0	2.0	9.101876932877952	0.6798269950102729	0.6036191378120368	1.7165538671776914	8.384252649001426E-6	-1236.7009236718097	-1196.7875298912415	-1950.1362629729438	-188.77833655286565
54000	-4622.872245271711	-240.52247344868283	-4382.349771823028	2421.9519919006634	7348.89903623449	12494.253800317223	2777.212989218149	9075.108292284278	1428.7668260925143	3.0	5.0	7.0	2.0	3.0	10.44714945302893	0.6718863737274179	0.6862014535539144	1.641912172718669	8.666215656905377E-6	-1237.783943664396	-1196.207604915853	-1948.3582232427789	-188.54844106827855
55000	-4640.369171343344	-258.4876311203602	-4381.881540222983	5629.231820838239	25201.706881129856	15943.35791669261	5589.865785977341	4702.865072365323	2715.14012973529	1.0	3.0	4.0	5.0	7.0	8.636299269804246	0.6235389923131267	0.5464085715567336	1.8300524361301407	4.464701561130207E-6	-1235.1316520960556	-1199.2818269954516	-1947.4680611314757	-206.89899241026063
56000	-4601.688651966977	-223.30778709632253	-4378.3808648706545	1441.9838927837473	4515.3010394248995	7950.941010312638	1313.574219092978	1981.374877300713	942.0541172406778	3.0	4.0	4.0	4.0	5.0	8.764506805192596	0.5549543786067278	0.5546761177520932	1.8903695036411805	1.4901776443724E-5	-1240.2812507210733	-1197.06987159258	-1941.0297425570006	-176.64358619349196
57000	-4609.305828776356	-220.3421992317217	-4388.963629544634	982.6866380483758	7304.3469903565765	2518.681143659861	699.149151306079	1331.1399731125002	1779.1763578106536	4.0	5.0	1.0	6.0	4.0	8.764506805192596	0.4825237879090015	0.6128640209181289	1.904612191172871	2.432823913564853E-5	-1235.9610935991968	-1197.2002438643676	-1955.8022920810702	-174.94096472539837
58000	-4573.437144792503	-191.9296118894147	-4381.507532903089	311.04461299747425	1018.4334140229195	1049.9877005911617	720.5343973197116	518.3505074726697	1567.0300954679838	3.0	2.0	2.0	9.0	4.0	7.743282289089141	0.6143091326558406	0.6611670145414456	1.724523852802715	7.554655189961491E-5	-1239.299148769046	-1195.9772579757075	-1946.2311261583357	-150.78384518902683
59000	-4591.867890854993	-212.31870422118052	-4379.5491866338125	899.372135828395	3080.121106740096	8167.569831904231	2008.6266230777787	687.7895748371361	607.1713352638582	2.0	2.0	6.0	8.0	2.0	7.743282289089141	0.6368215629034135	0.5904613068533769	1.7727171302432108	2.878653548552625E-5	-1236.8081110253331	-1195.0888498892434	-1947.6522257192357	-166.9369785216317
60000	-4577.4208750818	-194.49325884885525	-4382.927616232944	387.12279411320395	2510.406281315907	1914.0849254309937	1894.3614008452896	519.1626263246278	164.9851310279571	3.0	4.0	6.0	4.0	3.0	7.815189737174851	0.5262217379970346	0.6330073042437532	1.8407709577592135	5.7292134672362725E-5	-1235.7497793731393	-1198.5943856101758	-1948.5834512496294	-153.0809371937475
61000	-4588.984413326851	-199.94593872860847	-4389.038474598242	508.94306398160734	1934.4878193935617	2014.0584187157112	847.7422902040387	1168.082773298868	142.79533540928975	2.0	3.0	8.0	4.0	3.0	9.87952268206263	0.5356922892042667	0.7398345349042393	1.7244731758914957	3.447252888575203E-5	-1238.0160837666917	-1198.8851802573586	-1952.1372105741918	-158.14450841474758
62000	-4576.414097098905	-199.83125957702387	-4376.582837521881	657.8170393130523	3883.6524838006253	3844.3482896566807	1451.3048748670674	618.8186428507256	224.26204205854842	2.0	4.0	3.0	8.0	3.0	10.764748857705541	0.5934224589953848	0.588324559649341	1.8182529813552757	3.9362686486633246E-5	-1235.8271588332536	-1198.4921339694595	-1942.2635447191676	-156.80734277433695
63000	-4591.289347961132	-213.0792574073679	-4378.2100905537645	872.1005059325735	1700.3830831533876	2124.188142325708	1231.8540091883192	736.5259149336973	474.53792837063963	4.0	2.0	2.0	10.0	2.0	9.740061662470673	0.6537910748149414	0.49846750381547744	1.8477414213695829	2.4178626345723576E-5	-1234.9054307267165	-1197.0602434880427	-1946.2444163390053	-171.47507619204936
64000	-4585.640072335814	-201.12619338203206	-4384.513878953781	495.5834416347355	3784.281873271071	8964.69392192399	3669.2536012400883	959.56121184583	31.639341237609656	1.0	3.0	1.0	14.0	1.0	8.045053926550128	0.5963794472152137	0.6405047390750478	1.76311581370974	4.839568471456061E-5	-1238.6775665097323	-1199.0970694351822	-1946.7392430088664	-155.31592825805274
65000	-4562.020982403429	-179.8331827451991	-4382.18779965823	266.0850580057124	1260.308743103094	1664.5430860250774	540.3069540620639	221.41425731232292	29.567995365267308	4.0	2.0	4.0	9.0	1.0	9.113862014558245	0.6805236513168393	0.5378863195201004	1.7815900291630618	7.989704130426838E-5	-1237.074143349578	-1195.4363893371572	-1949.6772669714946	-142.04700836679746
66000	-4554.222705081942	-175.1670792782016	-4379.05562580374	230.88454163855894	716.6926172486542	318.60977940407486	155.54519002553582	225.0782915479036	83.75139645832897	9.0	5.0	2.0	3.0	1.0	8.72854277969495	0.5883623567895739	0.5093553039406061	1.9022823392698214	9.833379679318835E-5	-1235.0456071868664	-1197.6168314478534	-1946.3931871690208	-140.87195245239437
67000	-4558.930739060186	-179.487844457015	-4379.442894603171	295.12378345062064	1700.1015174346305	375.56068839749287	242.3118357953514	113.00777119859359	40.891175857778705	8.0	5.0	2.0	2.0	3.0	8.34063793617931	0.5883623567895739	0.61607065897915	1.7955669842312776	7.995700098823645E-5	-1235.9194882868599	-1198.0949395814632	-1945.428466734848	-144.64939381921621
68000	-4558.819480062517	-179.9480759040472	-4378.87140415847	242.66666021557165	1022.9829620133039	268.3109029956837	412.92335170844353	387.7598411476219	47.2131423259003	8.0	1.0	8.0	2.0	1.0	10.954986573556848	0.6383135989489949	0.5673456069328596	1.7943407941181473	9.441928346311614E-5	-1235.9285572920078	-1195.1444282025695	-1947.7984186638926	-143.25545525845965
69000	-4587.642049445417	-196.91750954559035	-4390.724539899827	519.7922361023483	2511.6222366652987	1185.2838573716444	295.2486031593226	566.9580607736416	258.1837603906156	6.0	6.0	6.0	1.0	1.0	10.470380188616081	0.659535650730812	0.4798575906590403	1.8606067586101491	4.2119328578844174E-5	-1235.9709313358169	-1199.1375855578924	-1955.616023006117	-156.70907770526486
70000	-4587.401150649836	-203.94501202300788	-4383.456138626829	791.1922581322427	3965.5931595524853	974.0904370694394	1059.0613314685663	257.3714104203314	276.8268958276207	3.0	7.0	7.0	2.0	1.0	10.470380188616081	0.6775028274034792	0.6075825496283579	1.7149146229681644	2.6690930087000713E-5	-1237.1050811558105	-1197.1959706187317	-1949.155086852286	-162.97699965779174
71000	-4611.740950851105	-230.9798389162218	-4380.761111934883	2295.009580815941	1789.8793431263464	7315.832216650534	3558.32880940573	2749.0568837998294	843.1017192916771	1.0	4.0	11.0	1.0	3.0	8.176289142675582	0.602786012598762	0.5276858112145136	1.8695281761867262	1.0795074478083207E-5	-1236.1923770500118	-1196.3090156076025	-1948.259719277269	-183.25196067724892
72000	-4620.355463541751	-239.3794972626133	-4380.975966279138	2545.2299760452015	26294.756960745075	28587.979858992458	5077.602459459202	2744.6681821610405	1918.8085011775834	1.0	2.0	9.0	4.0	4.0	8.564302887681542	0.5161186857468946	0.6436592381374462	1.840222076115661	9.111340041200377E-6	-1240.50475677469	-1197.3586536487182	-1943.1125558557303	-187.6624197833728
