# BEAST v1.7.4, r5154
# Generated Mon Apr 27 15:01:43 BST 2015 [seed=1430143302254]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu_Rep7.treeLikelihood	CP2.Flu_Rep7.treeLikelihood	CP3.Flu_Rep7.treeLikelihood	skyline
10000	-4544.025975391496	-162.99357717631744	-4381.032398215179	163.1975220662948	718.398718345642	672.9850879516152	173.72201590983906	86.1442663877971	27.974641364198828	4.0	1.0	8.0	6.0	1.0	9.23689668098376	0.6441657527076516	0.5300308149076343	1.8258034323847137	1.3809819653665654E-4	-1235.9784461394281	-1196.332193371015	-1948.721758704735	-129.47558135140343
11000	-4546.147645933601	-168.3653502602245	-4377.782295673376	172.34538005712596	799.7254597810421	189.47883621136282	219.6121279783521	107.46698069306605	17.45740334908756	4.0	2.0	10.0	3.0	1.0	9.715584008902548	0.6441657527076516	0.49585909225542946	1.8599751550369186	1.39917896327317E-4	-1236.8796417434246	-1198.003543120113	-1942.8991108098394	-135.36200244466372
12000	-4548.745483222334	-169.62686607058984	-4379.118617151744	216.2773639341532	1105.2513434971363	207.8377379490766	305.9488846048701	59.479809246684134	30.903112887474382	5.0	1.0	11.0	1.0	2.0	7.751104034861966	0.609507483167216	0.6323053099843605	1.758187206848423	1.0912154156376019E-4	-1234.0985421071462	-1197.394329136778	-1947.6257459078195	-136.04349262808674
13000	-4562.682800790213	-181.34157339718706	-4381.341227393026	341.6267309497731	2080.0050148202854	309.6096597903423	406.76826104414926	51.23442172981787	105.85706083468176	5.0	4.0	9.0	1.0	1.0	9.618038495559153	0.6714301664533476	0.6474603507494396	1.6811094827972124	7.989280284112535E-5	-1236.4437843933306	-1198.994380192642	-1945.9030628070532	-144.462967400392
14000	-4573.7174606839	-186.96587879699064	-4386.75158188691	356.15222282340324	2471.095888556206	853.3842531433846	388.79371300411486	68.17273062295001	138.70551253443617	8.0	1.0	8.0	1.0	2.0	10.114035889052245	0.5420242799626487	0.7105117431641528	1.747463976873198	6.341974975381166E-5	-1232.9953761576837	-1199.171993893194	-1954.584211836032	-149.08191732131044
15000	-4569.691641703962	-185.5791428679766	-4384.112498835985	419.7921106789865	2434.943833404664	587.2419310093153	481.243619668467	44.55924507842355	40.516801301131025	5.0	12.0	1.0	1.0	1.0	6.289488827068431	0.6771746794748185	0.4304725168385135	1.8923528036866677	6.0081862707428474E-5	-1236.9529482407308	-1195.8943562573559	-1951.2651943378987	-149.73373301689296
16000	-4573.691317584756	-187.8894670898904	-4385.801850494865	423.7980632797815	4740.69313632733	523.0273342923822	595.5669650094202	30.62045211597188	36.88297955631178	6.0	9.0	3.0	1.0	1.0	9.512698619887246	0.7248639770391572	0.4379851936511246	1.8371508293097178	5.990891631322318E-5	-1242.462607862053	-1194.6253749199284	-1948.7138677128837	-150.13319244231087
17000	-4572.857352452835	-190.27003553730623	-4382.587316915528	482.0526961678218	4168.931749476097	638.0933862802098	815.5424768424322	209.889638205386	26.986384079887962	6.0	10.0	1.0	2.0	1.0	7.2785909785611	0.556266366603707	0.6565334556185244	1.7872001777777682	4.817931676513672E-5	-1239.597961763643	-1199.3412113397583	-1943.6481438121273	-151.28825998621681
18000	-4562.118626041405	-183.6179734251029	-4378.500652616302	320.50582069261793	5666.887044486469	2284.463565248848	310.0694023330793	350.8761249496338	9.31656571060087	3.0	3.0	4.0	9.0	1.0	10.271727831774935	0.6758615249036337	0.5665942276140377	1.7575442474823282	7.452229428807347E-5	-1236.9187035374932	-1195.8446034446763	-1945.7373456341327	-142.97565981945738
19000	-4546.8741387985	-169.6903622092621	-4377.183776589238	150.8704079899896	3006.418551707254	4329.537798693599	215.50005509101905	125.80457985702677	22.990664604747526	4.0	1.0	8.0	6.0	1.0	8.420643424679678	0.6758615249036337	0.49708797681625044	1.8270504982801155	1.524213841766235E-4	-1237.755759708305	-1196.0824946024134	-1943.3455222785192	-130.70535802152958
20000	-4563.132137070412	-183.52577749354697	-4379.606359576865	252.46277073515682	5856.225842199084	1370.0142714922918	360.60663196828244	99.1695723142175	18.719433864452423	1.0	4.0	9.0	5.0	1.0	11.193133725384957	0.6758615249036337	0.49708797681625044	1.8270504982801155	8.136125144533844E-5	-1233.225788624736	-1197.1581037656329	-1949.2224671864958	-145.09183557576435
21000	-4568.690507965265	-182.47847775770796	-4386.212030207557	336.5184880027504	1886.742954993832	1093.9074909353665	300.21222537632343	450.2929516305935	11.88390205046995	2.0	3.0	6.0	8.0	1.0	12.296800461915234	0.580053736447643	0.46163720093904737	1.9583090626133095	7.040180109748428E-5	-1237.1613981072842	-1199.9487227613517	-1949.1019093389211	-143.6914912430441
22000	-4566.096417846342	-180.0018168163307	-4386.094601030011	271.34924645133043	1611.2408880313776	915.2623962734567	705.2078675236966	203.13855082611937	28.34920419552095	2.0	5.0	7.0	4.0	2.0	11.627197213531847	0.5183088156064259	0.5514608569450608	1.9302303274485133	7.448835568144245E-5	-1237.146173331042	-1197.2740729997822	-1951.6743546991868	-142.32120138450628
23000	-4555.192888708086	-174.00553951994124	-4381.187349188144	224.28036376519847	1365.4536375907587	758.1959895888444	151.99860768587135	372.78535508791	61.43222730117805	5.0	3.0	6.0	4.0	2.0	9.30448861468667	0.6389979714747561	0.649707667285917	1.711294361239327	8.081548425916012E-5	-1238.2781720007201	-1196.3977284934444	-1946.5114486939794	-136.38764791963436
24000	-4549.378887376177	-165.79930413790038	-4383.579583238276	130.5753168472172	2680.6212562398982	2204.6703701040733	84.69919815360645	144.90082205247683	60.32370539736213	5.0	2.0	7.0	4.0	2.0	8.876919518738005	0.5435707291815535	0.5972267217663108	1.859202549052136	1.769458122642019E-4	-1236.71474991303	-1196.6244363739602	-1950.240396951286	-127.7268072526857
25000	-4551.661525252319	-170.14672134599704	-4381.5148039063215	193.69000001196162	1311.5686146302928	1479.1355787290179	102.61665974695443	104.55651438502157	39.23843812121087	5.0	2.0	5.0	5.0	3.0	11.066627488835538	0.5830780070721846	0.5154204945172502	1.9015014984105656	1.0328729854280563E-4	-1237.997551980951	-1195.755079281158	-1947.7621726442126	-134.21356269514388
26000	-4558.247122800755	-182.32059947237656	-4375.926523328379	319.80500357527984	1543.521678859332	870.288060815847	102.84372879721946	335.501051013345	121.37394671218001	1.0	5.0	3.0	10.0	1.0	8.682972516204698	0.4984759473912336	0.6707361061560161	1.8307879464527506	7.364939061827033E-5	-1237.405804871267	-1194.3448751450821	-1944.1758433120299	-143.95191656374496
27000	-4569.200635709037	-188.60840327762068	-4380.592232431416	409.50664224786993	1507.5078367473416	2441.8373824023092	115.55349602640786	346.04593199272597	370.9957089430177	1.0	6.0	3.0	7.0	3.0	8.018079822476617	0.5935167442201827	0.6407872041566866	1.7656960516231308	5.815649829589276E-5	-1238.0798783559399	-1196.8032765917233	-1945.709077483753	-147.759579081996
28000	-4561.866233215097	-184.4763257315138	-4377.389907483584	354.6196493103473	3054.5022241687484	778.2044271421505	320.9024422190052	179.30165167033388	130.88152204084795	5.0	2.0	9.0	3.0	1.0	9.566761239649004	0.5326509066235108	0.5651519356227164	1.9021971577537726	6.04734260710677E-5	-1236.3783576831695	-1194.5610621387784	-1946.4504876616354	-146.59626210056473
29000	-4561.067964539297	-180.19637716989016	-4380.871587369406	258.89056369326124	3325.505588591239	812.1734301325282	418.19862696410604	208.5249503855468	87.89053255324971	5.0	3.0	7.0	2.0	3.0	10.331707414548895	0.4488489926316429	0.6537685688071753	1.8973824385611817	7.83382517551986E-5	-1239.8351323066986	-1195.2992152709307	-1945.7372397917773	-141.88742453265147
30000	-4564.881146183243	-186.4627772974015	-4378.418368885841	363.4269910131958	1630.0631067588765	329.7895389904225	275.01506103156703	97.09101828023361	150.67678093800006	6.0	6.0	5.0	1.0	2.0	8.145251767053594	0.5957453777116597	0.4601799048100571	1.9440747174782829	6.4106626659997E-5	-1236.1549213246487	-1199.5336811807017	-1942.729766380491	-150.64048527785852
31000	-4555.488868503795	-169.8334235588897	-4385.655444944905	168.51473592986628	1334.0935615418962	218.19872165331333	197.41890893145322	81.53630383548999	30.63247148825853	4.0	7.0	5.0	2.0	2.0	9.65628839480769	0.5837580861919697	0.6689745020916764	1.7472674117163536	1.1947955429143958E-4	-1238.931437866009	-1200.6027659722586	-1946.1212411066376	-136.24499182011877
32000	-4553.193908086666	-173.47114918458212	-4379.722758902084	220.66707290308017	886.2963925642142	239.150819842437	411.59271047432253	109.80085092263224	211.63607975614693	7.0	3.0	6.0	3.0	1.0	8.905270235495214	0.6454095871470776	0.6153808900175283	1.7392095228353937	1.1149647540095377E-4	-1235.2649713995274	-1196.5099679324321	-1947.9478195701245	-137.329490733074
33000	-4546.5689977043985	-167.37262820151912	-4379.196369502879	108.99966166809482	595.0182448990573	296.74530317014376	198.94971072781468	410.9992085453971	419.93411179167447	7.0	1.0	7.0	2.0	3.0	8.338526968267908	0.6454095871470776	0.4493033816772215	1.9052870311757004	1.9260171364392188E-4	-1236.585482374744	-1196.8376504464522	-1945.7732366816829	-131.2133001262704
34000	-4569.714347241495	-178.47748051702033	-4391.236866724475	256.5187930819995	1009.2870914443597	720.2826725319361	142.39127472519496	428.5088499283034	64.91381121503488	6.0	4.0	2.0	5.0	3.0	10.836756060313997	0.5086595845065116	0.6942715830146486	1.797068832478839	8.356197071311247E-5	-1241.491311174248	-1201.5362402027108	-1948.2093153475155	-140.5897975744999
35000	-4560.344250385064	-177.06723029438797	-4383.277020090676	233.88079165707063	1239.0423713272692	731.5327386437747	131.52438619936538	253.0761032332186	192.4114258377677	6.0	2.0	3.0	2.0	7.0	11.519141141204578	0.6404861269026321	0.5448531480167047	1.8146607250806626	1.0050470647038443E-4	-1236.8697269214113	-1198.517351792972	-1947.8899413762927	-139.91634588585765
36000	-4577.452689103312	-200.28322299171566	-4377.169466111596	595.3076273498057	3272.141391676937	1341.2672246797729	854.9783009618075	1199.1748917625923	378.7376571111699	5.0	3.0	3.0	6.0	3.0	7.925091937030023	0.625048632678151	0.5678629246000688	1.8070884427217797	3.883730894180058E-5	-1235.1161764621863	-1194.6371996349258	-1947.4160900144843	-158.219197091513
37000	-4584.535316328267	-205.6759325447798	-4378.859383783487	852.0458660992153	3089.554470149568	1856.895597733017	893.5797896202762	1092.1034370186903	308.5336662805334	6.0	1.0	3.0	6.0	4.0	7.998592954835431	0.5570502995294826	0.5729625391909624	1.8699871612795544	3.1906010602068454E-5	-1235.7322504652575	-1196.678404375063	-1946.448728943166	-163.62041864383787
38000	-4588.344798330752	-209.3342864475518	-4379.010511883201	1091.2231024512112	7864.714239476137	1033.0543180244827	435.4396478955515	425.3134087911251	504.3205134978722	6.0	2.0	1.0	10.0	1.0	7.805985906701931	0.6936345676541477	0.4933982618969802	1.8129671704488717	2.5110443355969296E-5	-1239.8669619513732	-1199.8047363803955	-1939.338813551432	-167.55428807385834
39000	-4575.928924907708	-196.67471017012585	-4379.2542147375825	550.4370144111087	2561.2214328389814	1057.7357171507956	465.35783196575596	945.4970464874222	277.68298405127916	6.0	2.0	2.0	9.0	1.0	9.390405444205076	0.7319815319741557	0.6285294430246497	1.6394890250011942	4.930246330252421E-5	-1240.1185016655136	-1197.6247591389279	-1941.5109539331406	-155.60174839269317
40000	-4568.570726000412	-189.15187325643785	-4379.418852743974	305.52898510247616	4867.5054705223165	2373.1512169312173	2906.805968385916	298.7751862739263	168.208058096341	4.0	1.0	2.0	10.0	3.0	9.60948075276941	0.6435454568907905	0.6049602831641608	1.7514942599450483	7.591974165063898E-5	-1236.7850662224514	-1197.7011190871606	-1944.9326674343617	-146.0837754804142
41000	-4583.656914796109	-198.1637397902618	-4385.493175005848	581.7990106244994	4246.367892479591	1096.7224695380403	631.8798898945363	588.8995802135004	50.23778861754971	7.0	4.0	1.0	7.0	1.0	7.690666861953726	0.6382799179802026	0.5374539632832596	1.8242661187365372	3.79971003805705E-5	-1238.8962033054672	-1197.38097077267	-1949.2160009277106	-157.7373431026701
42000	-4584.408651445645	-199.93346521233644	-4384.475186233309	646.3238198443714	4278.22102978263	858.3898044888957	674.1927642681968	366.7995008322621	81.98180442181685	8.0	5.0	1.0	4.0	2.0	9.024004680639107	0.6183886578284785	0.6641156364614536	1.7174957057100675	3.798366543259249E-5	-1239.4999214919735	-1198.3479359006546	-1946.6273288406805	-160.08398166166572
43000	-4576.88232332209	-200.50407044100592	-4376.378252881084	665.3145850831007	2759.5169745020376	511.571786456334	1014.3723939373356	326.6649270634336	26.41537605409207	9.0	3.0	5.0	2.0	1.0	9.104000899604733	0.6769692362724848	0.6110667862639625	1.7119639774635522	3.2430527144595315E-5	-1237.2233146235687	-1195.2735864886306	-1943.8813517688855	-160.93014703886467
44000	-4556.741040781048	-173.06973076287508	-4383.671310018172	226.02782875160605	978.86141992273	578.3784256716677	667.0017434584338	113.4842307733063	0.5154076970197309	7.0	5.0	5.0	2.0	1.0	9.415276701610777	0.5167633864670764	0.5170891384980566	1.9661474750348664	1.0094554963136888E-4	-1240.7945595901438	-1199.9104098407265	-1942.9663405873023	-137.54115386510557
45000	-4560.510149147249	-176.7270291585209	-4383.783119988728	185.7199992886715	2249.125950562103	330.11911449811885	358.2037269263212	235.3228646424522	1.6784481281299384	5.0	8.0	1.0	5.0	1.0	10.432253323840577	0.6156893930556679	0.5047591387189043	1.8795514682254273	1.1733958949101725E-4	-1236.9229710837014	-1200.3894846069315	-1946.470664298094	-139.90808314231822
46000	-4547.425139516083	-166.43657135089688	-4380.988568165186	183.87969744977786	645.4728651790023	201.64174795344076	352.5367080388395	212.13739219158606	40.03595440749935	5.0	6.0	1.0	5.0	3.0	7.899366086753453	0.602120803048235	0.604876398211852	1.7930027987399126	1.3965350005162034E-4	-1237.4256413813955	-1199.7390098856401	-1943.8239168981497	-132.04974314631295
47000	-4547.025878324791	-164.19161855800763	-4382.834259766783	161.60250361253475	812.9883253769682	360.8859949822685	217.50644962732935	136.15371053234642	93.12339471222954	5.0	6.0	3.0	3.0	3.0	10.974672402360182	0.5109108761184034	0.47656980960061324	2.012519314280983	1.4884592290690592E-4	-1236.37879296594	-1197.72014499862	-1948.735321802223	-129.85348467955288
48000	-4545.400563336691	-166.929286544713	-4378.471276791978	156.0188805754694	412.0548594939422	250.07903081650582	176.47312895167408	247.1189620908345	14.909056546023544	6.0	5.0	3.0	5.0	1.0	9.062033199771147	0.6030611848641594	0.6818792906676947	1.7150595244681455	1.5459429975731617E-4	-1236.1879891714493	-1195.8066370403699	-1946.4766505801592	-133.70483590134324
49000	-4551.907912898798	-174.03325916772783	-4377.87465373107	181.14852655601243	1820.9035343970486	759.7756447988519	475.12246345909847	142.32986768828397	64.52914577475748	2.0	10.0	3.0	2.0	3.0	9.593363051538079	0.49958762835193027	0.516534689834816	1.983877681813253	1.1757514316526295E-4	-1238.3683559216383	-1195.1508585308243	-1944.3554392786075	-137.207728559673
50000	-4555.313384107427	-171.72910528519031	-4383.584278822236	229.49619307152003	1093.38809842807	440.66612808141474	358.3143249418304	141.5466934921956	47.107779172764666	4.0	5.0	5.0	3.0	3.0	9.593363051538079	0.5779303413881087	0.5326318266403943	1.8894378319714966	1.274954604378359E-4	-1233.584554969128	-1198.0343744112288	-1951.9653494418799	-136.60764284383382
51000	-4553.210739676542	-168.06476489700114	-4385.145974779542	159.73758810099284	637.4412181271797	249.03849136761647	98.11312776186665	161.59172255964856	208.31887364564707	7.0	7.0	1.0	2.0	3.0	10.890023498516994	0.5837032722451908	0.614290965686862	1.8020057620679473	1.3425919442392123E-4	-1236.3136074343786	-1200.0946880730594	-1948.7376792721038	-133.852377868492
52000	-4544.666862504604	-162.67515302647686	-4381.991709478128	128.1405884655886	586.729771880894	111.04715032103388	243.12569542488268	127.8846832278162	48.985355340959316	8.0	2.0	1.0	5.0	4.0	11.91115058717627	0.5037348303877749	0.6307674550708505	1.8654977145413745	1.5233767465359707E-4	-1239.0700612528428	-1192.4428535254374	-1950.4787946998474	-129.1061852697823
53000	-4543.451094898795	-165.61783489557928	-4377.833260003216	164.15495355073497	681.9484115531648	154.18267015041118	243.60873999921716	98.6562548064674	26.10186856981257	10.0	2.0	4.0	1.0	3.0	11.91115058717627	0.538171606626026	0.5591534412532789	1.902674952120695	1.5531506255464517E-4	-1237.47876409455	-1198.4837200650893	-1941.870775843577	-132.48946439361717
54000	-4550.178549081182	-171.96617134772535	-4378.212377733456	263.71790459679175	2477.763554356585	710.5322742150305	192.4066156025136	93.09592273766553	5.6497859927117045	5.0	1.0	11.0	2.0	1.0	7.347654093715332	0.6071161959846365	0.5750184023756635	1.8178654016397	8.365479632435227E-5	-1235.6172597908146	-1194.0875202997133	-1948.5075976429287	-136.88021782167093
55000	-4562.722207862046	-184.70494219011982	-4378.017265671926	412.4696708612216	1262.9266404311036	1081.1815432142184	413.46872174175337	58.7292455106981	79.61817316144318	5.0	3.0	9.0	1.0	2.0	8.554766244940902	0.5497862841478949	0.5310701943852305	1.9191435214668748	5.930066046253731E-5	-1234.867082540179	-1196.406584903842	-1946.7435982279053	-148.45651272406184
56000	-4569.579753415829	-183.45598824421356	-4386.123765171616	246.9463097777393	940.0133743056663	730.6178969539695	301.1233042258125	899.1165170110095	58.15537769446259	4.0	2.0	8.0	3.0	3.0	11.010172431844948	0.6974943479859914	0.565815002134531	1.7366906498794779	8.130691761293767E-5	-1234.898723210761	-1200.1260214251627	-1951.099020535692	-144.02261102569884
57000	-4568.452435645914	-183.83251142365063	-4384.619924222264	301.9082736985569	1897.4576623402447	2145.2765517628623	575.2403551308133	325.64125226849274	30.86666694200646	2.0	4.0	9.0	3.0	2.0	8.668256967343334	0.6819045195016595	0.5135655939310528	1.8045298865672879	7.27267267533789E-5	-1236.3512751112362	-1194.613667973067	-1953.6549811379602	-144.70506344448114
58000	-4560.567347875564	-179.78745670349667	-4380.779891172067	237.96880621072182	2347.2593889898676	719.3730885113986	467.0243926051623	201.1583582638948	94.39008500310825	2.0	6.0	7.0	3.0	2.0	9.54846904755782	0.6738745020965471	0.494027966882858	1.8320975310205954	8.54240119057907E-5	-1236.6171305968905	-1195.8963409401028	-1948.2664196350745	-142.12457432665946
59000	-4563.22916522727	-180.64814369053167	-4382.581021536738	254.23715835856765	4588.400605996891	1401.0267359453003	306.09283844073445	339.84143638636	98.25523130024254	2.0	5.0	9.0	1.0	3.0	8.499509853649464	0.6979821523416591	0.671232428191555	1.6307854194667861	9.898489965643271E-5	-1239.4097425105347	-1194.8877107922106	-1948.2835682339926	-140.92503799927707
60000	-4570.578972130706	-192.5048323303085	-4378.0741398003975	458.5873131612901	2023.0446938254981	4518.317221612278	785.1875282883022	249.61192645755736	133.22729156939243	1.0	5.0	11.0	1.0	2.0	7.791214229064328	0.5899801118502674	0.5207712776588719	1.8892486104908606	5.5133443233039344E-5	-1232.6585422410712	-1196.1803110091457	-1949.2352865501812	-151.36655105859688
61000	-4577.573280016039	-194.50602470222793	-4383.067255313811	447.4828351414716	4121.199679688003	2858.365946724614	723.359043293544	633.3405336332804	240.39497905667687	1.0	6.0	9.0	1.0	3.0	6.749136443833503	0.7756774824556288	0.5820248508894126	1.6422976666549585	4.88088570420768E-5	-1238.3654935410843	-1195.767323402637	-1948.9344383700898	-152.75412654094575
62000	-4577.425470824144	-189.5792914531117	-4387.846179371032	370.79444220279214	2594.385568341522	3175.575961705295	350.1031789153756	442.1250962633025	25.385218668466692	3.0	4.0	8.0	4.0	1.0	9.462750105373336	0.8259846566749725	0.6654988788323186	1.5085164644927087	7.000353208818311E-5	-1245.0341906612987	-1199.721736770147	-1943.0902519395872	-148.94212746581152
63000	-4549.144868649157	-167.79369120826334	-4381.3511774408935	137.71841778110897	987.8385734389663	203.38437776246283	449.43541502632485	114.87796496953477	60.869131022219634	4.0	3.0	2.0	9.0	2.0	10.416001607207651	0.43549023712997814	0.6499340158561286	1.914575747013893	1.6330671979290014E-4	-1239.2484764925557	-1195.6499239009072	-1946.4527770474306	-132.2912133853856
64000	-4561.016015832593	-181.44047767334322	-4379.57553815925	285.17235608082444	2268.899992517766	593.0815720939859	522.9723362382341	339.0201182686844	82.04919947897238	2.0	6.0	1.0	8.0	3.0	10.537918545186853	0.7460161929725058	0.5650130857770886	1.688970721250406	8.552765398302706E-5	-1240.1189372958736	-1198.8981348502093	-1940.5584660131676	-143.12701756959615
65000	-4561.764154566368	-184.61397454352866	-4377.15018002284	361.12812585494413	1728.25796435877	380.0203840931551	540.8092881653681	403.4999323853716	20.22661199362645	5.0	2.0	2.0	10.0	1.0	10.282403534763315	0.515590056155423	0.5604689333785485	1.9239410104660288	5.739221929361443E-5	-1236.696637083839	-1196.0670186855807	-1944.3865242534198	-146.70110992405475
66000	-4581.994162407164	-203.92598104408276	-4378.068181363082	715.4607090462825	4843.372368979942	1725.3763282825623	154.23755004949044	507.5292663517672	206.71103587370632	4.0	5.0	1.0	9.0	1.0	8.347942102745117	0.7072274450056381	0.5505665585555938	1.7422059964387684	3.5127547939038046E-5	-1237.2373910996246	-1199.1225342722219	-1941.7082559912346	-161.9684984005677
67000	-4565.628611969613	-181.59774885784182	-4384.030863111771	295.9983110443782	2597.3605429573413	841.6546140073439	287.5604771012656	302.68877442352436	100.93779857166157	6.0	1.0	6.0	4.0	3.0	8.527878890786688	0.6954974498085997	0.4009435212001856	1.9035590289912148	7.808680916406569E-5	-1236.0633319098076	-1201.8134654068797	-1946.1540657950843	-143.56861522263944
68000	-4557.09088910728	-181.75520050948828	-4375.335688597792	273.52053702419374	927.1053140496016	749.3004382906001	357.64323273547996	340.6120538288484	133.9472322587798	2.0	7.0	2.0	8.0	1.0	8.527878890786688	0.6048842914915233	0.5240264362133163	1.8710892722951602	8.070458041142752E-5	-1234.3189832266019	-1196.0501700074763	-1944.9665353637135	-144.98715358676247
69000	-4558.893693743251	-176.89320413877454	-4382.000489604477	249.92871700213874	2824.7042817122338	1076.1224755679004	451.68971729884043	271.8245101429864	75.195844073342	2.0	3.0	2.0	10.0	3.0	9.310092769302914	0.5400172775582096	0.7004162481146745	1.7595664743271153	8.496252983298471E-5	-1237.640481515261	-1197.8509790982657	-1946.50902899095	-138.39138049784742
70000	-4572.741958275915	-194.06130461981905	-4378.680653656096	462.7197838108385	2689.309429193111	3417.2407568560584	1150.7263377207441	404.66171993273923	249.50928416911162	1.0	2.0	3.0	8.0	6.0	9.151014489386103	0.6887285940635971	0.6738541899197934	1.6374172160166092	4.715587764571067E-5	-1237.2274561145853	-1198.0868184054398	-1943.3663791360711	-152.28990937590595
71000	-4575.691089731517	-191.68466013277066	-4384.006429598747	356.15635946078163	1884.7348643777361	2301.9447553089053	3762.7033288602547	579.6627884115784	426.1297413997403	1.0	2.0	3.0	9.0	5.0	9.45663984620931	0.6633898330849192	0.5559283028541557	1.7806818640609245	5.685517245034516E-5	-1236.6787740665618	-1198.5103703486445	-1948.8172851835411	-148.272881831054
72000	-4566.0090700951005	-185.50926396379833	-4380.499806131302	324.6986005263268	3213.827430577269	1995.1225169612424	2133.000917486264	149.61079658682266	34.90663791347116	2.0	4.0	1.0	12.0	1.0	9.672686884097077	0.5717063539369519	0.6124503884031209	1.8158432576599266	6.441775196520637E-5	-1238.2862293004705	-1197.4173937285764	-1944.7961831022546	-144.82438068769062
