# BEAST v1.7.4, r5154
# Generated Mon Apr 27 15:01:46 BST 2015 [seed=1430143304221]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu_Rep2.treeLikelihood	CP2.Flu_Rep2.treeLikelihood	CP3.Flu_Rep2.treeLikelihood	skyline
0	-7890.56051559861	-145.20610960056706	-7745.354405998043	155.87286671483795	80.0	80.0	80.0	80.0	80.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	4.0E-4	-1882.5243558024704	-1767.5053252648909	-4095.3247249306814	-119.29597642719766
1000	-4997.028005657342	-137.140035630005	-4859.887970027337	63.7880784527185	154.96248257523703	111.79487350858787	50.917903996187704	74.70218433251476	108.15927497132463	4.0	7.0	6.0	2.0	1.0	1.3518187224746752	0.6652742085828912	0.4296714477699801	1.9050543436471288	5.102683350607469E-4	-1340.7601390572402	-1292.122464143113	-2227.005366826984	-109.69995548882609
2000	-4683.356570764036	-137.76035237095203	-4545.596218393084	44.84894124384072	626.4353517417125	170.41586226231905	63.7615692135299	132.07745186117592	71.89827523028453	1.0	7.0	5.0	3.0	4.0	2.152329977372566	0.6730472776336589	0.5213663988560586	1.8055863235102825	5.606905580550712E-4	-1267.4440508281486	-1213.8930643780661	-2064.25910318687	-106.6749442485297
3000	-4584.5066498009355	-147.91315715440066	-4436.593492646535	64.59367443416738	3823.440853280776	275.49415055468955	30.920603012505364	130.5130036134035	166.22440672206233	1.0	4.0	5.0	5.0	5.0	3.237574552088236	0.5663919427849412	0.5213663988560586	1.9122416583590003	3.414395838099409E-4	-1249.7509625914442	-1197.5114240720004	-1989.33110598309	-110.64023697994546
4000	-4544.833410812774	-150.83134859514888	-4394.002062217625	85.14771316160217	3730.807967310582	312.49134321420416	26.308902908714416	78.42878093039585	68.8986737643847	2.0	2.0	1.0	3.0	12.0	4.929938365023714	0.5967644986564042	0.5050900898515563	1.8981454114920393	3.0688022999056385E-4	-1239.6174829088754	-1195.1868634904793	-1959.1977158182713	-115.38307535055932
5000	-4526.916762231861	-140.0988170938432	-4386.817945138017	47.67960108748685	1641.6151325091762	294.6216809038853	64.78759257413638	72.25800363244801	62.02202376503397	1.0	3.0	3.0	1.0	12.0	10.2846833721912	0.6558560546185763	0.5050900898515563	1.8390538555298672	4.6455643907614824E-4	-1236.1883584228349	-1198.4324142199073	-1952.1971724952755	-106.45122129035957
6000	-4531.08257310815	-145.33366248066102	-4385.74891062749	75.25518668062367	1053.358207760163	222.68842632432546	118.20631283784888	69.98358475146136	119.91039446840847	3.0	1.0	3.0	5.0	8.0	9.328747169069173	0.6047652209465544	0.6593895645147867	1.7358452145386587	3.301476781539991E-4	-1238.717370168697	-1198.8234965988881	-1948.2080438599046	-111.70694227103625
7000	-4532.788930175926	-148.6828132315739	-4384.106116944352	88.04822136189026	916.0291144410628	575.4079183148593	51.39978673599367	135.5382043220142	93.64363848051266	2.0	2.0	4.0	3.0	9.0	10.553077764702909	0.5676516876910933	0.575673067797781	1.8566752445111252	2.8623179912794943E-4	-1237.7772891334355	-1197.813577959229	-1948.5152498516875	-113.43700726991162
8000	-4542.714343189629	-161.05532362531048	-4381.659019564318	116.61867348975721	808.9413678422693	1447.89761640292	87.49092815590096	162.1493170208856	102.47872063915165	2.0	3.0	6.0	1.0	8.0	10.213880455239481	0.564688033109912	0.5889358184446831	1.8463761484454042	2.054729816268046E-4	-1236.8049141091944	-1196.6806575021549	-1948.1734479529696	-124.166579775521
9000	-4540.457243242102	-157.52356143775722	-4382.933681804345	98.67800004444207	293.1782779969708	523.9105750895161	76.09537221172585	235.8988609789379	92.80952755582392	1.0	5.0	8.0	2.0	4.0	10.616988324307327	0.6309215299146038	0.5499378903640317	1.8191405797213638	2.160538664727482E-4	-1240.113555603475	-1197.0141429860587	-1945.8059832148115	-122.31711285408555
10000	-4544.883526033598	-163.6692590338085	-4381.214266999789	128.2838922061601	834.8038919717799	655.7666269830693	180.30546401683262	184.87373950768833	104.37608234795519	1.0	4.0	10.0	2.0	3.0	8.555665921835242	0.6395244806385328	0.5499378903640317	1.8105376289974349	1.7139941428722622E-4	-1240.2732314158832	-1192.480769852959	-1948.4602657309467	-128.5177369813759
11000	-4548.475115900547	-171.96039479136647	-4376.514721109181	172.36016214168527	1439.929656389374	827.6694888636464	212.58366326368363	383.60183909363724	73.1285220673587	1.0	9.0	2.0	6.0	2.0	9.279329479341209	0.5841965165546983	0.5815172140250285	1.8342862694202726	1.5434908198657033E-4	-1237.0913578634238	-1194.7749649258078	-1944.6483983199496	-134.3335959047973
12000	-4557.073137176862	-174.93402294857984	-4382.139114228282	204.65934074474032	1158.4121773451598	620.2038622522547	541.3158808066612	168.7303719072828	53.003332863844676	2.0	7.0	4.0	4.0	3.0	6.733422935205557	0.6129032327542397	0.6268741228865291	1.7602226443592306	1.1110627451852302E-4	-1237.0276276116072	-1195.8309667985075	-1949.2805198181672	-139.03094607940085
