# BEAST v1.7.4, r5154
# Generated Mon Apr 27 15:01:44 BST 2015 [seed=1430143303380]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
877000	-4419.910136380166	-58.74161902403759	-4361.168517356128	9.34118647477491	20.877490323334182	1.0259980278413146	1.9039276047763196	3.533178930988763	0.7272429261055785	4.0	1.0	1.0	8.0	6.0	9.062482442413817	0.5400064285913266	0.5012494388549341	1.9587441325537422	0.004607978044276132	-1232.4790192642763	-1191.571289237523	-1937.1182088543292	-44.56195860538877
878000	-4428.383205925588	-62.91717825228232	-4365.466027673306	9.3678870340043	18.282360140340437	3.7910130761525105	2.1503218059788636	1.93684190976434	1.3350226534805614	8.0	3.0	2.0	2.0	5.0	8.79136088707123	0.7365134520642961	0.47233876954634246	1.7911477783893643	0.0046102078000778	-1237.3906011659633	-1191.1992040328287	-1936.8762224745135	-49.80765120378505
879000	-4428.667394033196	-64.59615883330791	-4364.071235199888	9.51689057402397	22.829538241729242	16.64082843539255	5.6189504297342046	1.1887502289007088	1.1443196458996219	6.0	4.0	1.0	4.0	5.0	9.397419753294791	0.6069703354822811	0.6224463024853438	1.7705833620323779	0.004321382550802051	-1234.5502046267584	-1190.253778691213	-1939.2672518819168	-49.14794448711844
880000	-4423.5719477372495	-54.665394066745876	-4368.906553670504	8.390118755593925	19.958050682911825	2.802338982848261	1.2519542105274861	2.692042426630506	0.3847634041822378	5.0	9.0	1.0	1.0	4.0	9.915200598478464	0.5580064672945658	0.5611241225458695	1.8808694101595675	0.0049261564664766925	-1234.925874619851	-1194.0272788097175	-1939.953400240935	-41.25823633040644
881000	-4430.317466150138	-54.17481892775466	-4376.142647222383	8.342921808098518	27.431496968293917	4.077465174011877	1.314583883684579	0.6683072253337932	0.5781962811879571	3.0	9.0	2.0	4.0	2.0	10.275623276078706	0.4475364309314132	0.6076465126311443	1.9448170564374454	0.005154589450092635	-1239.0065505775915	-1193.2509797777439	-1943.8851168670474	-42.101083708027446
882000	-4427.776337488537	-55.19600876189088	-4372.580328726646	9.040713149558698	36.08104093401698	5.219256417342385	0.35291220417328595	0.8676822028028016	1.282167581852007	3.0	11.0	1.0	4.0	1.0	7.395909257623471	0.7111891500907459	0.5048231769753913	1.783987672933866	0.004597038253186927	-1236.0674093790776	-1196.0402081654568	-1940.4727111821117	-41.40605901740604
883000	-4430.222634547738	-61.89063195247315	-4368.332002595265	10.408585205229832	17.379839410649787	3.428253088884019	6.653753341265039	1.390281072386609	1.1993786413104206	3.0	10.0	1.0	5.0	1.0	9.229899587281094	0.5640486993496627	0.6428491057981077	1.7931021948522325	0.004301888883726201	-1235.9962712585614	-1197.0078529759912	-1935.3278783607134	-47.291076518061715
884000	-4432.229466575607	-67.2739607282913	-4364.955505847316	10.021559902257811	46.61061057053029	6.928039756302273	8.585947180610491	3.0046587349830984	2.8216491731647535	2.0	7.0	3.0	6.0	2.0	9.229899587281094	0.550628614605266	0.5045658063151734	1.9448055790795638	0.004478979723869984	-1237.8282213802847	-1189.7271887880186	-1937.4000956790128	-49.505005749652554
885000	-4438.659149597226	-60.08487606076906	-4378.574273536457	8.791862145526691	29.88771808676918	13.324995925071923	3.8701088245875668	2.0157405809012774	0.6765698496405741	2.0	1.0	8.0	2.0	7.0	6.184975283959623	0.630532980686589	0.48379231156236224	1.885674707751052	0.004801056320073802	-1229.3226032421803	-1193.3074847520595	-1955.9441855422174	-45.23118002440882
886000	-4427.176560550935	-57.779398239608696	-4369.397162311327	8.563199272553584	10.018310056145511	26.147867941990302	4.27618202325305	2.2309351425819437	0.5338658762525957	2.0	2.0	7.0	5.0	4.0	9.83114155201604	0.5621186778513425	0.6265291908457395	1.811352131302921	0.005409591090855752	-1240.3347186750102	-1194.7473819957718	-1934.3150616405444	-41.83120564981179
887000	-4432.513041920726	-58.63567211404806	-4373.877369806678	8.561534995564893	12.429895297158176	7.8640008713830465	4.907006369182921	1.8039562064757124	0.9552637848198886	6.0	1.0	5.0	2.0	6.0	8.04211399006411	0.6322265434816352	0.5457973082347055	1.8219761482836623	0.00542559268317145	-1237.3349393390083	-1192.658100807994	-1943.8843296596756	-45.11401081369517
888000	-4435.37866306426	-64.11833183699416	-4371.260331227266	9.111897385770067	36.639988335840336	9.887726255357245	5.429431764878244	2.125313524215914	2.3086794870713025	1.0	5.0	5.0	6.0	3.0	10.311536396873308	0.6127419306729979	0.5530144078416686	1.8342436614853368	0.004858279484696713	-1238.8162563889316	-1196.0133086885894	-1936.4307661497446	-47.54905000613819
889000	-4431.019475975246	-68.9547395400474	-4362.064736435198	10.632818621950644	58.25933670830697	5.960362507739583	4.026543541881414	1.6129110547952161	1.0707841204078739	4.0	4.0	4.0	6.0	2.0	9.425481987245384	0.6433470672142865	0.5200874725443522	1.8365654602413648	0.003763632790772605	-1231.607907590739	-1192.6010364089707	-1937.855792435488	-53.08312020475363
890000	-4434.598202742534	-67.81238768599373	-4366.785815056541	9.871217125619568	128.0391739742926	13.671649094938896	8.386644022222685	2.252188857101959	0.6908570186682508	1.0	3.0	5.0	8.0	3.0	8.414149697676084	0.6738415770664624	0.5415536617723415	1.7846047611611995	0.003729892805468259	-1234.1626912517272	-1189.3368578087989	-1943.286265996015	-49.12842891228079
891000	-4432.990902561279	-68.12420783357334	-4364.866694727705	10.231360510203977	82.37227534360395	12.728243742812314	6.346381154294165	2.659696113146399	2.1097787319058665	1.0	2.0	7.0	1.0	9.0	9.564354199627463	0.7123867817721292	0.48696449821553905	1.8006487200123353	0.0034570381397256125	-1231.4023863541913	-1190.7075195286452	-1942.7567888448689	-49.80829054882812
892000	-4436.870231756269	-68.52023018203741	-4368.350001574232	9.35675827825343	97.61241288653245	16.43186210790701	6.888584774587254	2.206209216627436	1.238929129907395	1.0	2.0	8.0	1.0	8.0	11.257789575308443	0.6734164344092884	0.6017318190524266	1.7248517465382887	0.00399143242937791	-1235.7599352508312	-1191.920759623562	-1940.669306699839	-49.9474028759968
893000	-4434.970981135638	-61.74512517574528	-4373.225855959892	9.828462740533295	17.30399547523173	8.021602508957084	4.267891746518267	2.7412957350885856	1.171352700550699	3.0	2.0	8.0	1.0	6.0	11.257789575308443	0.7217955167217944	0.4704275111784943	1.807776972099715	0.0041944369576159945	-1236.4192920592116	-1197.941844122031	-1938.8647197786497	-47.01527630439862
894000	-4428.1622566695605	-56.157767447151656	-4372.004489222409	9.132762454160959	21.32298323025035	1.7029836821232613	1.4012267971368457	0.9195282423897339	0.23708880368349236	6.0	4.0	8.0	1.0	1.0	11.2222805152962	0.5364505984400755	0.5746433289105098	1.8889060726494182	0.005223532855504747	-1238.1499406281318	-1194.758495065951	-1939.0960535283255	-45.017718516400684
895000	-4420.6331003521545	-58.30050690382013	-4362.332593448335	8.514375361000463	39.478725901060294	1.2080490151636292	2.885913781519061	1.5180439344660108	0.7075228488657055	4.0	3.0	8.0	3.0	2.0	9.62924738656013	0.578313469585207	0.5366082059664683	1.885078324448328	0.005025613132614602	-1231.3983545396416	-1191.872569703222	-1939.0616692054707	-43.606308717972105
896000	-4430.360613642435	-62.01541510443224	-4368.3451985380025	8.50228711080268	29.251670142040243	10.982999650454852	2.161746184508839	6.71545572197673	1.4682591757035746	2.0	4.0	3.0	2.0	9.0	9.62924738656013	0.5350448428364195	0.5672678696890538	1.89768728747453	0.0047922342945873045	-1237.744651623975	-1192.1382741507364	-1938.4622727632916	-44.02963306360252
897000	-4426.557813007227	-59.84761263428173	-4366.710200372945	8.706359989086272	18.82558750255737	17.26615021828866	3.9901035630276804	4.350600468538057	0.4016598020616834	4.0	1.0	2.0	6.0	7.0	7.105849272422269	0.7161847962603051	0.5533599220918821	1.7304552816478163	0.004407388988779957	-1234.2532212560006	-1192.8890487973597	-1939.5679303195848	-43.982452832625704
898000	-4427.147632698633	-60.61849953384659	-4366.529133164787	8.794343931594181	31.10142768592876	8.355556261867621	3.5963149351030888	1.8230971825437239	0.419002508349251	3.0	3.0	3.0	5.0	6.0	9.540948812331079	0.5322065518227989	0.5647624295727394	1.903031018604465	0.00421591281611802	-1232.4915503850357	-1190.6881525008073	-1943.3494302789443	-46.04919600519962
899000	-4433.100697587499	-58.22894189765695	-4374.871755689842	8.302439612778278	15.028310677263192	8.414939962112127	6.385687625162812	1.7086888063779748	0.1637723524607137	6.0	3.0	1.0	7.0	3.0	10.692471939621901	0.5590707952964002	0.712060306414875	1.728868898288728	0.0046383615792905415	-1230.4651837978085	-1192.1544484763588	-1952.2521234156748	-44.23751795337362
900000	-4420.805469218699	-51.95300043555534	-4368.852468783143	8.235615108942156	32.86306621042476	4.099302269977979	3.755455116994959	1.0556770452286843	0.04143649167915694	4.0	4.0	6.0	4.0	2.0	10.50939620289251	0.5885978880765901	0.6821107169818018	1.729291394941611	0.0049633761436751935	-1233.7392597274343	-1196.9299094916537	-1938.1832995640555	-38.466607776482
901000	-4422.138981272918	-48.026501330617165	-4374.1124799423005	8.285391838781237	18.521610160044414	2.831412791189337	1.0384184845475428	0.5433969671884024	0.0547328359619283	5.0	6.0	3.0	4.0	2.0	10.868868634519028	0.6025561414079474	0.583217889373186	1.8142259692188696	0.005329356604852361	-1238.4980655438083	-1196.7274842198399	-1938.8869301786524	-38.19052653004231
902000	-4421.109808272097	-50.08665448075286	-4371.023153791344	8.188312393331731	26.961068733384582	3.426250683272759	2.958274580078187	1.7324445837682698	0.22428938674248697	4.0	7.0	2.0	4.0	3.0	9.705992413088032	0.6251563562855561	0.5384062209466629	1.8364374227677842	0.005112855761471617	-1238.0989192902366	-1193.2901245390904	-1939.6341099620172	-36.65393020326443
903000	-4426.921614009175	-55.97774155680467	-4370.94387245237	8.249314284615211	21.44738156253416	17.12163449172163	5.599297080991161	3.022653762747955	0.9089708953990115	1.0	3.0	3.0	7.0	6.0	10.182283861248635	0.5757296742574277	0.5109046185506741	1.9133657071919012	0.005844698266047488	-1235.4061329623084	-1195.302012695159	-1940.2357267949026	-39.89088178668456
904000	-4429.003615511686	-54.23522118802201	-4374.768394323664	8.265817784661282	192.13958702122238	4.022962815431258	2.8416381315848533	1.8241003390225914	0.7639910717225953	2.0	2.0	3.0	5.0	8.0	7.79610082442799	0.5757296742574277	0.7280382382542183	1.6962320874883572	0.0051503015467196005	-1237.9203060745358	-1196.6619648414414	-1940.1861234076864	-36.83962441045724
905000	-4425.027824524774	-55.34441225590793	-4369.683412268866	8.328208534395191	40.740352841009	19.08942330270541	3.2774105939730696	1.4933965776362785	0.19051173573414223	4.0	2.0	6.0	4.0	4.0	8.355581069617202	0.692021190902648	0.5631935846488221	1.7447852244485331	0.005259602314647696	-1238.4704395708936	-1189.5252406330633	-1941.687732064909	-40.04631994884874
906000	-4428.490227855267	-58.75174094994296	-4369.738486905324	8.205929413916529	25.638121934193055	10.947858034389743	5.304772308829461	1.3465860736678834	1.0904995067682446	2.0	3.0	6.0	8.0	1.0	11.743189029795845	0.5071500620000857	0.6139177354206262	1.8789322025792914	0.005140341941925069	-1235.6914110910632	-1192.145614924029	-1941.9014608902319	-43.46575024367195
907000	-4424.360290441253	-52.17595849293836	-4372.184331948314	8.27092668061	18.082358321170314	9.035741912731952	5.990405566942599	1.0732259645519935	0.17132619823564021	3.0	4.0	6.0	3.0	4.0	9.970759348717333	0.7076590533671347	0.6366277023178984	1.6557132443149702	0.0051734791228720475	-1237.508482199715	-1193.9602302427168	-1940.7156195058828	-38.52295079737866
908000	-4420.381458167885	-52.854379606115195	-4367.52707856177	8.207416783309807	8.82910055751056	7.533219670917415	2.531520355954254	0.5016321313300934	0.1427701013111166	6.0	5.0	4.0	2.0	3.0	8.728458189829183	0.5898339891847715	0.6150901322171484	1.7950758785980836	0.005881876684245513	-1233.7657474474022	-1193.5212350706527	-1940.2400960437153	-42.401390801891786
909000	-4426.867556398963	-56.207693596840066	-4370.659862802123	8.319496800937605	17.51187534535285	4.04865538437095	2.8097179135554007	3.0732373049963697	0.14330639067305712	6.0	5.0	5.0	3.0	1.0	8.81197667708148	0.6294428073846832	0.5840549663463387	1.7865022262689816	0.004992711422044379	-1232.273141919602	-1191.190503136143	-1947.1962177463777	-42.68602115608916
910000	-4427.9819136941815	-58.55592718640339	-4369.425986507778	8.333620928986509	9.38053543984501	8.044950303909424	7.083696838571325	1.6224197089167325	0.21601251610595132	5.0	5.0	2.0	2.0	6.0	12.025168417008706	0.6309535835768094	0.589113851405505	1.7799325650176892	0.0056508666472964405	-1236.4892507601733	-1192.906416666677	-1940.0303190809277	-44.964578208334366
911000	-4429.739911171485	-66.32661824112186	-4363.413292930363	9.63040263274634	40.42138800901462	14.980004915493998	25.65670861919751	5.139724722566052	0.6675238375363737	1.0	1.0	4.0	7.0	7.0	10.505710910277394	0.5580048381602504	0.6246231950831619	1.8173719667565913	0.00458802330877747	-1235.533985867108	-1192.4542219645286	-1935.425085098726	-46.57393175404273
912000	-4427.2681670835755	-63.84646299249345	-4363.421704091082	9.204488861529645	60.80800934448753	15.068473887031965	2.458103365314644	3.856140514168892	1.770873512151793	3.0	1.0	2.0	7.0	7.0	9.529103571309706	0.6189023288957939	0.6149691231789649	1.7661285479252447	0.004498329403064481	-1236.3617023407255	-1191.3713109338441	-1935.6886908165122	-45.976093738146524
913000	-4436.254416276687	-68.16972425537932	-4368.084692021308	8.4778687098276	41.63164618989563	19.01171156100981	18.325122634935987	3.466777310083869	0.7049726856098885	3.0	3.0	2.0	8.0	4.0	7.353109711189306	0.5454810914385488	0.6048128920761724	1.8497060164852823	0.004722017779291766	-1232.7336692244226	-1189.0407220036798	-1946.3103007932064	-49.80724258622713
914000	-4437.755984162268	-67.62357721499117	-4370.132406947277	8.71338625425246	34.11774141898303	6.1592017038754685	5.028886659628829	5.1507450452822345	1.699593005705506	3.0	1.0	5.0	8.0	3.0	9.209376999531308	0.5491275250020142	0.601166458512707	1.8497060164852823	0.004555185429722946	-1234.7547370764166	-1189.4629893261908	-1945.9146805446692	-50.920219444591154
915000	-4424.548757262409	-56.26289354818684	-4368.285863714222	10.118776322053272	25.837241144342123	3.352276533165364	3.3539409509727873	1.0221648064508957	0.9872016627607547	2.0	7.0	5.0	2.0	4.0	6.82231894685031	0.6044771446646624	0.555340668605522	1.8401821867298191	0.004361219825528483	-1236.8511632391724	-1194.754368380142	-1936.680332094908	-42.9965591078353
916000	-4431.604716747047	-67.05954244584369	-4364.545174301204	9.97756338140671	70.80425321542744	7.1187025871713745	7.938704739581892	5.031745147178855	1.082934791748378	2.0	4.0	2.0	7.0	5.0	7.042976942267879	0.5871566374702288	0.5879783251151472	1.8248650374146278	0.0035452236812875825	-1234.2460462080035	-1191.9647388902986	-1938.334389202902	-48.87265546512855
917000	-4437.133935898205	-68.74302662235705	-4368.390909275848	10.26356970430778	115.84785892161027	17.972113285065962	12.79087172349396	3.57778166910456	1.10719243055742	1.0	3.0	4.0	7.0	5.0	6.391411910370561	0.5871566374702288	0.5002317135514567	1.9126116489783183	0.0039381765397609025	-1234.957114899317	-1191.995740889591	-1941.4380534869397	-49.21520071497246
918000	-4431.4128547145365	-68.09818488473567	-4363.314669829801	9.63900443366047	102.03478789822037	26.797737003330358	1.1284537040455633	5.979445999669147	1.652678310615379	1.0	3.0	2.0	9.0	5.0	8.604167353763676	0.664504714737489	0.6432575421454223	1.6922377431170925	0.0038775941286392506	-1234.3178423511765	-1193.1778881112602	-1935.8189393673633	-45.6178843240096
919000	-4421.65177927803	-57.46116392234349	-4364.1906153556865	9.71698263340833	111.57434663469427	22.15553808122335	1.4455104101931615	2.255891086793545	1.1231621517465666	1.0	2.0	6.0	7.0	4.0	8.03443625233349	0.6350427685750272	0.5249983209162605	1.839958910508716	0.003917005798641616	-1234.20671179782	-1191.1857010836495	-1938.7982024742169	-39.345635370858645
920000	-4430.712400436735	-68.56268352361307	-4362.149716913122	9.473727446589741	114.00611172448396	27.174281461870002	2.6848061236474976	3.2750787894492097	2.065324340278423	1.0	4.0	3.0	11.0	1.0	10.228628249282247	0.5964484268450635	0.5034370855532614	1.900114487601679	0.004129090911972784	-1234.6020254247112	-1194.5078279681202	-1933.0398635202905	-49.101134918924735
921000	-4438.793697158819	-70.58635609894459	-4368.207341059874	11.103608682330934	51.24861149219397	20.14000042590214	5.659825664273818	2.932896840430305	3.5831963365915502	1.0	5.0	6.0	7.0	1.0	7.082466343643286	0.5693642985300157	0.639017201134368	1.79161850033562	0.0035095369363511812	-1234.2088036788002	-1192.4810579489651	-1941.5174794321085	-52.52933324006084
922000	-4430.106448812136	-63.10312888928038	-4367.003319922856	9.849308707402667	29.98758981626248	11.452979582419209	4.882753484609165	2.203126601602866	1.161323216826761	3.0	1.0	9.0	4.0	3.0	8.923296274100872	0.6795656529110382	0.5832123244472966	1.7372220226416688	0.004259330880124811	-1237.0732660429196	-1192.245221098713	-1937.6848327812231	-47.51247425392773
923000	-4429.522662255354	-63.001106077697294	-4366.521556177657	9.53328417418878	39.13874043596257	22.67511950760707	4.188357008348987	1.0317491539643433	2.0514567495934037	2.0	1.0	11.0	2.0	4.0	8.335741003981946	0.5767019302532773	0.4676591045710786	1.9556389651756476	0.0038442703330755505	-1235.2349327064935	-1194.5700220362178	-1936.716601434945	-45.96276542253363
924000	-4433.935305004317	-62.998823566341684	-4370.936481437976	9.33396511251285	167.6819935867551	29.67422855686077	4.0802199967226755	0.9760461345912752	1.561979399401116	1.0	2.0	12.0	3.0	2.0	9.157145833554155	0.6368984443244466	0.5218867196138969	1.8412148360616603	0.004365548085570251	-1237.331628129314	-1192.4914737912034	-1941.1133795174587	-43.613971089505526
925000	-4433.205796301632	-58.30681213252808	-4374.898984169105	8.378888544414721	25.34453762354777	32.49592228200678	2.913176998583939	0.7629266304547379	0.38020307779635676	2.0	3.0	8.0	4.0	3.0	8.597967076795683	0.5507135598010523	0.5121319981731682	1.9371544420257834	0.004126574205591391	-1238.181885319153	-1195.696043901988	-1941.0210549479632	-43.27834394294276
926000	-4425.1763546039765	-59.85166652133708	-4365.324688082639	10.293263001635754	39.09017539096521	3.8639961023227793	4.080110826902424	0.8425880650738912	0.6521383222175342	3.0	1.0	9.0	3.0	4.0	7.1753854514010245	0.6618731753585958	0.5186829317259202	1.8194438929154881	0.0040445173714009006	-1231.5561909712915	-1189.0457167897719	-1944.7227803215753	-45.8274585135403
927000	-4431.0859034557925	-61.97546128043524	-4369.110442175357	10.393008389609559	44.014679669901945	1.6336948582338298	3.4082078770950304	4.162981102932975	1.0420127414106548	4.0	1.0	5.0	4.0	6.0	6.4923663507360905	0.6565556009898414	0.5320543926884048	1.8113900063217578	0.0037799384055502505	-1235.1457290403382	-1190.151478462133	-1943.8132346728862	-45.79745038374201
928000	-4427.518135334387	-63.39539069686375	-4364.122744637523	9.551153166926046	18.44298949339798	11.576730943131722	2.903739831210481	4.229769496908574	0.8057386100618835	4.0	2.0	5.0	2.0	7.0	9.993025983680095	0.6587271428781013	0.5904456469931679	1.7508272101287348	0.003667881555945251	-1232.805558132255	-1191.524591724872	-1939.7925947803958	-47.781306300952494
929000	-4433.016825638296	-66.09061394850563	-4366.92621168979	9.6996401105605	35.92487666789062	7.7956001906012435	4.106521429743669	2.1009261241489585	0.5800497109555154	6.0	1.0	2.0	4.0	7.0	9.222191737018495	0.574217651068427	0.6374993046440063	1.7882830442875706	0.0043321540240368476	-1233.0583555199487	-1192.8783331304812	-1940.9895230393595	-50.96615601340066
930000	-4428.770606690951	-63.32492030978265	-4365.445686381168	9.381467608558095	14.61222109867934	4.973322878982802	11.443173104844332	3.856977412955796	0.6094528741883313	5.0	5.0	2.0	1.0	7.0	11.715554111701383	0.6516834736238064	0.5818406857930036	1.766475840583194	0.004410027271296261	-1234.4157513843763	-1193.8758751768924	-1937.1540598199003	-46.97258853712804
931000	-4427.002001051254	-59.921256799303194	-4367.080744251951	8.36528133887904	19.579157930352256	8.98667325057487	10.286341951232473	5.945351862011438	0.48154980623864735	4.0	1.0	2.0	5.0	8.0	8.290287737579932	0.6045421666486898	0.5421033659570853	1.8533544673942288	0.005047207776232084	-1236.3055430477846	-1194.6064519346219	-1936.1687492695448	-43.285476764873486
932000	-4422.663923353485	-55.70408420384443	-4366.959839149641	8.226745950154688	8.030742876401138	10.051766654946187	9.754355817978547	1.6197913148214884	0.4479233603109589	3.0	3.0	2.0	6.0	6.0	7.3593444281711315	0.6651687795022428	0.5038251113907011	1.83100610910706	0.005394519118490312	-1236.763314802779	-1193.7749394869943	-1936.421584859868	-41.80913687278598
933000	-4431.442623572447	-59.28270165695997	-4372.159921915487	8.905699699789071	38.46958929632915	10.086117461239056	4.209249894078633	2.4685746317402546	1.6234012145900116	2.0	4.0	2.0	7.0	5.0	8.440534846920324	0.6313330661386112	0.6214349903206049	1.7472319435407877	0.005457513159425113	-1238.072727363867	-1193.927160442523	-1940.1600341090975	-43.27422812862815
934000	-4424.135129832749	-52.238096870197694	-4371.897032962552	8.437461028819444	12.759211814508221	5.588372729528109	2.02479939536662	1.0635632460792928	0.8472675065001513	1.0	9.0	3.0	1.0	6.0	9.327825022088016	0.5491050223613082	0.6591881224442375	1.7917068551944577	0.005671839175399542	-1235.9935492816164	-1194.5106367206722	-1941.3928469602636	-40.3025939746842
935000	-4421.552120586984	-52.75827976654874	-4368.7938408204345	8.378953655545983	18.46872787032936	9.693992011664832	2.667683616175231	1.2044673591935133	0.41824917383448484	3.0	7.0	2.0	1.0	7.0	10.07059646892733	0.6996570972242225	0.6630735981542905	1.6372693046214906	0.005024356207002188	-1233.980335899055	-1191.8913310055825	-1942.9221739157967	-39.57892017861019
936000	-4431.440909620251	-60.42511349127341	-4371.015796128977	8.444156705937072	31.624295991277467	11.583024629419944	6.279236867702017	3.9048038588443212	0.9976044108491519	2.0	4.0	6.0	1.0	7.0	8.498994355634998	0.6363287643934473	0.6129331472063312	1.750738088400225	0.00463504844744877	-1235.142636611899	-1192.18256548788	-1943.6905940291986	-43.94260005983597
937000	-4430.500007797602	-61.09697831270938	-4369.403029484893	8.50429805950198	217.94093146083375	52.78709374487875	4.931763844167103	2.9583659250736636	1.00306294256997	1.0	1.0	8.0	2.0	8.0	7.635108443265543	0.644430431063798	0.5803378316031882	1.7752317373330173	0.004480550350385478	-1232.8388120388943	-1193.4288567737829	-1943.135360672215	-40.37461742485044
938000	-4437.962292055657	-63.78685468605585	-4374.175437369601	8.462755209854732	99.33178403298473	6.255309997362609	13.789758547561103	2.120788718160198	1.2035712316994973	2.0	3.0	7.0	1.0	7.0	7.727607201938228	0.5112358432130801	0.5305019531086226	1.9582622036783008	0.004948979374403054	-1233.3087811549735	-1193.8123401629891	-1947.0543160516384	-44.347211316601765
939000	-4430.262556687146	-60.78709214475665	-4369.475464542389	8.284110956263552	93.82632005851606	12.764866836150588	2.5576447878412014	0.9318845268776852	0.4126036152926179	1.0	4.0	7.0	1.0	7.0	10.663430845376396	0.6049786156278459	0.561142246939768	1.8338791374323897	0.005317630741252776	-1236.2717013141971	-1191.4951771501887	-1941.708586078004	-44.77861504396622
940000	-4426.605513599865	-57.150657422441284	-4369.454856177424	8.89574507393372	9.280327084739083	8.285536401667638	2.9008028141947397	1.4186597586421543	0.5396062802702698	3.0	2.0	6.0	6.0	3.0	12.11002683333086	0.5327108844786915	0.5929383098259435	1.8743508056953686	0.004797924221010524	-1237.8795553186646	-1194.8103480472323	-1936.7649528115267	-44.55928657767056
941000	-4423.777188439268	-61.00134777349242	-4362.775840665775	9.14880206671896	24.10250593220876	4.271190698415599	1.5458434894490933	2.039077883117509	1.8110355421301805	2.0	8.0	2.0	1.0	7.0	7.909318444810662	0.6387483860247468	0.648066295822027	1.7131853181532302	0.004684878309562301	-1233.3926407197064	-1193.328002326622	-1936.0551976194463	-47.222346420973835
942000	-4433.973401886207	-59.87607369366384	-4374.0973281925435	9.085160142103815	34.97691444077917	4.095575728056612	5.420785789100232	2.2434706410789715	1.0618565991938984	1.0	8.0	1.0	6.0	4.0	12.06335250044142	0.7178301718386539	0.4808772826337601	1.8012925455275903	0.004235654166115119	-1234.2590540526228	-1194.1926064459544	-1945.645667693966	-44.04051383413166
943000	-4424.289142952233	-57.845511700773166	-4366.44363125146	9.265452380839601	29.47057301616613	2.5757856213311805	5.611710412979034	1.5669030851640497	0.5051254513397316	4.0	5.0	2.0	6.0	3.0	7.964375124746332	0.641722176171678	0.496489666185637	1.8617881576426893	0.004165053338614528	-1233.3079967682402	-1192.7258755041632	-1940.409758979056	-43.016003116069164
944000	-4422.554811403118	-54.46873057174444	-4368.086080831374	8.72609725131339	18.555298827541517	2.8668222644604198	3.437022841010489	0.630982612678837	0.3728142786115729	4.0	5.0	4.0	4.0	3.0	10.370053493929579	0.6460422776072904	0.4478066125639017	1.9061511098288124	0.005186679855402191	-1233.324141389208	-1193.9582482905823	-1940.8036911515828	-42.33313559435708
945000	-4426.361312270517	-60.456572186823514	-4365.9047400836935	9.070934076216767	49.23446176990845	10.69807745884301	3.1054477021312863	1.1330573949362046	1.0312261252711385	4.0	4.0	5.0	4.0	3.0	8.079263223046105	0.6213658896245815	0.5007973418806451	1.8778367684947779	0.00490470917827527	-1235.2324358277697	-1192.8934897069635	-1937.7788145489603	-45.163384763928875
946000	-4430.76022838382	-63.76653313517602	-4366.993695248643	9.161016143387545	38.00981162402481	8.310932287694861	4.8868733146725525	1.8397983520009165	0.9671707234298086	6.0	3.0	5.0	2.0	4.0	8.079263223046105	0.6348009571374835	0.5900537424314963	1.7751453004310247	0.004760590776752171	-1236.461006357335	-1192.4625886499261	-1938.0701002413819	-48.37893414177017
947000	-4433.464266364432	-60.08891192964986	-4373.375354434782	8.933040200622603	26.135994605369106	8.232356487945651	7.104276978206586	0.7060927353562396	0.2560421612337489	2.0	4.0	8.0	4.0	2.0	8.396415241182918	0.6945382988485698	0.6027415912861438	1.702720109865291	0.0050450615173102155	-1234.0691257725343	-1193.8113156804457	-1945.4949129818024	-46.07375980556233
948000	-4420.230712501845	-52.18064211430626	-4368.050070387539	8.355169006470492	23.311328346091546	14.113492629321783	5.642183988402941	0.9158480799401162	0.27233296577228	2.0	1.0	10.0	4.0	3.0	8.396415241182918	0.582564065933951	0.4701788987970864	1.9472570352689673	0.005726034222622204	-1237.1963788025225	-1194.067145803938	-1936.7865457810778	-38.000575792399665
949000	-4426.156121261798	-47.47602626402292	-4378.680094997775	8.225640065938187	9.513938763801425	11.716707853359784	1.7790061483930588	0.9854026435834013	0.06827381778382292	1.0	2.0	10.0	3.0	4.0	7.865615785121425	0.6784941657655125	0.5954590746602888	1.7260467595742037	0.00524031627846478	-1239.7067724491699	-1194.253790780663	-1944.7195317679427	-35.879086586683485
950000	-4433.795375474343	-55.622909106896714	-4378.172466367446	8.424214278591924	56.30190322469885	9.004756480028927	2.102940513109742	2.4583437720683414	0.3254091371105903	2.0	3.0	9.0	4.0	2.0	8.578693530475736	0.6914164515251067	0.6614120766380639	1.6471714718368342	0.004924325840876619	-1240.0583390049426	-1190.4455827590675	-1947.6685446034355	-39.87674751652795
951000	-4428.262257521717	-51.474809401425006	-4376.7874481202925	8.448711732057053	14.372435836008334	10.939783682532916	1.7693174832023588	1.3210397262574896	0.06595994798423727	3.0	2.0	6.0	7.0	2.0	8.480773018175144	0.539452614173867	0.663964155489201	1.796583230336937	0.0055741462356406046	-1235.7295692159098	-1194.1890050461504	-1946.8688738582323	-39.04549945098444
