# BEAST v1.7.4, r5154
# Generated Mon Apr 27 15:01:44 BST 2015 [seed=1430143303380]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
32000	-4479.543185496303	-109.23222816115877	-4370.310957335144	29.228542573554556	169.2578252846462	67.47866550381187	16.636029957680456	7.908705816793622	3.64829666661661	2.0	3.0	11.0	3.0	1.0	11.29961273804153	0.558084923223196	0.607677944172079	1.834237132604726	9.82106951771252E-4	-1234.3981661885705	-1196.3529959509278	-1939.5597951956458	-85.87135792787416
33000	-4493.737352171508	-113.73624665655001	-4380.001105514958	26.12138942997592	256.1771783132919	21.8862188240169	33.93944966543773	10.438822548827115	8.115210294427593	3.0	1.0	12.0	1.0	3.0	8.80424831706737	0.5809356517389981	0.5889258566166922	1.8301384916443109	0.0010947310065280798	-1234.591287004892	-1194.8383080545689	-1950.5715104554974	-88.79217174830842
34000	-4481.88873039519	-113.86752712468564	-4368.021203270504	29.11123279321462	373.80635971029176	25.554628615381404	35.43732703934553	34.93948954480127	18.723415259234113	2.0	3.0	12.0	2.0	1.0	9.378912472806148	0.6491001009062527	0.5272767825400145	1.8236231165537338	9.208221195422607E-4	-1235.7798859215115	-1194.3064151528743	-1937.9349021961177	-86.44246124655827
35000	-4483.7226288830725	-103.67632549500632	-4380.046303388066	22.825962663401313	326.9468919119276	26.39620427431341	17.14582815016289	15.554368705295147	2.211468596534874	1.0	3.0	14.0	1.0	1.0	8.778629700105938	0.438960144853633	0.7374167385926342	1.8236231165537338	0.0011112816667248773	-1241.7945658822416	-1196.7186675036396	-1941.5330700021855	-79.28544335345023
36000	-4478.326814364862	-100.16263380425309	-4378.164180560609	23.023023114784973	218.57778274767657	16.774709736468587	10.394189039726587	8.502418270932706	17.43792503153413	1.0	4.0	13.0	1.0	1.0	10.883747203539576	0.741773581114028	0.5087907139687684	1.7494357049172045	0.0011072048449219188	-1238.5367327998385	-1192.0945115760956	-1947.5329361846746	-76.13429574580942
37000	-4478.345340792977	-106.58511054917618	-4371.760230243801	23.651218260465754	509.2416746335321	40.07806301565808	17.343406128175356	18.095078480813964	14.432673689748396	1.0	5.0	8.0	2.0	4.0	8.34184074456995	0.6311636099974737	0.46974405368833394	1.8990923363141934	0.0011292927677237765	-1231.9601294997187	-1192.7697622295586	-1947.0303385145235	-80.20591495164496
38000	-4479.321796078266	-109.23751278315714	-4370.084283295108	28.725360240426035	1398.8265508527006	29.98787044371787	8.41560708315829	4.9220218547567995	14.450679134853846	1.0	6.0	1.0	3.0	9.0	7.79148666829074	0.6310849612653011	0.6055409769984956	1.7633740617362041	0.0010372238425497542	-1234.4966248469852	-1192.433701019282	-1943.1539574288415	-81.75023950192673
39000	-4479.417737338209	-105.56594049700213	-4373.851796841207	27.628124010233417	80.62739015613214	8.543866227899219	7.45185712501391	23.28495688386954	5.100913391226976	3.0	5.0	1.0	9.0	2.0	10.305618367878704	0.5146287014572111	0.5834581598729608	1.901913138669829	0.0010628596192792318	-1236.3070553355326	-1197.353407866527	-1940.1913336391474	-82.83015137212712
40000	-4499.312620105572	-112.89866693513196	-4386.41395317044	27.396512906009793	224.43607834191883	103.84276675903817	25.044954676809684	27.50704574982727	17.25077487140558	1.0	3.0	3.0	6.0	7.0	10.528891362649782	0.479965553211423	0.6097587697190648	1.910275677069513	8.976227933213668E-4	-1241.8536907992261	-1197.4439463738167	-1947.1163159973971	-86.11005791066385
41000	-4474.829129522829	-103.96544476616117	-4370.863684756668	25.14591485083832	285.49511678141766	17.899813507191695	15.435701678243051	15.028469708759483	16.62801111345962	1.0	11.0	3.0	2.0	3.0	11.000190418267803	0.5209016992011203	0.6292377415568474	1.8498605592420332	0.0013407972407658206	-1235.0654625883278	-1192.956552492314	-1942.8416696760257	-78.92257479825832
42000	-4479.4148349693405	-108.23068567290144	-4371.1841492964395	25.420910883000076	132.29532385109238	40.57486990625621	14.129927981291237	19.522525468748483	34.33575634959517	1.0	9.0	7.0	1.0	2.0	7.945827490919187	0.6340758522601375	0.6093889478953863	1.7565351998444771	0.0011282736391298835	-1234.6316796579954	-1197.2063642599273	-1939.3461053785163	-83.26958975581937
43000	-4480.803481153198	-108.25444577535154	-4372.549035377847	25.630897722850733	123.56554654247698	18.177076872099708	12.933374628803753	12.752417842616909	28.045840636838953	1.0	9.0	6.0	1.0	3.0	10.223364040288102	0.6330014566490614	0.5345069737265851	1.8324915696243547	0.0013232427239739109	-1235.818339164378	-1194.711465064107	-1942.0192311493618	-84.24664209817146
44000	-4475.636452017459	-105.7660930463328	-4369.870358971127	25.589107299275998	152.3505189804141	8.313194056383805	12.734641709327576	16.61875905100869	13.26079039553453	1.0	11.0	5.0	2.0	1.0	8.874844005023554	0.6330014566490614	0.5345069737265851	1.8324915696243547	0.0012570943768748836	-1234.7847416375855	-1195.1284212358867	-1939.9571960976546	-82.36843204418612
45000	-4478.9036430781525	-101.18298428483432	-4377.720658793318	23.795250613741118	181.23940817423522	27.112905493836838	17.6154885850531	12.44240425445362	5.565484572818978	1.0	8.0	6.0	3.0	2.0	6.662353497724253	0.6611777998515472	0.43593852661643606	1.9028836735320176	0.001256930953946082	-1236.8664358555725	-1198.9724262347913	-1941.8817967029545	-78.24403628495409
46000	-4473.388547709026	-102.05235205884885	-4371.336195650178	21.44890985416324	86.37239357032674	8.029853623954887	16.48106241023531	17.38427891074165	17.743733126443125	2.0	2.0	3.0	8.0	5.0	9.006432425961984	0.690425374793749	0.516593742422268	1.7929808827839837	0.001161541965336508	-1236.4527699179434	-1193.0335284550924	-1941.8498972771422	-78.97521056717395
47000	-4478.588496413541	-102.42446701686845	-4376.164029396673	22.95972658577101	127.01027432049796	20.20078272825182	29.518938197482647	40.615976887791255	11.514562071483276	2.0	1.0	5.0	1.0	11.0	8.94110113913001	0.6656494836538247	0.6990370385738516	1.6353134777723242	0.001181758512050866	-1234.6276898959902	-1192.1183171162702	-1949.418022384412	-77.17060423408155
48000	-4474.929152099995	-93.92789716776153	-4381.001254932234	22.16547412248843	353.9155398645965	3.9784133800262147	14.485216568828546	10.827483203666839	15.05224574576444	1.0	2.0	3.0	2.0	12.0	10.469387076825287	0.6602396363073354	0.5690816287778474	1.7706787349148179	0.0012032918411579504	-1238.4037940050698	-1198.821295886479	-1943.7761650406849	-67.61535766428041
49000	-4461.542598492609	-93.11423670599204	-4368.428361786617	19.143474907802847	82.85238377899829	8.266508890294892	11.23667612840074	24.143822335098886	8.625017321132098	1.0	2.0	5.0	2.0	10.0	9.13093989505418	0.5977037044160645	0.5969447490260419	1.8053515465578944	0.0014519036137041555	-1232.904880526396	-1190.7552565790936	-1944.7682246811275	-70.38805065899747
50000	-4472.720233115004	-97.88371900604997	-4374.836514108953	19.316643151610904	230.19859618147692	8.191611340939023	15.285058670021504	19.823837286249265	12.36292686132815	1.0	1.0	5.0	5.0	8.0	12.18438862138483	0.6035239922567162	0.47125196767236005	1.9252240400709244	0.0013688872949105737	-1234.4897892491283	-1195.9184757376295	-1944.428249122196	-72.86670015178846
51000	-4466.097516237683	-95.37336607920443	-4370.724150158479	19.98796413389754	229.0640447238472	45.11480210495608	6.891543266684644	13.364697034123955	5.721861308564545	1.0	4.0	1.0	6.0	8.0	10.78532384542152	0.5773712031608493	0.456624623631751	1.9660041732074005	0.001602345143631249	-1233.5369349666678	-1197.877005081909	-1939.3102101099023	-71.07792394077057
52000	-4459.534693121378	-91.9487945095157	-4367.585898611862	15.38233814604648	685.5305340289199	24.222388087620594	6.345198204152007	9.398645074913883	3.648351901591713	1.0	2.0	1.0	7.0	9.0	9.339081316241588	0.676881573667756	0.574661049597355	1.7484573767348899	0.0018749857904645237	-1234.1500220838839	-1194.828221065445	-1938.6076554625338	-67.21196945236784
53000	-4464.266528447382	-91.447858739042	-4372.81866970834	16.20646556562231	108.95245729434521	21.19709090131464	22.878471624083797	9.79032646936614	7.631409603049301	2.0	2.0	1.0	3.0	12.0	8.839640321905527	0.5851095174238781	0.6063843139814027	1.8085061685947201	0.001882826037722243	-1232.2913459604981	-1193.3300033084313	-1947.1973204394103	-68.94004716213061
54000	-4463.469731409569	-90.0959667166232	-4373.373764692946	15.946098750763179	105.90090597284592	17.117764452139834	8.907842121642318	9.20641381849896	10.300138951566694	2.0	1.0	3.0	1.0	13.0	7.5653397179962125	0.5851095174238781	0.606692335830775	1.8081981467453478	0.0020599851990168736	-1234.1044205644912	-1198.057395297078	-1941.2119488313763	-68.66608916803078
55000	-4458.492892607324	-89.78409929339433	-4368.70879331393	15.137307206847227	90.08406035631101	5.672721874300994	17.768866056567852	22.015660658506757	4.054492804133722	2.0	4.0	4.0	3.0	7.0	9.638157447627057	0.5354657502358522	0.6299662883077977	1.8345679614563513	0.0019634416604381107	-1233.9322060369109	-1192.354339630402	-1942.4222476466175	-66.19353933464228
56000	-4457.069626928657	-88.81326073236829	-4368.256366196289	14.74691450241818	140.9105277662453	19.524957975540296	9.414154575355	20.144851046432944	4.889558037024988	2.0	1.0	6.0	5.0	6.0	7.275572233300413	0.6361267199628949	0.6829124672710896	1.680960812766017	0.00200896293081741	-1231.2756628946481	-1193.415672628331	-1943.56503067331	-65.71234146273115
57000	-4457.076311283584	-85.23278776161317	-4371.84352352197	14.509595337454252	205.3000399688613	13.054180173453902	10.284786532612465	15.57656976966485	2.837692425298385	2.0	1.0	4.0	5.0	8.0	13.170846916424995	0.6361267199628949	0.6579104102858353	1.7059628697512712	0.002309825803743591	-1234.3374213423829	-1196.672585821907	-1940.8335163576805	-61.81215282719676
58000	-4452.186714253965	-83.38289137508032	-4368.803822878885	11.49900891018839	63.26828251555082	64.65381135473133	3.8523136474458113	11.75328321653493	2.772150709479975	1.0	3.0	1.0	3.0	12.0	11.074664820972409	0.6331582553472708	0.5439657226884489	1.8228760219642821	0.0024624503458511933	-1236.9389762861358	-1195.422742599511	-1936.4421039932374	-60.33329730349104
59000	-4456.723080946546	-81.13624606316047	-4375.586834883386	12.002691746070102	131.609217716607	128.6112239209179	75.22631890148506	2.3870656072243146	3.4170679515923683	1.0	3.0	1.0	1.0	14.0	7.270979603632657	0.7079801745651637	0.5377062460279056	1.7543135794069327	0.0025462789675547138	-1236.4244984451716	-1196.7993257933829	-1942.3630106448309	-56.31996291406041
60000	-4447.013065134624	-80.24211188320395	-4366.770953251421	11.755234350154666	76.12193896200098	74.79803167455343	21.264322115381542	4.434483636281982	2.9612509691643147	1.0	1.0	4.0	1.0	13.0	10.434881175105806	0.6677600327778269	0.5371877128179559	1.7950522544042191	0.0028942667423779845	-1233.6730006541577	-1195.1955978837366	-1937.9023547135264	-58.227834256435706
61000	-4443.07423886548	-76.39761140337755	-4366.676627462102	13.262926915061172	74.99310298892067	28.107642781807282	5.557634020591781	13.581602581969747	1.7944412699351417	1.0	4.0	5.0	3.0	7.0	7.590883628779744	0.6756995364545269	0.5120164955669904	1.8122839679784848	0.002812280416551161	-1235.5274432364943	-1196.408020668176	-1934.7411635574317	-54.927514008213365
62000	-4439.936872767322	-74.579663855888	-4365.357208911434	12.085480865596304	63.811640773181004	25.044246642225065	21.562817408163767	2.7862650080325992	2.614235125144658	1.0	2.0	1.0	5.0	11.0	9.227936909787951	0.6076900910830192	0.6690482393663157	1.7232616695506673	0.002820287599350377	-1234.0218878990502	-1192.4974458321956	-1938.8378751801886	-54.40830617943188
63000	-4447.02906493406	-72.73919597693664	-4374.289868957124	11.474266665517424	57.91279619265388	55.174625837239425	7.0802155690996695	4.603458124413864	3.0594477903942128	2.0	1.0	3.0	7.0	7.0	9.633514799910953	0.707130061113446	0.560856648923676	1.7320132899628802	0.0034045641559381484	-1236.696219345409	-1191.0026849225067	-1946.5909646892082	-52.46562907220478
64000	-4451.694170655074	-80.6806724873605	-4371.013498167714	12.878420370714142	75.00071143821322	35.834350453832705	24.29593543864289	7.3954359002551735	1.6816375265623724	1.0	2.0	5.0	8.0	4.0	10.12534000281412	0.4922734507901204	0.5822285391541165	1.9254980100557653	0.002679059243711497	-1238.6560156897556	-1192.026561774138	-1940.3309207038203	-59.272984974082746
65000	-4445.398386438093	-78.70617646436335	-4366.69220997373	13.417256714190868	66.00202214647135	13.344921072998773	7.058991463721636	3.8302843033083924	7.8590135441098425	2.0	1.0	6.0	10.0	1.0	8.559765627257597	0.56781106044541	0.6774049258292706	1.7547840137253217	0.0026150512463909655	-1236.4327877170006	-1193.874055210741	-1936.3853670459882	-58.96578142533357
66000	-4441.610868642318	-71.2047487556058	-4370.406119886712	11.757862144053393	129.12821832394332	6.392778740875227	8.031096288223194	1.167657238656816	1.5109180429534264	3.0	3.0	7.0	6.0	1.0	6.707804857198306	0.8011693420098133	0.5070930249098088	1.6917376330803802	0.0027885477553852168	-1234.0463828618242	-1189.3684867133732	-1946.9912503115147	-52.741226393734095
67000	-4452.739981027287	-79.03357374651544	-4373.706407280772	10.814052110674593	78.16124387566161	34.888849306193485	7.131482472661311	7.580851119578234	2.576896850841007	2.0	2.0	7.0	3.0	6.0	8.129997355605626	0.6924496456402058	0.5070930249098088	1.8004573294499877	0.0027849766602564474	-1232.9144051445207	-1191.4859774009687	-1949.3060247352819	-58.62444365487224
68000	-4441.0370773993845	-73.68309692939087	-4367.353980469994	10.897332035065412	162.43301401669754	7.033492375395442	7.971827245975752	3.7189954518702497	2.5693290931784625	1.0	7.0	3.0	5.0	4.0	7.8349766800386895	0.6693443558353113	0.6243238561147252	1.706331788049966	0.002833329313793624	-1232.1121324163012	-1190.262617887944	-1944.979230165749	-53.769822806044694
69000	-4444.309287566637	-80.75167084190767	-4363.557616724729	11.920105962471801	3046.4615621267394	5.53251965553178	6.93224116864119	10.601286865774583	2.660225564440542	1.0	7.0	1.0	4.0	7.0	9.535965109501452	0.5807811605263951	0.5394656436785831	1.879753195795024	0.002917244574516958	-1234.2340337308767	-1194.3745651515549	-1934.949017842298	-53.410304542927975
70000	-4449.662914020791	-87.50346128860896	-4362.159452732181	12.74077742576661	2915.187268064128	13.524552253265348	24.360398806289723	7.168300608917713	2.9703635285480807	1.0	3.0	6.0	1.0	9.0	8.830947045762505	0.6214717371026048	0.5236085669337138	1.8549196959636836	0.0029555239238271474	-1233.0965536074134	-1192.3621489793038	-1936.700750145464	-59.08821343461064
71000	-4439.679761370551	-77.20903113643614	-4362.470730234115	11.807538738870687	70.9972125403855	59.78397816623402	9.823253720265216	3.660401471686466	1.482375697526154	2.0	2.0	7.0	2.0	7.0	9.12246563650005	0.4814270208475587	0.6232656670424741	1.8953073121099695	0.0030325610822847754	-1232.6865495604986	-1191.167216941701	-1938.6169637319156	-57.015971006451856
72000	-4444.217532191448	-80.49498425909519	-4363.722547932353	12.580635126699066	534.3453777248459	13.957804017729497	8.19737656034282	1.0734703352406347	2.420676611705765	2.0	4.0	3.0	1.0	10.0	9.12246563650005	0.7312766256969241	0.46286145248706767	1.8058619218160104	0.0027930710240505	-1233.9399638527796	-1192.5340019229966	-1937.2485821565774	-57.91203749787363
