# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:11 BST 2015 [seed=1430153531102]
state	age(HONGKONG_538_1997)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
52000	7.969392036009714	-4664.229657376374	-302.3040386510657	-4361.925618725309	11.428957692559111	37.926388572956505	9.368942208732951	14.03677349883255	4.798462714699308	1.3413099745612598	3.0	2.0	3.0	6.0	6.0	7.401114474753784	0.6727212013720671	0.5857842802655044	1.7414945183624273	0.003173669225236022	-1230.7695834718327	-1189.8477218630712	-1941.3083133904051	-53.95859602801411
53000	7.735836179143219	-4669.076950544175	-303.63418335809604	-4365.4427671860785	10.976613471014884	71.19852735692156	28.18074531042155	6.725020373150327	5.394507696616174	2.073656431269927	1.0	2.0	2.0	8.0	7.0	7.679954736727991	0.6003492173670756	0.5381767803122565	1.8614740023206668	0.0030326228957934724	-1231.7669108943205	-1189.3536360707235	-1944.3222202210345	-54.055260601338716
54000	8.066611471032628	-4675.44345675759	-305.21984048267177	-4370.223616274919	12.778883576445947	67.92949739325566	22.286931725329723	27.103925520509634	11.15385737122709	1.7362088449688584	1.0	1.0	1.0	9.0	8.0	8.156775110208708	0.7195711560215996	0.5679479917884662	1.712480852189933	0.003455393733527046	-1239.6085896331365	-1192.5480980656423	-1938.0669285761398	-53.49867082485999
55000	8.066611471032628	-4677.125089654542	-304.69062478603576	-4372.4344648685055	10.738887389631941	39.733890909550475	30.959044012750425	17.053345642300414	10.983958069628112	2.1520031959027244	1.0	2.0	2.0	8.0	7.0	9.270898146535469	0.5409565947974302	0.658890868101682	1.8001525371008866	0.003248345732522316	-1233.130615023583	-1193.4845476193357	-1945.819302225587	-54.00536708624959
56000	8.134357979357276	-4674.840598932525	-306.01705335406757	-4368.823545578457	11.360597802603039	179.24028468006048	25.43454390863068	16.99572790132085	4.259816933971967	1.6456075163765318	1.0	4.0	1.0	7.0	7.0	6.991502528110098	0.6224915576367491	0.6070719476187034	1.7704364947445461	0.003542328022331738	-1233.9388997215901	-1192.3107316150272	-1942.5739142418397	-54.471031352872764
57000	8.303992518889466	-4668.773145110411	-307.04654357065704	-4361.726601539754	11.371028363193794	37.743741990194685	28.894780865221044	19.144630570528104	15.64379827587207	1.9180796966477767	1.0	2.0	6.0	1.0	10.0	9.540653630495706	0.5741747038479532	0.6070719476187034	1.8187533485333423	0.0034040602860724678	-1231.5395064616662	-1192.6739411675796	-1937.5131539105078	-55.83721264459357
58000	8.303992518889466	-4671.497934346358	-300.7789409368661	-4370.718993409492	10.713280901917217	39.204748399462694	5.319557494997168	7.79258424613719	11.756088103363766	1.6371061803455103	1.0	1.0	6.0	2.0	10.0	7.234875166720155	0.712201473429397	0.49179907535959366	1.7959994512110085	0.00328467696267845	-1232.3930885911002	-1192.1368684794932	-1946.189036338899	-51.766527874931555
59000	8.231372158713997	-4666.226326048043	-303.7628130255847	-4362.463513022459	10.656104964653297	36.044720666595715	25.54148554772142	14.198718515138227	1.9961815326612713	2.214087544798904	2.0	1.0	8.0	4.0	5.0	10.978963301289047	0.6233103031133532	0.5620814731745649	1.814608223712081	0.003539727597517522	-1234.391126402659	-1192.5057722211843	-1935.5666143986155	-54.839846227224434
60000	8.193957098500835	-4660.945078736243	-296.3844048704445	-4364.560673865799	10.646851183135334	43.327980829194	12.080691304846596	6.470146545409306	2.729439217957955	0.9826844485475932	2.0	4.0	7.0	1.0	6.0	11.285692848885898	0.6078617620957647	0.6515339219044747	1.74060431599976	0.00340884535604138	-1235.7925377953222	-1193.1790910260152	-1935.5890450444608	-49.20557916609246
61000	8.120584076228422	-4664.465783040603	-297.5512469271844	-4366.914536113419	9.910780500459982	59.02801623816632	12.163107716980397	3.7761479876426045	1.3941054258153527	1.034873583662766	3.0	2.0	9.0	5.0	1.0	7.95268100119525	0.6028285611079953	0.5591742546634004	1.8379971842286038	0.0030009099188925423	-1232.2747068488488	-1193.0630149978842	-1941.5768142666855	-51.275815632068515
62000	8.111953377828312	-4665.181196317524	-300.1886951409054	-4364.992501176619	11.103039473823069	23.216398774196957	4.915819523129798	7.006085755649959	1.523263802861293	2.7103801187429273	5.0	7.0	1.0	6.0	1.0	8.15367758016563	0.6090960648135361	0.5159073076934033	1.8749966274930598	0.003162347458511596	-1232.9987633101534	-1194.1480698695284	-1937.8456679969368	-53.94821058106312
63000	8.111953377828312	-4662.3542428975	-297.213988246023	-4365.140254651476	11.117804440442306	56.82508926434775	5.83696994726309	1.3458829079927965	3.8989672612456503	1.6133791509375912	3.0	3.0	1.0	6.0	7.0	9.645157129293873	0.5971897519931001	0.6426830432696053	1.7601272047372933	0.00316047902015479	-1236.635623025065	-1195.5538280100625	-1932.9508036163486	-49.54304085900951
64000	7.881386410354603	-4675.412302223328	-310.16115228810463	-4365.251149935223	12.271711038685497	20.02258106773346	9.433582497077026	9.013351777920573	2.6977934965379378	1.724812485459653	2.0	2.0	5.0	1.0	10.0	9.802321339016963	0.6378918349312587	0.5248442041543658	1.8372639609143746	0.00285084547416796	-1233.5956526770678	-1196.0087914191008	-1935.6467058390542	-63.82563158111421
65000	7.933738127213289	-4668.782156821173	-299.3229595927944	-4369.459197228379	11.28480923612868	27.19003742479903	11.096603139369495	6.597535401332554	2.093511765226619	0.8783346643995826	4.0	2.0	7.0	1.0	6.0	7.782226400577795	0.7515856306392157	0.457126145538792	1.7912882238219916	0.002988901515973256	-1234.4441904717335	-1197.719435349546	-1937.2955714070997	-53.63519299212089
66000	7.955683705860228	-4674.795572985917	-305.961390570507	-4368.8341824154095	10.530090981663605	47.527528341017536	21.618517987944394	14.849581558213114	13.999030998906605	2.0208873601451893	3.0	2.0	4.0	4.0	7.0	6.551811698494634	0.5799573491196699	0.5160212710818709	1.9040213797984584	0.0030959532924444617	-1235.4504461025363	-1196.1637851127084	-1937.219951200165	-55.46117525877381
67000	7.955683705860228	-4672.551374369562	-303.8484108634258	-4368.702963506136	12.103493829777701	25.320588413159147	6.496956004026069	5.184899884493624	3.046262966176351	3.349873137134382	4.0	5.0	2.0	2.0	7.0	6.892076792574823	0.576621006165892	0.6174202297789911	1.8059587640551156	0.0028749246552127574	-1234.9847018998455	-1195.6603187681167	-1938.0579428381743	-57.823462707027126
68000	7.9854542927799415	-4673.15951813061	-307.36074043347713	-4365.798777697133	11.230614881835773	25.521274387406585	18.442545947203136	3.697812259993583	3.3174271728721223	2.0523587452371514	1.0	4.0	5.0	6.0	4.0	9.91836187456728	0.5717666042363269	0.5151545523847914	1.9130788433788806	0.0027556371326525816	-1232.615261530214	-1192.511190277364	-1940.672325889555	-60.46829658348611
