# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:13 BST 2015 [seed=1430153531600]
state	age(TREESPARROW_HENAN_1_2004)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
12000	0.19627734610059266	-4708.171835871193	-334.52874482482054	-4373.643091046372	20.19015180858988	247.16964159423344	80.31513552863358	15.996215017935462	13.925131527478088	12.253675659100418	1.0	1.0	5.0	5.0	8.0	9.728503109380503	0.5734484639822917	0.4865419088664167	1.940009627151292	0.0012870778001422827	-1233.9755514230826	-1195.8695090735555	-1943.798030549734	-78.90841771473829
13000	2.615421222625102	-4702.6580447201595	-329.6344356937514	-4373.023609026408	21.551001418404386	236.39918600845945	25.468825053572086	25.454481796588993	11.980537876255102	12.174522984096612	1.0	4.0	5.0	2.0	8.0	8.630450944717733	0.5830345717921348	0.49321703056441696	1.9237483976434486	0.0013287291071436347	-1238.2220175460486	-1195.4593306952231	-1939.3422607851364	-74.73792527711309
14000	0.9664313289223005	-4705.54313206755	-333.8873367693354	-4371.655795298215	20.963802052417222	182.75469110649948	58.38238752715985	5.340234099917133	14.785751974090008	13.207034796699324	2.0	2.0	3.0	5.0	8.0	7.826037343883145	0.6316376155842591	0.5955187332472219	1.7728436511685193	0.0013191955386713417	-1235.526595695985	-1197.4737157087525	-1938.6554838934771	-78.64623309347888
15000	0.9840018537493904	-4699.625512202099	-327.4196594304666	-4372.205852771633	20.318132036236104	94.29120635958219	61.99375483593943	4.3059707296413565	12.774205604472167	10.525797652893653	1.0	3.0	2.0	2.0	12.0	10.444969557274806	0.6316376155842591	0.6770898187119714	1.69127256570377	0.0015376334566113005	-1234.762190765616	-1198.0204183267053	-1939.4232436793118	-73.07024558163712
16000	1.94328462136079	-4687.127132371078	-319.1621991551215	-4367.964933215956	15.221444881320636	134.78176120790872	29.533179474843045	5.554896676970523	9.194563835489367	6.557932161998065	1.0	2.0	3.0	1.0	13.0	9.933603693441665	0.5364149334779245	0.6307255268880056	1.8328595396340708	0.0018583514044054786	-1236.4391590785788	-1194.9610907986464	-1936.564683338731	-66.70597965417437
17000	2.8888109982060612	-4690.612188940739	-323.52017282464465	-4367.092016116094	16.41273177401556	118.27819968994802	16.19294272681058	8.75298682205368	6.726527987645168	6.519622636908647	4.0	1.0	2.0	1.0	12.0	8.663630198727539	0.6150289955099745	0.5419950037550454	1.842976000734981	0.0017843076642651055	-1232.2637648974023	-1193.6058008757461	-1941.222450342945	-72.28124814369224
18000	1.6659669516547686	-4687.356941156145	-315.57029173148	-4371.786649424665	14.887862656308094	80.05303064306197	12.32727496591628	5.102030426956041	8.441632634128904	3.7119682549807447	4.0	2.0	2.0	2.0	10.0	7.925252200811889	0.6177644523369858	0.6441254147647619	1.7381101328982531	0.001904958269462567	-1234.9858283944375	-1194.5199754882174	-1942.2808455420104	-65.53956581483162
19000	0.5088488238720072	-4689.450928285136	-318.3275916905948	-4371.123336594541	14.58921665911087	76.12118079047988	3.9573291300291977	8.203194096785671	10.693042638725895	8.738757930880427	2.0	2.0	7.0	1.0	8.0	7.965894333739555	0.6350777555090101	0.6268121115927376	1.7381101328982531	0.0018308495625286982	-1230.6304279632714	-1194.1990793098141	-1946.2938293214552	-67.23391525560189
20000	0.9382228764199811	-4689.233669599598	-319.27207082956784	-4369.96159877003	16.593397006790482	135.1441052523181	16.24780500048827	3.845626031659	7.450781702683636	6.301681405224019	3.0	1.0	6.0	2.0	8.0	12.157937428089896	0.6940132169951954	0.5678766501065524	1.7381101328982531	0.0018748568008807023	-1236.7352630157536	-1198.498333674164	-1934.7280020801124	-67.41952747990135
21000	2.0082428185343355	-4690.914809198793	-319.42363934530283	-4371.49116985349	18.05563927444309	96.57803351978716	6.855349313351756	7.016210830775953	10.45612193636793	7.901611591231199	2.0	5.0	5.0	1.0	7.0	7.039660922583451	0.4914773202359346	0.5782383445485577	1.9302843352155086	0.0017443502052433418	-1236.7603194934263	-1194.5675028417784	-1940.1633475182853	-68.51200675541531
22000	0.7785163705477456	-4692.166461900511	-321.047638199938	-4371.118823700574	17.742433195533806	124.91668113684338	19.383943749211156	6.43996593630759	19.427656761039408	11.836705274488871	1.0	1.0	5.0	1.0	12.0	8.11129850475761	0.546580100624429	0.5302749678657719	1.9231449315098001	0.0020502879606975463	-1236.9510136659385	-1195.1873522309152	-1938.9804578037197	-67.13350034600914
23000	1.0722928740381645	-4695.846801273204	-320.28291707789595	-4375.563884195308	16.269229181673836	125.33176277096878	21.82690880882052	3.739593632289033	5.149693915537871	9.36181934934441	4.0	1.0	3.0	1.0	11.0	9.134729732586406	0.4440927918026171	0.6389750918125026	1.9169321163848814	0.0019229164959932276	-1243.5301831754082	-1195.5964549955984	-1936.4372460243017	-68.56884499890532
24000	1.133407569241272	-4689.677781955636	-319.25446649250335	-4370.423315463133	16.056886223055542	137.10408359604602	51.65780736200973	6.8816478010761815	6.786590941514551	7.60984005845163	1.0	2.0	6.0	1.0	10.0	7.819864121687408	0.5973386327267642	0.644479995013681	1.7581813722595558	0.0019738252597899103	-1235.299719568884	-1196.7158273869331	-1938.4077685073155	-66.69187483653762
25000	0.6775715668799307	-4700.15385975839	-324.8763761895058	-4375.277483568884	15.366438797521427	109.93578658051212	38.75689525552794	11.248835148544467	32.44658545828308	7.119512208067076	5.0	1.0	1.0	1.0	12.0	7.203312359012583	0.5973386327267642	0.5638125133305727	1.8388488539426642	0.0019182815090484637	-1236.2911472211988	-1199.5601718433427	-1939.4261645043428	-69.93972035429478
26000	1.2069363040376169	-4694.689466284763	-318.9408727654675	-4375.748593519295	16.53810402957373	143.76269975122048	33.988593118826834	25.720925307142473	22.54971600409887	3.8787833734023405	2.0	1.0	1.0	2.0	14.0	10.039359029292692	0.7317393977748108	0.558314911955191	1.709945690269999	0.001932445309700729	-1235.267691918854	-1194.2194518336025	-1946.2614497668387	-64.50857931560576
27000	1.7017606844226856	-4701.878523416391	-320.4674267889335	-4381.4110966274575	18.493652104641136	125.3639123923187	19.46325365335714	28.790481534736504	16.270275225473572	5.2242389445845605	1.0	1.0	1.0	5.0	12.0	7.093134289538606	0.5555241014194541	0.4550372408111977	1.9894386577693488	0.0018625028014275433	-1235.4875257815431	-1200.2947750092171	-1945.6287958366972	-66.94874126907841
28000	1.1119718519578747	-4692.118093724133	-320.39955978821826	-4371.718533935915	14.598933754695395	179.46935524637374	63.18300888960328	37.37534594665897	7.552079860007969	5.1410381616121645	1.0	1.0	3.0	7.0	8.0	8.908802749315367	0.6510248289786598	0.4938122081062918	1.855162962915049	0.0020726273343192603	-1235.6168297166732	-1193.73222662313	-1942.369477596112	-65.95873116149328
29000	2.5201359252602913	-4690.33494670863	-318.21636971114316	-4372.118576997487	12.868249759565499	108.43642211557905	87.81343721787583	24.82112643956828	8.221077100557086	5.750877373265972	1.0	2.0	4.0	5.0	8.0	7.4326144582604785	0.5211949905170876	0.6704845926511755	1.8083204168317375	0.002346655173545155	-1236.8492482097836	-1191.7626707676309	-1943.5066580200726	-64.6628299354183
30000	0.8308291437323694	-4687.556210328981	-319.29381649468024	-4368.262393834301	12.884131068436224	113.84338254685984	122.54449982223186	10.191205948942034	4.518547854034157	5.682213489649586	1.0	4.0	7.0	1.0	7.0	11.392017762557087	0.665159886841085	0.5180179339529178	1.8168221792059978	0.0024999137280399277	-1236.8595798651077	-1194.4586472295177	-1936.9441667396761	-65.63405492464226
31000	1.029138029015714	-4697.195569835548	-324.43875881528135	-4372.7568110202665	17.37103819322459	194.7919429613523	216.4980045490952	11.642040653954876	11.429445233903346	4.644968762521857	1.0	2.0	7.0	4.0	6.0	11.106915142307713	0.6431991801075515	0.5940876647651739	1.7627131551272752	0.0022532871455864323	-1237.4309026762269	-1195.812388397387	-1939.5135199466527	-68.40707147489641
32000	0.9013225043020872	-4688.166387796702	-324.01541225715215	-4364.15097553955	14.719832018444823	173.04924651907473	246.6383307418115	15.779061666145635	11.480775592121885	3.250580987459036	1.0	3.0	5.0	4.0	7.0	9.953138466247745	0.6049108848508772	0.5373291935013951	1.8577599216477283	0.0020635438950483745	-1231.373407358295	-1193.5076425004563	-1939.2699256807987	-67.94462778138684
33000	1.8172581222330992	-4687.011520068554	-319.5734336873064	-4367.438086381248	14.293078702607122	235.7363936775669	82.38158057668403	4.7659164380111285	11.533780866818153	4.67894727686626	2.0	1.0	3.0	4.0	10.0	10.27028456572431	0.6561307977252703	0.5259537606709465	1.817915441603784	0.0022094017684903726	-1235.7930279368738	-1192.8694995899568	-1938.7755588544173	-64.40906423742278
34000	1.2637679015951644	-4683.704899604537	-315.86911276617036	-4367.835786838366	14.623074802236035	262.6108969918597	16.24183445996756	13.767683397441242	18.99574730403259	3.476089121188398	1.0	2.0	2.0	4.0	11.0	7.384618872041306	0.6168493293051327	0.5637232387168342	1.8194274319780337	0.002059746871170267	-1233.5608711220095	-1190.9425887193242	-1943.332326997032	-61.643484752036045
35000	0.7737911746487526	-4686.640255481	-317.5896205143369	-4369.050634966663	15.413801440510992	457.6486637269316	26.618810609912867	44.47069136332099	6.18057923487999	4.6682749203830225	1.0	4.0	1.0	8.0	6.0	8.426366394326177	0.6448791809504428	0.49476608869296723	1.8603547303565906	0.002212668924880869	-1234.6360916753513	-1196.93271037987	-1937.481832911441	-61.426573708081854
36000	1.5747952047282596	-4678.137323865762	-313.55733638041073	-4364.579987485351	15.233963333063908	87.1712494848406	12.599784843668958	5.585349133533181	5.57784395892783	3.1319774128611493	3.0	6.0	2.0	5.0	4.0	9.358156270320535	0.6035571003420409	0.5863356791872774	1.8101072204706825	0.002196901754209239	-1234.2922875788697	-1192.9528621240431	-1937.3348377824377	-64.0062113007217
37000	0.37812472793681484	-4681.266905195154	-312.3003187760395	-4368.966586419115	12.460259620567443	35.405463479335914	29.86394784125456	17.70360470706097	12.531572415429755	2.5502442621781256	3.0	2.0	1.0	7.0	7.0	8.094421731971163	0.5479124405808959	0.598329530855427	1.8537580285636779	0.0026582496477775583	-1232.7629430551162	-1195.3530575833747	-1940.8505857806238	-61.67057795317326
38000	0.774010696343777	-4669.202924934597	-305.97920234817997	-4363.223722586417	11.35409667622387	58.10510581724945	65.10501787020709	17.027586047982822	3.422782264744323	1.0527626681045499	3.0	1.0	2.0	8.0	6.0	8.2262131888895	0.5423962926554131	0.598329530855427	1.8592741764891607	0.002830536594986392	-1234.857867139446	-1194.3057098694953	-1934.0601455774759	-55.35697087578239
39000	1.1152784687555346	-4665.30680646478	-302.0252937773299	-4363.281512687449	10.637974384861293	22.647550281367366	38.638318638850485	58.36131990361009	2.442721064677771	1.308020093466561	1.0	2.0	1.0	10.0	6.0	10.642548608933323	0.5595805824099543	0.5811452411008857	1.8592741764891607	0.0033401714582345487	-1234.684213404632	-1194.5686041425538	-1934.0286951402634	-50.753956475094135
40000	0.4688122801988531	-4666.301792962987	-300.8234998421491	-4365.478293120837	11.008366414244477	302.0138348963302	78.94089917773705	14.020051968947206	3.0014599836393434	1.2894111071489318	1.0	1.0	2.0	11.0	5.0	8.675839776463485	0.6466222645208561	0.5601932287389475	1.7931845067401972	0.003602506248042565	-1234.6606595284986	-1195.1724399557677	-1935.6451936365706	-47.79255426607971
41000	0.12978242482635727	-4671.446013231746	-300.84054975799444	-4370.605463473752	10.191963455314825	102.08654807196514	7.6841260683611265	2.3777747407748904	2.9356920869637704	2.5796866645926912	3.0	4.0	1.0	10.0	2.0	8.287220705267144	0.5684322307024007	0.6583691996606252	1.773198569636975	0.0030466141197927105	-1234.5180697311932	-1195.408308024804	-1940.6790857177552	-52.73533792090178
42000	1.1824767815444739	-4671.577564031603	-301.4060814717395	-4370.171482559864	11.346665208071666	58.9120581592324	16.61809602616168	2.2515771450330293	3.7905669578281462	1.9092284659389225	3.0	1.0	1.0	12.0	3.0	9.054846490036828	0.5754714308863691	0.5402931037476563	1.8842354653659756	0.003417538739321267	-1235.200731331633	-1194.394440177921	-1940.5763110503092	-53.23277389802876
43000	0.43314555784183173	-4672.676366722277	-301.0686447516592	-4371.607721970618	11.753168411538882	82.19361147772398	6.933954084505754	3.7083081657283965	2.738780825435949	3.4106032856627957	3.0	3.0	2.0	10.0	2.0	11.146449117664117	0.5060449877858955	0.6097195468481298	1.8842354653659756	0.0030056282097258697	-1236.860612769584	-1196.2213000307906	-1938.5258091702433	-52.723322501696885
44000	0.11919849395187365	-4664.381860583119	-302.4096309208076	-4361.972229662311	10.204804522561268	27.60341725228476	2.3894149671979448	5.65523909943596	3.813156050880165	2.133000476130565	4.0	1.0	1.0	13.0	1.0	7.812325587812797	0.5973642895298119	0.6464459736798353	1.7561897367903536	0.0035908854815523447	-1232.0533487029809	-1190.798321553468	-1939.1205594058627	-55.830452237726
45000	1.4919055129411833	-4668.4120290928895	-301.9073818330803	-4366.50464725981	10.614495179236696	62.797825588348694	4.520607597018819	10.281179908841713	4.227913265215067	3.845561985917553	2.0	1.0	1.0	14.0	2.0	8.570944580801799	0.5763187600989721	0.46197918495147194	1.9617020549495565	0.0032684115203708655	-1233.5216188002323	-1194.513405144697	-1938.4696233148802	-52.272911979284444
46000	1.0888919302627733	-4669.9561009791805	-303.2464239442281	-4366.709677034953	9.910141777680456	11.111930554323518	11.194173414216758	24.686223194294495	2.565119084465375	0.5745918720114499	2.0	1.0	5.0	8.0	4.0	7.809310301210465	0.5923304980508446	0.6635611105105812	1.7441083914385744	0.0038306281735305133	-1237.765870987511	-1193.8803488059507	-1935.0634572414906	-56.0123290518219
47000	1.040423746400946	-4673.499284482374	-307.7816490675604	-4365.717635414813	10.70094220247751	181.71400494638686	71.66891382182342	46.76736703590599	5.650528811574056	2.421070439869258	1.0	1.0	2.0	9.0	7.0	7.758848259649059	0.5488979086486269	0.649512949861322	1.8015891414900513	0.003585625839024812	-1233.492607352041	-1192.5384569160105	-1939.6865711467615	-53.624203418098325
48000	0.03906239616772217	-4674.315821741724	-305.7606151136507	-4368.555206628073	11.047181626725866	34.306674055166624	69.05211731453596	19.687951160615302	3.8480451134795954	3.981722818851835	1.0	1.0	1.0	11.0	6.0	8.72056887880421	0.5429058018449083	0.5926593839052667	1.8644348142498253	0.0035624543782956835	-1235.158841927856	-1191.077652387858	-1942.3187123123596	-54.175210091774375
49000	2.067723519705277	-4669.934771895985	-302.0230790921437	-4367.911692803841	10.833214066563992	138.0580105147936	76.26369284688376	24.840969382724683	4.728759982527718	1.3455880193797511	1.0	1.0	2.0	11.0	5.0	9.392337829764475	0.6865507890799321	0.6639623639879851	1.6494868469320834	0.0034083190583211677	-1235.4130148280371	-1193.1615236820985	-1939.3371542937055	-49.21592998584362
50000	0.18925565627586782	-4668.843029568128	-302.3454401400544	-4366.497589428074	10.09802054164751	94.8808717852443	140.11326907422924	81.62861083060243	6.628540131462372	0.773605706133654	1.0	1.0	1.0	10.0	7.0	6.882959650309809	0.7187730895512646	0.4895268578024458	1.79170005264629	0.003565584804240717	-1234.083076368757	-1195.3636814291442	-1937.050831630173	-47.55939187522047
51000	1.1532429817041496	-4669.627021505554	-300.20015670003113	-4369.426864805523	9.736683883044002	120.79716182446033	30.039631019176568	28.176191494277145	3.9284239681324693	0.7968764785595448	2.0	2.0	1.0	9.0	6.0	11.105585551437391	0.5075043638963924	0.6923983476580313	1.8000972884455766	0.003736479887088052	-1237.224862347751	-1194.6865075771823	-1937.5154948805898	-48.30782241696034
52000	1.579078598304934	-4664.023339462764	-302.4862804360726	-4361.537059026691	10.146611319934841	35.476848274919796	18.685964160842893	1.7377841680750659	6.250876703206336	1.2372513694206164	1.0	3.0	3.0	7.0	6.0	8.754126555677141	0.5605668118623031	0.6831818386994326	1.7562513494382648	0.003466656626813378	-1233.0881445492394	-1193.0126351347797	-1935.436279342672	-53.19270090891657
53000	0.5624958278721568	-4663.621432246301	-298.9256655763442	-4364.695766669957	10.481055382187694	80.90322151075807	13.31932925663377	9.979156836857689	2.4085373692881697	0.8875552726981597	1.0	6.0	4.0	5.0	4.0	10.326779458322571	0.6448225217082979	0.47626124511202983	1.8789162331796725	0.0036396683607668617	-1233.0514863737585	-1191.164416243531	-1940.4798640526678	-50.253456762898864
54000	0.9116859057540238	-4663.4523337237	-296.94393956810603	-4366.508394155594	10.287540992990195	27.042039655125265	7.1356546053648815	3.944093983751993	5.262303735079373	0.7089952736623513	5.0	3.0	4.0	2.0	6.0	8.790416711703521	0.6583255034189128	0.6049087748872642	1.7367657216938233	0.0037217539170746154	-1231.0892340538896	-1196.6969445152329	-1938.7222155864713	-50.633532791492364
55000	2.150862716684859	-4670.717277736563	-297.53982823241233	-4373.177449504151	9.906424012346415	14.114599228791569	5.410745483061583	9.111567745885077	1.8182113422794062	0.5720859091230267	3.0	7.0	5.0	1.0	4.0	6.9747789402383455	0.4847657658160321	0.5466268976855483	1.96860733649842	0.0038204489543376065	-1237.365367293672	-1192.982382994226	-1942.8296992162525	-52.96730182897741
56000	2.557960068817784	-4668.9023723679975	-295.3544083349461	-4373.547964033051	10.297258497067562	28.339553484933937	7.9302225982095464	10.994878959425115	2.7598865031058932	1.722675544678834	1.0	2.0	7.0	5.0	5.0	7.767187400243792	0.513487913051581	0.7154046368251342	1.771107450123285	0.003682705937235642	-1237.2946781214891	-1193.1529760630322	-1943.1003098485298	-48.332693046075754
57000	0.41628993136051157	-4660.729556486261	-291.6678333176631	-4369.061723168597	9.382719754305308	79.73084192131904	6.3544539642927145	4.045204718359296	1.8954073104027562	0.5823751230378208	3.0	2.0	6.0	3.0	6.0	7.620476847702071	0.6986299749290352	0.6905133882737751	1.6108566367971902	0.004074976564860816	-1234.9462247374063	-1194.1556818639956	-1939.9598165671953	-45.242945279754345
58000	0.3273863815284255	-4661.561478457761	-291.70299658219113	-4369.85848187557	9.837784340317148	18.5609592881692	12.694745669154404	4.654823482938027	0.8117762377643026	1.17082857672823	2.0	2.0	9.0	2.0	5.0	8.251941870006021	0.569540664089135	0.658209622422111	1.7722497134887543	0.004329923198926604	-1237.0722049132487	-1193.9883919859578	-1938.7978849763629	-46.95403505235312
59000	0.6601591287738318	-4653.208309241557	-288.9480847710807	-4364.260224470476	8.906484887772127	17.78149299281307	19.853656007685146	4.017392345019608	1.3627574408768461	0.4424306361317225	2.0	3.0	7.0	5.0	3.0	8.535644037352352	0.72625589730372	0.5725575949878149	1.7011865077084656	0.004541575594170801	-1233.8142261684418	-1190.5821708196913	-1939.863827482342	-44.11771900854457
60000	0.6359006456403451	-4663.910360400257	-297.675770621451	-4366.2345897788055	9.981542906507213	26.38481145717749	20.75588959137992	4.766468341009613	1.1075093629138104	0.5501533668231221	8.0	1.0	4.0	5.0	2.0	9.829623467377102	0.672296190230709	0.5052828011295614	1.8224210086397301	0.0038247184639264046	-1231.1412322657407	-1193.8844137446517	-1941.2089437684128	-52.144327065893414
61000	1.591737231009426	-4662.283260474056	-291.92897744307027	-4370.354283030986	9.780558149965778	46.16171821628158	2.5380967041258713	4.502449431936827	0.8571323259765621	1.8860102054565513	4.0	1.0	9.0	5.0	1.0	9.323282630908864	0.5437763336594645	0.6333401771012687	1.8228834892392674	0.0037409424521020404	-1239.9749188961264	-1192.1598940788363	-1938.2194700560237	-45.27210622592524
62000	1.4135749039663241	-4656.61549055974	-292.999873707746	-4363.615616851994	9.899019030073603	63.31778208445745	4.887790941735419	6.125226886794607	5.208476716118344	1.0902418365067146	3.0	1.0	4.0	5.0	7.0	8.696974627021833	0.66108517316943	0.5384993311047868	1.8004154957257836	0.004185664366801055	-1236.7914411270008	-1192.9402740669009	-1933.883901658092	-44.84259701397973
63000	1.6578939760125868	-4662.538201025646	-292.8405348040876	-4369.697666221558	9.448451270596767	37.82362432796485	19.060887368166707	9.238759251807066	2.0544676282485903	0.5940168465815173	1.0	1.0	8.0	3.0	7.0	10.91609742657853	0.6515824215823462	0.4806838306122356	1.8677337478054183	0.0040828316141510446	-1232.259585484565	-1193.9669377847863	-1943.4711429522074	-45.53470880407194
64000	1.4019021287965705	-4661.009939959609	-294.19589998319617	-4366.814039976413	8.867495356386634	35.06710259231535	23.12537890978807	13.589252678382033	1.6670291441138134	0.5195098031316128	1.0	1.0	9.0	3.0	6.0	10.91609742657853	0.6116900463240078	0.46425111740892716	1.924058836267065	0.003969920634672644	-1232.8258927929437	-1193.1512810568606	-1940.8368661266093	-46.48996704748571
65000	0.9473657794687695	-4660.950519530288	-294.70520293943184	-4366.245316590856	9.684807561713958	25.265556514275865	35.049936009886686	4.8914538902847875	3.0745764776770605	1.4118963600912566	4.0	1.0	7.0	1.0	7.0	8.200579437392486	0.5212450543673866	0.5546961093655484	1.924058836267065	0.004226134302008511	-1233.9132885507527	-1192.4139126271743	-1939.9181154129292	-47.001578467758584
66000	0.21324779789047965	-4657.98284273909	-291.72234844616577	-4366.260494292925	9.33361165518155	41.575734609242026	1.3561408197536169	4.726415500275522	3.1695231738273564	0.6518424982824351	5.0	3.0	3.0	2.0	7.0	7.97546056791784	0.7385393108599645	0.5588054168867277	1.7026552722533077	0.0038353540367239447	-1232.7079911089838	-1190.186986137743	-1943.365517046198	-44.52697414805836
67000	0.25588991054944904	-4661.366481959651	-291.7543016577027	-4369.612180301948	9.994331275596737	16.990060759543425	4.004549406019813	4.628852145811816	0.2724179710032473	0.5306900019893468	5.0	4.0	4.0	1.0	6.0	7.8513038913865	0.5530245563152145	0.6923594654329456	1.75461597825184	0.004249020198850091	-1233.0709362658033	-1197.3288200474476	-1939.212423988697	-48.75201072760642
68000	0.386374420128087	-4669.30465372844	-297.25444625607383	-4372.050207472366	8.465449974770948	24.657295038240868	14.622344482133274	7.591161789051509	1.1409432074338406	1.9356066030816819	3.0	7.0	1.0	4.0	5.0	11.288887634169768	0.6828026862637955	0.4485795216463643	1.8686177920898401	0.004474883586496145	-1232.6197000700458	-1194.72934081181	-1944.7011665905106	-50.36161486046016
69000	1.9756492953817135	-4660.845115785316	-294.35324287045495	-4366.491872914861	8.873158536923576	24.62985028321955	11.577044645517677	3.856197156960208	1.3145587887336836	0.4351170937679739	6.0	4.0	3.0	1.0	6.0	8.080516150080596	0.5688055114670418	0.5540939394485644	1.8771005490843935	0.004171656452017707	-1235.6316044192815	-1189.0973139702994	-1941.7629545252803	-50.050127878131796
