# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:12 BST 2015 [seed=1430153531415]
state	age(VIETNAM_3062_2004)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
10000	6.052557460201514	-4711.589974519039	-344.493031704362	-4367.096942814677	27.3872685496881	499.4134672238525	36.8067053277651	14.079644390542455	42.88473754582747	19.7744416490419	1.0	4.0	1.0	4.0	10.0	7.962285985534193	0.7416137387904645	0.5643671934184293	1.6940190677911058	9.878738378215652E-4	-1236.0958595170641	-1192.954634154169	-1938.046449143444	-85.76080756014832
11000	5.425279616467698	-4717.235187591756	-346.4284480009356	-4370.80673959082	28.64139098730169	369.0137534306357	234.60500086011143	25.220784263932213	24.817007809805762	25.8502719419701	1.0	1.0	6.0	1.0	11.0	8.183151923226033	0.5813908067518925	0.5643671934184293	1.8542419998296777	9.408568361060818E-4	-1240.33513439093	-1193.9156418323043	-1936.5559633675857	-87.58020152838239
12000	6.395843577945172	-4708.989119416978	-340.97025853958576	-4368.018860877392	27.227751097120073	139.3647622549776	106.89379659564669	42.353070217789245	22.624399598955897	17.16153937920698	1.0	1.0	3.0	5.0	10.0	8.272188066036442	0.644286940686028	0.6432861499844923	1.7124269093294795	0.0010289913044207633	-1234.7027038295023	-1195.2896220604025	-1938.0265349874876	-84.73180467226857
13000	5.7565078755636625	-4703.769597281549	-337.3975996355459	-4366.371997646003	26.7141647446545	209.34992667408815	52.599375342861194	27.206306783869596	41.516481755609085	12.05404832840699	1.0	2.0	2.0	2.0	13.0	8.661913438463934	0.5858848462218944	0.5576860940932575	1.856429059684848	0.0010779787071246295	-1233.220378495733	-1194.4275554471794	-1938.7240637030907	-80.71507845033258
14000	4.876509125780893	-4715.544503530516	-341.98939671899893	-4373.555106811516	22.622746471994947	146.37805227755578	82.23477773966788	31.10085243298996	81.35294008068702	14.865408610637125	1.0	4.0	3.0	2.0	10.0	9.104690364024645	0.6406932831813208	0.5576860940932575	1.8016206227254215	0.001267255011912447	-1235.0352403599372	-1193.5885866227923	-1944.9312798287872	-83.56560298536141
15000	5.532007379792843	-4713.138762879194	-338.1057153442244	-4375.033047534969	27.095073989936793	130.07057134754038	34.96145727403598	39.8209064529755	47.911662002204096	11.195517733826957	1.0	1.0	5.0	3.0	10.0	8.783200664982045	0.6406932831813208	0.43308301128720034	1.9262237055314786	0.0011588266366580429	-1234.8479213833127	-1193.2506151520734	-1946.9345109995825	-81.9855821841478
16000	4.971004180624719	-4711.2634006491435	-340.7903532711042	-4370.473047378039	22.419682439111025	79.68312955641466	16.675475621052517	28.209720891094573	30.783794361448525	25.666097538913203	2.0	4.0	5.0	2.0	7.0	9.126623884805042	0.6549277700810576	0.5606547261591097	1.7844175037598324	0.00108036044727883	-1234.777119725965	-1198.5812726188578	-1937.1146550332166	-86.15797544204744
17000	3.4496907116761983	-4699.594319091892	-332.7200248620213	-4366.874294229871	24.168299555298457	148.36978274988743	10.654460722850148	15.602156624798262	14.78123878474518	14.43842282573363	3.0	7.0	4.0	2.0	4.0	6.157472808801785	0.5595483677222868	0.5149534727781189	1.9254981594995941	0.0012271182171084056	-1233.3579534746812	-1193.6998657026672	-1939.816475052523	-79.37730746362996
18000	4.8615394586825875	-4698.9318199684285	-331.10224781941054	-4367.829572149018	24.612032094881375	376.03590327128205	13.207376761335855	12.60237110820521	16.012240439098314	11.427841074304865	2.0	11.0	4.0	2.0	1.0	7.172133374850963	0.49030426671246213	0.6329399185377924	1.8767558147497452	0.0012403390389774428	-1235.995906694205	-1194.9356552098627	-1936.8980102449505	-76.15256996903123
19000	5.161152466945378	-4697.969826875807	-333.1168662157228	-4364.852960660084	23.57415865897099	128.93422376931605	26.67098229690497	21.828067984411817	7.327209473592546	5.907033862804183	1.0	15.0	1.0	2.0	1.0	8.482528913528146	0.6097402467891947	0.5401089480888539	1.850150805121951	0.0012074160755564927	-1234.1719916351785	-1193.2469001902077	-1937.4340688346977	-80.47624240859287
20000	5.305823214244072	-4708.094166471784	-342.25316160855476	-4365.8410048632295	22.70692575437507	188.80950942744425	36.12732462169459	60.18585368072699	25.933561749548943	7.063700248460918	4.0	10.0	2.0	2.0	2.0	9.097025601274934	0.6097402467891947	0.543819078653863	1.846440674556942	0.001312824020735468	-1233.8540833369761	-1192.575342618934	-1939.4115789073192	-85.80465477287422
21000	4.292422108533411	-4711.302625454079	-337.32961188749783	-4373.973013566581	20.5545855488286	216.36999504113297	22.620917753096116	23.23613495102599	43.799552094468204	11.233485286610465	1.0	10.0	4.0	1.0	4.0	10.53653505442215	0.6097402467891947	0.6729643638576508	1.7172953893531544	0.0012258418554366543	-1232.1331255113869	-1195.2298519819697	-1946.6100360732246	-80.64487192942319
22000	5.884139654502004	-4704.580656504721	-332.02949043590127	-4372.55116606882	21.669516425810798	143.2460197665371	9.211541475016535	9.65248256251842	22.509248435422112	13.76206841944757	4.0	10.0	1.0	3.0	2.0	7.8568174948028435	0.6097402467891947	0.5259731874261674	1.8642865657846377	0.001231222770308409	-1233.7385772333432	-1193.649682496967	-1945.16290633851	-78.12333882827727
23000	4.637822434089069	-4698.982584457155	-326.4223470339161	-4372.560237423239	21.51073433198661	87.73176886041917	6.890194593541437	8.236886330590616	12.76712659999974	39.53852059239697	5.0	7.0	5.0	2.0	1.0	7.1043534198497165	0.6634138189869314	0.42473930927712805	1.9118468717359403	0.0014160975837087693	-1236.021980825071	-1197.8314747493414	-1938.7067818488267	-72.74808418930486
24000	5.231745924566997	-4701.029092603455	-324.9793160788388	-4376.049776524616	18.295664463945656	50.231590521958495	7.7871577604477755	8.652239215355447	12.474887237533052	17.961608198417238	2.0	6.0	6.0	5.0	1.0	9.328085849889005	0.4658442734882355	0.53938954627828	1.9947661802334844	0.00161586261956783	-1228.7874684601395	-1191.767627434681	-1955.494680629796	-73.77272957312283
25000	4.9796137194389045	-4697.846179366937	-327.16869866250454	-4370.677480704432	22.70997410305408	49.29978442233578	7.562527765375335	15.218187785683421	2.979419224071072	12.01517079907593	5.0	4.0	4.0	3.0	4.0	11.983523777932525	0.48416453601252096	0.5534125613238107	1.9624229026636681	0.0013377851305842062	-1240.0101984279304	-1196.01884391174	-1934.648438364762	-74.39917572161538
26000	5.093135935940005	-4701.694657588978	-321.52613016765815	-4380.16852742132	20.572529071098977	53.31908517360928	5.478045826474197	7.851037265406222	6.833353816723544	7.315772554922191	4.0	1.0	4.0	2.0	9.0	13.430479041475675	0.48416453601252096	0.5610958971560344	1.9547395668314445	0.0014349723019995977	-1241.5957911731966	-1197.6817178309468	-1940.8910184171768	-71.55739933130761
27000	6.016229247507616	-4689.015275026693	-320.9022926131544	-4368.112982413539	19.481357696506826	77.0031141210344	10.01195626885016	4.138966855876184	7.977804223369037	4.5149113185131915	4.0	4.0	2.0	3.0	7.0	8.01538291859324	0.46943883669144354	0.5858553817263575	1.9447057815821984	0.00162962406313241	-1236.0381848451927	-1192.585967910739	-1939.4888296576069	-71.03699610091007
28000	4.286183631281293	-4694.641838404354	-321.59146524357	-4373.050373160783	18.119357840145888	64.50330441166577	14.622286719737861	8.91786557836238	6.011226918027923	11.16222707167286	2.0	6.0	4.0	3.0	5.0	7.887620198609519	0.6998544761583948	0.634967071778653	1.665178452062952	0.0017344728119091921	-1239.5596438134464	-1199.4869602288447	-1934.0037691184918	-70.90246167301291
29000	4.3259202948027236	-4687.763640442346	-323.57518869371654	-4364.188451748629	17.86833267750151	78.19429190100718	16.44402519526708	5.366076192170312	8.899168771265055	10.178828125330647	3.0	9.0	4.0	2.0	2.0	7.6823409913954475	0.6792123264271407	0.5854687069048043	1.7353189666680549	0.0017313019729064134	-1232.789565886962	-1191.7686796484236	-1939.630206213243	-72.55451592547635
30000	4.761005137667967	-4695.442925361981	-324.8909093556615	-4370.55201600632	20.240875819304723	105.94524359523685	14.988322331405591	5.106635432531319	10.323338247687568	3.7013745791125165	4.0	3.0	9.0	2.0	2.0	6.638267250471844	0.512118201983886	0.5597370097597791	1.928144788256335	0.0015005713991124963	-1238.4216055803279	-1195.0152825744453	-1937.1151278515463	-73.8792068750655
31000	4.786272521488723	-4690.359838579248	-322.5449557892758	-4367.814882789972	17.94276393523463	96.9156342351384	33.6487644964284	8.197022749245638	11.381681445107535	14.95178669645109	1.0	4.0	10.0	4.0	1.0	9.304722488658765	0.6479100768629159	0.5583486982401706	1.7937412248969136	0.0015955143016623593	-1234.9195973638587	-1193.2909011353083	-1939.6043842908052	-69.56350305491273
32000	4.998252243960815	-4694.954181221289	-322.7504918207476	-4372.203689400541	18.857923844021048	405.40994331921775	21.72806295127822	8.434643224192524	6.310714429479429	14.788683507134706	1.0	3.0	7.0	8.0	1.0	12.06052286233586	0.6078921365402132	0.6350743920447611	1.7570334714150257	0.0016487117768951988	-1234.0378202571687	-1196.7872609277658	-1941.3786082156064	-67.40564552998767
33000	4.7225783046717735	-4693.4152096824455	-328.49690998315253	-4364.918299699293	18.42912180336388	122.80902607539805	35.10245918155255	15.506984911088837	6.128287519070563	22.234910455699467	1.0	6.0	5.0	7.0	1.0	9.728549225225063	0.6031682859283698	0.5586525977801624	1.8381791162914682	0.0016491249577037692	-1231.2763398663728	-1192.1604209326483	-1941.4815389002722	-73.47856729725379
34000	4.512732096131447	-4694.58639371449	-324.2933850725513	-4370.293008641939	16.959586137925946	513.6331024778299	22.42710195409002	30.445532348694115	14.249741843031286	3.7768192376348493	1.0	4.0	1.0	9.0	5.0	9.630580370902292	0.6182832723528474	0.5941401661060809	1.7875765615410721	0.001971440795096663	-1235.3830694111905	-1195.358112196445	-1939.5518270343036	-67.96968373013226
35000	4.607658619882885	-4687.953172800145	-318.8513579651759	-4369.1018148349685	16.8034637196365	347.2814876591428	19.06152582394584	9.143849337949577	10.10946649353416	3.6187370918550354	1.0	7.0	1.0	3.0	8.0	8.549114607012662	0.6171198683701146	0.5941401661060809	1.788739965523805	0.0016444497736269874	-1233.5669422058825	-1196.3832163425975	-1939.1516562864886	-65.27437607619613
36000	4.182562228764087	-4684.775307677542	-319.2710315014926	-4365.504276176049	17.94498871433672	157.6401051440258	58.23217878139393	12.349953135845155	6.546588324493931	7.474613170133497	1.0	3.0	2.0	4.0	10.0	7.9856612010123955	0.6299333532930399	0.5483222470374798	1.8217443996694809	0.0018355970951928395	-1234.958614075882	-1197.5854972429763	-1932.9601648571902	-66.10388304275024
37000	4.501234226972751	-4690.485132633518	-321.73475924149596	-4368.750373392022	16.08225106815152	108.89871457378706	22.2812869188283	15.939210837094295	5.41593250117386	10.683372985586502	2.0	2.0	1.0	4.0	11.0	10.016132735309522	0.6773619150036665	0.5809407257927397	1.7416973592035943	0.0017616008313461665	-1235.4868717035083	-1199.630961424649	-1933.6325402638652	-68.99700418161117
38000	5.023032432011796	-4692.26999549179	-325.0605776330026	-4367.209417858788	17.52993995286419	148.94555200034733	109.61391884566827	9.115764418160223	11.813316036423094	6.027428644532849	1.0	3.0	2.0	5.0	9.0	8.510170236152163	0.6377242272178869	0.5443670728051622	1.8179086999769516	0.0016773448543609402	-1232.427416501437	-1194.8986084055127	-1939.8833929518378	-70.65220760162597
39000	3.243676893653337	-4687.669122334262	-323.69084790285467	-4363.978274431408	17.315099492660234	465.3279768618183	29.192863551658476	9.497354979714084	7.126407738227526	3.3712262057079703	1.0	3.0	2.0	5.0	9.0	8.152827127768917	0.5022518400960094	0.6447829482135744	1.8529652116904167	0.0017941375497797373	-1234.8802773825662	-1194.7848672627329	-1934.3131297861094	-69.84825829670622
40000	2.4242880435890246	-4688.769600282128	-319.42701452757046	-4369.342585754557	15.919711728827266	338.492438850069	70.69788728756708	2.9292666431204486	6.081177652226084	8.24186364552707	1.0	4.0	2.0	5.0	8.0	11.258846436897045	0.5963751122414075	0.4865331321463579	1.917091755612235	0.0018967453789472046	-1233.7116603086024	-1194.156969186941	-1941.4739562590134	-64.27837272812675
41000	5.1649728583459416	-4684.1879575284	-315.7675115926897	-4368.420445935711	16.28620869543958	104.7224275436226	83.6445338160533	2.712698083915945	6.600351422829615	6.671202494612564	1.0	4.0	4.0	6.0	5.0	8.072117851969022	0.5963751122414075	0.6470572692295724	1.7565676185290207	0.0018711462392386681	-1231.8621825685736	-1195.126329558709	-1941.431933808428	-62.53129370927508
42000	5.1585866985701045	-4685.033294653324	-318.8178049350542	-4366.21548971827	16.33373135762061	174.75886988622912	58.47870772515263	9.021355582920696	6.470484240984553	4.948061987296397	1.0	1.0	6.0	6.0	6.0	9.260168854439186	0.5144474144328084	0.6327404621734978	1.8528121233936945	0.0019201765711759824	-1233.9006433532588	-1191.1141937966186	-1941.200652568393	-65.90040475305403
