# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:12 BST 2015 [seed=1430153531415]
state	age(VIETNAM_3062_2004)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
377000	2.2850302990787403	-4671.50621150927	-297.35287217438906	-4374.153339334881	9.781157684584558	29.262094349140895	7.599428062354014	6.6336140593177175	2.737520833140422	0.4723883940383431	2.0	5.0	6.0	6.0	1.0	9.296930965768093	0.4949304494832096	0.6108025785080428	1.8942669720087515	0.003851426775152909	-1235.7975737848208	-1197.497301757177	-1940.8584637928832	-51.46697058922825
378000	1.7746912359439841	-4655.268860347596	-293.47413315254244	-4361.794727195053	10.061873967171454	51.98142729706097	10.915377128249041	3.628718739614246	2.874683596954696	0.47377743268122247	1.0	5.0	6.0	4.0	4.0	7.2279492895799375	0.603115176333267	0.5845795804018015	1.8123052432649356	0.004311867837415231	-1233.230781323172	-1193.8878458380325	-1934.6761000338488	-47.101459894940774
379000	1.978356516484677	-4662.328128962428	-292.52691838259454	-4369.801210579833	9.732686413134264	17.114168412736372	5.836407701469428	4.391960727274451	1.0267536041718845	1.346694024541849	4.0	8.0	1.0	2.0	5.0	7.728024087145311	0.5506481714038789	0.6889333574358237	1.7604184711603015	0.004488873712253228	-1234.8375687122111	-1195.7823233092895	-1939.1813185583326	-48.634526360117896
380000	1.978356516484677	-4652.884972119729	-289.722807346614	-4363.162164773115	9.366712817917143	44.82955159399368	2.2456105627351306	1.015776457674139	1.0940740945709067	0.6892107889856564	4.0	12.0	2.0	1.0	1.0	9.19839460064664	0.592613373647127	0.6732469851870517	1.7341396411658256	0.004444137828443868	-1232.694585940642	-1192.4272048274927	-1938.0403740049805	-46.51553345962583
381000	1.978356516484677	-4654.81127357359	-291.1329709507609	-4363.6783026228295	10.11279761272218	13.455671568558678	5.746892385394006	1.3753153586744444	1.1338388358989122	1.8595310866132648	4.0	9.0	1.0	4.0	2.0	7.206080701797602	0.5025818323304844	0.7002194337327261	1.7971987339367936	0.004350688806823739	-1234.282838842631	-1197.17507650536	-1932.2203872748387	-48.37691870126913
382000	1.5105123285147477	-4648.469128234736	-288.25228667216675	-4360.216841562569	9.184261184141812	13.557658542635616	2.2955764584779996	2.430295925052484	0.8142337257298566	0.5564818380965191	5.0	9.0	3.0	1.0	2.0	8.568752964376147	0.621462796163857	0.5785421773498346	1.799995026486313	0.004267235117658311	-1232.8236354822302	-1191.5784770394976	-1935.8147290408417	-46.87177949667579
383000	1.9038269581888316	-4655.729374251297	-293.6771743863835	-4362.052199864913	11.118421054946845	23.984234812383125	4.807099642556178	0.8543434453687695	0.5395501078250472	2.3415273652432265	5.0	8.0	5.0	1.0	1.0	8.503668015729797	0.6177990812629103	0.5165147921491499	1.8656861265879445	0.003815668007686999	-1232.0263981929993	-1195.04928408994	-1934.976517581974	-48.77825379098463
384000	1.1015587263146585	-4671.08887559366	-300.4346334328204	-4370.65424216084	10.715660894894015	51.43916037749967	10.850827198934672	2.2237780491816355	2.6787094438253742	1.2187507090768155	3.0	8.0	4.0	4.0	1.0	7.401841661013276	0.6849361189271896	0.5781169865502549	1.7369468945225601	0.003418748712553458	-1242.818184939246	-1193.1309566115972	-1934.705100609997	-54.04937328575488
385000	2.230526714700731	-4668.1371007668995	-294.943945239393	-4373.193155527507	9.640311095881982	112.96838983848899	10.215500111626822	6.064567864344129	0.9793517039964689	1.5555695179959665	3.0	1.0	9.0	5.0	2.0	6.736598372486233	0.6701548292859136	0.546880521930083	1.782964648784008	0.003763409625816442	-1232.9794917988331	-1195.075016425921	-1945.138647302753	-46.78421439044256
386000	1.734319473490447	-4652.22943831565	-290.0825756057407	-4362.146862709909	10.263320089465951	76.87363625818814	5.134493489576762	2.605453214060136	1.1392459584177788	0.881442615329701	3.0	3.0	9.0	4.0	1.0	8.292394074920937	0.7079185534069792	0.5161512946469102	1.7759301519461153	0.0034983135671974603	-1233.7948040913243	-1193.2472833512415	-1935.104775267343	-44.51525322604976
387000	2.712707914745283	-4659.3970996858	-297.2650757724155	-4362.132023913384	9.676953904270004	81.0344325960323	16.265004659983543	1.7484050103388251	0.8477231704485643	1.3860176447139991	2.0	2.0	11.0	1.0	4.0	7.163648720073008	0.5602727805858597	0.5412726522507791	1.898454567163366	0.0037779930921189686	-1232.8670000423895	-1190.1115630731108	-1939.1534607978836	-50.6372242976705
388000	1.6210480441985977	-4660.297005644671	-296.5875931433918	-4363.709412501279	10.012051774049453	22.044684634635626	18.093309360923712	9.504232957340479	0.7978036965883453	1.049852766674849	3.0	2.0	8.0	6.0	1.0	10.536118583878618	0.6927721655812512	0.5689539122098394	1.7382739222089143	0.003989465070246363	-1235.8421391901702	-1194.2954306647387	-1933.5718426463695	-50.12082817822129
389000	2.216611738366324	-4653.595114842085	-291.8750979573061	-4361.720016884779	10.043513235730968	41.812224327836525	6.1961513095547955	4.836490419308376	0.8850839766788499	1.8556569530224665	3.0	1.0	9.0	5.0	2.0	8.003476760274577	0.568078831854322	0.5564344614986181	1.8754867066470648	0.0035598193411438485	-1231.5991350564314	-1190.619678878466	-1939.5012029498826	-45.58394674546399
390000	2.216611738366324	-4658.793368877823	-293.50579549522814	-4365.287573382595	9.775736708513282	20.358469555664566	7.201511263920199	3.802689975077905	1.8414910507053401	0.5604269991620073	7.0	1.0	5.0	4.0	3.0	8.949108224026354	0.6905870738293802	0.5077997071927469	1.8016132189778775	0.0036838245024953553	-1233.23292102122	-1191.1742578039946	-1940.8803945573802	-49.43779374060815
391000	1.5779214637832988	-4652.478295394756	-288.62267895454784	-4363.855616440208	8.76451146560262	35.43715422856374	1.3215698454818672	1.1315775773943597	2.01978847982903	0.4409338024570017	7.0	1.0	3.0	6.0	3.0	8.433332870655777	0.6447773584444768	0.5966764615173511	1.7585461800381768	0.004366514947178994	-1234.9121721013332	-1192.2457371513797	-1936.6977071874953	-45.09426089677716
392000	1.4882537293624427	-4659.602134773731	-293.84425726564155	-4365.75787750809	10.471669807676276	14.856687342151575	6.683525866943002	1.6556398903856788	1.9395946574126468	0.919301543160435	8.0	4.0	1.0	3.0	4.0	8.145083317024005	0.6035891015729199	0.6148275867368274	1.7815833116902573	0.0037522350386394064	-1234.601020047127	-1195.5436177484214	-1935.613239712542	-50.68206165936776
393000	1.4252466222615716	-4667.2520967191895	-298.52756036408493	-4368.724536355105	11.042355264881289	15.294275840212585	4.094956248028308	7.001097152967444	3.0694856487172433	1.4353810778833223	5.0	3.0	4.0	3.0	5.0	6.838444928908818	0.673007764463959	0.6287594697402925	1.698232765795753	0.0033631067132649534	-1232.5359948450528	-1191.4509196847127	-1944.7376218253398	-53.53070984552506
394000	2.4198630271678274	-4661.804439156232	-298.49706277456704	-4363.307376381665	11.143992140817575	18.521608801040024	15.526657451560839	1.9380648092629122	0.799346710495639	1.5272912503238156	10.0	2.0	1.0	6.0	1.0	9.551483430486167	0.6548121823638846	0.6671482189453957	1.6780395986907242	0.003228575084788064	-1230.3668845422671	-1191.389767916885	-1941.5507239225124	-53.67745144269405
395000	2.396609537975117	-4663.233634822507	-297.75474823250033	-4365.478886590006	10.474052439486586	28.29597236610382	6.676794651391721	3.0437106750969405	2.8905379994887546	1.836235734216321	6.0	4.0	1.0	3.0	6.0	7.36676534018807	0.48954880525471334	0.5514198492579241	1.9590313454873671	0.0034491616094298873	-1233.1870582977122	-1191.9796691360539	-1940.3121591562406	-52.463903325529174
396000	2.53622632196162	-4652.895963279309	-291.75646217929716	-4361.139501100012	10.269973289812066	47.940627889217005	4.802168004517305	1.9330560291502923	0.23417880290463472	0.7515240598182606	4.0	8.0	4.0	3.0	1.0	7.963438380874114	0.5903290491371963	0.6381006525155475	1.771570298347261	0.003736721036340799	-1231.6685904838612	-1191.0792205695457	-1938.3916900466054	-47.07362533939971
397000	2.53622632196162	-4664.879356901706	-300.3025059232992	-4364.576850978407	10.744232553611113	51.40559879630791	8.070565310773588	3.4957225096330853	2.062244727716988	5.913876659378693	3.0	5.0	9.0	1.0	2.0	9.553330299186273	0.6105523420484427	0.5758259272304458	1.8136217307211164	0.0037364452725670142	-1232.4917639162788	-1195.0850203148982	-1937.0000667472293	-51.79628864148725
398000	2.402319477255248	-4666.495643555289	-296.3222252782036	-4370.173418277085	8.779706368971462	67.5473302248183	19.986906779577293	6.2989280460442245	2.1474884987488183	0.9038063864823414	1.0	5.0	7.0	6.0	1.0	9.322266946380871	0.6116492246734478	0.551864503763868	1.8364862715626888	0.0038594061414270824	-1238.8488543079964	-1191.352035026702	-1939.9725289423864	-48.433053719159176
399000	2.402319477255248	-4663.159458591614	-298.5546867774069	-4364.604771814207	11.050841581869449	209.31182855501717	28.31131959356155	4.011001870392116	0.9448061083595036	1.3181382204216159	2.0	2.0	9.0	5.0	2.0	9.161202438142421	0.6339853483463673	0.6110638813971638	1.7549507702564733	0.003837755054397002	-1234.2309027425715	-1197.1792236185936	-1933.1946454530416	-48.810393483931534
400000	2.5588406717474865	-4656.893617100569	-289.72785949573426	-4367.165757604835	8.676446449144008	26.900649734929054	9.008037543365694	2.6755165143692032	0.4473920587405584	0.8758496612100382	2.0	7.0	4.0	6.0	1.0	9.301439727671832	0.6526434389194662	0.5346729237950034	1.8126836372855348	0.0043791813922682745	-1233.605765929926	-1191.6740946688708	-1941.8858970060382	-45.520167613944544
401000	2.3515931902253007	-4653.942468703743	-290.00704389826615	-4363.935424805476	8.690284137680681	67.13365107509489	6.5205955624714385	2.0028834257664094	0.941801333624501	0.541467019277449	3.0	3.0	5.0	7.0	2.0	8.415125050830413	0.5547222868302922	0.5189726858850615	1.926305027284651	0.004285557772959883	-1233.0404235154256	-1191.2201925266343	-1939.6748087634162	-45.24609944856238
402000	2.3515931902253007	-4655.127176990172	-290.56539207379745	-4364.561784916375	9.354242069736168	63.81288031034678	10.858911360521718	4.6538154176522255	1.0743600151878476	0.5691608517486146	1.0	4.0	5.0	5.0	5.0	7.792853509471745	0.5798842971198654	0.5148634054251581	1.9052522974549813	0.004149080259727059	-1231.587027260442	-1190.8207313969588	-1942.1540262589738	-44.58800475768472
403000	1.9918326852474273	-4662.148882417499	-299.5348809933003	-4362.614001424199	10.688749214798774	138.4163293047355	27.069446003353445	4.834523419076462	2.5444540948732883	1.7143918774941873	2.0	1.0	2.0	6.0	9.0	11.838629401783601	0.6022640219432881	0.49825808903335067	1.899477889023366	0.0037855986954738545	-1234.587041807282	-1192.4375485945095	-1935.5894110224076	-49.56211990061136
404000	1.4031183167713266	-4666.5284236088555	-299.879954196412	-4366.648469412444	11.053720305055696	43.087003293792854	8.4284350774976	8.735945262846565	3.064034060272638	2.1340897947971014	4.0	1.0	3.0	11.0	1.0	8.645825284327552	0.6510286848096407	0.526489011635702	1.822482303554662	0.0035120580719997024	-1234.5573241791365	-1195.9923062074372	-1936.0988390258697	-52.23980124020608
405000	2.035317867941973	-4653.480952682375	-296.24244439548835	-4357.238508286886	10.071638441714445	14.658427840574886	2.4805991540805756	6.391758864890227	2.9738549171634046	0.9743665460830265	5.0	1.0	4.0	3.0	7.0	9.461458151244452	0.6034250400540017	0.511815215731997	1.8847597442140063	0.003805822025705619	-1232.0648647697055	-1187.1835332500627	-1937.9901102671176	-50.97447436929722
406000	2.2691220880613874	-4657.959904487416	-294.8906813299359	-4363.069223157479	9.949291133493215	37.04426655158329	12.493971380082789	5.108757361914071	4.751765004816922	1.038248528008512	3.0	1.0	5.0	5.0	6.0	8.723342582745705	0.7084493905327282	0.5238165779085874	1.7677340315586894	0.003465828108487523	-1234.6569558653482	-1188.7154263473021	-1939.6968409448293	-47.632435670083645
407000	2.2691220880613874	-4656.185509393872	-296.5924789004579	-4359.5930304934145	9.144215338220173	41.616446834668075	4.534977769606288	5.62926301722295	3.1815568643378778	0.9364104306231558	3.0	2.0	4.0	4.0	7.0	8.15587132746149	0.6520766673782106	0.5899620328765643	1.75796129974523	0.004187168500902622	-1231.1194641747304	-1191.66303970764	-1936.8105266110445	-50.17129516709413
408000	0.9967186288885441	-4672.203205597627	-304.1538899590703	-4368.049315638556	10.09981479095759	59.33900501789068	5.0063951829659885	10.53650244665263	10.865235399566139	2.3495631013550335	5.0	2.0	2.0	3.0	8.0	10.119198502330388	0.6259870930478054	0.5899620328765643	1.7840508740756351	0.004268474309289071	-1235.1822504821175	-1194.660025346642	-1938.2070398097967	-53.62685905770848
409000	1.8359584945842609	-4669.440810428634	-295.3958993328249	-4374.044911095809	8.683734122671776	21.245707150940657	3.268086015844039	3.1585324727380377	5.697057380925113	1.2808656222179344	3.0	5.0	1.0	5.0	6.0	7.575916872493521	0.5291597007265321	0.6140787670498736	1.856761532223599	0.00420515723114755	-1240.575580198999	-1189.1403381649152	-1944.3289927318947	-49.777009758378426
410000	1.92694999529957	-4658.237044100756	-292.74583798709983	-4365.4912061136565	9.171988591847684	14.223673465448512	9.937452071264715	5.331289942271141	1.3805698988011272	0.5221168549381503	4.0	3.0	3.0	8.0	2.0	6.583163182381779	0.5988934876938626	0.6248676920114007	1.7762388202947417	0.0040021165237048364	-1229.6596643385494	-1190.7087999256178	-1945.1227418494886	-49.12831178257932
411000	1.4231932187480667	-4657.8365390430545	-291.43254186479766	-4366.403997178257	8.842730534936848	16.01433954304615	5.598719636439177	4.913720760998266	1.7412781648619668	1.7354768949897845	7.0	2.0	1.0	8.0	2.0	9.258616008901422	0.5911711126057	0.6337738551514185	1.7750550322428864	0.004815799381592127	-1234.803915314637	-1193.5419582602003	-1938.0581236034193	-46.95402366542561
412000	1.8694875705421081	-4656.087177506383	-291.9584724722387	-4364.128705034144	8.919238965043418	15.993824482248424	5.334442952442554	1.0205386855539265	1.4734495166769819	1.2446623577336104	9.0	1.0	1.0	3.0	6.0	6.981223215774193	0.55760237300456	0.5341758261726356	1.9082218008228096	0.0046775495853997135	-1236.856990140668	-1190.2232874791978	-1937.0484274142786	-49.31684702320124
413000	1.6124946514403917	-4658.868376927469	-292.9492828424201	-4365.919094085049	8.794499564739487	43.05976832426037	4.9980549468799405	4.927035940147484	3.714106866314107	1.0812623924472724	5.0	2.0	5.0	1.0	7.0	9.415648230674254	0.6780273605982523	0.5884002673183957	1.7335723720833573	0.004750693858793686	-1232.8958100852205	-1190.6429577492804	-1942.380326250548	-46.26048962178305
414000	1.0150289048112011	-4659.449002408867	-293.89466763750715	-4365.55433477136	9.05849373120136	18.49272544594108	9.986673899785456	8.91832382280413	2.1102414071260895	0.591150780108372	3.0	4.0	6.0	3.0	4.0	10.148985350628784	0.5686602382825587	0.49987430106491243	1.9314654606525343	0.004199596617505377	-1233.8998609613334	-1192.866189608298	-1938.7882842017286	-48.29805996573125
415000	1.0734232315540408	-4654.364306546223	-284.8088220344283	-4369.555484511795	8.472107663040825	12.173273812834802	14.61830504320664	2.3871297185311438	0.7698608148486964	0.07174289299156127	2.0	5.0	9.0	3.0	1.0	9.795592647443128	0.5474119479837566	0.5578365548162398	1.894751497200009	0.005487146432428519	-1233.8905065661754	-1192.7454399636833	-1942.919537981936	-42.19922982407571
416000	1.0734232315540408	-4660.780634628302	-289.56691180506095	-4371.213722823241	8.494509225045586	47.44231779069632	4.711311629543121	2.331061271659746	2.242696604929349	0.4038057799580249	2.0	9.0	6.0	2.0	1.0	9.14122895243992	0.7142623442200032	0.4812328703436521	1.8045047854363498	0.0049317696892290635	-1234.976752690008	-1194.0577337012458	-1942.1792364319874	-44.43637749163478
417000	1.3521358488127433	-4653.112773561969	-283.8039518806378	-4369.308821681331	8.397390367917648	42.423374609591626	2.9852118320505605	0.8109327975829425	0.4817018945191572	0.59957650824669	4.0	11.0	1.0	1.0	3.0	9.36332542725413	0.6550458223212108	0.4401405316701605	1.904813646008634	0.00526385649940416	-1234.0043118792676	-1195.166694843682	-1940.1378149583813	-41.478841024349045
