# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:41 BST 2015 [seed=1430153560514]
state	age(CHICKEN_THAILAND_KANCHANABURI_CK_160_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
947000	1.619538673843116	-4657.156073361022	-285.23356518629	-4371.922508174733	8.155625150814588	21.251268780450932	10.530679355928772	2.823858348660821	1.4383059051322205	0.2763917907571358	5.0	5.0	3.0	2.0	5.0	10.203365988682433	0.6883762645117125	0.5703402318219059	1.7412835036663807	0.005573986936702753	-1236.59413666032	-1193.3801242356983	-1941.9482472787145	-41.31844939089619
948000	0.9051557868249631	-4655.338967141059	-287.09101612829494	-4368.247951012764	8.120712079751646	14.16719548727007	7.014320397343734	4.292025042795898	1.5870079481111017	0.22592693084629634	4.0	4.0	1.0	4.0	7.0	6.972396111229811	0.6652959439359313	0.6020761587978852	1.7326278972661826	0.004721580633650609	-1231.9846888045097	-1194.3827628516467	-1941.880499356608	-44.103004378008734
949000	0.5447692377726359	-4649.417153523239	-281.538043480255	-4367.879110042984	8.131387534963016	41.03450302592811	4.605364156093621	3.9163556084296673	2.274356224057929	0.06934667705202181	2.0	5.0	4.0	6.0	3.0	8.558119372025466	0.6897919233154142	0.48338294754254507	1.8268251291420399	0.005089560224403496	-1235.6947522868293	-1192.095146815948	-1940.0892109402075	-36.41590190039711
950000	1.0339895084475588	-4657.044565530856	-280.42785705614335	-4376.616708474712	8.133358632105951	95.95795287861637	11.048760862711552	4.311851025474242	0.937916049598964	0.08119621174552223	2.0	5.0	5.0	4.0	4.0	9.197185610873397	0.664623234808647	0.6582993888836853	1.677077376307667	0.0055306932707413275	-1236.0670383315398	-1195.7569612451412	-1944.7927088980318	-34.21354968593663
951000	0.4973167209749749	-4653.118414761279	-280.8336809310266	-4372.284733830253	8.169736237479938	15.099997757446008	3.5375451621727882	2.5911721913541044	0.8584267481967595	0.8184062464372474	2.0	6.0	6.0	2.0	4.0	7.744005897977303	0.6150094754642119	0.6589733679256689	1.7260171566101188	0.005581953727114411	-1234.5940046055673	-1195.9351111278306	-1941.7556180968552	-38.78455362495768
952000	0.7952216901443707	-4657.841202650213	-285.205105214417	-4372.636097435796	8.257738010409945	56.56347231134365	5.56621212763638	2.634911818285365	1.89240562454605	0.20119912067806814	4.0	1.0	10.0	1.0	4.0	7.370192320448633	0.758402715816481	0.5134236049034713	1.7281736792800475	0.004680676819159267	-1235.290296532686	-1191.7421903961203	-1945.6036105069898	-40.15870560694143
953000	0.354681707969668	-4651.571596338739	-285.182391363958	-4366.389204974781	8.278613172736504	17.089777435261553	8.001517474604553	2.887424173236339	0.41692178445629074	0.13054009510236353	6.0	6.0	3.0	4.0	1.0	9.080439836504729	0.6254526276476325	0.6506323272346219	1.7239150451177452	0.005241692503864676	-1233.4799358627952	-1191.765531184364	-1941.1437379276217	-43.48909782688707
954000	0.5296157347713706	-4649.419493474033	-276.39828901659644	-4373.021204457436	8.27468634342759	30.40006976254183	2.507339647116433	1.3848532510545581	0.5181305411138311	0.05686014100895769	3.0	10.0	1.0	4.0	2.0	8.33633893366101	0.5155062580575627	0.5596262857390744	1.9248674562033627	0.005584488367144785	-1236.6324228778103	-1192.0868932191	-1944.3018883605268	-35.48429742999161
955000	0.2787138977515795	-4653.9249555488095	-285.19323240458453	-4368.731723144225	8.616930667004757	26.708348100586512	3.316187904932344	2.905721469663504	0.832664177995942	1.451857886559039	3.0	10.0	2.0	4.0	1.0	8.33633893366101	0.5144660170995847	0.6325749569755629	1.852959025924852	0.005502094998676104	-1231.919042747499	-1192.6800713268233	-1944.1326090699029	-41.13119767861605
956000	0.9937620452388951	-4657.27988893976	-284.31639444270775	-4372.963494497052	8.719832278392168	21.460821405688993	5.455877314948272	1.2372191059584297	0.5830822714287309	0.9841613825661626	5.0	8.0	4.0	1.0	2.0	9.487371625991516	0.55670829400127	0.5405008145025558	1.9027908914961738	0.0053193174398526	-1233.765167467084	-1197.5994699748514	-1941.598857055117	-41.66519491385642
957000	1.05653052189614	-4657.767501649656	-289.9266860871256	-4367.84081556253	8.543111920762941	29.46567791458343	5.455877314948272	5.768944149069356	2.4519951009811227	1.2751814314662535	4.0	4.0	4.0	2.0	6.0	9.928644804537326	0.6329929075682221	0.5715388376364736	1.7954682547953038	0.005664223026670737	-1232.3143253246958	-1192.2149024460875	-1943.3115877917473	-44.072581699745726
958000	0.44518721641832215	-4666.534689927551	-298.830132803271	-4367.70455712428	9.629831622616377	24.466129010722398	9.908394633050921	4.392963981510247	12.849277798644035	1.6846129553728972	3.0	5.0	1.0	1.0	10.0	7.915013843628737	0.6393235978142756	0.4956386955299403	1.8650377066557837	0.004153087326155035	-1233.1471199777159	-1195.2525828690682	-1939.3048542774961	-49.87719329058042
959000	0.9852596403827967	-4659.648664699142	-296.9607345792755	-4362.687930119866	9.664286834927292	18.09054354430405	7.544382541109167	15.526885299276135	15.61594926201174	2.0685851085160945	3.0	4.0	1.0	2.0	10.0	7.915013843628737	0.5644112442181869	0.5333495431984369	1.9022392125833762	0.004646444423521028	-1229.1657540073186	-1186.891930070968	-1946.6302460415786	-47.71770679370199
960000	0.5618776802670284	-4660.3851407130705	-288.84911111958974	-4371.536029593481	9.151682417265137	33.09171658433479	0.8963964172249426	3.541438019585308	9.106283474367723	0.9837614328824125	4.0	1.0	3.0	1.0	11.0	7.940475010320722	0.5670205960471378	0.63714905939302	1.7958303445598423	0.004734928653684398	-1233.3281070207356	-1192.9538741473584	-1945.2540484253868	-39.49871664485146
961000	1.0343965976449674	-4664.751289677783	-296.1314272751415	-4368.619862402641	9.406902049679063	31.448794424530437	15.809283423021748	4.646242790036847	5.491701685262616	2.458622343698754	3.0	1.0	5.0	1.0	10.0	12.360875052831608	0.5727356806565452	0.5925865282705036	1.834677791072951	0.0048932546492944234	-1232.3773255554866	-1192.758996914938	-1943.4835399322167	-48.035509667339575
962000	0.5592871948865064	-4673.492732040073	-299.2883914682632	-4374.20434057181	10.670836606389773	106.13870914620105	21.135534721737113	1.8503410323268827	5.159664311394194	3.060105836055024	2.0	1.0	4.0	3.0	10.0	11.272952473444008	0.6423329589175785	0.6147785464046043	1.7428884946778174	0.00412055528505983	-1234.1860028711662	-1194.7305959617806	-1945.2877417388625	-48.302531289861065
963000	0.8174591698545377	-4664.679660604175	-291.8576065237567	-4372.822054080419	10.256866271468198	71.21965858002487	5.187606798073759	5.202346599327886	2.7570589935510594	0.7297534099611283	2.0	1.0	7.0	6.0	4.0	10.45569946135937	0.5360826754733822	0.5851543543202551	1.8787629702063628	0.003941782073765974	-1232.6490830886355	-1195.1147833185848	-1945.0581876731985	-44.54053459509826
964000	0.6317585352489878	-4649.849894835156	-283.83504581806767	-4366.014849017089	9.14605795813298	23.818603126514578	9.60740233808984	1.526590130666149	1.4765288237344074	0.448818411624217	3.0	1.0	6.0	6.0	4.0	9.661887154071744	0.5545007738641594	0.6831118933676406	1.7623873327682003	0.004372707884912105	-1233.968286642214	-1194.5122524678777	-1937.5343099069964	-40.05871921199101
965000	1.2016089159682597	-4657.917975883	-292.82832671405095	-4365.089649168949	8.759054147595249	22.710193222205383	4.976345042032365	4.311888722373835	1.8438550767372157	1.5629007465844122	2.0	3.0	4.0	7.0	4.0	10.004672700807257	0.5815076418446306	0.5821456756427145	1.8363466825126553	0.004205776627394041	-1232.0377994793178	-1194.2063761104664	-1938.8454735791647	-47.982358402448554
966000	0.9394025078976935	-4661.005157178946	-287.6165627119394	-4373.388594467007	8.983601031573134	29.13127034038603	4.19096502284684	3.4521131091839	1.3663830753916952	0.5293746661909486	4.0	6.0	1.0	7.0	2.0	7.698298990671569	0.4652984188269267	0.6068297342687095	1.9278718469043643	0.004357666111913225	-1238.0689151697961	-1192.6741544877045	-1942.6455248095062	-43.83853814287747
967000	0.3877248584454258	-4662.094373467015	-289.74584234117447	-4372.348531125841	8.871507504602171	23.595327457476706	7.910246596631426	4.697332064407503	2.5508708208287185	0.591728382535137	3.0	4.0	3.0	6.0	4.0	6.812368928153767	0.5217983033580006	0.5978232641713337	1.880378432470666	0.004645610861300928	-1236.1569671580387	-1192.9134834715198	-1943.2780804962817	-44.99081430568214
968000	0.4044921458740003	-4654.104485833222	-285.2965099099748	-4368.807975923247	8.642908439735407	14.642792626470277	5.310267838376312	2.429504390942387	0.3906101502021453	0.5078634078182532	3.0	7.0	5.0	1.0	4.0	9.251133291884562	0.5904830994263368	0.6237558169723066	1.785761083601357	0.004834386652970335	-1233.7000465705514	-1194.5782161507552	-1940.5297132019405	-43.5469515773565
969000	0.9005199253653249	-4660.501678381753	-289.0298817309673	-4371.471796650785	8.367642753741285	29.233775442885225	9.045570132868242	5.337751015287161	0.4827526377315146	0.6517070630182648	3.0	8.0	3.0	1.0	5.0	9.304376564597813	0.4987909435784895	0.5972075038408413	1.9040015525806697	0.005208385448512878	-1236.339219181075	-1193.9819665571372	-1941.150610912573	-44.301469366879786
970000	0.3282116522393088	-4656.848091604136	-289.26245681258183	-4367.585634791554	8.56946091525836	16.699368147603902	12.737911011757584	7.687415925853882	1.4393975861183619	0.5049611633425641	1.0	4.0	4.0	7.0	4.0	9.693028359004433	0.6133110877809623	0.5884096128277906	1.7982792993912478	0.004787655576993931	-1231.1662829831073	-1190.4192141478197	-1946.0001376606272	-44.24906698313675
971000	0.41453283087594484	-4660.870283196428	-292.01404553589265	-4368.856237660536	8.34989674800753	9.99705669976158	11.079389793711314	1.157287248724304	2.33950804990173	0.3180354805249652	8.0	1.0	1.0	9.0	1.0	11.934431155701828	0.5474383316105815	0.6455600009629124	1.8070016674265068	0.005161387033996589	-1234.212445502293	-1192.0574524889794	-1942.586339669264	-47.90021599402959
972000	0.09707974458845925	-4662.393825490994	-290.37186758836094	-4372.0219579026325	8.710695909989058	16.58623542706922	28.44357349243421	1.2458099143163985	1.145987621712188	0.8391847317348059	5.0	1.0	3.0	10.0	1.0	9.922264989544905	0.541508937185411	0.586933917297186	1.8715571455174036	0.005224076977452544	-1233.0603861186758	-1195.8336856650046	-1943.1278861189526	-45.086611855004094
973000	1.0444763266939359	-4658.871985953369	-287.4453594982646	-4371.426626455105	8.551716011342243	18.767992275594615	11.45433380148546	3.05111643994768	1.9231863139149765	0.7240562308069057	3.0	2.0	8.0	5.0	2.0	8.903332446315673	0.4766941380605118	0.5954527443597653	1.9278531175797238	0.004977115882639487	-1234.2680640670685	-1193.4055985207901	-1943.7529638672465	-43.044765352636865
974000	0.2075414734472396	-4654.3667427215805	-286.47086154898966	-4367.895881172591	8.349039660334194	8.638891349813843	5.201789544107351	6.359602322751905	0.8384571028989934	0.06891112440369657	3.0	1.0	7.0	7.0	2.0	10.029687576477818	0.6812009180910388	0.5945169913155423	1.7242820905934197	0.004725983391332028	-1233.4695972567845	-1191.4179541478586	-1943.0083297679473	-44.23273250222946
975000	0.19805838109128437	-4669.990097622578	-299.0820675265261	-4370.908030096052	9.548322067612487	33.360443495387884	18.965343564101445	6.600488186628075	2.3250657588035564	2.8640098137496373	3.0	3.0	4.0	9.0	1.0	10.029687576477818	0.795194947976216	0.5817953116238025	1.6230097403999824	0.004444720540983594	-1240.2581618093454	-1193.6673116571462	-1936.9825566295601	-51.329180958315
976000	0.7640987574111247	-4658.852541407414	-297.0346193734052	-4361.817922034009	10.215190068532982	41.04831292132103	12.672322453080218	3.6811316174979507	2.7008900736522823	1.4802275089175478	1.0	5.0	7.0	4.0	3.0	10.487910109888206	0.5094453148201994	0.6172495771029779	1.8733051080768237	0.00416045746684634	-1233.156761897763	-1194.2297585152648	-1934.431401620981	-50.27919871315529
977000	0.896351073075965	-4657.257224241226	-296.05557128810426	-4361.201652953122	9.978218327500809	51.6560840278296	11.171477459770118	5.928219622151986	1.1273723175161772	0.9155614603949956	2.0	3.0	7.0	6.0	2.0	10.297974683816653	0.5807432199943673	0.6534319254267165	1.7658248545789175	0.003775514773404568	-1232.8322075618303	-1191.5991863473723	-1936.7702590439196	-49.51370792329437
978000	0.2944250091370275	-4654.110549920779	-294.21330718681196	-4359.897242733967	10.771326324428413	63.38048214479445	26.883839819374874	3.4152855176014	0.9974744395938065	3.1639604850029652	1.0	2.0	10.0	6.0	1.0	8.707513674340857	0.5642284466768329	0.5033396765232399	1.9324318767999287	0.0036852598518984365	-1233.1472786866066	-1192.3064563725784	-1934.4435076747823	-44.9598041675031
979000	0.059649326280362125	-4656.918026381206	-285.5406201093211	-4371.377406271885	8.614813454177247	39.515010614421705	10.806753994707522	2.432054140560134	0.4719043615492488	0.6142196272083799	1.0	5.0	10.0	3.0	1.0	6.238200984220082	0.49368450161506694	0.629714030122908	1.8766014682620265	0.004644646334987855	-1234.1237044883799	-1194.5697312212526	-1942.6839705622524	-41.5859831039614
980000	0.5086217883660561	-4657.513676192474	-290.1049869535556	-4367.408689238919	8.694222008827486	21.525563140040223	15.463553300403573	1.9619607557021514	1.5286104948250612	1.1521835256140835	2.0	4.0	8.0	3.0	3.0	9.055722160218048	0.5965926261101323	0.534791650349169	1.8686157235406997	0.004541108439354198	-1233.4345613600804	-1192.4347366333936	-1941.5393912454442	-45.289682131988314
981000	0.4153777929893443	-4665.776913587464	-299.2351933542126	-4366.541720233252	10.062304920385639	131.98977268182313	20.318665347590322	3.3942044904601816	3.7924629899887834	1.4022836575119983	2.0	4.0	6.0	2.0	6.0	10.019950818036653	0.5984470701892021	0.5596798011024208	1.8418731287083783	0.00416194663217647	-1234.9222848389313	-1192.1479672375274	-1939.4714681567934	-49.53195190097207
982000	0.033202575185438565	-4664.563074015393	-298.3124302250207	-4366.250643790372	11.75483962051547	14.202377792531816	15.502815288685273	8.194976071193022	1.2191171913840075	1.3505199288998924	1.0	3.0	9.0	2.0	5.0	10.019950818036653	0.6592946737189864	0.5488052885885629	1.7919000376924517	0.0035746828977396357	-1235.6251128093338	-1197.2654709560475	-1933.360060024991	-52.52312799980056
983000	0.0513749461988553	-4677.550339644615	-308.8028267705117	-4368.747512874103	10.230018222209454	234.09548065276786	9.72357132045412	9.549167057024313	7.961001167502394	0.8120066841576878	1.0	4.0	7.0	2.0	6.0	10.284150140858918	0.5109921189352387	0.5779715700072618	1.9110363110575004	0.0036769466565252503	-1236.4904882707385	-1195.8627735508883	-1936.3942510524764	-56.737409773105625
984000	0.5466872862642678	-4666.373740397386	-301.8896078935728	-4364.484132503813	10.386153354136477	17.837082460158257	6.826618758410279	15.160565616107265	11.555639593148207	1.369552149244977	4.0	6.0	2.0	1.0	7.0	10.284150140858918	0.7209003381697926	0.4783783676201857	1.8007212942100226	0.003693029122211033	-1233.9546227796181	-1191.8699649109988	-1938.6595448131968	-52.966977631340086
985000	0.6395635848631205	-4669.161303175267	-303.0929029349502	-4366.068400240317	10.678570723150871	67.22409271895673	16.630165464477727	6.523144410453743	11.320696979781019	1.4008258560991254	1.0	3.0	1.0	4.0	11.0	8.51030020061596	0.5915852334256453	0.5184756813350946	1.8899390852392608	0.0039877673332239915	-1230.3348469792497	-1192.0830110046425	-1943.6505422564246	-52.665007366762325
986000	1.234619937719545	-4680.528516412881	-305.5772203436389	-4374.951296069242	9.99633977779622	14.24370381207008	28.476992268342492	15.350143626138893	13.754449543585318	1.582476303838138	1.0	1.0	4.0	7.0	7.0	9.464801518167906	0.7774394187767094	0.5686907194434011	1.6538698617798901	0.0036882142153109453	-1234.9453418829803	-1191.223356202091	-1948.7825979841703	-55.50751323001434
987000	0.76660270854029	-4669.013125980538	-301.6239028316873	-4367.38922314885	11.192248967242495	31.6138131596251	18.307523696420347	5.694532800560405	11.58124633626128	1.6112697530123175	2.0	2.0	9.0	1.0	6.0	8.385367610910452	0.6024108591259917	0.6134655983016907	1.7841235425723183	0.003984164877021619	-1235.1297559232696	-1197.7843154839222	-1934.4751517416582	-52.17248780697611
988000	0.5108178854637906	-4657.378956219245	-293.45684993459923	-4363.922106284645	10.005845294605232	37.68948696093044	15.777784423242563	3.8769333493367792	2.580938134811137	1.9474757739857254	1.0	2.0	8.0	3.0	6.0	11.271299385359749	0.6900207680078168	0.5828157709162167	1.727163461075967	0.0038362695694897117	-1233.0003293466018	-1191.529137490706	-1939.3926394473374	-46.370894069920865
989000	0.24163993112908244	-4657.711084738979	-294.7653057039709	-4362.945779035008	9.621683121678116	58.035324290028434	33.750688147015225	3.8501424309784813	0.5584802568452493	0.8847031291855685	1.0	3.0	13.0	2.0	1.0	8.262782188153306	0.6939737482588879	0.6222306474770903	1.6837956042640223	0.004109537536767107	-1234.9608705034373	-1191.803742654037	-1936.1811658775339	-47.5635456835186
990000	0.3534227822202025	-4662.427414594668	-297.77619109292306	-4364.651223501745	9.990778603480933	39.52367962061511	25.175753641834675	3.157886359544864	6.393085794191073	0.6487959478868234	3.0	1.0	10.0	3.0	3.0	10.968733473529483	0.6651883746667374	0.5897085039848029	1.7451031213484602	0.004389809655867463	-1234.902802361143	-1193.8229871312014	-1935.9254340094014	-48.649452486736536
991000	0.7685564115921091	-4656.986718431895	-294.98395179814565	-4362.002766633749	10.529456564333644	17.906596911917546	12.061065976350537	4.634866509180787	0.7642878283807599	1.1154979730353962	4.0	1.0	8.0	5.0	2.0	9.400859028785522	0.5983586779087079	0.5227856894031683	1.8788556326881243	0.0037290405080176304	-1233.653817366434	-1194.3702472437487	-1933.978702023566	-50.27726057896089
992000	0.27019320256032064	-4658.356174446026	-293.4830192860611	-4364.873155159965	9.335333041215224	23.349149698835408	8.219471243294896	5.942103050037511	1.3416160384885287	0.5387109947167672	3.0	6.0	4.0	5.0	2.0	7.968024569916474	0.6321346918801592	0.586017905198358	1.781847402921483	0.003795211510330859	-1235.1327657305676	-1189.3999104768884	-1940.340478952509	-48.96323361523692
993000	0.21608096221197448	-4659.90986201609	-292.49785309052726	-4367.412008925563	9.80151920591318	24.839035338129445	3.0436642952377753	4.653509193402594	0.8795483959950969	1.7978512224597987	5.0	1.0	7.0	4.0	3.0	12.963963658279065	0.5552979800028508	0.5879047042830637	1.8567973157140856	0.004037617780383677	-1235.6418889600448	-1194.2258610169704	-1937.5442589485483	-46.845478878388214
994000	0.08448480055972318	-4666.299484079439	-294.658228690703	-4371.641255388736	9.471605129995764	23.616333018382104	3.8803021751280955	4.5025209773014145	0.9821894019945385	0.6100292940729485	4.0	5.0	7.0	2.0	2.0	7.213743885260467	0.6390322421451483	0.634053335831907	1.7269144220229447	0.003901969716335383	-1235.4822957587803	-1195.105287839889	-1941.0536717900666	-51.09338238024871
995000	0.10550618827195635	-4665.592708168469	-297.86433693690026	-4367.728371231568	10.120076672942885	19.224092748041773	34.4849413125504	7.225686422337924	1.4832949699936484	1.6051001382316563	3.0	2.0	7.0	7.0	1.0	12.005725057793736	0.5985742127784502	0.526470260784996	1.8749555264365538	0.004324594285360554	-1232.0626749846228	-1196.0102903154332	-1939.6554059315124	-50.00491426390576
996000	0.10550618827195635	-4666.126752020819	-296.57378725607606	-4369.552964764744	10.984643752222459	12.140049855704275	5.299697586554987	3.2745964591671126	2.3669475942910756	1.8433339893013585	4.0	5.0	2.0	7.0	2.0	7.774043348776667	0.7005997968713346	0.6271521856847687	1.6722480174438967	0.00407630465447853	-1230.4919034608351	-1191.9690728763671	-1947.0919884275409	-52.9999896893153
997000	0.3791631205376391	-4663.734602010312	-298.5286709155371	-4365.205931094775	10.523244883215181	37.09994593849875	6.02262221551048	1.5323182561056674	3.930770398264671	2.197346978506027	5.0	5.0	1.0	4.0	5.0	8.786037773617474	0.7416271013021686	0.5114699050607716	1.7469029936370597	0.003995141653923329	-1234.2615123482278	-1193.4985300084977	-1937.4458887380497	-51.737608706776925
998000	0.34594411390221147	-4662.613313923998	-298.87490690503216	-4363.738407018966	9.91503630500252	21.47851227488995	19.836679598250853	8.71344945928838	14.248330644184675	1.645424457371934	5.0	2.0	2.0	1.0	10.0	10.8974091597858	0.4940144413351222	0.5272486635368736	1.978736895128004	0.003908681408893117	-1234.3787551340786	-1193.592750672702	-1935.766901212186	-49.17121436042832
999000	1.14308692194831	-4660.288186642639	-293.98455102612854	-4366.30363561651	9.109625127915388	26.437085854805677	4.041171787053133	7.371376689383907	3.4596314682775624	1.8641422231164815	2.0	1.0	7.0	1.0	9.0	13.066372654219714	0.5820107021937821	0.6008009574206078	1.8171883403856102	0.004707984750851505	-1233.4366595651786	-1192.660595036927	-1940.2063810144045	-46.98607387784052
1000000	0.05087319129849205	-4656.595839732335	-293.4198632231047	-4363.17597650923	8.982824475593448	18.11037764105578	5.43600965831604	4.293709406603367	3.44205768361788	1.5856286623377174	3.0	3.0	7.0	2.0	5.0	8.872311929716524	0.6912766769636085	0.5462934331636932	1.7624298898726984	0.004608849574348006	-1233.564723798319	-1192.5998333376438	-1937.011419373267	-48.44684408597614
1001000	0.22710503785062475	-4658.825841467822	-295.66874980628967	-4363.157091661533	9.047777788370617	18.05504446717638	17.822069116726503	3.722792550609019	1.1010230510060863	0.31337137081091043	7.0	4.0	1.0	6.0	2.0	9.157790110361614	0.5545433718624374	0.528219215067333	1.9172374130702297	0.004572232556837743	-1231.5041699661808	-1190.6107580871058	-1941.0421636082465	-51.3412806571499
1002000	0.641988001338452	-4664.3256697196175	-299.24227749554984	-4365.083392224068	9.561338102851908	30.33058533448126	9.818428527529681	8.439932216651483	0.5060405457601005	1.0356483164439745	7.0	2.0	2.0	6.0	3.0	8.87961948154565	0.7393872174716222	0.4821124962860366	1.7785002862423414	0.004178323803371903	-1231.1015473394878	-1193.468334227019	-1940.513510657561	-52.9497547613868
1003000	0.4724054143262322	-4650.425013229988	-286.42923928836433	-4363.995773941623	8.52281807220794	42.78656804470076	2.65227977902359	2.5969314052873362	1.5239349510670042	0.2585205994631177	4.0	5.0	3.0	4.0	4.0	8.720529589056369	0.6343909157525962	0.6078163225270891	1.7577927617203148	0.004277527926236706	-1232.855589024528	-1193.4742433486851	-1937.66594156841	-42.34397374571397
1004000	0.06593117687795313	-4665.916489586621	-302.6244461970003	-4363.292043389621	9.94977528768365	17.712528939287445	12.543017405754245	12.530877611036699	14.304499317196822	1.2451729325457321	1.0	2.0	3.0	6.0	8.0	11.400648888551398	0.6238371770068806	0.5920354470772103	1.7841273759159093	0.004224359967262523	-1233.5489897095588	-1193.1553508471213	-1936.5877028329407	-53.5300244010897
1005000	0.48347356830691224	-4661.298433875992	-292.31853814616056	-4368.979895729831	9.589568557696342	23.079564615911	10.472324839491485	10.716457376117988	5.292078412060435	1.5201479597996348	1.0	2.0	1.0	6.0	10.0	7.32211053938198	0.508413520679289	0.5534173844251791	1.9381690948955324	0.004843175334422269	-1232.6345276471216	-1189.354336931443	-1946.9910311512663	-45.14636944097161
1006000	0.1732825419849099	-4665.546857925048	-298.67763127121316	-4366.869226653835	8.878162464663212	49.963140597876084	11.022228018904105	10.40712707377341	21.003514154942387	2.766891796163023	2.0	2.0	2.0	1.0	13.0	8.715394817455216	0.6306566652006247	0.5998415050878974	1.7695018297114784	0.004974977405631417	-1231.531777853897	-1194.0688689854644	-1941.2685798144728	-47.32964329316014
1007000	1.042735158266165	-4666.040295286958	-295.576609826845	-4370.463685460113	9.192966100866975	9.120028604067246	25.191862558319464	14.905854704892837	3.6494544321459372	0.8903035982662124	3.0	1.0	5.0	4.0	7.0	8.068545226626545	0.5499922075604423	0.6597685826983467	1.7902392097412112	0.0042845904575398615	-1235.032556646017	-1189.2554386947763	-1946.1756901193198	-47.74358957947509
1008000	1.8310842960145504	-4666.023084790954	-292.6543741242466	-4373.368710666708	8.354666016718717	21.319704640578177	7.844411380594164	5.95061002727418	1.3603841191387385	1.747182907142262	2.0	6.0	3.0	2.0	7.0	10.211785904688865	0.6330378402853067	0.4335552998369096	1.9334068598777838	0.005174701095114289	-1233.5494066876568	-1191.6413971617828	-1948.177906817268	-47.16253210455299
1009000	0.690920664787997	-4658.439705248428	-291.10023161002357	-4367.339473638404	8.475898505205228	13.277794222993766	13.014440802939284	2.744729598050918	1.4494554859780497	1.638087330497861	2.0	7.0	3.0	4.0	4.0	10.211785904688865	0.6602316668271767	0.5228399356485002	1.8169283975243236	0.005511030081532891	-1235.073489741598	-1192.0087426471134	-1940.2572412496927	-46.54977236455231
1010000	1.0898234828657802	-4656.88691026418	-283.3241271645297	-4373.562783099651	8.383334374071804	13.522073627096269	6.789001341545219	4.594349052795149	0.9733275027314193	0.3359310732104575	5.0	1.0	7.0	5.0	2.0	8.025708609326818	0.5634297744868287	0.6358584318935186	1.800711793619653	0.006193737160288069	-1239.9849032470097	-1189.8162785100558	-1943.761601342586	-40.62543262392596
1011000	0.5301397399955032	-4664.160510570443	-288.69100667754685	-4375.469503892896	8.438685064633948	67.86779166482896	18.96033184866105	4.582299478465344	1.5278002400678636	0.45032941140582056	2.0	2.0	6.0	7.0	3.0	14.323310760188098	0.666895840802121	0.5402427173237748	1.792861441874105	0.005173234681260568	-1233.69167336809	-1198.275957084226	-1943.5018734405792	-41.29788702564658
1012000	0.7656977161598442	-4663.411083966119	-291.8772292746546	-4371.5338546914645	9.056625289640941	35.27909577008287	6.3194460515457465	5.230487884725036	1.9574052750877862	0.5673851673652448	2.0	1.0	9.0	2.0	6.0	11.467635299021133	0.505023403965025	0.43193390965137834	2.0630426863835973	0.004989563049185235	-1233.44197558781	-1192.7531063891784	-1945.338772714476	-46.21194963200328
1013000	0.38370009488318324	-4666.3459249711	-291.6959094076837	-4374.650015563417	8.198944539468418	30.62387433452767	21.123426821248827	9.35976168409705	0.6067432337529314	0.5843245437262418	3.0	3.0	8.0	2.0	4.0	6.451843345183251	0.6600047728273662	0.46118850333865385	1.8788067238339803	0.0053531837209147785	-1236.9140994680813	-1188.1670956526784	-1949.5688204426572	-45.781577494949616
1014000	0.9946881393951821	-4659.248775587741	-285.0805407745798	-4374.168234813161	8.181868031957995	15.931225894369502	20.115992441863675	2.363784074221502	0.27395436097551296	0.19645401997567755	4.0	3.0	8.0	4.0	1.0	10.411275955296405	0.5753123937585916	0.5997533843835511	1.8249342218578575	0.0055197371593384776	-1237.411865493784	-1194.9884083524994	-1941.7679609668776	-42.16240858777261
1015000	0.2934794798024756	-4655.080341314472	-284.9810331575358	-4370.099308156937	8.304778594192674	28.622233044771423	18.404401393965873	2.999294210505423	0.36444723535756757	0.5800038457791761	1.0	5.0	7.0	1.0	6.0	8.720619030204915	0.5426414040547012	0.6243282137361773	1.8330303822091216	0.00506481699774065	-1234.3480209233676	-1195.063992290901	-1940.6872949426677	-40.32792310867174
1016000	0.672601438256851	-4664.354870819258	-291.89542492478233	-4372.459445894476	8.328744105670054	12.898919062035795	6.669652124030035	3.286370613600666	12.520566520928197	0.6517461146025156	1.0	5.0	3.0	3.0	8.0	8.3455111664911	0.6503627474192102	0.5618377000463445	1.7877995525344454	0.0051582029936013095	-1234.2835307422035	-1196.6209882413102	-1941.5549269109624	-43.9144748903031
1017000	0.9600575752054858	-4651.697084466184	-286.4380791230021	-4365.259005343181	8.327778329589638	15.53097507441262	11.199691313799748	7.608972076755335	1.9629007686575934	0.7124886151452843	1.0	4.0	7.0	2.0	6.0	8.3455111664911	0.5274178633407213	0.6215353877748865	1.851046748884392	0.005281268185666816	-1237.1614160500308	-1193.4860643432335	-1934.6115249499169	-41.4310753509675
