# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:14 BST 2015 [seed=1430153532829]
state	age(GOOSE_SHANTOU_2216_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
2703000	0.6845829249352384	-4655.322784082961	-288.8984558769438	-4366.424328206018	8.431043296844942	24.066199110508006	3.8421524373725906	7.343277470212978	1.9248106236968752	0.45302476204818964	3.0	1.0	6.0	9.0	1.0	7.772523537853053	0.6017415226258305	0.5089236938606526	1.8893347835135008	0.004354383465504901	-1232.8563925519654	-1189.602226999409	-1943.9657086546438	-43.66472014857085
2704000	0.4535187771621849	-4653.847357280908	-282.76349414294805	-4371.08386313796	8.47703171736739	23.009341457600886	1.960090470234776	6.651829146589646	0.5754505072299267	0.070547500048192	2.0	4.0	7.0	6.0	1.0	10.38154751986767	0.6226837101525572	0.45723277402405627	1.9200835158233704	0.004854629650795602	-1240.123803335543	-1193.0625425131184	-1937.8975172892985	-38.1899480394169
2705000	0.004115234025670933	-4656.669277035334	-280.628793664385	-4376.040483370949	8.46913003611991	13.789727125844797	3.6813579604380458	2.8126607969936996	1.6367608258526194	0.18501740392148736	3.0	5.0	2.0	8.0	2.0	7.331092240769896	0.6294116315126177	0.4480492227129271	1.9225391457744394	0.005169673281329826	-1239.7784430801762	-1197.8173831630527	-1938.44465712772	-38.57422347383482
2706000	0.20615277675272292	-4648.358948652544	-285.48741955829354	-4362.871529094251	8.255064413899477	19.34888036540621	5.7059337501687	3.22975890373555	1.688219689632452	0.2044155207469624	3.0	4.0	2.0	7.0	4.0	9.591542224232738	0.6250746492785053	0.5300560834618633	1.8448692672596159	0.005210273696154155	-1235.6989027407903	-1189.9053171320525	-1937.2673092214086	-42.10044717010793
2707000	0.5698506290918397	-4658.496256551123	-288.3829316438228	-4370.1133249073	8.366408037392107	19.255620801834983	2.2800187260786027	2.093362998588739	1.6192884421011497	1.082186701303242	5.0	2.0	6.0	6.0	1.0	7.731312128157485	0.5991616104788815	0.5761320233666358	1.8247063661544671	0.005481508213202694	-1237.4937547350478	-1190.3868505047456	-1942.232719667507	-45.640208816080836
2708000	0.40383110907890063	-4651.809313431336	-283.93430883196527	-4367.87500459937	8.161503492426949	127.87893965262589	7.857830033737787	3.901052329584834	1.5960893305878308	0.194276197726729	1.0	5.0	7.0	3.0	4.0	8.156785774518584	0.5895074997436232	0.5761320233666358	1.8343604768897255	0.005520341725122105	-1234.7094809916293	-1190.4493087680507	-1942.71621483969	-36.89570300423068
2709000	0.15213028059889377	-4663.22554834625	-288.8581864421629	-4374.367361904087	8.297797922441585	40.73926375450123	6.073644673317319	7.4647903722608016	2.896621632625669	0.08697095313920823	2.0	2.0	10.0	3.0	3.0	7.730757326964279	0.6615859791286887	0.539170488149014	1.7992435327222818	0.004497267988561242	-1235.7579391878073	-1186.1676203105924	-1952.4418024056874	-42.466189397257
2710000	0.36989159472550415	-4655.8155848408005	-284.7428509609629	-4371.072733879838	8.17084327865808	14.143766648810244	17.951124832523483	3.6522353343284277	0.44779188411114557	0.07859086663891653	3.0	2.0	11.0	1.0	3.0	10.580550364197263	0.6818542690597496	0.5795918631252942	1.7385538678149408	0.0052080079685691855	-1238.8257214940575	-1189.8826164390641	-1942.3643959467165	-41.67645129634264
2711000	0.11523319116470576	-4641.751649678823	-274.9269286210763	-4366.8247210577465	8.145151466019072	16.06975121872405	9.157748968203064	3.8144568892147768	0.3460950909927039	0.049870601979553814	1.0	3.0	9.0	4.0	3.0	7.840900092606471	0.6424022119866217	0.5376858399577025	1.8199119480556603	0.005855865181144808	-1236.1716896086737	-1193.6744590952883	-1936.9785723537848	-33.341600997937135
2712000	0.8878540878765957	-4649.974823149147	-272.1336830820368	-4377.84114006711	8.067991014023718	29.471942056950265	7.997140437540727	4.576446680423063	0.8453586394780097	0.053649884367432885	1.0	3.0	7.0	5.0	4.0	8.126608788633941	0.6369565040930931	0.569719511438582	1.7933239844683093	0.005332671474467693	-1240.299429216697	-1189.8633250036557	-1947.678385846758	-28.48934864007221
2713000	0.26319480820238716	-4651.378061818359	-278.11026585873617	-4373.267795959623	8.085587412692613	31.586766411044902	15.364731289231466	4.909617889202248	1.9868046998962616	0.02099089499863042	5.0	1.0	4.0	7.0	3.0	10.398354724555757	0.7242675177306146	0.5091550104797534	1.7665774717896163	0.005679037317992191	-1236.968878895374	-1192.9034056982005	-1943.3955113660484	-32.37362525053845
2714000	0.062263155961655325	-4653.118125592987	-284.616814843486	-4368.501310749501	8.14814033643217	53.11894827873597	1.6939330915605266	2.7105742550921517	0.8852899010705605	0.37539453990010374	5.0	1.0	7.0	6.0	1.0	9.546151193938188	0.5802616083654862	0.6572716827542673	1.7624667088802306	0.0048740003976805715	-1237.94158702938	-1193.1390733252656	-1937.4206503948553	-40.37202932686222
2715000	0.6714871251193149	-4647.333988935954	-279.45799214718556	-4367.875996788768	8.184218860913981	26.922889601039916	8.479100275417933	3.686257344767149	0.6823249361311059	0.032137139913609836	1.0	3.0	10.0	4.0	2.0	9.593128945537252	0.6493780356847358	0.5833613854648055	1.767260578850443	0.005348576264464488	-1235.4132505881128	-1188.7730493161796	-1943.689696884476	-36.31062973229891
2716000	0.41947464650196764	-4651.1815639217675	-280.4323788548375	-4370.74918506693	8.193753219016456	25.25074493342409	5.693086397306393	2.7657239310418236	0.6349703491948189	2.602649612466683E-4	5.0	1.0	9.0	4.0	1.0	11.07204903060748	0.5809766856043439	0.6072025908202994	1.811820723575341	0.005302499370196351	-1236.328754923839	-1189.5371924901885	-1944.8832376529022	-38.06809489196261
2717000	0.3302566330128285	-4657.2053044172135	-283.83471712788645	-4373.370587289327	8.203165374911574	6.300075952824876	7.911822401694475	3.503754855263172	0.6873540863111216	0.012492874018825624	1.0	7.0	6.0	5.0	1.0	11.07204903060748	0.5809766856043439	0.507630378605279	1.9113929357903612	0.005657263749047771	-1235.6061299511487	-1191.5524314004274	-1946.2120259377505	-42.63034101536826
2718000	1.1405267820304625	-4655.0159337111945	-275.34903434053695	-4379.666899370658	8.157213988201764	10.90812207226268	3.5636890463762767	1.6186388261923128	1.2587742069491252	0.13927992081883706	5.0	7.0	3.0	3.0	2.0	7.979672441050415	0.670365297505094	0.6476209860399293	1.6820137164549607	0.006142260894666692	-1238.687653942649	-1193.6039795982567	-1947.3752658297524	-34.582866672828025
2719000	0.24444457692022326	-4658.056914080129	-285.24150812089147	-4372.815405959237	8.276325547178377	19.83260946312437	12.709608846790335	3.534830820959432	0.601912353015235	0.5913502295975527	4.0	5.0	4.0	2.0	5.0	7.979672441050415	0.4669644525758958	0.6918824718773601	1.841153075546728	0.005179834295179095	-1233.3595404754426	-1193.370143221847	-1946.0857222619477	-41.56236660972863
2720000	0.07444338605147838	-4660.893754583547	-293.1530067905518	-4367.7407477929955	8.77588438763	16.185184263864283	30.045987807684025	8.925110497282313	4.270378267812623	1.0575097549515011	2.0	2.0	5.0	5.0	6.0	8.35958597510394	0.5800156087076314	0.4773162361365014	1.942668155155851	0.005275203220531197	-1230.9914432151752	-1192.6700619098356	-1944.0792426679845	-45.28005283519446
2721000	0.23413044687759976	-4657.6307981588825	-292.67775409997364	-4364.953044058909	8.524307684342366	58.47912700468311	23.784816460100426	9.653747836189586	3.709240519200207	1.0283407015979138	2.0	1.0	6.0	4.0	7.0	8.35958597510394	0.5678261062275368	0.5774876621788467	1.8546862315936001	0.0049372080633324445	-1233.3486882560658	-1193.6830108518657	-1937.9213449509773	-43.93720801219082
2722000	0.9986729717503728	-4663.368116885062	-290.94044500448763	-4372.427671880574	8.277526635258074	9.36822363829473	25.798962997317588	4.190944991905371	2.2927551982698597	0.5698895663744163	4.0	1.0	6.0	4.0	5.0	8.46206891655947	0.5044083614381996	0.5411375187062024	1.9544541198555816	0.005283311922936092	-1230.7242653689793	-1188.6122917845244	-1953.0911147270706	-44.8467194730408
2723000	0.07824869392009304	-4659.994817022206	-289.85824974069266	-4370.136567281514	8.8398218779957	18.13418995949066	6.492793970317318	4.593177387209177	4.348727590726387	1.2064318234864042	4.0	2.0	1.0	6.0	7.0	9.00212706633495	0.6770391697649374	0.5600371524517227	1.7629236777833235	0.004719038329256632	-1238.6016111060596	-1192.6252429921574	-1938.9097131832973	-44.45186295833737
2724000	0.18898501016500927	-4657.48917351014	-289.45073826447117	-4368.038435245669	8.41261328804968	16.74197079044182	6.30580019681537	9.82074039408283	2.1657538808691013	0.22205684854435734	4.0	2.0	5.0	6.0	3.0	10.016726073703918	0.4494056825975886	0.6101886584031345	1.9404056589992604	0.004550901878367071	-1235.722309499654	-1192.2032893763253	-1940.1128363696887	-44.09628058101044
2725000	0.24198120299200898	-4668.434428489984	-299.6566766258304	-4368.777751864154	10.398601157891669	44.99141062940112	2.2266547840031863	6.246924990583054	1.0782622363642829	2.8967502618699217	5.0	1.0	7.0	4.0	3.0	11.478422895443378	0.5085890950854053	0.6769354916052644	1.814475413309314	0.003397322137075537	-1237.005867292533	-1193.9421511064645	-1937.8297334651568	-50.92269811654144
2726000	0.27670525533317303	-4668.749105866715	-300.8737834935507	-4367.875322373164	9.845642600934973	65.86179906071948	33.87544223070611	3.1021133621632195	3.1137379948275106	0.6077460153404155	1.0	3.0	9.0	3.0	4.0	8.782539227619624	0.5703245964495739	0.49648365020688817	1.9331917533435217	0.003935505500524749	-1234.6025084106338	-1192.4633694998263	-1940.8094444627034	-52.471948714523165
2727000	0.5681908697749978	-4663.4513434848195	-298.2825541883466	-4365.168789296473	9.63006283098299	42.00920889246487	12.570971259247354	10.542412582555105	2.5461954117559675	1.0642612320644365	2.0	1.0	10.0	2.0	5.0	8.689707124227905	0.627389354917899	0.4994688546037213	1.8731417904783636	0.004097612114449414	-1233.5674116092187	-1192.0881632406104	-1939.5132144466438	-50.76735605254352
2728000	0.06049067674964714	-4664.567435688747	-301.5149915792805	-4363.052444109466	10.205921283443468	63.385539397928774	49.60488867030376	13.735974303320265	1.6884657468079316	1.0218480598518376	2.0	2.0	7.0	2.0	7.0	8.608160489261621	0.5566508393028874	0.5833281280503831	1.8600210326467133	0.003628315542864653	-1232.8654260444357	-1193.3759698634244	-1936.8110482016057	-51.969758411476654
2729000	0.5109054307077798	-4659.781394553997	-296.2165604031008	-4363.564834150897	10.7547085094885	48.60636368243607	24.31128833685684	6.208503054277866	3.0642428822261665	0.7041611100679482	1.0	5.0	4.0	3.0	7.0	7.496391289499946	0.5417528374883861	0.5887047970250193	1.8695423654865782	0.003786108251359885	-1232.9709562558992	-1194.4373090855504	-1936.1565688094465	-48.560562013075796
2730000	0.0810590792496706	-4665.936916291201	-297.5367232483518	-4368.400193042849	9.685589566569519	26.637806679861836	9.663289560839694	8.431345212470502	1.0391821340214649	2.525666216830411	6.0	6.0	1.0	6.0	1.0	7.7119021264903775	0.6194481003766292	0.5300490390398491	1.8505028605835052	0.00424307392478024	-1235.9115882146818	-1192.0287129365886	-1940.4598918915794	-50.44309394361197
2731000	0.7898955993928591	-4665.605409028344	-293.6478937714125	-4371.957515256931	9.712440875150318	81.91139541213286	3.01445944214717	3.5118640816673805	1.384628920775078	0.41375336430026344	4.0	5.0	4.0	5.0	2.0	12.138890161176034	0.8472157624092468	0.5546775708023322	1.5981066667884045	0.003667398218937001	-1235.4275174347933	-1195.6353745655992	-1940.8946232565388	-47.501795745655095
2732000	0.7005887650643281	-4665.983185054581	-294.59476956656096	-4371.38841548802	9.752040744782951	51.29210723279398	13.76126466630664	2.585849978213581	1.5801693597551252	1.8354011832863315	2.0	2.0	8.0	4.0	4.0	9.71604035318973	0.5019292486205467	0.6622127768189208	1.835857974560516	0.004174156080184898	-1233.1516518365827	-1195.0528692191103	-1943.1838944323272	-47.92915940475588
2733000	0.5402528754752911	-4667.44973553738	-297.99300210785736	-4369.4567334295225	10.545727669197825	24.574610034385103	38.75290451775888	4.302842874984493	1.8827921270887895	3.314660926348331	4.0	1.0	7.0	7.0	1.0	10.701702333934536	0.699239209848968	0.6050945719086972	1.6956662182423177	0.003855811765588234	-1235.7134291458044	-1194.2667763687725	-1939.4765279149458	-49.325370994966505
2734000	0.9636731639006051	-4652.847367548872	-286.8300988885287	-4366.017268660344	9.338701671354986	18.618935723854097	1.7943016702401031	1.1418923482736578	2.024383200985085	0.7530705884264471	4.0	4.0	1.0	7.0	4.0	8.262410424273709	0.7829599011699405	0.5588945994797472	1.6581454993502949	0.004149713901967023	-1237.211064402841	-1192.4609873832142	-1936.3452168742892	-44.31134622247541
2735000	0.23290559641119302	-4659.81934400825	-294.02459035698746	-4365.794753651262	10.285926938332302	25.35842355496951	2.021288987741752	4.5031828160419805	2.3077290941974504	1.569655942021421	4.0	2.0	1.0	4.0	9.0	12.257247096332092	0.6319358834444809	0.4934885977410062	1.8745755188144955	0.003864259819459008	-1236.8244663571081	-1196.2961999325344	-1932.674087361619	-48.24873275141375
2736000	0.24630202694864067	-4661.069112985449	-292.1367859657846	-4368.932327019664	9.954341223334103	29.904506942973782	11.055062921478275	4.123401490418197	4.137324745071192	1.187196354086868	1.0	3.0	5.0	4.0	7.0	8.028428126138232	0.5405450983438165	0.513008675277328	1.9464462263788382	0.004081765751276192	-1235.402204089314	-1190.340585176558	-1943.1895377537921	-45.72666228239709
2737000	0.6296082046554838	-4662.735277367954	-293.5471742458166	-4369.188103122137	9.307381427756278	28.605692023102947	6.077277886853555	5.304484031977628	2.531974256759225	1.1360377937328454	3.0	1.0	6.0	5.0	5.0	10.488632821136246	0.7290253469820283	0.5469336348885495	1.7240410181294048	0.004132075970104132	-1234.0714680194965	-1190.2696539117226	-1944.8469811909179	-47.817760105591
2738000	0.6296082046554838	-4664.944473132104	-296.4861256298165	-4368.458347502287	9.386467699618064	28.345554610350728	46.03791480172397	2.576198660051047	6.232938516647296	0.6289977571736863	2.0	1.0	5.0	5.0	7.0	8.803118396549989	0.618024244274525	0.5346376455329821	1.8473381101924755	0.004286260041970149	-1235.2570517351478	-1190.5397020803416	-1942.6615936867977	-46.55746903301923
2739000	0.03534792848863755	-4663.683154352041	-299.9513092368322	-4363.731845115209	10.227674754389092	34.25368185767427	18.66353848144499	1.6857082957579563	5.282245285942583	1.7781919939415347	3.0	1.0	2.0	6.0	8.0	10.685205986324702	0.5936141905273117	0.6099573335395567	1.7964284759331144	0.003535878770137016	-1231.182774537397	-1191.0342719334628	-1941.5147986443492	-51.0378774621434
2740000	1.1431040585766956	-4660.32201905711	-297.2340279239701	-4363.08799113314	10.182673420526466	42.80533500087784	9.252645173353471	6.021384358701471	4.097672562216167	0.8442012516033517	4.0	5.0	2.0	2.0	7.0	9.129883746692231	0.6143530911771949	0.4705243009314304	1.9151226078913577	0.0037414308859547453	-1233.1471997877193	-1191.972086124292	-1937.968705221129	-50.066523926071966
2741000	0.3935715847998338	-4661.479208767943	-299.61365127805016	-4361.865557489893	10.58303665221192	48.8482116366295	6.28544714189055	13.660197852652335	3.7805804633625955	1.212465933665613	4.0	5.0	1.0	6.0	4.0	10.203503301237646	0.6495911221695172	0.5265676771536786	1.823841200676787	0.003615864093505832	-1232.389620476906	-1192.6475827932964	-1936.8283542196907	-50.57292798124198
2742000	0.3935715847998338	-4665.008237731006	-304.1145936426638	-4360.893644088343	10.440544666587146	76.58778170691049	27.636645374120523	11.301774907291785	3.8317536164626067	2.332060507234117	1.0	2.0	5.0	6.0	6.0	9.047352628316995	0.6457648442704782	0.5583666468014971	1.7958685089280075	0.0031974162436143893	-1232.3994864410029	-1189.8999710916946	-1938.5941865556454	-54.17186675902495
2743000	0.87157091440592	-4668.413910062027	-301.3861547091526	-4367.027755352874	10.927884390097658	82.49158371468369	21.358995916946157	2.4088275426354326	3.0371424421797344	1.8627767253718244	1.0	9.0	2.0	7.0	1.0	8.045727928255314	0.529434268185377	0.5765821764173309	1.8939835553972748	0.003888856473555282	-1234.643988787684	-1194.1540732179685	-1938.229693347222	-52.91970942142865
2744000	0.2953021538872963	-4662.892723121754	-294.3385068367685	-4368.554216284985	9.299205451447223	15.05444631032361	9.643777403720206	12.946562250393237	0.9327288359213126	0.6225588898192443	2.0	9.0	1.0	7.0	1.0	10.242898966085376	0.5132927027102119	0.5017398046607062	1.9849674926290646	0.004266776122007047	-1232.709459953981	-1193.6906314825205	-1942.1541248484841	-48.84998784578298
2745000	0.3952799551951576	-4661.676052786582	-292.32980985764135	-4369.34624292894	9.793093042994409	25.27571893318572	5.997054575535465	3.2924200593894426	2.068105140497281	0.652314608012198	5.0	6.0	1.0	3.0	5.0	10.242898966085376	0.5674218085842136	0.5055684773897479	1.927009714026021	0.004331707711985765	-1235.3899171287421	-1197.6828304805026	-1936.2734953196955	-47.84567381912085
2746000	0.1342691981588775	-4655.967781851254	-290.08651743253085	-4365.881264418723	8.709347078080938	19.55597211403697	9.537311611516929	3.6377994680590797	0.4013861500659746	0.7111741101114049	1.0	10.0	2.0	1.0	6.0	8.120836045385875	0.6560829149276519	0.5469140493572403	1.7970030357150901	0.005012995432413883	-1232.5089471282927	-1191.4092128045024	-1941.9631044859277	-46.402000135617094
2747000	0.6308950823663277	-4655.397221067645	-291.2126747590694	-4364.184546308576	8.923735921159354	10.958889137742233	8.334646868634623	7.408366482974711	1.5871831484338441	0.42036767877042114	2.0	10.0	2.0	3.0	3.0	8.562237393528966	0.5846217938752084	0.5821929110260605	1.8331852950987133	0.004790887842667716	-1232.8985621098113	-1191.4571769192246	-1939.8288072795394	-47.30501530635195
2748000	0.011490500550841887	-4651.904623616347	-286.8152218538558	-4365.0894017624905	8.543049583808601	17.02896442789941	5.687784242952563	3.9103828135861787	0.4805036274517486	0.4700223929638417	4.0	6.0	4.0	2.0	4.0	10.396525293719126	0.6861055254096898	0.5317143974079843	1.7821800771823082	0.0043314401936292565	-1233.1183971256803	-1195.4261442877244	-1936.5448603490854	-44.05379616105411
2749000	0.20299565137863995	-4666.194733342986	-293.06276496423084	-4373.131968378755	8.915167070062683	16.576095046829835	5.47043019721921	3.9165040968407174	0.47731931137594336	0.5509628994395377	2.0	5.0	5.0	6.0	2.0	10.835108059589851	0.5738432970796962	0.7388962135178204	1.6872604894024659	0.004179930487134316	-1236.7592876624467	-1194.608907748152	-1941.7637729681564	-50.15843411698405
2750000	0.4890948359087741	-4655.875809550628	-283.2612129174578	-4372.614596633171	8.737297361783172	21.003725082038645	2.7200449892581795	3.516512884264599	0.5386899916807741	0.6107956635894296	2.0	11.0	1.0	2.0	4.0	10.835108059589851	0.6546865577062084	0.49815671577876364	1.8471567265150106	0.005105201832671169	-1231.3007870420772	-1191.6711537741887	-1949.6426558169046	-40.181649517021754
2751000	0.08223137917747092	-4662.740039638869	-289.1791259012299	-4373.56091373764	9.69840099037527	28.659401131054445	5.313359979418229	1.4952656383184784	0.92452460899981	0.6874047265113572	2.0	11.0	3.0	3.0	1.0	7.703318244951324	0.4166519227000046	0.7188381802290998	1.864509897070878	0.0046393930598183164	-1236.4830519093637	-1195.3435400963804	-1941.7343217318953	-46.34531312399709
2752000	0.5540468531295719	-4653.95203395095	-291.83034603457355	-4362.121687916377	9.375438435750487	20.227142759674315	7.480328790575029	4.499154984765422	0.6697871523675746	0.36892495862157837	4.0	7.0	3.0	5.0	1.0	7.847709134162091	0.5879634175661791	0.5812550496230663	1.830781532810737	0.004702048632422991	-1231.8758980391156	-1191.6237250921745	-1938.6220647850864	-48.71123317665449
2753000	0.17914253907039335	-4663.8365383890405	-297.280503613297	-4366.556034775744	10.205610525999393	19.33206139411545	4.469250599903509	4.186217658197768	3.96878066862399	3.6201211770270736	5.0	2.0	4.0	8.0	1.0	7.849920718885131	0.5961485083358318	0.5751796988601886	1.8286717928039624	0.004251430709080764	-1230.5192062327326	-1192.3489029615332	-1943.6879255814777	-51.70242104153385
2754000	0.8902954764875597	-4664.4036710237215	-294.90657782539006	-4369.497093198332	9.493320037368994	24.62231964978037	21.485840835738284	3.46961519486732	2.2106393892672904	2.234330488103532	1.0	3.0	6.0	6.0	4.0	8.089332859691456	0.5653571009467105	0.5700555124485152	1.8645873866047573	0.004489816628863834	-1234.8838262191982	-1191.9232042610247	-1942.690062718108	-48.363536343908706
2755000	0.5094708504232779	-4673.364605943527	-301.56189300503047	-4371.802712938496	10.1091153470503	118.17711673514218	36.189843516188425	29.79662468866825	5.42336342895666	1.325308286608217	1.0	1.0	4.0	8.0	6.0	8.614964025586168	0.599689720395749	0.7144585851491367	1.6858516944550972	0.004066609315018782	-1238.7454727635236	-1194.6481527835335	-1938.4090873914395	-49.37566524624412
2756000	0.6982085938119282	-4666.649850102369	-297.24156169397975	-4369.408288408389	9.54060695081881	27.066476765364563	21.030215461638132	24.542816945259922	4.802454764581512	1.0832271378366796	3.0	2.0	1.0	7.0	7.0	9.591453190677324	0.5611747448068448	0.5935382266495355	1.845287028543603	0.0035725964605473406	-1233.6954376435945	-1194.150582817857	-1941.562267946938	-47.94483761675365
2757000	1.3156193513196213	-4667.784729445149	-297.9510992579546	-4369.833630187195	9.51881513498525	87.00826150978035	13.8909854127477	6.492516744053556	5.813656321553997	0.8756175099236162	1.0	2.0	2.0	8.0	7.0	11.282433321697127	0.5439110153449952	0.6930717109742656	1.7630172736807226	0.0038699896955909766	-1232.5108451891015	-1194.8278483560703	-1942.4949366420237	-48.402141378397836
2758000	0.13939876873917978	-4666.011610985882	-299.6384202175645	-4366.373190768318	9.86541834543372	17.76281128819707	32.71406356989983	5.891873248344392	3.5622568120890006	1.0011064295587628	1.0	4.0	4.0	7.0	4.0	9.465304434040048	0.6253007473099358	0.5326513788997564	1.842047873790291	0.00392777006718115	-1233.8398696979527	-1193.0573672789599	-1939.475953791405	-51.938835250033236
2759000	0.34451599513584097	-4668.230734637215	-298.01220636026466	-4370.218528276951	9.691370414633075	15.327170638964821	28.60837574926584	4.423097042194645	1.3685923760894525	3.5944315635470185	5.0	2.0	5.0	7.0	1.0	8.203800238882623	0.6938814390427656	0.6249064905756504	1.6812120703815672	0.0037676065133063308	-1233.463301858013	-1195.10339856336	-1941.651827855578	-50.07860999463321
2760000	0.7613116119201733	-4664.3806603453895	-293.4378184751339	-4370.9428418702555	9.585286548698196	32.683412624341635	7.1356110340784085	6.648479177750285	1.2660797415711749	2.030354674719313	2.0	2.0	7.0	7.0	2.0	7.7880559613721445	0.6518012734899247	0.503111617749659	1.8450871087603995	0.0037587227350970296	-1230.525566266306	-1191.702399765783	-1948.7148758381666	-47.11342761686757
2761000	0.6501934874954198	-4665.59404369833	-294.7825088216329	-4370.811534876697	9.719218341203439	21.30980501374042	4.918147452284036	7.988167022828551	2.7216272641586694	2.0231233096030583	3.0	2.0	2.0	9.0	4.0	6.957466960892425	0.5112284095433511	0.5699960362054517	1.9187755542511804	0.0041703329129544305	-1232.7133401073052	-1193.7694226875892	-1944.3287720818028	-48.85465282036075
2762000	0.31534343323131786	-4660.7279454320205	-295.76563218241154	-4364.962313249609	9.841108649018887	22.80148051388926	6.834697513388577	3.0041415260789095	1.656970267346104	2.362660041644991	4.0	5.0	1.0	7.0	3.0	9.866531795355575	0.5648376231813848	0.4656410624546094	1.9695213143639891	0.003826881080498066	-1231.784033082807	-1192.8058999836014	-1940.3723801832007	-50.72058437940206
2763000	0.03608086801357935	-4647.937495924117	-285.4114633552901	-4362.526032568827	9.101466322748959	24.699724646442174	5.15494896863407	0.9962763209154848	0.7832721650970275	0.9513080452878617	3.0	10.0	2.0	4.0	1.0	8.566410601245508	0.6243209950013234	0.5645361917541997	1.8111428132444602	0.004321265729048507	-1234.5579101402425	-1192.9181190497707	-1935.050003378814	-42.79686844733418
2764000	0.2175194685807953	-4663.039474323228	-295.17352464655994	-4367.865949676669	8.93177155831905	23.473246258530732	6.820922221400875	3.445540328385195	0.8472571614790014	1.8598291062963284	3.0	6.0	6.0	3.0	2.0	8.430345550838265	0.5092169284846553	0.6503545305672763	1.8404285409480516	0.004210107908749957	-1233.2112904933547	-1193.1838050427853	-1941.4708541405284	-50.24338758816849
2765000	0.6308059521872735	-4661.308898469797	-292.7881668186469	-4368.52073165115	8.90751994305537	25.00882228894686	17.36342643873693	1.5490649542514006	0.6983340636403123	0.6363226791798269	3.0	7.0	6.0	3.0	1.0	8.875750467899543	0.5328353349661735	0.5239453914239625	1.9432192736098473	0.003982096060722361	-1229.8018030933729	-1192.2269036086423	-1946.4920249491338	-48.82940012532355
2766000	0.04608912594748826	-4666.885097602673	-299.13694710977563	-4367.748150492897	10.947332892213739	28.018796542358242	23.816539272331713	2.342016554527911	1.0880318174424055	0.822155302461647	1.0	8.0	6.0	3.0	2.0	10.254643470675882	0.597220737379462	0.5760163749993311	1.8267628876211903	0.0031902344741176563	-1232.9058136680135	-1193.83984164337	-1941.0024951815137	-53.610631371092474
2767000	0.6430826136668646	-4663.655567781467	-300.92422097325766	-4362.731346808209	10.545074975323246	76.06240884945585	25.45929202095791	2.45616883835823	1.001027256967988	2.925739513692083	1.0	9.0	3.0	6.0	1.0	11.017506514192183	0.5740640315651319	0.6253905272478498	1.8005454411870014	0.0037925756930107233	-1229.9849802525976	-1192.8775896409952	-1939.868776914616	-51.70492388626381
2768000	0.5899038071112379	-4670.225003657512	-305.8344041715636	-4364.390599485949	11.753323261406667	16.32474449003001	18.420519073210976	3.591653012211109	3.4477832975096803	2.2241592498429537	2.0	8.0	4.0	1.0	5.0	11.601255259412982	0.6634390991671711	0.47563918069197053	1.8609217201408412	0.003370605503838817	-1234.2851493803553	-1191.023641753497	-1939.0818083520965	-59.181205282600935
2769000	1.6848042561260828	-4674.754095097569	-308.29217005767543	-4366.461925039894	12.393231984237076	27.983004340850705	7.974978651264483	20.212716381714536	7.746767422815478	3.6165658123272855	3.0	2.0	2.0	6.0	7.0	9.31205138293881	0.5765716369829478	0.579349478714265	1.84407888430277	0.003082105708762814	-1232.3162450089478	-1194.393414337571	-1939.7522656933756	-58.33963934806869
2770000	0.6607741097669266	-4683.722052280543	-310.5089276079777	-4373.213124672565	11.03640693795428	42.44501067553753	29.220961971008638	13.540449625237141	6.885241863849401	2.562467125454781	5.0	2.0	1.0	5.0	7.0	7.724990774505713	0.6858780510559069	0.6479270155176884	1.6661949334263875	0.002930162228886333	-1233.0082367453265	-1191.2874103686763	-1948.9174775585618	-60.76710430400984
2771000	1.0511534347073566	-4676.118152136258	-312.8966293354774	-4363.22152280078	12.369840190028738	36.186250416068255	23.550719867878694	11.302707543732545	1.9423387975593498	5.125980237011039	9.0	2.0	3.0	5.0	1.0	9.113173105599715	0.6213685698178101	0.5468533887365179	1.8317780414456548	0.002985889341678209	-1232.1734294799967	-1192.2880905236332	-1938.76000279715	-63.06127562026018
2772000	1.407170300866249	-4672.179417546389	-306.2338890325512	-4365.945528513838	11.672309043967395	22.51708245619665	12.180747878135476	5.289858458917411	2.7858510898749573	1.8904527985400092	9.0	4.0	2.0	1.0	4.0	6.626071546095825	0.5638299060848481	0.5181800486451267	1.9179900452700083	0.0031152382450616314	-1233.0251061779463	-1190.073491770055	-1942.846930565837	-60.485150673948496
2773000	0.6098893512013674	-4673.523227339339	-305.852653208019	-4367.670574131321	11.593051050345208	18.63191751242233	9.719340659885178	7.1320318404908845	2.0422521499852837	1.2728507580336488	8.0	1.0	4.0	5.0	2.0	9.45509782822818	0.5804153928169902	0.48714342402164673	1.9324411831613462	0.0032946026245909968	-1233.5221488311736	-1190.3626583515822	-1943.785766948565	-60.380014901105646
