# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:43 BST 2015 [seed=1430153561778]
state	age(DUCK_GUANGZHOU_20_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
565000	0.08049423097155639	-4662.416766951782	-299.3344328771747	-4363.082334074607	11.073579742537827	51.19835500453928	7.877996939626471	2.4745614727405227	2.2446406485206367	2.6507588512514033	3.0	1.0	9.0	6.0	1.0	7.870421234104257	0.5659540947731116	0.6097055479482213	1.824340357278672	0.0034432797053801007	-1234.0992629044356	-1196.8304392469774	-1932.1526319231941	-52.806718140109275
566000	0.6398347350565228	-4668.740889305038	-302.6783953576603	-4366.062493947377	12.34984127123821	110.6737001715718	13.731014320759877	6.643915434845323	3.596293631019772	1.6599605829216404	1.0	3.0	9.0	2.0	5.0	8.839202013052224	0.6954680064323666	0.5560103935539426	1.7485216000136956	0.002880518789870292	-1235.9370002043217	-1194.4021906672685	-1935.7233030757873	-53.42345848543795
567000	0.20087462838552161	-4672.435724796368	-302.1253612864818	-4370.310363509886	10.756510833901858	22.899877258060798	7.7515234598046465	6.84425742247082	1.6265294199245492	1.0931729439080544	3.0	3.0	5.0	2.0	7.0	10.077885183686723	0.7232462996618273	0.379844586251817	1.8969091140863603	0.0033275847333868935	-1234.7743330782957	-1195.1224792594162	-1940.4135511721743	-56.70530678235894
568000	0.6024967006110493	-4682.144295134133	-305.68498736176866	-4376.459307772365	11.72627498956726	25.18960877479468	3.7839627382614593	16.31502340555486	4.87108944895974	2.5130328536618687	7.0	1.0	2.0	4.0	6.0	10.159072153803878	0.881916937561015	0.5474208885382231	1.5706621739007667	0.003273126225309382	-1242.4723687983198	-1194.5511893135135	-1939.4357496605319	-55.672756728899635
569000	0.10149526016958993	-4674.117293185431	-307.4971115248957	-4366.620181660535	11.356152024790116	27.748235333173756	16.92343878734943	7.349920104506477	4.479514705654479	1.2498522823772167	3.0	4.0	1.0	3.0	9.0	7.939080812211654	0.6081847361510768	0.5772284914885862	1.8145867723603415	0.0033301328768582388	-1234.7417145561533	-1194.120460642789	-1937.758006461593	-60.26488037521903
570000	0.1355743133111874	-4674.562672607775	-310.14499334848426	-4364.417679259291	12.104022414253544	738.0253871369008	17.29688808258014	7.238979822591574	5.299686831355357	1.3768918026463732	1.0	6.0	4.0	3.0	6.0	7.281209118705076	0.5240575021568766	0.6200267806176493	1.8559157172254788	0.0028553805859508523	-1233.0226839816467	-1192.3848825355835	-1939.0101127420603	-56.76171554648888
571000	0.02175416880289048	-4681.2006061926195	-314.59648000076743	-4366.604126191852	13.320669809356295	670.1475091344234	123.01153151988984	16.426193390801906	4.856295583050427	3.4902687957444045	1.0	2.0	2.0	7.0	8.0	9.5083125610001	0.7036324991199938	0.5883539179366377	1.708013582943373	0.0025920290663113705	-1235.7354767572322	-1195.8556642078306	-1935.012985226789	-58.547931158733675
572000	0.6928171386362922	-4681.339244444358	-314.2304298709271	-4367.108814573431	12.679184705167202	72.77700971028779	28.970991380784927	8.187751837327742	22.702810800420533	3.2032364273371754	1.0	3.0	1.0	6.0	9.0	10.677042491661922	0.7069736683199735	0.4844675145281924	1.8085588171518385	0.0027191305264861513	-1234.4548121591517	-1193.1287875083544	-1939.5252149059254	-60.84303212345747
573000	0.027011611131360524	-4674.135723374979	-309.27089036446444	-4364.864833010514	11.607003088929865	291.42585644117656	30.26588166441686	5.695110486646402	19.040322461353636	1.3811197715801034	1.0	3.0	3.0	6.0	7.0	9.985303225768979	0.6308153336393106	0.5978869720260122	1.7712976943346816	0.0030983961891324933	-1235.0788273556404	-1191.300889781389	-1938.4851158734848	-53.55767174062132
574000	1.4965191897623615	-4669.465608361279	-304.4533163201537	-4365.012292041125	10.38467711892162	103.96951107584272	34.249612580371526	13.346879873382987	4.071970048868785	2.846658901769177	1.0	2.0	2.0	8.0	7.0	8.668135774394523	0.5749965940500565	0.5743340564478466	1.8506693495021012	0.0034285021058860048	-1234.2753852592782	-1192.5357677207821	-1938.2011390610649	-53.49458477436715
575000	0.25503161955999	-4675.87024341551	-310.2948221059323	-4365.575421309578	12.329661832628478	304.91177502707745	34.47649750856681	10.414461319808993	5.309373271824014	4.867222108223988	1.0	3.0	2.0	9.0	5.0	9.758864733322486	0.6360348170788968	0.5743340564478466	1.789631126473261	0.003174345734387805	-1234.7420290711134	-1196.28925782416	-1934.5441344143048	-56.92346984428599
576000	1.9842376731874736	-4683.09713744783	-308.9819782554591	-4374.115159192372	11.645218311402205	193.36901954007308	24.302464501904026	6.461182142095587	3.430619941736367	1.8667642566365439	2.0	3.0	1.0	8.0	6.0	9.25535466779436	0.6315579628513343	0.5009604743541264	1.8674815627945438	0.003240212956853877	-1239.2590306260092	-1198.2713877385763	-1936.5847408277862	-58.21328402476348
577000	1.139907940761956	-4664.1763002794505	-298.8196673251749	-4365.3566329542755	11.137110344024679	43.92513316557576	9.657806842527101	2.642584462429388	3.695563034861465	1.254826917725662	1.0	10.0	1.0	1.0	7.0	8.323648031351581	0.5908234320747412	0.5344406027350174	1.8747359651902458	0.00351045605902036	-1235.3439885933728	-1195.3182520877901	-1934.6943922731127	-52.098920820642135
578000	0.29018357007274975	-4668.448077813786	-302.9390528976285	-4365.509024916158	10.171648203056103	101.4772884307036	20.02962861081346	4.265993008097198	7.351182842444583	0.7731518090908867	1.0	8.0	2.0	2.0	7.0	8.323648031351581	0.5824568082882045	0.6796586916846087	1.7378845000271912	0.003326299238760978	-1233.3386406790642	-1192.898143763425	-1939.2722404736687	-52.640280238334526
579000	0.4224177679117247	-4660.446539733166	-300.23919582623535	-4360.207343906931	10.69181093781682	126.7305775287462	12.647589738555226	11.532890811551255	3.641149548564419	0.9506847463819568	1.0	3.0	1.0	8.0	7.0	9.192100552565229	0.5744911679965646	0.568904556793881	1.8566042752095586	0.0034951069110348166	-1232.6396613232866	-1190.8461917814607	-1936.721490802183	-50.214768979729996
580000	1.1541287651384575	-4667.296215744599	-299.62972326364456	-4367.666492480955	10.04917560365764	46.45285771762394	18.035918379798833	5.345739080376543	3.0673827704077343	1.3589644244089933	1.0	3.0	7.0	5.0	4.0	9.401067924270677	0.6063863107138856	0.6173482851991681	1.7762654040869508	0.0036402147097403838	-1234.8496584044628	-1194.5132229554263	-1938.3036111210658	-52.062531391123684
581000	1.378058569279168	-4663.938483664893	-295.9796544786567	-4367.9588291862365	9.734971757599848	50.49162581804058	25.15555153697912	5.853068680145888	3.174252537523608	0.2954124180284197	1.0	2.0	5.0	9.0	3.0	9.595893017369924	0.6601507796849799	0.5635838162280737	1.7762654040869508	0.004008128457742418	-1235.4036433716337	-1193.3306999978256	-1939.2244858167771	-48.10280275220768
582000	0.9771725595912635	-4664.707784874116	-300.69992953207515	-4364.007855342042	9.997846097575522	67.11300989960239	54.141801260011114	3.4550238777107043	1.4688450658493064	1.1041218721863246	4.0	1.0	10.0	4.0	1.0	8.602490068634706	0.5429742550500191	0.5568951498264821	1.9001305951235032	0.003510464397748032	-1231.9986217047208	-1192.9640595847718	-1939.0451740525489	-52.21333312397839
583000	0.2556252755552707	-4674.908468921398	-300.181632785029	-4374.726836136369	10.930527615256286	75.1252656349214	102.99420559574803	2.789525124572109	1.0914987471703024	1.5920657651801564	3.0	1.0	7.0	5.0	4.0	11.820271747668077	0.5462089138247337	0.627731413824693	1.8260596723505778	0.003600421277426079	-1232.4455397266022	-1194.5897768467864	-1947.6915195629797	-49.818957200889464
584000	0.10216510932040013	-4661.3513765516045	-297.2893753636207	-4364.062001187984	10.018018480067518	61.09207228935142	21.591506723425727	3.0784343083240806	1.8295583095663654	1.3027017927429794	2.0	2.0	8.0	3.0	5.0	8.165545639194029	0.638623326158044	0.5455406865239927	1.8158359873179677	0.003671269152774065	-1233.1700509378902	-1190.6698282873292	-1940.2221219627647	-50.10303541061008
585000	0.9225071615613544	-4663.2612006423	-296.24127352042524	-4367.019927121874	10.369294084578547	24.630752650097588	16.605003126755978	6.363688297417801	0.9106238090644329	1.5039043687332345	4.0	1.0	9.0	5.0	1.0	9.57080228827488	0.6546045844182075	0.45055765770234746	1.8948377578794497	0.0036722551042169	-1236.0757700672466	-1193.5763304568795	-1937.3678265977485	-49.89736540795318
586000	0.12197586772903052	-4659.006646039998	-294.6559860513554	-4364.350659988642	10.08438646598131	79.2478870122329	24.83221020597056	3.902813860279546	0.7654404078528411	0.6624625214528079	1.0	2.0	11.0	3.0	3.0	8.782211666914185	0.5407438465777351	0.5271326661026687	1.9321234873196005	0.0038085732468103655	-1234.6351010705678	-1193.836188886284	-1935.8793700317901	-47.64094444183038
587000	0.21568625263147734	-4665.645116811365	-296.4979669763532	-4369.147149835012	9.890417802644853	62.040743200133896	19.08409929602842	5.768024831672381	0.601530157894012	1.013439244259195	1.0	2.0	11.0	2.0	4.0	9.359218625776869	0.5478952237904341	0.758116563234689	1.6939882129748811	0.004134178521991967	-1232.5869165998731	-1194.4830888635386	-1942.0771443716003	-49.15570246098664
588000	0.25174654813131525	-4662.423136968043	-295.0949465018959	-4367.328190466147	9.991935348165525	67.01972616250139	14.281051230168076	4.701627103074683	1.3674959963003759	0.8363392216267489	1.0	3.0	8.0	6.0	2.0	10.909074435976374	0.5397748312815664	0.46029934490575125	1.9999258238126867	0.0040789480166409115	-1237.0609413434922	-1191.8304385421527	-1938.4368105805022	-48.07229576542958
589000	0.892991971859364	-4664.626519593398	-300.49284164254107	-4364.133677950857	10.053635859237904	30.33221528000848	12.77805336147628	6.7672793966670985	2.685324459110123	2.133459768047458	2.0	3.0	8.0	2.0	5.0	9.615001651258485	0.5634309586442354	0.44792919140265364	1.988639849953115	0.0037377102745161143	-1231.382306611214	-1193.2557154585318	-1939.4956558811118	-53.55678678502072
590000	0.6192607894110349	-4672.984810336468	-300.25203066699993	-4372.732779669468	10.1225122179082	173.92215181657463	4.824848372987629	4.74534630156542	4.488450870027999	0.6223776990855335	1.0	1.0	12.0	4.0	2.0	9.772901637226823	0.8242938326223581	0.40747378957921804	1.7682323777984281	0.003544058243429483	-1238.0649132484434	-1193.833120318433	-1940.8347461025917	-50.668451479849615
591000	0.6486387988011302	-4658.427683301672	-291.93203133772204	-4366.49565196395	9.466656460431533	12.536393371157502	7.163487327806631	5.574269072127978	1.9290425751756692	0.5382547568935753	1.0	1.0	9.0	4.0	5.0	9.281798913348439	0.5850278896843516	0.5117453958721281	1.9032267144435249	0.004013757696233123	-1232.393921473268	-1192.8592588145543	-1941.2424716761277	-48.06935857468869
592000	0.18834703305114342	-4658.356972667651	-286.74309972675445	-4371.613872940896	8.13624119713631	46.71953446505379	5.151430811781266	5.74569505415508	5.178607662587715	0.5968842248020171	1.0	1.0	8.0	4.0	6.0	6.762683676438684	0.5917697314803702	0.6506028486379322	1.7576274198817023	0.004577896293070522	-1237.7916579995858	-1191.2753439198748	-1942.5468710214357	-39.61040049223472
593000	0.8668424679266323	-4662.976260721044	-289.48595805485746	-4373.490302666187	8.196314733654253	59.74970059953463	48.89856815842433	4.761213634053283	2.097237149332115	0.07951312136386617	1.0	1.0	12.0	4.0	2.0	8.948792277241264	0.7348952890179193	0.5711358943899159	1.6939688165921696	0.004473033066467963	-1237.850869660194	-1192.4179719530255	-1943.2214610529675	-41.2705738971583
594000	0.6194192355539219	-4656.497315597641	-286.84830577046034	-4369.649009827181	8.20816273372801	69.51322543572586	18.509321913081962	3.9203138849186874	2.5649662825638764	0.04110332906392238	1.0	1.0	8.0	8.0	2.0	10.828588612954409	0.5966272653213809	0.4734937479906107	1.9298789866880133	0.004971727066968366	-1236.0062113755082	-1197.88375086799	-1935.7590475836826	-39.349807847303715
595000	0.2508859372596741	-4650.8826853489145	-281.69016195907244	-4369.192523389842	8.31556660260467	17.061326045518058	6.673399839472602	1.26043190566127	1.634283770017766	0.04588267187292601	1.0	9.0	2.0	6.0	2.0	10.116406472552583	0.5483917079407974	0.5793131731119251	1.8722951189472823	0.004622621920576541	-1236.807201989614	-1193.2594408588009	-1939.1258805414268	-38.91837987216797
596000	0.274442723756561	-4656.308808932743	-287.39352188931906	-4368.915287043424	8.129830954824397	19.974709668733187	3.749388314804927	5.806303234756514	2.5156674979894893	0.49491799267093944	5.0	3.0	2.0	5.0	5.0	10.253801589019567	0.5742361457651034	0.5989057798599294	1.826858074374972	0.004312412045974777	-1234.791268456923	-1191.7435280368911	-1942.3804905496097	-42.449049087941916
597000	0.3407916480294144	-4664.6053611090165	-293.6116446773602	-4370.993716431656	8.256034618901142	57.62067763611106	19.447474300099895	8.310162623639672	2.7145861037273944	0.9297698166801333	1.0	1.0	8.0	6.0	4.0	9.415363767835581	0.6525969361901761	0.572777669818261	1.7746253939915677	0.005132592268019216	-1237.7110544582195	-1193.9251754192978	-1939.3574865541386	-45.485204442112185
598000	0.5127400798964241	-4656.83854439536	-286.3733393250188	-4370.465205070342	8.339701998738265	31.687969183834312	13.083208638272104	3.8782533631959835	1.0303267659368434	0.4992740691858552	2.0	2.0	8.0	4.0	4.0	8.743330846234738	0.6678366318334246	0.6080597192447648	1.7241036489218156	0.004866826898428696	-1235.373504781923	-1197.7601858726644	-1937.3315144157543	-41.61852196758614
599000	0.6104788341486711	-4656.223688845957	-288.4821150356824	-4367.741573810275	8.525528341894377	36.367823759268326	8.23914638323219	3.8592488333038943	1.234217526824621	1.0130145720640065	3.0	2.0	8.0	3.0	4.0	9.394850562360286	0.6635556131226107	0.507172160161842	1.8292722267155523	0.005137709171642693	-1236.0821770516059	-1191.5857254116418	-1940.0736713470283	-43.290731820624735
600000	0.6008735725916117	-4657.109314708486	-291.0313691127309	-4366.0779455957545	9.238086816608824	20.627790316121864	4.137602315839913	6.832874325566109	5.263032251701825	0.8278879977907567	3.0	1.0	4.0	5.0	7.0	7.267389757394472	0.5756001072328961	0.5027480685335327	1.9216518242335763	0.004433216134657734	-1232.4255302823276	-1192.4498080809205	-1941.2026072325057	-44.954067889021864
601000	0.22184511427270115	-4658.660966970827	-292.29289297734414	-4366.3680739934825	9.158427752860188	55.06226540767589	7.738631573083546	1.963201330777312	3.1817224865956186	0.6458360367434736	3.0	1.0	5.0	5.0	6.0	9.202420381416793	0.7261463750423491	0.5803499739298533	1.6935036510278025	0.004297099108214472	-1235.4825214939644	-1194.1128411212408	-1936.7727113782778	-45.70186824632992
602000	0.7053015827387563	-4668.427492480151	-298.19993217931835	-4370.227560300833	10.862198976031658	82.44468260530388	3.1055486949811546	8.794017341299996	4.911415385629165	1.5506524780945883	3.0	4.0	2.0	1.0	10.0	11.59016853457612	0.5948859492271238	0.5420362973891449	1.8630777533837364	0.0043779295790714445	-1239.0099372749828	-1195.727542533787	-1935.4900804920626	-48.02458754324625
603000	0.3137652944559024	-4672.24176798521	-300.09264033422915	-4372.1491276509805	10.895224748563585	65.0584057612332	6.41291065686656	1.4802350098561305	2.2591918146184495	1.3311407139925766	3.0	4.0	2.0	9.0	2.0	11.16468728508929	0.6269450769254126	0.6488659494792477	1.7241889735953448	0.00395110511166317	-1230.5695418880991	-1195.6699343614603	-1945.9096514014211	-53.56044076233348
604000	0.6718811782726508	-4670.377295835954	-294.5626498276241	-4375.81464600833	8.984450467140093	32.135659329543294	14.862493941409856	10.282262606985004	1.1335182421061194	0.4095784948799594	1.0	8.0	4.0	6.0	1.0	8.398294283015982	0.684394284082322	0.5923036751967168	1.7233020407209663	0.0041625355435784914	-1239.061708309078	-1199.1776880733778	-1937.5752496258738	-48.45569938614931
605000	0.22338961210989883	-4664.231244429442	-298.92355283533027	-4365.307691594112	10.441318658964525	30.328091597672042	39.21958967775173	3.9815049529722977	0.9837211518928147	2.743491378556825	4.0	1.0	8.0	5.0	2.0	8.398294283015982	0.6656219389890222	0.5667524106405731	1.7676256503704095	0.004115040884342601	-1232.2417462307656	-1192.232223193471	-1940.8337221698753	-50.24778343025373
606000	0.03944394653012806	-4662.5840707657835	-300.25078063054684	-4362.333290135237	10.41935567997375	160.4875006121187	27.03514921899179	7.517121930445998	1.5663651503093028	1.207582492791438	1.0	3.0	9.0	2.0	5.0	11.108832551879942	0.7250257037137184	0.4526019178898759	1.8223723783964103	0.003717985782323669	-1234.1821917425748	-1195.1029880093936	-1933.048110383269	-50.239194696332284
607000	0.5448571728420306	-4671.353898249263	-301.4026713613294	-4369.951226887933	11.696754481414374	92.47608359998098	15.268449401036783	3.8202365352441428	5.058842139983186	1.9924203957090898	1.0	1.0	7.0	4.0	7.0	7.327650442073327	0.5774711190173472	0.6363143177200988	1.7862145632625588	0.0036305959577387272	-1234.7258406626943	-1193.5508445097394	-1941.6745417155003	-52.27798553830237
608000	0.17694596087533765	-4663.60888239371	-294.2853292594809	-4369.323553134229	9.002452985012082	29.540076919288577	5.933811101711051	5.946966284107407	1.4593207584100247	0.1696160173404342	5.0	1.0	7.0	6.0	1.0	8.615708141240681	0.5812816657065338	0.6363143177200988	1.782404016573372	0.003502887606783139	-1234.4776398894357	-1191.184150499245	-1943.6617627455482	-49.59550936070407
609000	0.6612297500749165	-4674.659145634386	-300.2810223064869	-4374.378123327899	9.627971298886521	197.43870713864206	6.678439698365954	3.3231746206264186	0.8111319493445598	2.2757371528326384	3.0	4.0	8.0	4.0	1.0	8.615708141240681	0.5168254927492026	0.6676714882323276	1.8155030190184744	0.004056667025860544	-1235.1279512169858	-1194.1247987868314	-1945.1253733240815	-50.826451618814936
610000	1.2506329047222455	-4664.838310498512	-298.781246604841	-4366.0570638936715	10.02681881341075	36.66410347949022	1.7184001751894729	8.216496751139706	2.3693459651579443	2.4573131433802464	3.0	2.0	9.0	4.0	2.0	7.499759629656374	0.530309671474466	0.590746872817434	1.878943455708105	0.0035251861999051554	-1231.9483471739275	-1192.634897716756	-1941.4738190029875	-49.64027755374507
611000	0.8743568407183938	-4664.302070766864	-299.531996529826	-4364.770074237038	10.147997950908987	48.340285338136695	10.645316884781632	5.511061191201481	3.1040635325396075	1.3112209210841417	3.0	4.0	4.0	4.0	5.0	8.783285138690566	0.5376462985396417	0.6813806366572666	1.7809730648030968	0.0035638951412636914	-1233.9220565926491	-1194.6168330854946	-1936.2311845588947	-52.41593918753738
612000	0.06062410649969152	-4670.99029677593	-302.69631495880844	-4368.293981817122	10.509415123015296	89.18410007108996	8.665979480594345	12.759477643199617	3.9119165750653146	1.3437026115031234	3.0	1.0	2.0	7.0	7.0	8.044660162201467	0.6420022607750592	0.41574067996546066	1.9422570592594852	0.0031580421084569906	-1230.9712949738762	-1195.3220913296386	-1942.000595513607	-53.08207245848647
613000	1.1203182388489892	-4674.6339871704295	-304.8908573132402	-4369.743129857189	11.18181022035134	225.66201364478513	34.037939008751074	15.8786011878286	4.1391451063664215	3.064911040759092	1.0	1.0	2.0	11.0	5.0	7.75589813761082	0.5625676303253413	0.6804855726006613	1.756946797074002	0.003394567575892906	-1237.9046379647336	-1197.1294857930889	-1934.709006099367	-52.414403224020525
614000	0.79709652134434	-4670.16437793931	-300.89872681768645	-4369.265651121624	11.024101558733166	141.49039048897487	34.713979403923986	24.24284841693775	3.358790624855888	0.628669088272094	1.0	1.0	2.0	12.0	4.0	7.75589813761082	0.5545020419540322	0.6146947605750323	1.8308031974709402	0.003368754501953514	-1235.156460676393	-1191.400141947884	-1942.709048497347	-49.47103128648156
615000	0.4020723369343884	-4670.861397882136	-303.74333704124604	-4367.1180608408895	10.15136722070682	153.1643100776137	48.53428360657208	27.395027253293915	6.962812284533717	1.134871052704237	1.0	1.0	1.0	10.0	7.0	9.108699182856027	0.5941356177578586	0.5960125035805556	1.8098518786615905	0.0029398571224183655	-1236.5638443417968	-1190.2978270954995	-1940.2563894035927	-50.780882046133094
616000	0.4020723369343884	-4675.774000405098	-306.3604332782286	-4369.41356712687	12.015767058847855	244.1415777962805	110.91783767217497	38.98238537257249	5.729781495957	1.49904202637435	1.0	1.0	2.0	9.0	7.0	7.566528851278645	0.7362418775321591	0.5205878283226582	1.7431702941451876	0.0027889673253583863	-1237.7749328809634	-1196.0569565106105	-1935.5816777352954	-51.75073870610088
617000	0.38034610338105823	-4677.849981123974	-310.14065648808884	-4367.709324635885	10.36513017047743	878.8983142285178	166.6672076842296	52.23375567064743	3.989054017859937	3.0276191944947852	1.0	1.0	2.0	11.0	5.0	8.935912762129625	0.6205510924508522	0.5202922645215405	1.8591566430276123	0.0032979546155412374	-1233.5311434810837	-1191.4533676191577	-1942.7248135356435	-52.34106386055355
618000	0.614295407012996	-4683.51249558959	-309.6778194076272	-4373.834676181963	10.991550441174653	688.9034667928232	902.6396185275505	10.197395241714316	3.4523243529520125	1.086919327439153	1.0	1.0	1.0	14.0	3.0	11.777728135501235	0.616500494903595	0.6156414678882123	1.7678580372081978	0.0027174928117303307	-1240.4429124911871	-1195.6569357931483	-1937.7348278976276	-51.54145457841354
619000	0.9461457824269415	-4676.549210556403	-307.61370267697225	-4368.935507879431	10.631389040415016	444.80806986214805	227.27063785207434	62.21114979449636	5.924111043354268	1.1925554930628461	1.0	1.0	1.0	10.0	7.0	8.896214923249858	0.4984655278484101	0.680823987949045	1.8207104842025499	0.0030402915351642125	-1236.2538024436249	-1193.002046709623	-1939.6796587261822	-50.55737153838009
620000	0.2662097786117661	-4673.282498731545	-310.31390371563657	-4362.968595015908	11.472574186968576	86.34344843038122	254.80591299179304	43.52404459952171	3.134738406368209	1.1616807903665602	1.0	1.0	2.0	10.0	6.0	6.883967877831155	0.6504432162494213	0.5257707005953134	1.82378608315527	0.003085204238831143	-1233.4343442246861	-1193.2845933346316	-1936.2496574565905	-55.18867918131096
621000	0.47214875435505377	-4664.149821610937	-304.173394408291	-4359.976427202646	10.817293133855312	80.26201469897077	143.31734214917958	25.75051574737422	4.787987870022089	0.716611956652717	1.0	2.0	1.0	10.0	6.0	7.183385927216604	0.6201617312599523	0.5560984519384724	1.8237398168015797	0.0033027473070251665	-1232.1392919009133	-1189.468080002157	-1938.369055299576	-51.09199545368867
622000	1.2704927054526527	-4671.010240421325	-303.0341876962839	-4367.976052725041	10.057178614526304	29.100912648016845	53.31021667570456	5.97025655692912	5.859570379668243	0.848443374644794	2.0	4.0	2.0	6.0	6.0	8.948905589798354	0.5039168410967669	0.4849488576221484	2.0111343012810887	0.0037268016637467373	-1232.6194272310993	-1193.8955890337745	-1941.4610364601672	-53.241457717264765
623000	0.2764966962469195	-4662.0142583478155	-292.04328081423444	-4369.970977533581	8.72680004593563	28.834649734293052	12.629814652470483	2.73425373766898	2.808672745659227	1.335287820024302	3.0	2.0	5.0	2.0	8.0	7.349627893591253	0.703814453943847	0.5422280910484392	1.7539574550077182	0.004041478945710838	-1236.3423878315746	-1193.8205088646644	-1939.8080808373425	-46.33520192802209
624000	0.12475649716419923	-4659.232298206822	-295.1589705742517	-4364.07332763257	9.999466013505339	80.87964058214403	27.93574534991118	7.100042017827728	9.192328986772749	0.756311878392345	1.0	2.0	7.0	3.0	7.0	8.762042436562613	0.6643527807441014	0.5980117086049196	1.7376355106509835	0.0040279492770249736	-1234.5043025670873	-1194.9180505633453	-1934.6509745021372	-44.45921275798467
625000	0.2618729152677532	-4663.344633625565	-294.96351426442476	-4368.38111936114	9.093386114356726	21.418902570131934	6.042445053185172	8.840942097680939	6.32042039981524	1.448618157573412	4.0	2.0	1.0	6.0	7.0	8.762042436562613	0.5064238598837851	0.5646568371872134	1.928919302929006	0.004345485060591827	-1236.859967818776	-1192.2801900402367	-1939.2409615021274	-47.894692480616904
626000	0.1572836019331718	-4661.446748515779	-293.47830080849184	-4367.968447707288	9.434463106533347	19.783812548782098	1.361653964870342	4.837391992523119	4.781039248024552	0.6784995828194565	3.0	5.0	2.0	6.0	4.0	8.398200871586896	0.667053666038781	0.6675773578241933	1.6653689761370303	0.004627817790816273	-1238.489927333819	-1193.4714790039118	-1936.0070413695566	-46.92063478843869
627000	0.5482720155295415	-4653.297568808852	-289.40277257635876	-4363.894796232493	9.565466132070833	50.64462538713691	2.4767197241309833	4.920614203377029	1.9941421364047798	0.6184848384474787	4.0	6.0	1.0	4.0	5.0	8.208996806280478	0.5562185927212855	0.5564472601251822	1.887334147153537	0.004596327551888222	-1235.8294283652917	-1195.0993125066834	-1932.9660553605172	-43.24771995910316
628000	0.17922455718521646	-4666.758604364733	-296.6792592027131	-4370.07934516202	9.164365069386943	10.62871098992774	20.19513018253627	5.060928642559024	0.9247775257728595	0.6319454212617048	1.0	4.0	6.0	7.0	2.0	8.208996806280478	0.6693090701107712	0.5564472601251822	1.7742436697640513	0.003902785054065731	-1231.7655643201622	-1193.6294310653927	-1944.684349776465	-52.02287857225641
629000	0.875877520542713	-4663.019539243825	-298.58384472388985	-4364.435694519935	10.165446463460965	71.60560103398065	7.138571657230737	8.043551575119666	2.7127111657856458	0.5245452053747607	1.0	2.0	8.0	7.0	2.0	7.5071695165498	0.5573091206428656	0.6039442778617264	1.8387466014954124	0.0037537649995380926	-1231.8391946993572	-1189.8950975002765	-1942.7014023203014	-50.961713585044954
630000	0.5456460566308787	-4674.822331872259	-308.5947034508314	-4366.227628421428	10.810637496287208	257.30376733547376	12.012777820153335	10.572618095382524	2.216101372180012	0.4947453170680941	1.0	2.0	12.0	1.0	4.0	8.721745239531637	0.6132965947099701	0.4477805425279027	1.938922862762132	0.0036778316901170823	-1231.8769379142454	-1192.9166929352773	-1941.4339975719047	-58.07021277010789
631000	0.17596666582691278	-4666.8650909253465	-302.2272094821789	-4364.637881443167	11.254423125312396	106.11441226540776	14.808213083188345	8.975238862181346	2.204850261443502	2.732023823818037	1.0	4.0	6.0	1.0	8.0	8.721745239531637	0.7316636107051498	0.5819948483827019	1.6863415409121532	0.003628803756841049	-1234.005494035459	-1190.8239276011352	-1939.8084598065732	-52.56312930878902
632000	0.5026260781982715	-4666.1766596422995	-301.57004431692326	-4364.606615325376	10.466488561058112	56.9884821842385	8.192170513859134	10.491380523578846	4.151352524953982	1.798570275045016	4.0	3.0	3.0	6.0	4.0	7.8305976180498345	0.6781666236342887	0.5237597641108052	1.798073612254911	0.003178031060083775	-1233.130475222139	-1193.212592662162	-1938.2635474410747	-53.03727899551512
633000	0.11660685840715268	-4665.964522821415	-298.75957468282013	-4367.204948138595	10.40401875456071	35.39343245872248	15.968870858126564	6.670284090299847	2.8743945829985993	0.8844563171791682	2.0	4.0	7.0	3.0	4.0	7.893521703019818	0.6359171084413106	0.595138276411673	1.7689446151470214	0.0030757884888332403	-1233.6292351672375	-1188.4763823343417	-1945.0993306370158	-51.97031033998146
634000	0.20584778060951758	-4664.22647047346	-298.46520501052845	-4365.761265462931	10.599438153210508	15.608856820680494	9.328056861994101	5.733874317440647	2.2082030302800804	0.5884517912885352	4.0	4.0	5.0	1.0	6.0	7.893521703019818	0.5985276875247861	0.5232379071956443	1.8782344052795745	0.003329401185365294	-1231.2260708184958	-1189.6744397046791	-1944.860754939756	-54.00947501181066
635000	0.20584778060951758	-4666.580848995155	-301.43987295529314	-4365.140976039862	10.084168991906951	50.73120928902583	25.883688338176484	7.051818869555041	1.65579394627557	2.040094770583596	2.0	6.0	2.0	1.0	9.0	9.216518536419185	0.5861840151487537	0.5232379071956443	1.890578077655607	0.004208545424153372	-1234.3639906519695	-1189.1390005922515	-1941.6379847956412	-53.14655122140302
