# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:43 BST 2015 [seed=1430153561778]
state	age(DUCK_GUANGZHOU_20_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
2367000	0.24699051196654231	-4671.444401562635	-306.76432950639355	-4364.680072056241	10.928469032928362	510.7922112131085	20.114724377218877	6.318162842273101	1.0648842571388937	0.9068968287341475	1.0	4.0	7.0	4.0	4.0	8.650387189315667	0.5948623533270305	0.5129132149753142	1.8922244316976506	0.002854238835214548	-1232.8327177185427	-1192.874488111117	-1938.9728662265816	-55.59487564337069
2368000	0.12028695293690461	-4673.343047452617	-308.8456577358178	-4364.497389716799	12.90929849031217	74.25997884010532	104.90513191161395	8.47181982306974	5.039678178180197	1.264723042820725	1.0	1.0	7.0	4.0	7.0	8.19306423989452	0.5169091158921927	0.6196214309685519	1.8634694531392508	0.0025039517866377588	-1233.2228789660962	-1192.548509178539	-1938.726001572164	-57.122312647176344
2369000	0.7505397245643204	-4680.93208564275	-313.79656507260023	-4367.13552057015	12.019407318684868	511.0028423744253	105.86054970783027	8.106756802879746	16.230139493460353	1.5796597225748583	1.0	2.0	8.0	1.0	8.0	7.142256280975869	0.6610256555569042	0.711871196359024	1.6271031480840672	0.0028591366508746384	-1234.8519997272494	-1192.0970617625285	-1940.1864590803727	-57.1744646289391
2370000	0.04846859789425495	-4664.7459742387355	-303.241941160633	-4361.504033078102	12.053974685763071	38.536884188415094	10.928829672841042	7.354005539930893	3.851878636326145	2.6407504357108182	2.0	3.0	7.0	1.0	7.0	8.094407284030716	0.5903789909516222	0.5105812745830178	1.8990397344653556	0.0029312369219068025	-1233.407620851506	-1193.0158057358556	-1935.0806064907408	-55.68796852379186
2371000	0.3860878244711503	-4671.640394277647	-304.158020943341	-4367.4823733343055	12.131049531187692	35.63846505968948	10.740091988186126	11.426875641228666	3.184382210803766	1.778358774848016	5.0	4.0	1.0	6.0	4.0	8.118696312184492	0.6946778550871191	0.5858283420123072	1.7194938029005689	0.0029711643207566917	-1233.367798767158	-1192.966967774334	-1941.1476067928138	-56.487835267436495
2372000	0.621091207372781	-4670.443904501201	-304.0658373040317	-4366.37806719717	12.104109991033853	26.292349505837507	11.908257914899808	7.827320359580826	3.8187582924325736	0.7210924157410108	2.0	3.0	4.0	8.0	3.0	8.118696312184492	0.6545956340543804	0.6165491702168349	1.7288551957287799	0.0030455913427758427	-1231.5179320840675	-1192.904831679248	-1941.9553034338544	-57.512901074825066
2373000	0.2072621279904121	-4661.420767716885	-298.53229353983977	-4362.888474177045	10.314272715674546	131.36087848118376	11.408923378130412	4.222637710772082	1.7110744095479953	1.3712922572929005	2.0	4.0	5.0	7.0	2.0	8.118696312184492	0.5446490681864693	0.5970584524265361	1.8582924793869897	0.0033796114098519183	-1234.6752577035386	-1195.2689860446817	-1932.9442304288252	-50.34813550639169
2374000	0.3163823702337609	-4668.30181931052	-295.0612506581686	-4373.240568652352	9.64486264274745	62.35864666258823	15.748420484687916	3.3679645999975563	2.5318546805238116	0.8340810077976829	2.0	3.0	5.0	8.0	2.0	8.805949200518672	0.7365164362402544	0.5420008985995639	1.7214826651601767	0.0037286692050921676	-1235.4705019755238	-1198.1633968173692	-1939.6066698594584	-47.91392098490004
2375000	0.3644518945206272	-4664.853253292033	-295.9606766768032	-4368.89257661523	9.598162019714131	18.83793921036651	16.280596685413432	5.302635835019712	2.365951778398869	0.635554315509254	3.0	2.0	5.0	7.0	3.0	10.128617028213359	0.5564751874983158	0.5098115421314818	1.9337132703701974	0.003910115051095611	-1234.2074134823176	-1194.281118612803	-1940.4040445201094	-50.29094120040035
2376000	0.48680445134643	-4664.574113031126	-296.7997994530603	-4367.774313578066	11.075651413831423	30.638577439187998	7.739376925548896	5.801127167976128	1.8260148085178234	0.9677348197538265	2.0	2.0	7.0	5.0	4.0	10.128617028213359	0.5801167042677595	0.7115532174718648	1.7083300782603708	0.0032395308133903976	-1235.4784247410778	-1197.0422525342508	-1935.253636302737	-51.12799396281461
2377000	0.5769417691442875	-4671.253422021364	-303.1646434153194	-4368.088778606045	10.027703424276455	184.84659448034378	23.075288300577384	11.495482124747793	8.901203316655122	1.0034800437681517	2.0	3.0	3.0	5.0	7.0	8.593804407605107	0.5997246398219098	0.4235707558153631	1.9767046043627223	0.00323882265083482	-1233.4225432897076	-1193.8707211192846	-1940.7955141970522	-51.03907236411518
2378000	0.18346722790816727	-4665.492079829246	-293.79831435088676	-4371.69376547836	11.399198276938758	26.305195145164415	2.3282595268546675	3.289944648395835	2.39688004870846	1.6819281779298467	5.0	4.0	4.0	1.0	6.0	7.655743472879628	0.713110702323599	0.6087603469782692	1.6781289506981278	0.0030522801546446765	-1237.1383228541931	-1196.5388227668213	-1938.0166198573447	-49.12283505942157
2379000	0.6280635534678742	-4673.962705271722	-305.6656978578045	-4368.2970074139175	10.10573865555361	45.54770178797318	5.686200512347301	2.8434376626822475	12.698087860856257	1.447317588855901	6.0	1.0	6.0	1.0	6.0	8.526399764973947	0.7130219639293025	0.6087603469782692	1.6782176890924243	0.0036500586892342806	-1233.9781974194848	-1193.8897527675501	-1940.429057226883	-55.097362332760255
2380000	0.5793121520788975	-4662.875855206824	-298.67914545601946	-4364.196709750804	11.652004496049827	38.75485295819048	2.9755097679942177	4.789438875104402	1.8613449682397498	1.0314352925261205	6.0	3.0	5.0	1.0	5.0	10.962223852244634	0.6341526355774731	0.582417419285741	1.7834299451367819	0.0033876814075564144	-1234.0738635971993	-1195.1953366935204	-1934.927509460084	-52.804374013249266
2381000	0.18118058124565772	-4665.506813167839	-301.72725636371536	-4363.779556804124	12.488163635315654	27.2951876947886	18.446820921219743	4.93091491266624	4.793360309281636	1.5033340423968853	1.0	1.0	10.0	3.0	5.0	7.8590406628142215	0.6010907646344145	0.557702412336743	1.8412068230288385	0.002795238513979788	-1235.2250938536442	-1193.874454906834	-1934.6800080436453	-54.48715016795206
2382000	0.07648431307207121	-4678.02697485686	-302.51718627297583	-4375.509788583884	11.224171095315047	23.98567483620452	40.473479887193506	7.618567592981804	2.43618110530425	1.7698215977720388	4.0	1.0	9.0	3.0	3.0	5.529856410778762	0.5507718528841711	0.5773470082003509	1.8718811389154741	0.0033911561096582068	-1237.0644699993027	-1195.94550610694	-1942.4998124776416	-54.65005370517754
2383000	0.018920600761348272	-4663.078354430589	-298.87469573011253	-4364.203658700476	11.135554739842455	92.80282833486802	4.435500746399226	2.7234000632710167	2.447737355837929	1.7275446817208333	4.0	2.0	6.0	2.0	6.0	9.335025144866895	0.5892797958554746	0.5279298355652744	1.8827903685792464	0.002902203747381388	-1231.520034498282	-1195.1880723842312	-1937.495551817963	-51.66842551877418
2384000	0.7801129542144851	-4670.002208791818	-298.53603208073525	-4371.466176711083	11.48069797112745	38.60238581383602	1.8873458251271753	4.873847427265216	1.7755804673690854	2.5860272370046293	4.0	4.0	5.0	1.0	6.0	9.335025144866895	0.6137874334900316	0.5519235200289784	1.8342890464809851	0.0033586489430079774	-1236.8326507010004	-1195.0095582675192	-1939.6239677425638	-51.49191665034388
2385000	0.06661378458739264	-4670.31850685652	-305.5405318337093	-4364.777975022811	10.139069187583964	36.58369782608643	11.261470291635836	8.557788460212384	3.192524665403492	6.318868471213985	3.0	3.0	8.0	2.0	4.0	8.074373065998325	0.686527807850863	0.6083698745536062	1.7051023175955258	0.0036248520045699477	-1235.1273327146675	-1194.624771893529	-1935.025870414614	-56.84501083736169
2386000	0.8757367992696352	-4666.052144551011	-298.0632008388648	-4367.9889437121465	10.486076806324903	28.250792885724053	12.924604526496488	3.247141642334363	1.1134930854704872	1.2960889674817548	8.0	1.0	4.0	3.0	4.0	9.385454487332611	0.6122267393201721	0.48489189221840456	1.902881368461418	0.0035556708232606375	-1236.5299191583517	-1196.7624689945123	-1934.6965555592822	-52.82324536560749
2387000	0.21914813773807573	-4662.625177308056	-300.9451353135235	-4361.680041994532	10.288580672667532	56.67874792602475	9.077246666920148	6.175730312986137	3.239955365372223	0.5223201848844871	3.0	3.0	8.0	2.0	4.0	7.429441393839213	0.7260987558925194	0.5329087588415008	1.7409924852659748	0.0035594279736778926	-1234.3917408326058	-1190.673313160354	-1936.6149880015726	-53.87807446675821
2388000	0.03268440253065519	-4671.152864705648	-305.1906327355148	-4365.962231970134	10.89490044772058	34.55305292776893	21.966589549952594	1.9264370614722302	9.241119864974385	1.2513707734774882	3.0	2.0	2.0	7.0	6.0	9.131537040429901	0.4672056203867442	0.5000843965727515	2.0327099830404993	0.0034679885272321047	-1235.9194598171273	-1191.8656908563337	-1938.1770812966727	-54.01069203037582
2389000	0.6174173789239119	-4675.048735002009	-308.29381964701804	-4366.754915354992	11.06320116566844	164.02747078592293	14.039562398275725	14.762406473230447	10.935269166468347	1.3100162281419487	1.0	6.0	4.0	2.0	7.0	8.150798883788209	0.688102139215866	0.647563242482441	1.6643346183016878	0.0033446386206995382	-1232.9696467155934	-1191.995376741054	-1941.7898918983446	-56.013542775523646
2390000	0.19574532344370432	-4664.70779583655	-299.4399056321197	-4365.26789020443	9.83827666441275	67.82110746228567	17.99653137514241	4.810097624216381	2.054148665806914	0.45300268885822126	2.0	7.0	1.0	6.0	4.0	9.075290779258614	0.5753791765736012	0.6120681600474527	1.812552663378941	0.00339654828982373	-1231.9319512998886	-1191.3684354408642	-1941.9675034636773	-52.181124074340296
2391000	0.2929245727180587	-4666.702055094132	-296.31547637681234	-4370.38657871732	9.506333973717359	35.58692459230838	6.560806730203732	2.773441302033825	3.2362359425615197	0.9451743152946576	3.0	7.0	2.0	3.0	5.0	9.69491806051854	0.5348693524984203	0.6886022260996368	1.7765284214019375	0.003794851149139915	-1236.7035021127203	-1192.9489696519447	-1940.7341069526544	-50.49978022045329
2392000	0.03591804159366618	-4667.348181357147	-296.29738461149674	-4371.050796745651	11.032004449727706	23.232632740415212	7.08522798486046	5.128711195900162	1.7799033927395895	1.4112315814162373	3.0	5.0	3.0	5.0	4.0	9.762706597789816	0.6324806615446527	0.5212575124683467	1.8462618259869952	0.004010662133063881	-1234.7155938390717	-1194.7549434406421	-1941.580259465937	-51.13101914975068
2393000	0.03591804159366618	-4665.24981966574	-298.0802433810454	-4367.169576284694	10.014592092797049	125.78760374015333	11.328900154981323	5.835890729538733	0.8688328438114193	1.6779835666674323	2.0	2.0	10.0	1.0	5.0	7.655648738525826	0.5929331816342883	0.5212575124683467	1.8858093058973595	0.0036934189566815885	-1233.9059698073845	-1193.243567813715	-1940.020038663594	-49.380939361590634
2394000	1.0543278812819232	-4671.770672204567	-298.76522479216356	-4373.005447412404	10.556618960958104	43.81003371011248	29.00398508235108	5.093039217570184	1.9714769765187483	1.4878413651231215	1.0	3.0	10.0	4.0	2.0	10.007176327621579	0.529988857925389	0.5893306485736673	1.8806804935009382	0.004038248748653136	-1236.908471498807	-1196.1019038536776	-1939.9950720599193	-50.99018255685809
2395000	0.797016695620808	-4665.072597282759	-298.2867767350324	-4366.785820547726	9.78325729575678	112.13943159486104	32.62039372865969	3.37117828113696	1.7800496815568683	4.346010185854943	1.0	2.0	9.0	1.0	7.0	9.554405526600487	0.5208002319707294	0.6345578076961209	1.8446419603331436	0.004159273323671252	-1237.7183004772576	-1194.2674590299773	-1934.8000610404908	-47.6911700159775
2396000	0.3321155389431687	-4661.567336475547	-296.702500008595	-4364.864836466952	11.014781760507194	31.622183132870603	16.810517398775463	6.355726813594997	4.54710142357668	1.8296873492665797	1.0	1.0	5.0	4.0	9.0	8.31586527056562	0.6866873298174848	0.5226250693540165	1.7906876008284924	0.0038911373360388415	-1235.1936494585889	-1193.5196609884476	-1936.1515260199144	-49.204752059262745
2397000	0.8888497853114785	-4667.62520360612	-299.64581610340474	-4367.979387502714	10.550782346998894	233.24708813284093	10.831198487138147	6.12941639919192	5.235104386179361	0.760266062405233	1.0	1.0	9.0	2.0	7.0	8.820998049304093	0.7011518329944718	0.4579442106014481	1.840903956404074	0.0036940726072540128	-1236.1772982415484	-1194.7433673454232	-1937.058721915743	-48.84339793694061
2398000	0.7791433613047678	-4670.136105437868	-304.5999587777317	-4365.536146660136	11.425219749919295	270.06893720388854	27.832945770555018	3.792925627388594	3.2493652778589	2.420862994072482	1.0	3.0	5.0	5.0	6.0	9.824989013984247	0.6367529671882518	0.45712656192732304	1.906120470884419	0.003211634022762103	-1233.5044561605062	-1196.9560282193206	-1935.075662280309	-53.18029741086217
2399000	0.027188586096567047	-4672.140311287396	-301.86066741107015	-4370.279643876326	11.844318606868363	26.86890963589682	6.217602539454048	8.456709632473654	4.013831822052309	2.966513469338912	5.0	2.0	1.0	5.0	7.0	12.253780812205008	0.6367529671882518	0.5892529404734995	1.7739940923382427	0.003057284368620679	-1233.754282845086	-1197.093775843291	-1939.4315851879492	-54.35705853674828
2400000	0.21904027257015168	-4680.513824708235	-305.2502863860374	-4375.263538322198	11.744110219914683	48.570174646067336	14.027298608789629	13.291075213421115	7.03131442381176	2.9242516777367538	3.0	1.0	2.0	4.0	10.0	9.371696195901096	0.725015021854226	0.4110259716804051	1.8639590064653628	0.0031941938652059586	-1233.1228010711457	-1198.8945543796792	-1943.2461828713733	-55.6283571620848
2401000	0.754759094221876	-4675.18015394267	-307.8986049604928	-4367.281548982177	11.598693183514962	32.28087182916379	22.845736549089132	11.273045793374235	6.012146764495623	4.6062649374403835	3.0	1.0	4.0	3.0	9.0	7.537599622546713	0.5772011130608715	0.5225511787831018	1.9002477081560205	0.0032057588293332583	-1234.979552779527	-1191.047366442106	-1941.2546297605445	-58.82564148711682
2402000	0.13881979539156752	-4673.209292687337	-311.36804494234127	-4361.8412477449965	11.570650318525875	70.27688848792647	58.384968970714965	12.207696736767403	7.252235958402924	4.140675339066472	2.0	2.0	5.0	5.0	6.0	11.148224199860778	0.5057435010684108	0.63227399077486	1.8619825081567232	0.0034035354910671874	-1234.7737356382927	-1193.9398448608188	-1933.127667245885	-59.438037682199
2403000	0.8363552640476364	-4664.401362199863	-301.0302570421362	-4363.371105157727	11.473363302370233	33.831662109532616	65.02506989261636	5.827788567829496	0.994138224658268	1.4160869363677375	3.0	1.0	9.0	1.0	6.0	8.882389633835198	0.5477785301143988	0.4836451734615188	1.9685762964240763	0.0031966234270005647	-1234.951733749488	-1191.3067629890566	-1937.112608419182	-52.00668700800972
2404000	0.497583739799919	-4668.595202519633	-303.3417882557902	-4365.253414263842	10.836007307878333	82.19645265317799	59.687670996299275	6.4780681203152986	6.231923745644554	1.9783085881820601	1.0	1.0	10.0	1.0	7.0	8.548320387000224	0.6748837539190068	0.5233355039205319	1.801780742160455	0.0035744102085804984	-1238.5793986591182	-1192.1082403699095	-1934.5657752348145	-52.21794454018204
2405000	0.09425749461161992	-4668.168613271533	-302.9615205514707	-4365.207092720062	11.21831520849384	182.47178230748204	13.676601377622761	9.160491669385475	2.4583037904097695	1.1933941823475824	1.0	1.0	9.0	7.0	2.0	10.21744590972571	0.5993549953543741	0.5504330262681755	1.8502119783774442	0.0032310448353068564	-1234.0268713941362	-1191.5097697927472	-1939.670451533179	-52.737107086641856
2406000	0.7287641533479428	-4662.944103540152	-299.5695347781981	-4363.374568761954	9.923969856419898	23.65198848224273	14.563986057999292	8.017406881879811	1.3228942311805163	3.1539662918156983	1.0	5.0	8.0	5.0	1.0	8.802360105126303	0.6359595910921463	0.5226747575684151	1.8413656513394323	0.0035855565570556474	-1233.5291283549516	-1195.8662732488294	-1933.9791671581734	-52.05372181750261
2407000	0.2989586598444316	-4663.160440245955	-300.61089978247605	-4362.549540463479	10.539853128070957	29.082848580405518	4.51421199641029	4.683623629128485	2.301939709362763	1.333487886002949	3.0	2.0	12.0	2.0	1.0	12.236130156538573	0.5872290529804935	0.579821209137607	1.8329497378818933	0.0034720742683495656	-1233.5591919581182	-1192.9114324930533	-1936.0789160123077	-54.95912209960334
2408000	0.31512545506948975	-4659.560059410987	-290.0737221574423	-4369.486337253545	9.446105219692463	31.05288646217924	4.600100114319459	5.588409871396578	1.4379249367400584	0.32482690488786164	2.0	1.0	11.0	5.0	1.0	6.982395018982833	0.5879894036834531	0.6620069478048337	1.7500036485117072	0.0039915475373918	-1234.4688464454937	-1192.2357100842007	-1942.78178072385	-45.54427594746164
2409000	0.0841320435474624	-4668.110632709037	-297.3275793467153	-4370.783053362322	9.769287199494723	51.49991730194648	14.220194963871107	4.283317816632383	3.2160562369081656	1.2261853520886359	3.0	2.0	7.0	1.0	7.0	9.810694605575899	0.5489527021800428	0.6120778004076439	1.8389694974123074	0.00404784189336094	-1235.9107848098665	-1193.8546334534656	-1941.0176350989893	-49.91545239798738
2410000	0.0841320435474624	-4659.363969844363	-297.70982895858594	-4361.654140885777	9.47321761919595	15.53309206421599	10.972247328155886	9.035312717467223	2.7418576552706395	1.0332593340653744	1.0	3.0	5.0	6.0	5.0	8.649476595040355	0.5840300142374666	0.6058868657000862	1.8100831200624412	0.003945412626639259	-1231.0130254838639	-1186.3496879716079	-1944.2914274303062	-51.992574975145594
2411000	0.8787659025739694	-4669.6101204872	-298.7300807251655	-4370.880039762034	9.43123559245301	120.45949135922487	4.07473992830953	5.333833435660794	5.1968190752347345	1.2115179415862183	1.0	5.0	6.0	5.0	3.0	8.368222158431855	0.5840300142374666	0.6058868657000862	1.8100831200624412	0.004152640559771285	-1236.710464761947	-1193.7416128420261	-1940.4279621580613	-49.48731366974671
2412000	0.4478106904435575	-4659.438761699507	-292.82082270215056	-4366.617938997357	8.936418330155494	52.64407645947703	6.276944485365582	2.452751725117303	1.0854447833131777	2.200810324151911	1.0	8.0	4.0	6.0	1.0	8.368222158431855	0.5569042614727784	0.5460585893406337	1.8970371491865814	0.004596270198089605	-1233.934507942225	-1191.4254628602264	-1941.257968194906	-46.71458439927719
2413000	0.6852254774278981	-4662.903098737907	-293.5833804722032	-4369.319718265704	8.437408550370494	42.59276991015418	6.438804757705876	2.638262292791511	1.6928636336547322	4.633677412387675	1.0	9.0	3.0	5.0	2.0	8.368222158431855	0.49326864171949314	0.6064010088438578	1.9003303494366428	0.005275164909869673	-1234.3655776206474	-1194.3126848054471	-1940.6414558396095	-46.39841881776249
2414000	0.2844033456932742	-4659.93627335052	-289.02400220311415	-4370.9122711474065	9.611755610278205	48.35999389473902	6.185235076715422	1.1210168573055357	1.1720763332317787	0.6361626652485035	3.0	11.0	2.0	1.0	3.0	7.6394760253516365	0.6109925028477612	0.5669106469302433	1.8220968502219894	0.005050726542809139	-1232.445477713975	-1194.71196857025	-1943.754824863181	-44.98218643364417
2415000	0.2431185829393332	-4652.930449254982	-289.66735404889005	-4363.263095206092	8.921109162990259	23.006247389937492	6.504201227316946	1.2817566058750915	1.578800700961516	0.8239206532357918	5.0	8.0	1.0	4.0	2.0	8.377575415034359	0.5781963428834715	0.6808319628460855	1.740971694270437	0.004752973621015656	-1231.4958509111084	-1191.880783687672	-1939.8864606073114	-46.20101622515796
2416000	0.4788423567952449	-4659.071457277204	-291.2470189408434	-4367.824438336361	9.106064136393606	14.296809229569586	3.0133338747855585	1.3377209222254391	1.7298373319994418	4.807270833519952	4.0	8.0	2.0	4.0	2.0	7.757600183636054	0.5671822219202904	0.6952280584489205	1.737589719630783	0.0047853909664487574	-1234.7198665887333	-1192.241168596378	-1940.8634031512495	-46.95086520610743
2417000	0.36569808040978957	-4658.059818289295	-289.70912730760085	-4368.350690981694	8.564199809455324	14.186326750082864	4.543501926834015	7.368230474839219	0.9431457350846373	0.84297986697835	3.0	10.0	1.0	1.0	5.0	7.272694166087377	0.5590704935491626	0.454864770041595	1.9860647364092365	0.004668009842625174	-1233.1648490639477	-1190.0615375408559	-1945.124304376891	-45.745814518681236
2418000	0.909311257640129	-4654.477304742356	-288.34082564922267	-4366.136479093133	8.8039097727545	36.11595141205085	4.740810209166877	1.9547596102454867	0.46227554953227107	0.573944909669496	2.0	9.0	6.0	1.0	2.0	8.19572914090718	0.5521973038130021	0.5788769656056125	1.8689257305813793	0.004100878086136622	-1234.025084441501	-1188.622963708171	-1943.4884309434606	-45.328708660054076
2419000	0.1418565667446685	-4659.018085364535	-290.469771010271	-4368.548314354264	9.088096499864255	32.95182154881064	8.233777639609459	2.1412019972014873	1.3532665694563657	0.2471698443520115	1.0	11.0	4.0	2.0	2.0	10.766800914090354	0.5262887008810213	0.5468587496276675	1.9268525494913051	0.004563072796557446	-1236.6410036870009	-1194.1037257625962	-1937.8035849046673	-46.34798400053509
2420000	0.5381919820147303	-4656.976178682622	-282.2910479643009	-4374.6851307183215	8.680529144146627	17.478725930345067	4.961710176749578	0.58870970913593	0.45892043649769926	0.32373562112945625	2.0	11.0	4.0	2.0	1.0	12.806118300290823	0.6135933499874783	0.48020468948137734	1.9062019605311382	0.005219498274651567	-1238.984541734095	-1194.594219825355	-1941.1063691588718	-41.58011003927731
2421000	0.331455326435651	-4648.866154378551	-282.0108812648213	-4366.85527311373	8.454224509646588	13.202586418428812	3.498674441998086	0.501757942091404	0.18785643871546803	0.10351988912890836	6.0	8.0	4.0	1.0	1.0	9.988398426103851	0.5729811689738399	0.5873346962435666	1.8396841347825876	0.004664892139658498	-1233.3753570313079	-1191.5911326031992	-1941.8887834792222	-44.06558478012377
2422000	0.25680883680535604	-4655.541582650276	-286.47319976929646	-4369.06838288098	8.327929906533905	33.28492478723397	10.003918571985993	1.9959105239896606	1.7989448453645633	0.39929604939938257	3.0	5.0	5.0	4.0	3.0	10.91127147705444	0.6208201782193506	0.5301227039911811	1.8490571177894624	0.00552758051184359	-1237.1338842450214	-1193.5714964556128	-1938.3630021803451	-41.61006390645104
2423000	0.7936052546625085	-4649.60550700147	-278.1785022891336	-4371.427004712336	8.308273581734552	15.98596437098902	4.088724711494791	2.32027225166769	0.2184839796388338	0.06748620936969375	5.0	6.0	5.0	3.0	1.0	7.941926128388975	0.6389230299102137	0.6941768214803878	1.6669001486093928	0.005563189521292631	-1238.2329164599894	-1194.8557112343024	-1938.3383770180444	-38.349242448659666
2424000	0.1661886924047209	-4644.207991678123	-278.9063374539814	-4365.301654224142	8.176547603592661	16.367401798027796	2.6920382378203387	1.1064934509263662	0.5976495174337042	0.22300775402051376	4.0	6.0	5.0	4.0	1.0	9.026246047967309	0.6847094943728916	0.5649322532613356	1.7503582523657666	0.005397474308602325	-1233.7420683163296	-1190.5841116618735	-1940.975474245939	-38.79159381595786
2425000	1.0387889073755205	-4658.131961194405	-279.91052015430773	-4378.2214410400975	8.193904685795593	20.6224113979141	5.679300034575335	4.539838815283313	0.6065655269863933	0.09443354527148995	2.0	6.0	5.0	3.0	4.0	11.243078457974525	0.6209258490780364	0.6971338481199897	1.6819403028019677	0.005610694513850083	-1237.6617159111734	-1198.382319581045	-1942.177405547879	-37.065668744682
2426000	0.702923915225028	-4666.387014857916	-283.32759792223226	-4383.059416935684	8.227642613150023	7.4951655469703615	13.184680766483877	1.8096752883246858	0.5678830080695272	0.6067667182916818	4.0	6.0	4.0	5.0	1.0	8.13290876532374	0.6751797834466611	0.4955614622627137	1.829258754290619	0.006144552811516262	-1242.3557369086116	-1195.413254798767	-1945.2904252283054	-41.059667965345966
2427000	0.2633110645626693	-4647.459406041674	-277.54909423040397	-4369.91031181127	8.164006010702497	10.378461610117451	3.355375392179547	0.6369524961849122	0.40806328619872656	0.23600521936350113	6.0	7.0	3.0	2.0	2.0	9.178925306480224	0.6097145186747057	0.5404737228439674	1.8498117584813207	0.005234221712973871	-1238.9935104174792	-1192.0923272422149	-1938.8244741515753	-38.79890281694484
2428000	0.07500572175882958	-4649.061916488509	-279.4167713578512	-4369.645145130658	8.190945199226364	17.416693573803006	2.467252255519446	1.0031753416615223	0.9578436571069305	0.6883040058905605	6.0	6.0	2.0	1.0	5.0	8.616614673244142	0.5405729352356429	0.6570927893434794	1.8023342754208715	0.005151868467387	-1235.1919871936225	-1194.260780450926	-1940.19237748611	-38.204841175241775
2429000	0.19207521295243168	-4656.8153243170245	-286.0668347166783	-4370.748489600346	8.341824339342745	46.54952836364101	2.1244929161754085	1.6669061246493981	1.0231395895152113	0.09946625771707965	6.0	5.0	3.0	5.0	1.0	8.616614673244142	0.535704915795833	0.5986037976191654	1.8656912865849957	0.004904075793157736	-1235.6645770982775	-1191.0237740490736	-1944.060138452995	-43.14495571212169
2430000	0.08549436656546416	-4660.9821760551695	-290.40930938242127	-4370.572866672748	8.361424554509968	22.4501478275207	7.86276245741902	7.470366059528894	1.0392256495615766	0.6677844771405183	7.0	5.0	1.0	5.0	2.0	7.715919475568878	0.46111214262990774	0.6153121462786739	1.9235757110914127	0.004779489170580308	-1237.9915372318358	-1189.2995077687192	-1943.281821672194	-45.69134373350664
2431000	0.02674394089153065	-4663.779119859523	-292.1687459164798	-4371.610373943044	8.312471821708966	11.57994314182119	8.277961281744666	6.496086900851866	6.1256122668810296	1.2991302637343543	6.0	5.0	1.0	1.0	7.0	8.027544600017807	0.7080425369260468	0.7079971152031559	1.5839603478707915	0.004799781818631373	-1232.150538950051	-1194.7842483627728	-1944.6755866302206	-46.47688396973398
2432000	0.5867851702296725	-4658.74130440676	-297.91923865343995	-4360.82206575332	9.534413309366235	19.06527222036473	10.120824950172938	4.321464119314762	10.429812308993531	1.7854084988418737	2.0	2.0	4.0	1.0	11.0	8.12314409938376	0.6494514895909133	0.6179254504100006	1.7326230599990802	0.004534407665216783	-1231.487095605381	-1190.9013619456637	-1938.433608202276	-50.00490513486668
2433000	0.317385265582689	-4667.5103489525845	-297.2218619682084	-4370.2884869843765	9.57805166157313	84.98458332044883	9.818748277450885	13.218447471312436	2.920180846455929	2.0006660484841485	1.0	2.0	3.0	5.0	9.0	8.23263089817755	0.5115619015776257	0.6179254504100006	1.8705126480123677	0.00426359087656074	-1240.7998475196105	-1193.2748870921134	-1936.2137523726526	-47.6649391348622
2434000	0.0586832926043761	-4667.3131635012805	-299.44544280870406	-4367.867720692577	10.372850706229395	20.480620839811944	17.152583700980568	2.379731879219888	3.1275656808624834	5.530639542064228	2.0	2.0	3.0	4.0	9.0	8.23263089817755	0.6362394706475406	0.6577686533314554	1.705991876020998	0.004113929167293255	-1236.5016259973677	-1193.1143036998342	-1938.2517909953754	-52.13163186359786
2435000	0.3324534043947285	-4666.068088305345	-297.63912750190536	-4368.42896080344	10.062018288871716	47.70913712489488	32.607895699328964	8.25492949839223	6.561303038166904	0.9221944165121844	1.0	1.0	5.0	4.0	9.0	9.353344737980542	0.7212896491583561	0.5798543386533014	1.6988560121883365	0.003861484389963661	-1233.8818266623407	-1191.4061135427016	-1943.1410205983975	-48.06606894182612
2436000	0.29742429056172437	-4667.701968978062	-300.7550377942789	-4366.946931183783	9.518945585262436	56.20743598993118	16.88074895227592	3.759760135782732	6.742173151391345	2.4820363004005426	2.0	4.0	2.0	6.0	6.0	8.757735626991277	0.5477953399577131	0.5366461873384676	1.9155584727038133	0.0038943680351461803	-1234.1293261403991	-1193.6124742486713	-1939.205130794712	-51.52514598666793
2437000	0.40839009959543304	-4659.697576413686	-291.7316344629127	-4367.965941950773	9.985409515369286	48.61652065910465	15.12986894760291	1.953371755784394	3.7666806397015216	1.1405546862029379	1.0	4.0	3.0	6.0	6.0	7.8131531547052235	0.6231112803020923	0.5228799898752939	1.8540087298226076	0.004394417388752072	-1233.3534808258346	-1194.2566620462098	-1940.355799078729	-44.265554496490005
