# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:42 BST 2015 [seed=1430153561734]
state	age(DUCK_HONGKONG_Y283_1997)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
149000	7.862800850311987	-4657.60652444374	-293.99273364766	-4363.61379079608	9.624929890940843	37.83436993129044	6.629464861449138	10.02547430665519	3.085092395609553	1.4650161776928954	1.0	2.0	8.0	2.0	7.0	9.370076577061168	0.595313957898879	0.5903899085827152	1.8142961335184027	0.004156035869379136	-1233.3515467949237	-1194.3661885308481	-1935.8960554703078	-46.436954100394075
150000	7.862800850311987	-4665.652048967135	-297.0406079616923	-4368.611441005442	9.816366026159681	42.04947744229184	10.65400324791426	4.532398860075168	2.915773127067818	1.3842918591150797	2.0	4.0	7.0	4.0	3.0	10.680391701210441	0.6774809992638711	0.5114625313789559	1.8110564693571698	0.0040043292995847685	-1235.9590347264127	-1195.7279507786398	-1936.9244555003895	-50.191809794131316
151000	7.862800850311987	-4656.943141071336	-297.506949045035	-4359.436192026301	10.49509537746727	202.32147726555294	14.45812285553083	4.151850428067013	7.770223784452247	1.5589376772667163	1.0	3.0	5.0	3.0	8.0	8.73381684533436	0.617078459666751	0.598272151700684	1.7846493886325614	0.0037467276114445816	-1233.0264082441845	-1192.3409779399667	-1934.0688058421495	-45.88564867165473
152000	7.862800850311987	-4668.0101902356055	-303.1602715813585	-4364.849918654247	11.057660536532778	99.2724581830041	18.75258779934259	2.8785787677593166	2.45834727079286	2.75721341765463	2.0	1.0	5.0	1.0	11.0	9.11271542877568	0.5354944561168056	0.6537013601231161	1.810804183760075	0.003173219795323548	-1234.0926808901368	-1192.5789038146818	-1938.1783339494277	-54.29024802134256
153000	8.033534954706012	-4677.674127724012	-312.3318302033738	-4365.342297520638	11.08973286673986	366.9737530391849	10.023343653639637	11.700406051349109	7.815224561341564	0.5303855044732719	1.0	8.0	2.0	7.0	2.0	8.425690156247585	0.5913936593312417	0.5872287518126555	1.8213775888560995	0.0033136618642059376	-1235.992667635923	-1195.1369898350822	-1934.2126400496325	-59.380401287879955
154000	8.033534954706012	-4674.105284584916	-304.4518294375285	-4369.653455147388	12.008021891495082	68.00224223599865	9.370586446842083	9.55390609916156	2.8147850069914617	0.9035886838530778	2.0	8.0	1.0	2.0	7.0	8.354107198758724	0.5825083422032472	0.6977658765225173	1.7197257812742324	0.002823214447914162	-1234.9038408401088	-1195.4896911240323	-1939.2599231832464	-56.32907577579152
155000	7.714337158878001	-4668.614283515385	-302.4486582127675	-4366.165625302618	11.753961004286602	28.725531117482042	8.070529693660882	5.875574281162859	2.921006964444906	1.857623970487921	5.0	4.0	1.0	2.0	8.0	9.781153621206021	0.6940514382942076	0.5328929637953668	1.7730555979104223	0.0031838140235376446	-1230.711300482713	-1196.29507224589	-1939.1592525740143	-56.12108863308239
156000	7.714337158878001	-4672.449034157269	-304.66356887379254	-4367.785465283477	11.24308469739674	34.35584962081899	9.880637316439886	5.493620091021693	8.4557763065475	1.8586091460180891	7.0	1.0	3.0	2.0	7.0	10.58836761479176	0.5642967118353005	0.6079921109333032	1.827711177231393	0.0032538876148983952	-1236.6003255782	-1194.402676536411	-1936.7824631688654	-56.24014641791714
157000	7.775952207198722	-4670.778206535846	-310.03492335973385	-4360.7432831761125	11.788714254773698	26.332924952550094	25.383399617994193	8.52865374213302	7.047797152870319	9.30511426857555	1.0	3.0	6.0	1.0	9.0	8.025508548231068	0.6066544087573977	0.6106252642327309	1.7827203270098677	0.0033046772291546846	-1233.0769580046099	-1194.5426036053052	-1933.1237215661977	-60.375318200338576
158000	7.765316765803867	-4663.545386970691	-295.7863716117474	-4367.7590153589435	10.074257910420801	66.29425929380146	45.57196769454194	5.20169995016499	1.0328778956246396	1.4909668121680113	1.0	1.0	9.0	2.0	7.0	9.664366727027156	0.6750036765284484	0.66919554281744	1.6558007806541077	0.003866700027759986	-1236.839317949524	-1194.8644733244732	-1936.0552240849468	-46.92694802950721
159000	7.765316765803867	-4671.1251257304875	-296.27703811046445	-4374.848087620023	9.528997323701692	112.40273408472166	49.588565623264536	4.059758286478438	2.5248360471440208	0.440477217975953	1.0	2.0	12.0	3.0	2.0	8.209078582638769	0.7966129017407058	0.4528333333157536	1.7505537649435365	0.004062688165647139	-1238.5852317337938	-1197.775104855868	-1938.4877510303613	-46.9186386670864
160000	7.99410891697107	-4661.156224274733	-294.1379578278231	-4367.01826644691	10.7365136778706	71.7604146887015	8.985442722047335	3.7664450194287835	1.416808829558702	1.4171096852072846	2.0	2.0	9.0	1.0	6.0	8.209078582638769	0.6628308426597304	0.526457181343738	1.8107119759965273	0.003550426871581058	-1237.0968549086792	-1194.5995587892291	-1935.3218527490014	-47.436632639389
161000	7.993015399638706	-4661.74383592384	-299.15480983660495	-4362.589026087236	10.481168922301114	57.07838779863013	5.640743862167033	1.774466626818176	1.0432665158161853	1.7436448037860481	4.0	3.0	8.0	2.0	3.0	8.177636224582573	0.6360085944690024	0.5566178610862214	1.807373544444772	0.0032766407582199225	-1235.2837383701813	-1194.661480754935	-1932.6438069621195	-53.687504493569115
162000	7.993015399638706	-4656.311464347945	-292.1028434518075	-4364.208620896137	11.159501823456724	24.309639712277104	0.8570469925780644	2.498505406043253	2.40603609571809	0.6630979831378853	4.0	2.0	10.0	2.0	2.0	8.793190040827328	0.5530869915953752	0.5269303377440423	1.9199826706605783	0.003621144030984087	-1234.969091119689	-1195.6163095148424	-1933.623220261606	-47.46010755094616
163000	7.9612302347521435	-4661.332035084471	-290.7030317475829	-4370.629003336888	9.983408245163854	44.43695194057402	8.132821280355975	2.7818117376152167	1.2321993819699233	1.6052158392106906	3.0	1.0	12.0	1.0	3.0	7.2515065721750425	0.5362482805279353	0.6834071502438053	1.7803445692282551	0.004037317797151002	-1234.0500235425725	-1197.7320166887257	-1938.8469631055893	-45.27661993415845
164000	7.896913792257186	-4666.237981640406	-296.15498834698	-4370.082993293427	10.38355186339712	104.1976724152453	29.225265802763783	3.8444104663882936	1.7324494342534802	1.5895531764562734	2.0	2.0	9.0	3.0	4.0	6.639042029460114	0.6601316692940078	0.530724353157657	1.809143977548331	0.004004891970946977	-1235.9394050431451	-1194.1488001547139	-1939.9947880955679	-47.659559603791166
165000	7.631008846401038	-4663.357565399359	-295.7670766746012	-4367.590488724758	10.343416774857848	46.86644241253206	10.990128612560184	3.1748958457842473	0.4863056295328786	1.092752268912001	4.0	2.0	10.0	3.0	1.0	11.49187914877778	0.6116930118030278	0.5003965253501513	1.8879104628468164	0.003779700560891745	-1237.159967975935	-1197.9568408935231	-1932.4736798553	-49.61736308150957
166000	7.754674913287193	-4658.327144277558	-292.51037896327796	-4365.81676531428	9.5604797714233	30.998044667550754	5.144209186070699	5.094681962393688	0.8858407962648404	0.5191215853349412	1.0	4.0	9.0	3.0	3.0	7.751571631113161	0.7032433071761537	0.5586152975455771	1.7381413952782643	0.003967096807107844	-1232.9391229367136	-1193.1828623138738	-1939.6947800636924	-48.27505310125143
167000	7.945920128789313	-4661.9874125497145	-289.00133727741706	-4372.986075272297	8.826549046070781	26.85148177817884	25.396971603854645	3.0316482574438295	1.3677611660721187	0.30008407674012993	3.0	1.0	12.0	1.0	3.0	6.515568886436482	0.5905696726900617	0.6022043840898068	1.8072259432201263	0.004144126098826419	-1237.412786436771	-1193.2877366768325	-1942.2855521586937	-43.89531916734498
168000	7.945920128789313	-4659.918525329041	-291.2701041959078	-4368.648421133133	10.459700896568254	66.04232305523783	3.512331288365457	2.66597944872656	1.1402280531352695	1.4641233931720181	3.0	1.0	8.0	6.0	2.0	7.920596831575155	0.546198006676313	0.5270878624964046	1.9267141308272773	0.003898611619091725	-1236.5861719370114	-1196.8439083781134	-1935.2183408180078	-45.66948210639022
169000	7.945920128789313	-4658.269907454562	-291.1275517783811	-4367.14235567618	9.750924641297505	35.746093314082636	9.498735959313615	2.369940945539706	1.5463790052845783	0.4584865411498345	2.0	5.0	5.0	5.0	3.0	9.231732994153518	0.546198006676313	0.5995095231115086	1.8542924702121732	0.004417729132435689	-1236.5887745871557	-1194.7708685572206	-1935.782712531803	-46.479358007685484
170000	7.945920128789313	-4659.803040165962	-290.7774062342319	-4369.025633931729	9.189321548327268	28.565269517236395	14.7836417569661	1.1511229255638107	2.938072237298105	1.2147072928768712	2.0	2.0	5.0	3.0	8.0	10.316764920308097	0.7287139654727461	0.5019561890704209	1.7693298454568278	0.004884495074537772	-1235.7902017270972	-1194.668242343916	-1938.5671898607156	-44.007536913224556
171000	7.945920128789313	-4666.51013839607	-300.2299301710127	-4366.280208225057	9.140204857577402	284.80798768477695	13.66526488413515	7.593092241216004	2.9459952272943357	1.5109313548022252	1.0	6.0	4.0	1.0	8.0	10.039307428531082	0.5708163152827742	0.5726988494221419	1.856484835295079	0.004494089159029229	-1228.9376366121246	-1193.5600649227063	-1943.7825066902267	-49.13424976723595
172000	7.964084380290656	-4656.07015844342	-293.91920338500614	-4362.150955058414	9.38612636285037	84.02740397864723	12.911344880294598	3.9707581917266945	3.039878235906173	1.1375441101691812	1.0	1.0	9.0	3.0	6.0	9.552178027263373	0.5461958476288769	0.5606603173305635	1.8931438350405545	0.004393353618702004	-1231.9018427869912	-1188.8792183531848	-1941.3698939182384	-45.89178810518116
173000	7.812433305419906	-4667.2190841905185	-300.7083988759797	-4366.510685314539	8.90325319586118	232.9127731454154	22.77551878826941	12.794563866390744	2.8024137629699974	0.7726868360539553	2.0	1.0	8.0	5.0	4.0	8.334743449729979	0.7268586075469625	0.4579225235471765	1.8152188689058564	0.004033299550847163	-1233.3899859013138	-1191.0521542844679	-1942.0685451287577	-49.56863371157211
174000	7.812433305419906	-4667.701036465957	-297.32751316172534	-4370.373523304232	9.842596073143579	88.41363834963613	9.786999797228484	9.261836933420046	1.5512220369453542	1.204411362429786	1.0	5.0	6.0	7.0	1.0	9.873056107236211	0.47230060251659267	0.5142290022360191	2.0134703952473836	0.004241776813858235	-1235.3025834130947	-1193.967361613511	-1941.1035782776257	-48.86819239954704
175000	7.895720380378604	-4671.051041498764	-305.6794050511192	-4365.371636447645	9.454476898198438	243.84897421788466	10.68399871578727	2.8997900163101833	1.974166523132371	0.1813706534929527	1.0	4.0	3.0	10.0	2.0	8.775175287787965	0.6197814293916741	0.6354992600378118	1.7447193105705094	0.004118493439119118	-1233.724857326785	-1194.3793678663976	-1937.2674112544626	-57.0544423755876
