# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:14 BST 2015 [seed=1430153533173]
state	age(CHICKEN_HEBEI_326_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
2290000	0.10530463529523482	-4667.625700746321	-300.7224847160046	-4366.903216030317	11.283970963568391	23.321433540464547	10.04039828926197	9.059260974033732	5.787050688476939	0.7282262116804358	5.0	1.0	3.0	5.0	6.0	6.725929030700873	0.6150418728279405	0.6327220477262028	1.7522360794458456	0.003370558781451105	-1235.145899940307	-1195.8761907991818	-1935.8811252908283	-53.89579257974567
2291000	0.07765536245498672	-4663.837982977014	-301.2378017218415	-4362.600181255172	11.138312004123645	38.57975931683164	20.237026078524416	4.676306322956325	2.238516530967559	1.9890690592671256	4.0	1.0	5.0	4.0	6.0	6.725929030700873	0.664384825974587	0.5243198358895552	1.8112953381358468	0.0033109074972734786	-1233.4863198670694	-1192.3077616798487	-1936.8060997082541	-54.289144858520814
2292000	0.04329156063184883	-4667.917113018395	-301.2798252531973	-4366.6372877651975	10.51627987328743	26.00321221146488	11.587696901298754	7.3285825555884925	2.376063901220721	1.3296329173747146	1.0	4.0	6.0	6.0	3.0	9.624344263700815	0.6719379130271546	0.5167667488369877	1.8112953381358468	0.0038698722279362874	-1236.467008683256	-1191.0132837553065	-1939.1569953266348	-54.971524461217214
2293000	0.23689569328527144	-4658.213006488808	-294.08970594089794	-4364.12330054791	9.68232688603051	20.66974520210405	5.861502198805825	5.515160041848507	4.061384618689491	0.7209882122632792	4.0	1.0	2.0	7.0	6.0	9.91626574010738	0.5803938784866233	0.5294538566316034	1.8901522648817626	0.0039495043819879555	-1233.0526088067704	-1192.3535562186544	-1938.7171355224846	-48.463829842481914
2294000	0.013429025766494074	-4665.896796775917	-297.3438103061943	-4368.552986469723	10.605566592352028	43.07679706641053	6.050774494168742	7.729186468663404	5.997911708929017	1.6095861647873466	5.0	3.0	1.0	2.0	9.0	8.008541763494197	0.5699755935153374	0.6990364387301539	1.7309879677544977	0.003952058350549471	-1232.0623300766513	-1196.6725838249395	-1939.8180725681323	-49.38000336890171
2295000	0.522561891363098	-4657.877266917243	-291.2379311930679	-4366.639335724175	9.566035563305862	12.550700253069806	3.5076244766399505	8.653943623869678	2.472173642826513	0.6922351834130138	4.0	4.0	2.0	4.0	6.0	8.271977397687905	0.6367620179423699	0.6472162711636977	1.7160217108939213	0.004039838573739187	-1233.224848039984	-1194.3806071782797	-1939.0338805059116	-46.1766053738932
2296000	0.4517975933113165	-4662.751552252945	-295.3884248153112	-4367.363127437634	9.320609012584127	36.99492433245968	9.421838889800982	5.750424602398024	2.0233220288075344	0.6665078921793939	2.0	8.0	1.0	4.0	5.0	8.256166588392414	0.7108850834858794	0.6513923987234067	1.637722517790703	0.003961080380544726	-1236.4044644985352	-1191.8843663500845	-1939.074296589014	-49.55407164782457
2297000	0.4435095925053323	-4660.000740267883	-297.78322387631556	-4362.217516391567	10.873262454820534	32.618854199279625	5.283870693354467	4.15844112498073	1.8791190465012786	1.484931005718346	4.0	6.0	3.0	1.0	6.0	10.40543754400618	0.6638599033229263	0.5734106473522643	1.7627294493247987	0.0034586674719223496	-1235.484161482493	-1192.3720326271107	-1934.3613222819638	-52.30090016583537
2298000	0.5804962387733175	-4670.3752734175405	-297.9996200255158	-4372.375653392025	11.690223541711493	18.67495088452559	7.057253254090887	3.7150177045920567	1.6101713114029512	1.3552603962300125	5.0	7.0	1.0	3.0	4.0	9.591906616102971	0.4693754329776993	0.5855742114442812	1.9450503555780088	0.0031271837806608185	-1238.5976297278905	-1196.5503000352462	-1937.227723628888	-53.70362486748234
2299000	0.41784262076510803	-4664.705479401292	-300.5025127461928	-4364.202966655099	10.457670894589079	35.112141637575796	6.551676537451907	8.005264035655468	4.88841478811248	1.6034552779308167	5.0	6.0	2.0	1.0	6.0	10.333135832357762	0.6174643308470861	0.5235637423060645	1.8589719268468388	0.0036343993410549178	-1235.0961418846234	-1191.950000207183	-1937.156824563292	-52.89774607995033
2300000	0.3720000172871061	-4669.8556577591835	-300.049167072337	-4369.806490686847	10.944976341798514	37.76681986782144	8.005662321565458	6.119050563354822	5.76739657177513	1.4894294097335778	5.0	3.0	2.0	2.0	8.0	8.348688965340092	0.658408005482987	0.5422491501139088	1.7993428444030932	0.0034291206206148637	-1232.8039526890134	-1194.0695631231808	-1942.9329748746525	-52.584817021507995
2301000	0.27935291137046603	-4668.686715070392	-303.98104976750517	-4364.705665302887	10.936408825588552	13.793055896424724	21.059033573418546	6.661358481050018	4.146884420362205	1.6847232764511961	2.0	3.0	6.0	2.0	7.0	8.647029570631636	0.625538193942531	0.5454412534881408	1.8290205525693173	0.0030975993997643873	-1230.842746139928	-1191.714693487059	-1942.1482256758993	-57.07908941606959
2302000	0.021073116686515625	-4672.477613056581	-304.553898567753	-4367.9237144888275	10.511385503404336	79.96897891854262	14.224186048798268	13.980591465594536	7.787878014877726	1.20159931320026	1.0	2.0	4.0	6.0	7.0	9.578728615115203	0.6459901459856022	0.52098374342328	1.8330261105911068	0.0030675794995389466	-1231.4387340010649	-1190.5601633375807	-1945.9248171501824	-54.05529843136478
2303000	0.008957137994690556	-4683.052123921241	-317.79459474344924	-4365.257529177792	13.069068250417308	106.11145519683286	5.717146751581624	38.43032890499979	30.776520772085092	2.983557889256274	1.0	4.0	6.0	1.0	8.0	10.033332861682872	0.6234495590297563	0.5895771649966302	1.7869732759736023	0.002427960196075543	-1231.0743909015	-1192.0039578383235	-1942.1791804379684	-59.40852094064955
2304000	0.008957137994690556	-4680.764148839765	-303.0852194401779	-4377.678929399587	12.880643323463962	57.61908624936929	15.164776781736059	4.272830013579274	2.783402834185969	2.2864889984276373	1.0	5.0	5.0	1.0	8.0	9.463810330493411	0.5813660302723584	0.5428554566020293	1.875778513125601	0.0028641896960584397	-1238.3995979244476	-1200.998958811032	-1938.2803726641077	-55.25875938388015
2305000	0.10733387600987396	-4677.618625434815	-309.81043879239377	-4367.808186642421	12.48013151186463	54.66420647394312	22.237441342458116	12.852211683449978	4.641725878199682	2.8174015408863	2.0	1.0	3.0	5.0	9.0	8.23002720111919	0.6056615582957964	0.6346201445607711	1.7597182971434215	0.0026016062431237067	-1235.519078145371	-1191.7410386664244	-1940.5480698306258	-60.298453361279144
2306000	0.1517404498954614	-4676.584239051279	-309.1343533262562	-4367.449885725023	13.73555505160969	55.116502293470546	17.49719840848481	12.321416092047029	11.615808690006247	2.1716679253267617	3.0	1.0	7.0	1.0	8.0	11.075931787961292	0.7105424300288488	0.5053801216255783	1.784077448345562	0.0026631973864251813	-1232.302498996171	-1195.02664704202	-1940.1207396868324	-58.475081279928084
2307000	0.626825310520994	-4675.367711557231	-307.51642458184307	-4367.851286975388	11.430336199211782	23.763399164448707	36.45834923426573	5.936962154244809	4.188668736755176	1.770438425717008	7.0	1.0	3.0	2.0	7.0	9.208372417967311	0.615049184392775	0.5067191391337189	1.8782316764734952	0.0028079449063430446	-1233.719261922668	-1195.9816745787537	-1938.1503504739658	-59.06649569881054
2308000	0.07713821269922955	-4675.128993642708	-304.57986893181953	-4370.5491247108885	11.345695954305558	39.5859563930552	13.02739790675238	5.151938482452422	3.08887888205791	2.7051626857938516	4.0	3.0	8.0	3.0	2.0	9.208372417967311	0.7047064668695724	0.4780837492080735	1.8172097839223433	0.0031971187865447045	-1236.2641009908018	-1196.0342084651813	-1938.2508152549055	-57.21016929668325
2309000	0.4404948657161339	-4677.311540727386	-306.25342513305674	-4371.058115594329	11.490374693254545	133.33929777877557	44.6110187440038	2.8683747019300094	1.2535667975303393	1.1107384459435905	4.0	2.0	7.0	4.0	3.0	8.818231238756736	0.4269391114197096	0.6670467849594769	1.9060141036208027	0.0029890777484504333	-1238.491698490701	-1197.2233761687537	-1935.3430409348744	-57.23262326210724
2310000	0.24758957259244196	-4674.039552316539	-304.89207697730586	-4369.147475339233	12.886615142601244	48.78246748942714	17.477369956277485	10.184779362070785	1.6023799834922274	0.8802483194680761	1.0	5.0	6.0	2.0	6.0	11.090091335876888	0.6636814754194391	0.5038310239313579	1.832487500649192	0.002861334041255581	-1233.887881228831	-1197.1462772007346	-1938.1133169096674	-57.15180097174581
2311000	0.10213059953359743	-4678.174369728816	-306.37432629612056	-4371.800043432695	12.300739936255145	39.810724929082355	7.832887839998394	5.717359822147289	0.8169102553810472	3.731503393770241	5.0	3.0	6.0	3.0	3.0	9.542096419665299	0.6607960988970972	0.6319933548731245	1.707210546229767	0.0030194771688623638	-1239.8050344889414	-1199.8867698665717	-1932.1082390771815	-57.254840494844885
2312000	0.3711111703853045	-4670.8723436090895	-304.9309337691277	-4365.941409839962	12.611615767807205	90.59198432841097	27.78822957859663	4.728712166349423	2.904289080016694	1.4626052523026494	2.0	1.0	15.0	1.0	1.0	7.045551082423645	0.5642296011531588	0.5252487757809864	1.9105216230658437	0.002911125933609509	-1235.84100746134	-1192.2104334857063	-1937.889968892916	-56.16814882332019
2313000	0.3711111703853045	-4671.452025461666	-297.9913229628284	-4373.460702498838	9.820360032967594	30.824420780577466	27.94936444631903	5.618410093704331	2.967459320411729	0.45002731575499816	1.0	2.0	10.0	2.0	5.0	10.089652180667414	0.5125593031504542	0.5786212577298179	1.9088194391197169	0.003179604510596611	-1234.5495802653643	-1191.3984819536145	-1947.5126402798592	-50.63296928891223
2314000	0.3711111703853045	-4678.1637326107175	-304.6460879696603	-4373.517644641057	11.251106527431887	64.70298066092712	35.636252386023116	8.198592285606917	2.399699170620847	2.6771275738625	1.0	3.0	6.0	1.0	9.0	10.089652180667414	0.5127193276253194	0.5654540439475341	1.9218266284271355	0.003429747909204448	-1235.6795839678023	-1191.7215924436607	-1946.1164682295941	-54.99464828787963
2315000	0.8246448184495561	-4666.777928006939	-299.15428833106506	-4367.623639675874	10.953976392136948	42.343795575763714	9.397377010204071	4.028530656490598	1.962321556159007	0.6079216309190215	4.0	6.0	3.0	3.0	4.0	8.119790941287924	0.6218153094885742	0.553093789579764	1.8250909009316507	0.003242673548836574	-1235.7119175108426	-1189.8517093126718	-1942.0600128523593	-53.55434992702774
2316000	0.07391972216153209	-4669.639764820519	-299.6584080811565	-4369.981356739363	11.263507910909865	49.00159559330535	6.1886231439299655	4.813050061706127	1.2366935850061276	2.656926503895519	4.0	4.0	5.0	6.0	1.0	7.976021277395325	0.6406758926676162	0.42101334879516883	1.938310758537204	0.0033282188473516324	-1235.8882304939839	-1199.3095074927148	-1934.783618752664	-52.6238913128133
2317000	0.3573732974018429	-4671.400410356286	-297.3983712282693	-4374.002039128016	11.439963170293655	56.33491350981019	6.29606862372662	2.8948020686409723	0.6155492319018041	0.8183278781035732	2.0	6.0	6.0	5.0	1.0	9.817949844422134	0.5478711994807146	0.512505244364718	1.9396235561545563	0.0030215744890935447	-1241.502142962785	-1193.296265462365	-1939.2036307028652	-52.261811479307234
2318000	0.6591690152457789	-4673.022627642238	-303.731789191885	-4369.2908384503535	12.329217459071463	117.6098898745814	6.041606550111148	8.499924110603814	1.9668010818324	1.4791306489183071	3.0	8.0	3.0	5.0	1.0	9.817949844422134	0.6082606748642527	0.5811650738211122	1.8105742513146241	0.0026315667770478047	-1235.1971731690642	-1192.0189433136507	-1942.0747219676384	-54.59747846934579
2319000	0.650087244916467	-4669.473557448098	-298.5527085189938	-4370.920848929104	11.552500180502527	33.87533035667568	5.692422119579984	4.794486466280439	3.2522377949782677	1.701398899338746	4.0	4.0	4.0	4.0	4.0	8.66533201253451	0.6656123227608858	0.6068830434040092	1.727504633835094	0.0029893456828066836	-1236.340482001166	-1192.3910284249794	-1942.189338502959	-52.39177525844719
2320000	0.04215885329512661	-4672.7560902996975	-304.6668406776531	-4368.089249622044	12.894350839738603	74.07387767192564	15.91101252633131	2.418092109748157	5.8870047972221835	1.0826786570965234	3.0	3.0	3.0	3.0	8.0	8.66533201253451	0.6137546724981994	0.5596324214323847	1.8266129060694045	0.0027987831476489204	-1234.2272515437874	-1196.1095614286207	-1937.7524366496361	-55.23088642396108
2321000	0.04215885329512661	-4683.42190332088	-311.4296518861003	-4371.99225143478	11.824609644429795	46.54435723804181	36.696094237256546	14.429612989014862	1.5395363054783473	4.163791100368178	4.0	1.0	5.0	2.0	8.0	8.66533201253451	0.5880585224599262	0.5445328124653379	1.8674086650747241	0.003307822687186947	-1233.4903901663827	-1193.6547994861005	-1944.8470617822973	-60.63466845777512
2322000	0.01994286210067424	-4680.433948761609	-313.0721182454603	-4367.361830516149	12.930151809747882	93.64786381084826	30.659538083654233	15.029560480238244	13.905794530109745	5.420428728624695	1.0	1.0	5.0	3.0	10.0	10.144554060271975	0.5028748354354395	0.6445084352455572	1.8526167293189917	0.0024611205877984	-1236.9685765248419	-1192.9985159417165	-1937.3947380495902	-60.51969420903843
2323000	0.3636180858209591	-4682.418602522921	-317.04444190155175	-4365.374160621369	12.332882874900557	224.28894557987994	35.90252569444011	7.214042267522245	19.635888059765506	8.708518769923122	1.0	2.0	7.0	3.0	7.0	8.583772830458008	0.6316650768798001	0.5872472462396888	1.7810876768804997	0.003034716408892773	-1233.556836447356	-1193.177490453919	-1938.6398337200935	-61.74958774069063
2324000	0.16990005168843525	-4672.529694179217	-308.8040872151306	-4363.725606964086	12.057490677831236	120.93470410456642	37.59699164509431	14.107264336118346	4.027562354351049	1.7089402014454762	2.0	3.0	6.0	2.0	7.0	11.375154989941944	0.6198929437475171	0.5431316103025422	1.8369754459499292	0.0028369053829366496	-1231.1039340552682	-1191.4801673989682	-1941.14150550985	-57.46095272007392
2325000	0.45999409055280815	-4671.858505266742	-305.6691587967542	-4366.189346469988	11.011743632659453	42.5969834496366	8.749593609680463	3.5420860418292297	2.234506285863024	3.1635463092511027	4.0	5.0	5.0	1.0	5.0	10.817487818599776	0.6789066265366294	0.5261151071748472	1.7949782662885119	0.003413956600286729	-1232.280823159553	-1191.3557401705798	-1942.552783139855	-58.63132803180722
2326000	0.4595334927832693	-4679.089614439769	-311.7195410477623	-4367.370073392007	10.729501588061956	73.18051212245597	4.392369698280759	7.042911683640764	7.478004063835536	2.066295835913676	5.0	3.0	4.0	5.0	3.0	7.899860292469737	0.5568941139461462	0.6742947744033567	1.7688111116504854	0.0032552179929009957	-1234.3146928246467	-1192.2378939904477	-1940.8174865769129	-62.36291465072828
2327000	0.40982179524229867	-4671.067156233874	-306.4642898929601	-4364.602866340914	11.360838820220927	156.82444240517617	16.245737683797948	17.930608506331577	6.721613425029216	2.0204767291408388	1.0	1.0	2.0	8.0	8.0	9.029392421219047	0.5542964780824	0.4997431821769741	1.945960339740614	0.003268392900827334	-1231.7345581420498	-1188.4308998135778	-1944.4374083852865	-54.43260797490722
2328000	1.0114855860014411	-4667.931241324675	-298.4702727785945	-4369.460968546081	10.93260150200227	37.77363401933364	16.541381408989658	3.4435934072581045	2.9615534332463263	1.164214853653465	2.0	3.0	1.0	8.0	6.0	9.105457918843571	0.7921664655340446	0.5121672014346422	1.6956663330313013	0.003443587754028701	-1235.6972385439071	-1192.1995428151872	-1941.5641871869868	-51.71235561800424
2329000	0.1315181417362909	-4661.459796084436	-294.7096248582898	-4366.7501712261455	10.870553176046869	39.03965900688294	5.377581186995736	2.414122549033649	3.0745907294082535	1.1307427698143862	2.0	3.0	2.0	9.0	4.0	9.221994228625912	0.6604052604839807	0.49109775340688244	1.848496986109125	0.0034893423763878535	-1236.989899320223	-1194.703007059605	-1935.0572648463176	-48.985596347810876
2330000	0.1315181417362909	-4669.344583773566	-301.620838076268	-4367.723745697298	10.40757972741604	79.55483218720933	11.620202881200514	7.377031309772406	5.103965454698116	2.5426156118313274	2.0	7.0	4.0	2.0	5.0	8.94420499037804	0.6520285442091698	0.6150010479148963	1.7329704078759218	0.0038285640706626966	-1233.993631797622	-1189.041919862589	-1944.6881940370868	-52.36634773459442
2331000	0.06271662799941544	-4666.129828498608	-302.60689476051914	-4363.522933738089	10.245108568758184	194.6392997742439	6.386303578650771	5.210373414626409	2.351309246865042	2.050595887143618	2.0	9.0	3.0	2.0	4.0	9.002942714330391	0.7003979254583179	0.4810370921668553	1.818564982374815	0.0034977557015742323	-1233.2643725661671	-1190.0461259629417	-1940.2124352089797	-53.076697755834964
2332000	0.2401498950086349	-4671.881688915994	-301.5111139543116	-4370.370574961683	11.583028324038143	57.61056047108245	8.577498449544994	8.669139612775329	3.3071214877274806	1.0199483745191684	1.0	5.0	6.0	6.0	2.0	8.063368156593873	0.7086855063374531	0.47649018918094477	1.8148243044815902	0.002925590372093045	-1236.3515808350594	-1189.7881007830972	-1944.2308933435258	-53.70340817494314
2333000	1.008624535509236	-4671.82357403016	-304.315657582518	-4367.507916447642	10.916038773034288	36.05534491668649	7.617183494994193	3.183041707680077	2.912599900948969	0.9303671004746183	5.0	9.0	1.0	4.0	1.0	9.493352355838747	0.5143380500286249	0.6615821891746654	1.8240797607966974	0.003168701809755271	-1234.0753182135359	-1192.0621580833629	-1941.370440150743	-58.515551023090616
2334000	1.2733240501841416	-4675.909902934927	-306.45079628790864	-4369.459106647018	13.00238146610308	60.92872185247347	9.223243505629295	12.988048494645431	1.3447980574215925	2.165903132774715	2.0	8.0	5.0	2.0	3.0	10.14255736607682	0.5500140865199086	0.5845142062386979	1.8654717072413813	0.003210755283235715	-1234.992310298242	-1192.8103319168251	-1941.6564644319517	-57.30045305654941
2335000	0.018612100675650167	-4674.121354014701	-303.3748982898514	-4370.7464557248495	11.145262903003164	49.31162239503558	19.669602798162096	9.200224440564865	1.8466662162507952	1.8201012596647854	3.0	7.0	1.0	5.0	4.0	6.710082676419556	0.6351678522113563	0.5229630341947228	1.8418691135939087	0.0033767648011519026	-1232.4623249338283	-1194.1456499363917	-1944.13848085463	-55.55181759563864
2336000	0.5863044393188304	-4674.637594525605	-308.2730460158548	-4366.36454850975	10.98983124636248	32.345148828059166	16.411773319055463	9.275874381430434	2.1067266742893174	7.325089863268814	3.0	7.0	1.0	7.0	2.0	7.4344324831101165	0.6356439094808284	0.5791728386547121	1.7851832518644473	0.003066081801050883	-1234.6638272309517	-1188.208709027042	-1943.492012251757	-58.508224064336126
2337000	0.04450441356052812	-4669.021517856446	-302.9036219201587	-4366.117895936287	11.13240000242071	35.136952082959844	12.48258772782001	6.0263741153965	3.5353614311576256	1.7209471672259797	2.0	8.0	1.0	6.0	3.0	7.9048420976591185	0.6329629637299441	0.5791728386547121	1.7878641976153316	0.0033235956591030403	-1235.6668051773872	-1194.3069053860656	-1936.144185372834	-55.96436767728674
2338000	0.1713887127444376	-4668.633242748349	-306.88309717812024	-4361.7501455702295	10.744376249461462	252.6847904453599	26.197471387832707	7.9962677871664996	2.209892895241182	1.3633127326543613	2.0	6.0	4.0	1.0	7.0	8.693428176606913	0.5725062231963995	0.5749779960075951	1.8525157807959933	0.003701961482349433	-1233.3223313205704	-1192.9750435008605	-1935.4527707487985	-55.957966983558784
2339000	0.3454003250462741	-4666.170454699229	-306.6537991309982	-4359.516655568231	11.334204040217251	35.794328349355716	26.60031134960411	13.171447180968562	3.082322062465005	1.5512145305916665	3.0	2.0	9.0	3.0	3.0	9.227530416038185	0.5921798177899937	0.5566373503923905	1.8511828318176033	0.003166810431695752	-1233.4867623984903	-1192.4887419802697	-1933.541151189471	-58.057280235764274
2340000	0.3454003250462741	-4666.026726116803	-299.0889129714068	-4366.937813145396	10.327266444511068	30.490772729119524	21.51866754434477	6.508494585402921	1.5241910918438109	0.7313569979375384	2.0	1.0	13.0	3.0	1.0	9.679762704601895	0.5441402487854086	0.5566373503923905	1.8992224008221885	0.0034630070155749304	-1236.2774940937647	-1189.7267905697204	-1940.9335284819106	-52.63980580962762
2341000	0.2943642415289752	-4668.468024587876	-303.26840711760764	-4365.199617470269	11.019506369212188	28.523304707439728	45.140553479470825	3.8903778083591503	2.4298326579353664	0.5348753396626409	2.0	3.0	8.0	3.0	4.0	10.469340549815223	0.5953707210615232	0.5885708766963571	1.8160584022421074	0.003399467806968158	-1233.512093156637	-1189.987404603634	-1941.7001197099983	-55.39042207671188
2342000	0.2943642415289752	-4663.105913365281	-301.7452035044853	-4361.360709860795	10.79079835317105	44.42813588821669	71.48578823904731	3.531118617133142	2.414944612224366	1.0996157464354668	1.0	3.0	6.0	3.0	7.0	10.60191138760194	0.5937694423500731	0.5901721554078072	1.8160584022421074	0.003254252702174206	-1231.4472389928296	-1191.864620107496	-1938.0488507604691	-52.327466069461956
2343000	0.27948988341930947	-4662.954591409324	-301.7107867338818	-4361.243804675442	11.450837081533425	27.032947259260677	26.287225435278092	6.275349760964269	2.3995493799953156	0.8255599783695088	3.0	3.0	6.0	2.0	6.0	8.65302501212984	0.6704639597906248	0.5656358007066677	1.763900239502695	0.0031311027407329383	-1229.8863103158749	-1191.9470607203912	-1939.4104336391767	-54.78170074061753
2344000	0.2846848633192254	-4664.125690036978	-298.8886577032938	-4365.2370323336845	10.717442988178401	39.42084003727262	5.051552372613954	3.9890506584326832	1.2154104391687548	1.4214811344789007	2.0	11.0	1.0	2.0	4.0	7.93753770593319	0.6295610017833841	0.5893860928194183	1.781052905397185	0.0036409468653411125	-1232.8399136895787	-1190.3967406061286	-1942.0003780379775	-53.61957800677649
2345000	0.730956696294518	-4659.251744083848	-295.2956606245342	-4363.956083459314	10.330742579844333	68.86442345289625	6.318348321495043	0.7886859748526235	0.8496036476767572	2.2843347385926056	3.0	10.0	1.0	5.0	1.0	8.565318031754593	0.6786495306294723	0.5413510322968087	1.7799994370737067	0.003378281208100535	-1235.565238321135	-1189.045304829914	-1939.3455403082655	-48.99954414609091
2346000	0.6549362373297305	-4676.761267441609	-305.05475792331214	-4371.706509518296	10.505804731180133	84.07524747835798	6.3764534397196035	3.0850717235287997	7.005005767512746	1.671995221635748	3.0	4.0	1.0	9.0	3.0	7.413421172280718	0.6147466104948099	0.5808298647302413	1.8044235247749365	0.002980495696612655	-1235.5163170639548	-1191.9069891622246	-1944.283203292117	-55.9347561353342
2347000	0.4570768054183907	-4669.551004733921	-301.86828162312037	-4367.682723110801	11.860777547906109	58.05790900972554	46.309193543998056	4.6128636772412595	3.4502011276946183	1.4556203238725576	1.0	2.0	6.0	5.0	6.0	9.950136028810922	0.6147466104948099	0.6422051793214361	1.7430482101837417	0.0030698572705689917	-1236.983073598492	-1193.7744616268249	-1936.9251878854839	-52.519587787312986
2348000	0.8323034730782772	-4664.602652040478	-297.9827823086822	-4366.619869731795	10.670628758440536	28.716988824975616	29.504775426812486	4.198173611517226	3.085794377952582	0.8498994659614573	1.0	2.0	8.0	3.0	6.0	10.464959707985694	0.6267427308482807	0.6750877797422606	1.6981694894094468	0.0036813634678377755	-1232.583768429502	-1195.474258028593	-1938.5618432737003	-50.535075370267414
2349000	0.6330464817424133	-4673.6792667266645	-297.35640822348324	-4376.322858503181	8.960350402337834	36.78083654213197	65.60388271629006	3.999121733636512	3.078573790145667	0.5364095245082812	2.0	1.0	8.0	3.0	6.0	8.355909566938669	0.631515059867174	0.5347406645155715	1.8337442756172424	0.004286126739378271	-1238.2806448695067	-1193.6252229789304	-1944.4169906547436	-48.28214615447718
2350000	0.5038697637915147	-4670.273588709883	-305.7234882472721	-4364.550100462611	10.66925586539188	36.217590878200504	80.21302984861401	8.802150960937096	3.220701769493681	2.3766289176112863	1.0	2.0	7.0	6.0	4.0	8.833256623303786	0.6274903800366732	0.6203034127409787	1.7522062072223359	0.0035473493866640194	-1231.8045408623311	-1193.1188145835977	-1939.6267450166824	-54.949773853984794
2351000	0.5929189524755178	-4671.094770204308	-304.4595862060368	-4366.635183998271	11.629264081529428	47.24576333824382	27.59840709184994	13.50597637106857	8.384020173291532	1.350004980970906	1.0	1.0	1.0	11.0	6.0	10.903449359980083	0.7195739080749104	0.5250310089351475	1.7553950829899299	0.0036406325660121607	-1239.0382601786669	-1188.1667175004632	-1939.4302063191403	-54.198748085003224
2352000	0.5394386309947434	-4672.858120265185	-301.12703581884944	-4371.731084446335	10.160034581644567	55.99299850893168	20.320230149795503	12.761414398505574	7.0091925557722226	2.0346259057734892	1.0	1.0	1.0	10.0	7.0	9.05250175591442	0.5299989346522601	0.7493183632761601	1.7206827020715676	0.003497594900458182	-1235.1349099866802	-1193.4896933130156	-1943.106481146639	-51.27931607752488
2353000	0.09965130681943318	-4674.655149368392	-308.24185488901327	-4366.413294479378	11.365235674722301	39.727393482696996	11.911988020127554	11.735255124529319	11.681971188208085	1.0664053075542377	1.0	1.0	3.0	8.0	7.0	9.939735861952922	0.5463891005855978	0.5010713308899937	1.9525395685243965	0.0032104341879432875	-1233.9982694879795	-1191.8750062154936	-1940.5400187759049	-58.55278108979343
2354000	0.47635339560572953	-4670.365322263745	-301.7931157729487	-4368.572206490796	11.427698836917905	34.016295705433095	23.414426757527234	4.532609912844008	5.803061718493735	1.3864542617776887	4.0	2.0	3.0	5.0	6.0	6.406135770442432	0.5447855350700862	0.5660579585136769	1.889156506416225	0.0028670296958153334	-1233.1408205051298	-1192.7928034696038	-1942.6385825160626	-53.799514101590525
2355000	0.3888065810340021	-4667.82512663759	-302.08536767116306	-4365.739758966427	11.185046355417526	43.26990600627562	14.754906050711801	6.807108850972616	4.858906157988429	2.316430462106875	1.0	4.0	3.0	5.0	7.0	9.074709192243711	0.6710513987056569	0.5444164631700348	1.784532138124296	0.00309684517948281	-1236.607305749454	-1195.4097353625714	-1933.7227178544015	-53.903215510924944
2356000	0.72573252577563	-4673.452110439547	-308.95832321823923	-4364.493787221308	10.982035957468224	30.058348863495077	9.624101777858224	21.96784129378312	6.020536199604022	3.22189998041235	3.0	3.0	4.0	2.0	8.0	9.964515654138644	0.5753356485600153	0.5651084559495736	1.8595558954903988	0.0033062878599899887	-1232.7534409269297	-1190.1477077934971	-1941.5926385008806	-59.033496353435005
2357000	1.1467583887103152	-4679.385203145234	-309.55047973083254	-4369.834723414402	10.854645984138312	34.9521319854432	75.09357472701424	5.456922693028361	5.391234225130127	1.9850972206808042	6.0	1.0	2.0	4.0	7.0	9.964515654138644	0.5764118288513639	0.6252983002792774	1.7982898708693464	0.0030431805466148375	-1234.7051920338572	-1195.1793187597318	-1939.950212620813	-58.607278738027006
2358000	0.6560270773286225	-4670.438439522383	-304.68240261312565	-4365.756036909258	10.884162937193235	72.79054378883129	12.137076282489309	3.333727360603798	6.353721912094992	1.8891435498958429	4.0	1.0	1.0	7.0	7.0	8.444830752195	0.6402829505187868	0.5980161654527929	1.7617008840284079	0.003222123427891735	-1235.7106063003405	-1191.5040674391416	-1938.5413631697759	-55.521137313013156
2359000	0.048442506420905085	-4669.957738287669	-302.11486625082193	-4367.8428720368465	10.320052611624726	34.979328430019244	29.715404374445193	6.1811087918681045	3.49390142260979	3.7261371016735696	1.0	2.0	2.0	11.0	4.0	9.776737548025265	0.5848800259259467	0.6778351533934578	1.7372848206805829	0.003642792403411587	-1237.0130035928814	-1195.3363717922368	-1935.4934966517283	-53.31340710438761
2360000	0.048442506420905085	-4681.306106072584	-303.92785294630954	-4377.378253126274	10.619242349306608	326.5410339141914	12.506324166114348	13.982768207007242	3.783871139519377	5.912897581189516	1.0	1.0	4.0	12.0	2.0	7.47998722116989	0.5265159389397365	0.5994060277649798	1.874078033295271	0.003448655412321295	-1238.5085568640518	-1194.3834168948674	-1944.4862793673547	-50.59557048815938
