# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:14 BST 2015 [seed=1430153533173]
state	age(CHICKEN_HEBEI_326_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
605000	0.23837601069283776	-4666.682356476705	-300.14876359053346	-4366.533592886171	10.474544264625507	81.38781222710591	8.485545756647195	6.882616264090882	3.1551863913562475	2.499573292725217	1.0	3.0	7.0	1.0	8.0	10.018061212508842	0.7039854230647488	0.597145160479401	1.6988694164558433	0.0035280321525746196	-1235.0016301998546	-1191.3801348199881	-1940.1518278663286	-51.405004195742535
606000	0.6442745228220045	-4677.7442932647955	-309.0585561018273	-4368.6857371629685	11.760321853861612	90.43458683371142	6.839511775094553	8.102291253747184	15.6568300675235	0.9720125111833093	5.0	2.0	2.0	4.0	7.0	8.105628766525923	0.5937854720913879	0.5244418526452016	1.8817726752634034	0.003354831943867974	-1236.193296370535	-1195.3839067880567	-1937.1085340043767	-57.67772685877156
607000	1.0981418430369176	-4671.113916617075	-301.9519176442392	-4369.161998972836	10.758698020213444	30.651316446372753	19.14494104717623	3.549930168894979	5.408711072835069	3.4063831760251704	2.0	2.0	4.0	2.0	10.0	10.005359708492044	0.4984422520893542	0.6280653597325857	1.8734923881780527	0.003202187246839602	-1234.787598674466	-1193.836030539826	-1940.5383697585441	-53.67452452486884
608000	0.6985919365470701	-4673.9931995387815	-304.9513306413084	-4369.041868897473	10.281065546331615	50.075553278208055	25.41079128655723	10.67207027911927	4.323751879725901	5.373622603627659	2.0	1.0	1.0	2.0	14.0	11.186605394147152	0.5156692418892486	0.6167917070969974	1.8675390510137468	0.003693439815029769	-1236.7706649897614	-1193.9052632155133	-1938.3659406921986	-54.808718739572726
609000	0.5142454897290474	-4684.5126803292715	-311.21914186030074	-4373.293538468971	11.004446271355274	180.64271813499346	99.55634502434366	16.12026745802364	9.39007263236403	4.023691676552306	1.0	1.0	1.0	1.0	16.0	9.404845957547561	0.5210202592197122	0.6097177905963401	1.8692619501839405	0.0030791486511097996	-1237.6382088203443	-1195.2895213943475	-1940.3658082542786	-56.981861183312205
610000	0.0794436598803491	-4680.191014209565	-313.74563489756935	-4366.445379311996	11.669789090646553	39.32811814798759	104.97397983556574	15.557818533431277	9.553834542962734	7.022582323535721	1.0	1.0	2.0	1.0	15.0	7.248024501885781	0.689890080546023	0.5564249469687083	1.7536849724852615	0.0032120287810922183	-1233.9050376028902	-1195.2505906467304	-1937.2897510623757	-60.340768892076184
611000	0.06267755417618431	-4680.4402684313	-310.8739361058873	-4369.566332325413	12.224799661907594	66.2835474917398	171.91436678257693	25.75793801872529	3.638806425673714	2.610611642923332	1.0	1.0	1.0	1.0	16.0	7.136539777881703	0.7775775905862262	0.5365428650892854	1.685879544324481	0.002804174907058852	-1234.4766647373667	-1193.7539992946736	-1941.3356682933725	-56.97276417418757
612000	0.06267755417618431	-4686.250736689406	-314.49640434410026	-4371.754332345306	9.47958312473771	59.47594444352466	140.53450605072203	180.9244806144634	27.570071889512473	4.59706145618157	1.0	1.0	1.0	3.0	14.0	9.702976678134318	0.5393805316561244	0.5527924646634161	1.907827003680452	0.003649430297166825	-1235.8951596935117	-1191.7963596236284	-1944.0628130281655	-56.3646471260181
613000	0.1830233695729773	-4683.150188519962	-313.44683942072606	-4369.703349099236	11.999405591079533	64.00950308368904	230.86874125655234	64.8370307854791	24.984305492879102	3.0131139354729757	2.0	1.0	1.0	1.0	15.0	9.459328334645397	0.6382386059704356	0.6541194416292974	1.7076419524002595	0.003350238575839827	-1237.3736200373958	-1195.8559910242848	-1936.4737380375552	-55.39772332419679
614000	0.1830233695729773	-4678.128426107118	-308.14196588075674	-4369.986460226361	11.761175386158103	75.61277208232876	57.57507572214058	42.881264902272136	19.131126156333657	3.4356286894894232	2.0	1.0	1.0	1.0	15.0	8.47181993151934	0.699888470508419	0.495245574889671	1.8048659546019024	0.0028182599544703453	-1234.9574339754238	-1194.107075212763	-1940.9219510381736	-54.2006592337722
615000	0.5235360176412522	-4678.703591095297	-310.611505640721	-4368.092085454577	12.412385969078318	277.16009074632586	15.504576998995448	6.464322788524842	2.944400705617696	5.588807166853927	1.0	3.0	2.0	1.0	13.0	9.057236913490819	0.5882838685854416	0.532913596653448	1.8788025347611028	0.0027765419815254607	-1231.6763256891709	-1191.2115975520533	-1945.204162213352	-58.38643357045953
616000	1.884316278852013	-4684.431748728847	-309.5333490591109	-4374.898399669736	11.161013560913004	36.097841503545105	33.77382046879819	10.735374691695423	2.5129778456217124	1.9629074032204556	1.0	4.0	4.0	2.0	9.0	10.981022729903476	0.6244217131052089	0.49677575213368064	1.8788025347611028	0.0032028717359089925	-1235.54277864478	-1197.168515452902	-1942.187105572054	-60.62283466252618
617000	0.744435675845881	-4665.14636877075	-301.2625855107102	-4363.88378326004	11.477213750121184	50.70207012720866	22.756236694346473	6.554925202794612	5.377595096333927	1.579491146920526	1.0	2.0	9.0	1.0	7.0	8.762551607550968	0.5375418790103134	0.5891253105785927	1.8733328104110865	0.003024767754654635	-1232.082080602081	-1193.4954159513516	-1938.306286706607	-52.44337910798223
618000	0.7624390745405571	-4676.714403761632	-308.6542403724295	-4368.060163389202	11.946910037558373	327.29829543849036	22.342777662899604	7.716191759805132	7.4341907148457675	2.939473904999788	1.0	4.0	6.0	2.0	7.0	7.555442763210197	0.5537679531470542	0.6619833265573694	1.7842487202955688	0.002936724856946294	-1238.0534906416221	-1194.5945085339422	-1935.412164213638	-55.86333313456127
619000	1.0266016378877014	-4682.700720623678	-314.2403116491503	-4368.460408974527	13.238440126205951	247.28924207088824	23.98642237229632	8.540968074438599	3.421346614037547	3.1836298968060355	2.0	4.0	6.0	3.0	5.0	8.813659765147518	0.6154319761813762	0.6132486371202593	1.771319386698357	0.0025110444204763404	-1236.6019995303745	-1192.8383946428992	-1939.0200148012536	-62.44781297295005
620000	0.14257621406934895	-4672.993227867423	-308.47098329152675	-4364.522244575896	11.611995904427376	97.83531886807422	73.63125658495146	10.446215886876164	6.708055379672802	2.2509153822911334	2.0	2.0	4.0	2.0	10.0	8.813659765147518	0.5859612454196778	0.6330025243594237	1.7810362302208909	0.002949227977032711	-1233.5824420633842	-1193.9084965795896	-1937.0313059329226	-56.44879955595874
621000	0.1261254406632405	-4679.326720494651	-308.74100091417677	-4370.585719580475	11.631096199035431	229.6646096542865	27.355283343254538	6.867078745074554	10.290616383295834	3.971002943243847	1.0	2.0	4.0	2.0	11.0	7.436365107849646	0.8039316039533118	0.42742708399766877	1.768641312049012	0.002817098870320699	-1236.5409894077004	-1194.8951885105566	-1939.149541662217	-55.78141641974512
622000	0.1261254406632405	-4674.937235966662	-308.29422981464563	-4366.643006152017	12.275237540371126	84.03250814517423	17.90613139743686	25.99533623981799	2.7731820177809823	4.771442192971688	1.0	5.0	1.0	2.0	11.0	9.021988118476692	0.584212937708534	0.6329714287930864	1.7828156334983725	0.002926880210143661	-1236.159372962725	-1195.2681955670532	-1935.2154376222384	-56.31850488972125
623000	0.1261254406632405	-4674.200066336944	-308.0345984902328	-4366.165467846711	12.886711921669656	90.89073412209082	48.52631745012175	4.972499079640353	4.7835485251938	1.6515290516919334	1.0	1.0	6.0	6.0	6.0	8.327205424345522	0.6396709186380475	0.505280295030971	1.8550487863309746	0.002631280536799501	-1235.0834189351594	-1195.3031118493514	-1935.7789370622006	-57.642413483828626
624000	0.1261254406632405	-4685.649157467121	-318.4971708954015	-4367.151986571719	12.436416240368246	494.37976261362945	92.21497248426874	34.87477122037199	11.421937166714095	2.0664190873064574	1.0	3.0	3.0	5.0	8.0	8.861427243415605	0.5736905623035968	0.6896677333378687	1.7366417043585276	0.0031104847644655396	-1235.3175902055707	-1194.513546937077	-1937.320849429071	-62.065777727821526
625000	0.1261254406632405	-4680.734619478284	-313.5817547591705	-4367.1528647191135	12.730756789021468	222.11489106983393	31.904728024962218	15.970158672908385	8.46900854637381	1.4096603347031957	1.0	2.0	6.0	8.0	3.0	6.302590952082424	0.762268184869318	0.5372989600859892	1.7004328550446859	0.002802906790895601	-1235.5704642501746	-1191.893959269671	-1939.688441199268	-60.96505577668597
626000	0.1261254406632405	-4679.821677110816	-311.4460271196149	-4368.3756499912015	11.002842677878137	23.233677243150137	41.97022178837386	17.72344837114642	6.017208896509481	0.9102924894797756	2.0	3.0	3.0	7.0	5.0	9.492129716755565	0.5992296816311854	0.7003374633241218	1.7004328550446859	0.0029662230206988277	-1230.2920503176272	-1197.0192683360508	-1941.0643313375238	-61.519864375563294
627000	0.5947523589556776	-4681.296240291686	-314.83009082371245	-4366.466149467974	13.424843608655673	25.42084906102422	32.630056574029744	5.330526133040671	3.598643253037457	1.161344007197797	2.0	6.0	3.0	6.0	3.0	9.492129716755565	0.6347022259147936	0.5581757145462101	1.8071220595389894	0.002595097501783022	-1231.4880003274352	-1190.2071052414258	-1944.7710438991132	-66.96596362710979
628000	0.05093705288602801	-4677.662799097673	-307.2550369244184	-4370.407762173255	11.90876047806434	70.69021912656426	46.839860077395166	6.134976428752258	7.31714658675359	2.118858111870732	1.0	1.0	1.0	9.0	8.0	7.700800328879078	0.5936106598055408	0.5892413420520329	1.8171479981424192	0.0026113632867662082	-1232.0816076064045	-1191.6345568654988	-1946.6915977013516	-56.51177475796148
629000	0.05093705288602801	-4666.680289117216	-298.9928006387056	-4367.68748847851	12.151492231719121	90.48573985985986	4.099158649999598	1.9899813402368929	4.4613218752511274	1.290741345614495	2.0	1.0	2.0	8.0	7.0	7.700800328879078	0.5936106598055408	0.5321847686131382	1.8742045715813138	0.002743461197898248	-1230.131655949128	-1194.3908544470214	-1943.1649780823614	-51.026258345658164
630000	0.23972018700127284	-4675.025685721999	-309.121581835254	-4365.904103886745	12.055446164655388	134.63832867344937	87.5133569390097	10.719772635670044	6.699744667764059	1.096887737567795	2.0	1.0	4.0	9.0	4.0	10.447677797654402	0.5502034194174352	0.6209971246418874	1.8287994559406702	0.0030771784337642718	-1232.923056906567	-1193.3518567258284	-1939.6291902543499	-56.40436604371015
631000	0.23717154755749115	-4670.609147599055	-305.4223650586469	-4365.186782540408	12.60709343458592	28.44259786413402	6.093618783652268	5.689433114617713	5.840550750377707	1.6705790726235699	2.0	2.0	2.0	10.0	4.0	8.50868312984975	0.6630704051384049	0.579603299182214	1.757326295679374	0.0026968559517030516	-1232.5010990836793	-1191.5587587543166	-1941.126924702412	-58.555809291171755
632000	0.34363750432034745	-4675.354134581916	-311.0282219357972	-4364.325912646119	13.367075638590247	65.24355444873895	13.905430073009928	2.7307489593246896	7.958464483890682	5.060822375221258	3.0	2.0	2.0	9.0	4.0	12.504912969256042	0.5965453717699297	0.6431467373058237	1.7603078909242393	0.002700152000948757	-1232.5766973645818	-1195.488501551469	-1936.2607137300683	-60.216440683906626
633000	1.0380816360459748	-4679.404052431406	-307.0174875296394	-4372.386564901766	12.703206176346772	38.40364314231935	10.101678044442343	13.463738001956798	1.9019763680301942	1.5094488623836637	4.0	6.0	2.0	4.0	4.0	9.194060978335331	0.6580780218422804	0.5434543042601603	1.798467673897552	0.0027003086054019562	-1235.2209152163741	-1194.1466413218907	-1943.0190083635016	-59.157771408300675
634000	0.1698646021717533	-4678.347483997614	-311.69541901461633	-4366.652064982998	13.308804301127765	21.55802155480915	11.002379992491079	9.015951898836926	2.825105865255384	4.2386727052410755	2.0	3.0	5.0	4.0	6.0	9.194060978335331	0.583946301803011	0.4666644585357835	1.949389239661198	0.002786031567966008	-1229.6947354636625	-1194.251697657281	-1942.7056318620546	-64.29768298359724
635000	0.521594615322639	-4680.3315487656055	-311.7135125397585	-4368.618036225847	10.889920992421324	29.28353535143534	3.7104770134096454	1.008792654174694	2.242480931426746	4.946855518316657	7.0	7.0	2.0	2.0	2.0	9.64491891527591	0.5550613783993761	0.5539138333982127	1.8910247882024036	0.0028919193252317323	-1233.0078752321465	-1191.1279270250932	-1944.4822339686082	-65.47952839506564
636000	0.9257817522407046	-4670.276554826878	-304.5195032149265	-4365.757051611951	12.23915418767938	52.67949082340503	8.608106123917498	11.122249924612493	1.8215702521334232	1.3408995040197236	2.0	9.0	4.0	2.0	3.0	8.193175638973267	0.6002474689356475	0.5124404848571968	1.887312046207148	0.002939528232856451	-1232.8185355460591	-1192.3888191806025	-1940.5496968852894	-56.71251681777579
637000	0.28714597630778915	-4669.9152045301325	-305.85518135843995	-4364.060023171693	11.860469165943405	1385.3387912789988	12.27630378057875	5.982775340443416	1.9582596723220105	1.4931531570768635	1.0	6.0	6.0	1.0	6.0	8.499615146047457	0.5349510725554353	0.5435641724858099	1.9214847549587473	0.003191672215926446	-1233.495785007386	-1192.6830092292753	-1937.8812289350308	-52.434628466489734
638000	0.2497099115770291	-4661.606975798824	-298.9309735300581	-4362.676002268766	11.635371640309884	199.16008210501326	11.136315277312697	4.228703478134367	2.1831565150774996	1.3563932709800217	1.0	4.0	7.0	3.0	5.0	9.516038891685781	0.576777079201382	0.6346476441823686	1.7885752766162422	0.003155738541655978	-1234.4145722814874	-1192.3898973687358	-1935.871532618543	-49.625180658695704
639000	0.4010854778192161	-4670.506438922256	-301.35227473382736	-4369.154164188429	11.995595743665742	35.94722517701117	10.048508611251473	4.419155257144092	1.6535007250921339	3.7250736508108004	1.0	5.0	8.0	3.0	3.0	9.449370850747178	0.6912436779523031	0.3769119105671568	1.9318444114805329	0.0030834022143187167	-1234.4951840601573	-1198.3912377462127	-1936.2677423820585	-54.041121422511274
640000	0.4010854778192161	-4669.4033521085685	-302.5044332754107	-4366.898918833158	11.876274755865317	38.312364417031795	7.904878017349629	9.114095466653474	1.1441087551489348	2.2149154878666275	1.0	6.0	6.0	2.0	5.0	12.797386366092795	0.46179761927335683	0.6114631258181946	1.9267392549084414	0.0030168134098698487	-1233.6928549539798	-1194.9940880249887	-1938.2119758541899	-54.57244869693991
641000	0.4010854778192161	-4670.783358465145	-304.73315751886713	-4366.050200946278	12.940546100139034	58.59492828395189	11.079841400611599	2.83337033422345	1.9671015070404945	3.1379858204054036	2.0	7.0	3.0	6.0	2.0	9.605452465606385	0.611356542569957	0.564101152754074	1.8245423046759617	0.0027306988374679883	-1234.813053451212	-1189.6801745159612	-1941.556972979105	-57.21355507174265
642000	0.2518162477324598	-4676.245430903418	-307.39566932266564	-4368.849761580753	11.786494982702376	60.75877606779406	9.56827582779331	8.13163968021429	2.4163455628982318	2.0522346273316874	3.0	6.0	2.0	8.0	1.0	10.284856823096481	0.634955551737785	0.5219491693715795	1.843095278890628	0.0027806663256907515	-1237.9097420552905	-1192.171815071461	-1938.7682044540015	-59.20239154975775
643000	0.9445587993414171	-4675.40784649545	-308.1235050700854	-4367.284341425365	13.189916898950877	52.99452029061329	24.370835112070754	3.4575146720498338	4.209239831989183	1.9364319104969558	2.0	8.0	3.0	2.0	5.0	9.413643961529758	0.6887702942118012	0.5585399969063851	1.7526897088818063	0.002603927607125467	-1232.9305459117559	-1192.057138999159	-1942.2966565144498	-59.53203284124325
644000	0.6279439349600451	-4674.870344764457	-305.2436913845547	-4369.626653379902	12.829258432171132	54.794353399511785	8.176120973199989	9.931172732014973	3.1758827460361223	2.0494148016109546	2.0	3.0	7.0	6.0	2.0	9.524879548833482	0.6493914262393912	0.6668259102679138	1.6837826634926878	0.00283268797382053	-1232.263204216077	-1193.1000644408496	-1944.2633847229752	-56.84265316990489
645000	0.17317782592745545	-4672.934568450161	-305.43134520018873	-4367.5032232499725	12.306773807123292	62.20584743812656	11.751855238329616	11.572370048005812	3.444072214627328	1.9464678326853153	2.0	1.0	7.0	5.0	5.0	10.38270514021739	0.6680961836562244	0.5267387404005802	1.8051650759431883	0.002507262993184276	-1234.9454785147132	-1193.3141570286652	-1939.2435877065936	-56.38608820408918
646000	0.3861318519277065	-4678.521073517363	-306.92855352021127	-4371.592519997152	12.080678563097209	27.94785305965493	21.754960630653393	4.560032349809655	7.680282560870591	1.432508524846546	4.0	1.0	3.0	5.0	7.0	7.985825887622951	0.5752509181648057	0.6000597140530398	1.8246893677821472	0.0026238731710196465	-1231.5903715463678	-1196.6843864184991	-1943.317762032285	-58.437067716685576
647000	0.17578879319828608	-4675.408346410191	-307.54431311766484	-4367.864033292526	12.190416071786453	50.088343912196514	41.33694458499181	6.855747748771709	3.929267179319572	1.9035533819251944	2.0	4.0	6.0	1.0	7.0	10.138965606047615	0.4795485154092535	0.565515060115384	1.954936424475355	0.002693366740760264	-1235.6098860495895	-1194.9673704066445	-1937.286776836292	-58.077823321191204
648000	0.17578879319828608	-4672.928595915759	-300.10545213702494	-4372.8231437787335	11.270634035810799	85.57519620990999	6.207348637234118	8.094874682324454	2.5250249523706394	1.179589233553806	2.0	4.0	3.0	4.0	7.0	9.591007670380934	0.6001494866808682	0.5467196327537907	1.853130880565334	0.0026204318319373882	-1237.3505713722195	-1197.383548204693	-1938.089024201821	-51.68840568873231
649000	0.3478872194024337	-4677.9935358941375	-305.6094619067357	-4372.384073987402	11.93866966308696	98.02193967774511	17.337356878468988	7.6058796428581275	2.7590883396083297	1.2148606928932153	3.0	1.0	4.0	6.0	6.0	7.395266529698818	0.5450884278818436	0.42740496597289274	2.0275066061452565	0.0028147394187145324	-1234.5584570150004	-1197.568290606773	-1940.2573263656288	-56.86440360759245
650000	0.6493722210230282	-4671.920038913033	-297.2956266513206	-4374.624412261713	10.043559055482934	69.73087307947655	8.202138694482699	7.1898703136148905	3.111040033198341	1.300231924559534	3.0	1.0	2.0	8.0	6.0	7.679211724359517	0.6406074168995473	0.5066088300893711	1.8527837530110747	0.0029319833150188938	-1235.7707015911972	-1198.3424781945548	-1940.511232475961	-49.452439607115764
651000	0.16013173540626663	-4669.128490721871	-294.0731511542219	-4375.055339567649	9.63376072631012	124.86632741254776	2.866526251055483	4.54793258910882	1.6550001084810932	0.3894346760886777	2.0	4.0	3.0	4.0	7.0	8.539494177207212	0.520148758675815	0.5228885054116876	1.9569627359124906	0.003888347844792648	-1238.058534783909	-1198.2024455226672	-1938.7943592610725	-46.735145583344135
652000	0.015519115873080802	-4668.706873841766	-299.6314563181237	-4369.075417523642	10.678948240520938	36.67979986925017	3.9714080803588807	5.262140116117897	1.3666491238176182	1.8266403320749363	3.0	3.0	2.0	11.0	1.0	9.395478047922836	0.520148758675815	0.7229659867921213	1.7568852545320572	0.0038107329945191093	-1235.490414336298	-1199.0867685111982	-1934.4982346761449	-53.5466704457724
653000	0.015519115873080802	-4669.8779271465555	-296.9740382075942	-4372.903888938961	9.540625044575787	13.201131209201781	19.778849660627646	2.658921644251436	2.855392405846536	1.9131410978221066	1.0	4.0	5.0	6.0	4.0	7.088586896344907	0.6930625802175725	0.5826927853446017	1.724244634437819	0.0037234652298839053	-1235.9657981346902	-1193.9574466538168	-1942.9806441504538	-51.20809186846285
654000	0.002269112646245741	-4674.559078319241	-300.47437353073644	-4374.0847047885045	10.17785779445148	62.67278745865467	8.711428544472689	3.8395157652793923	3.12508374782718	2.250881982016399	2.0	2.0	10.0	4.0	2.0	9.989699795077788	0.6010040517712508	0.5192914017241458	1.8797045465045967	0.003549544408551769	-1236.91061409141	-1192.8878439516054	-1944.286246745489	-52.875079157358
655000	0.3410537872341563	-4671.038188241148	-298.5651650209902	-4372.473023220158	11.085471956716718	41.277505989735886	8.858537273569919	5.19203942178032	1.3218299482366331	1.002037913170963	2.0	1.0	10.0	2.0	5.0	9.323652415954328	0.6183621776804868	0.618309286733215	1.7633285355862915	0.003168174371857498	-1233.5581239944217	-1193.3414752923125	-1945.5734239334245	-52.71256899041895
656000	0.5131630744047437	-4657.024894265001	-290.4248174873408	-4366.60007677766	9.541746829978848	104.08149285038732	1.7175170626829837	3.1046512135217217	2.2785558965560937	0.9473594456536736	3.0	6.0	3.0	1.0	7.0	8.310604589141958	0.5266768109074221	0.6591343714871198	1.8141888176054513	0.00365363655656561	-1236.951595207286	-1192.8228753517749	-1936.8256062185997	-43.2872749298593
657000	0.14259327344823042	-4661.409216015537	-286.97416436521524	-4374.435051650322	9.721984731885785	74.467800378135	0.8623157585142324	3.467442648230996	2.5739494647729377	0.6405542823226658	4.0	4.0	1.0	4.0	7.0	10.605687921012787	0.668787318447141	0.5322237558543355	1.798988925698517	0.0038857261160812066	-1234.0066599314162	-1195.2297681622988	-1945.1986235566071	-38.66896416007145
658000	0.14259327344823042	-4654.636442642796	-289.25204587929204	-4365.384396763504	9.976836964885944	36.35372788533974	0.8755834566849233	1.655033691321095	0.5592627719831651	1.1435887316576918	4.0	1.0	6.0	1.0	8.0	9.33389402579232	0.5030432335179014	0.5298236252213028	1.967133141260789	0.003910436961253359	-1233.2938035950476	-1195.4433108124895	-1936.6472823559675	-45.48644734511831
659000	0.35372557513592634	-4657.757094717804	-292.7371216454788	-4365.019973072325	11.028637932282672	41.12124300216823	2.8585739102142647	3.376779994539908	1.2854370443320189	1.23469319748387	4.0	3.0	6.0	2.0	5.0	8.027147808786328	0.6175298222684884	0.5039592264958697	1.8785109512356353	0.004049960580081731	-1234.0757379318925	-1193.6680397999748	-1937.2761953404583	-47.85239854546174
660000	0.35372557513592634	-4657.67106674789	-288.47181636554757	-4369.199250382342	10.19814362167296	27.57870714412811	2.011692847908594	5.134226646764046	1.978608168560751	1.117430738674361	4.0	5.0	2.0	2.0	7.0	8.370599009369482	0.6175298222684884	0.5107625817123437	1.8717075960191611	0.0036687042957438193	-1229.9675425153305	-1197.2456507493819	-1941.98605711763	-42.86192630801204
661000	0.01968530202787122	-4663.886606808262	-296.76645528404936	-4367.120151524212	9.834517496767143	129.01973739925666	3.486854003728997	1.5793915864125534	1.660961423034709	0.6247548538310547	4.0	6.0	1.0	1.0	8.0	9.467043158741754	0.5398660527549897	0.5862494540746607	1.873884493170343	0.0038601529790586765	-1230.663904254845	-1194.8480242147095	-1941.6082230546567	-50.418993717851635
662000	0.01968530202787122	-4660.738680773453	-296.0332090479564	-4364.705471725497	10.102812855398488	13.712589700235371	8.917275466033843	0.946267393934345	0.7186576390323998	0.8777510738726655	4.0	6.0	1.0	1.0	8.0	9.467043158741754	0.5246216110633359	0.5623694893480491	1.9130088995886083	0.0033430943984250777	-1234.6117435817348	-1192.980404572328	-1937.1133235714342	-53.75060804905562
663000	0.10484964274091456	-4663.197575379485	-299.63579296058055	-4363.561782418905	9.850481883836755	52.30289437609513	9.675084321091663	9.828719610855174	0.9130412222221544	0.8666099861324128	3.0	8.0	3.0	1.0	5.0	10.861915638674397	0.604652366980387	0.5975054283895793	1.7978422046300269	0.0038336288372487607	-1235.015860982205	-1192.4170315663312	-1936.128889870369	-52.37112602385824
664000	0.09717792341358511	-4661.301916895782	-296.3526697568395	-4364.949247138942	12.076003450898162	23.423023986890794	1.8389486682818237	5.319210407352517	1.92498544352425	1.8947279716613168	4.0	5.0	3.0	1.0	7.0	8.964006993970953	0.5097918937131134	0.6635257953534077	1.8266823109334722	0.003488445127786506	-1234.1119540639686	-1196.1594903029686	-1934.6778027720043	-50.340853832416926
665000	0.019215120711800676	-4666.425790884609	-297.95203493754224	-4368.473755947067	11.211144005125615	24.56127646031931	7.83369098644144	3.7187558846858986	1.9658606648585437	1.4724674878515056	3.0	9.0	3.0	4.0	1.0	8.770030618526421	0.6164744787325157	0.5289089377405899	1.8546165835268877	0.0036112360747603744	-1233.9913925406256	-1198.0497100963337	-1936.432653310108	-53.00077896157408
666000	0.03240628384884088	-4667.477181166179	-298.5587858776895	-4368.91839528849	9.777920263089204	19.91551389528311	18.196946815211724	7.2438451585858035	0.9133938250138428	1.125343872282678	3.0	2.0	7.0	7.0	1.0	11.253812318591725	0.6590359951008824	0.5504704822334375	1.7904935226656733	0.0039040529092273435	-1233.6344342942657	-1194.1649197460092	-1941.1190412482144	-52.435827247342786
667000	0.03240628384884088	-4671.494792300872	-300.9590733165452	-4370.535718984327	10.572570425158633	42.19881138866646	36.748871180063986	6.0718131848134105	4.190579218393872	0.819211064894681	3.0	2.0	6.0	4.0	5.0	9.627640411266931	0.5656675466173601	0.670061517188784	1.7642709361938491	0.0033234966599493105	-1234.1115832802593	-1196.4135754562449	-1940.0105602478227	-52.18880458120251
668000	0.5569692218816388	-4667.219326609348	-300.898309474277	-4366.321017135071	11.535384985496995	96.24226566165144	32.880581640027295	11.982719667320838	2.129028127793321	1.843300644193651	1.0	4.0	5.0	9.0	1.0	7.843516516515165	0.7161003719513673	0.5134960513204462	1.77040357672818	0.0036303324744727627	-1233.8599085341993	-1194.6894697727687	-1937.7716388281033	-50.96481757862738
669000	0.09872937849525731	-4661.682761795313	-298.69428282618696	-4362.988478969126	9.175092290396583	58.99414560762955	37.183411563066095	7.9844906377865135	2.505039649502821	2.899486833038363	1.0	3.0	5.0	10.0	1.0	9.439743623218162	0.6066885495145558	0.6472510761919789	1.7460603742934588	0.0047922302565788525	-1233.483937304253	-1192.4772452410823	-1937.0272964237909	-49.1080778925794
670000	0.3334369690084321	-4671.961035652462	-298.76992355467075	-4373.191112097791	10.57157816608392	39.47738280976561	11.66900274504407	3.658731890361008	0.9848794430965794	2.3528300697668256	5.0	1.0	4.0	9.0	1.0	10.537568115160838	0.5907174078163026	0.6413424814204929	1.767940110763198	0.003995800100870588	-1235.187795964531	-1197.1246313966687	-1940.8786847365916	-51.798926847412844
671000	0.4027215576040642	-4663.398259142943	-296.4284581050832	-4366.96980103786	10.166630436312179	56.704033084520404	9.426898208818569	3.071512574371812	1.5872742891970235	0.6777247471884555	2.0	3.0	7.0	7.0	1.0	9.908029412705451	0.6391477472375234	0.5145964487982618	1.8462558039642083	0.004302225161705136	-1235.3285009974313	-1191.8792125820407	-1939.7620874583877	-50.53733864966151
672000	0.1376166655353539	-4662.832717227865	-296.8075691535018	-4366.025148074364	10.122761217912574	72.5281664286498	8.652460982145122	4.76675380343968	2.478586621493123	1.9764064094770357	1.0	4.0	5.0	7.0	3.0	8.480462105962253	0.5907671171645623	0.5911164549278642	1.8181164279075672	0.004278118477722065	-1232.9012704456177	-1192.508486289726	-1940.61539133902	-49.22856991127675
673000	0.30411781727834375	-4662.916648382514	-294.8910483707024	-4368.025600011812	8.817451785558303	262.97761354116255	7.953970119880555	5.536993787717212	1.2477100909580519	0.4545322870252256	1.0	1.0	11.0	3.0	4.0	10.420171073170208	0.5868587451064855	0.5882891368419209	1.8248521180515875	0.0051117815382756586	-1236.953391462229	-1194.9375675939518	-1936.1346409556313	-45.822215679375695
674000	0.9308689327796935	-4665.143165237558	-291.0577704969623	-4374.085394740596	8.403973215097041	144.71476916634086	6.862860527316507	3.9645820535251017	1.2984625525851032	0.22044169510027325	3.0	2.0	8.0	3.0	4.0	7.652196991964519	0.6243846220695607	0.5698550789159335	1.8057602990144996	0.004512519391291862	-1235.4783384913924	-1193.9065118248957	-1944.7005444243075	-44.12763649500613
675000	0.9308689327796935	-4678.737561679051	-300.70599068645663	-4378.031570992594	8.656943579603173	613.7572552770954	364.1359304879963	7.446361651902615	1.2849128274894264	0.2374914741267292	1.0	1.0	9.0	7.0	2.0	9.276391946643866	0.6886836733869682	0.4857697419727629	1.8255465846402625	0.004953631782655161	-1243.1241331999863	-1191.020130465588	-1943.8873073270206	-46.253740241988616
