# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:11 BST 2015 [seed=1430153531149]
state	age(GOOSE_HONGKONG_W355_1997)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
1461000	8.10771477544204	-4666.284410463029	-297.2079447295456	-4369.076465733484	10.376008017173644	37.78758550564881	15.861223611091914	7.384058399015379	3.71042100620271	0.4791406049425984	1.0	3.0	6.0	3.0	7.0	11.282334734513814	0.634345809674867	0.6041812992170924	1.7614728911080437	0.004473373389926596	-1235.779055358847	-1193.238169154363	-1940.0592412202743	-49.67097687686367
1462000	8.10771477544204	-4664.022979200598	-297.5022381687627	-4366.520741031834	9.772982582030899	24.663434704583857	4.603853413475916	10.728453270189558	9.524077446044835	0.6731288024483459	1.0	5.0	4.0	3.0	7.0	10.505070737455583	0.6431816912104874	0.4662418599180395	1.8905764488714762	0.004420446765809998	-1232.9923641014245	-1193.1196066370285	-1940.408770293381	-48.852207076789526
1463000	8.10771477544204	-4682.381949524198	-311.20514731490493	-4371.176802209293	10.582006276617255	164.76496953610297	32.55877857277817	30.476862644114753	5.697654242177862	1.6667427896524447	3.0	1.0	2.0	4.0	10.0	10.468001962408058	0.5379630392796235	0.5401170060444481	1.9219199546759316	0.003960307037921019	-1234.1447343105697	-1191.3211621759779	-1945.7109057227449	-58.13605974363398
1464000	8.10771477544204	-4665.000204147453	-301.05601438871156	-4363.944189758741	9.100633581761732	26.75964232852632	24.226368564648368	10.310302185441028	4.32585929618352	2.978375580392928	1.0	1.0	2.0	7.0	9.0	9.650499365061801	0.6612638264543655	0.6240278495739963	1.7147083239716414	0.00414764614191536	-1231.8741899105214	-1191.4503859893657	-1940.619613858854	-52.53252385854137
1465000	7.773785271092214	-4667.765601760809	-301.3107586056307	-4366.454843155178	10.02193153297108	50.56690272927915	13.479786061923038	10.570068545978048	4.555878863445295	1.4815068965928622	1.0	6.0	1.0	7.0	5.0	7.931289776622461	0.6155431227520671	0.603693828781982	1.780763048465954	0.004183431736687202	-1233.7874289979854	-1193.3820793363946	-1939.2853348207982	-52.85228495518724
1466000	8.038685172624001	-4669.476431880866	-305.71320521736794	-4363.763226663497	10.725299818373083	142.9957422608648	56.16788185745592	2.190133247831213	4.722487736859593	1.9767959778232518	2.0	2.0	1.0	6.0	9.0	7.134015574220829	0.6289009428508022	0.546052753717845	1.8250463034313558	0.003662223776398364	-1230.3129052798315	-1191.6668606606363	-1941.7834607230293	-54.192914036344575
1467000	8.208775154614766	-4673.94740215959	-308.2985860352595	-4365.648816124331	11.172103025475991	54.6169516296751	68.30348969516746	2.774848094224011	13.797608386416575	3.176010448298714	3.0	1.0	2.0	5.0	9.0	8.432246957031765	0.5479705399121493	0.6004440568053859	1.851585403282468	0.0033486865826074666	-1232.9512504828422	-1193.0727065237259	-1939.6248591177623	-53.54448714324969
1468000	8.174434814123726	-4676.593394766665	-305.1554248237402	-4371.4379699429255	11.324045558290251	14.587316919707915	9.81464381773248	9.78977904421356	14.760658250857874	3.1941225502752317	2.0	1.0	4.0	1.0	12.0	6.959293904383957	0.6545858132515686	0.5535503022328847	1.79186388451555	0.0035257452764969294	-1235.3078650188374	-1196.3391889035086	-1939.7909160205793	-56.94490938731721
1469000	8.184303828986971	-4664.4275580287795	-296.23466058415715	-4368.192897444622	10.492240523548354	31.256124310276274	5.750130318487252	3.993660571985008	2.513474600234244	1.9059793898829593	3.0	3.0	6.0	3.0	5.0	11.157181506727913	0.6607248903911721	0.5456150969823115	1.7936600126265196	0.0036625460038141396	-1236.7019332856485	-1195.0992989086924	-1936.3916652502817	-50.35786761784463
1470000	8.255069232349411	-4672.044258061125	-303.406003581006	-4368.638254480119	10.0766456823064	37.08308956896908	12.194598903594155	9.184750606837005	9.005430528998156	0.8912397579695428	3.0	2.0	5.0	4.0	6.0	7.8135986269589335	0.7035470893305665	0.6041849684527663	1.6922679422166702	0.0035802373866992056	-1234.6000550047931	-1190.8682733911369	-1943.1699260841885	-54.78747065827617
1471000	8.186982777568288	-4664.647200838654	-300.1738845564181	-4364.473316282236	10.65723909137952	73.9731643631823	48.474044879659935	3.5158872450393406	1.137772188030027	2.105894910672062	1.0	4.0	1.0	1.0	13.0	9.81152642924855	0.7202927094244519	0.5600020626405278	1.7197052279350231	0.0034692882704640856	-1236.3639051862751	-1194.8939512284517	-1933.2154598675093	-50.854694326674924
1472000	7.840032360275082	-4670.075777764024	-302.21936027171273	-4367.856417492311	10.289676158444227	52.54088883720988	46.917224475870896	4.001614535560579	4.5253509529665905	2.9262587791223362	1.0	3.0	4.0	3.0	9.0	10.346450204399424	0.6686942030648758	0.6090706644645463	1.7222351324705807	0.0030105290654029986	-1234.9295469036479	-1193.010588741359	-1939.916281847304	-52.20047112986924
1473000	7.840032360275082	-4663.378773987891	-298.114819672169	-4365.263954315722	10.371240561905728	37.597053109552135	12.132362610193095	4.890000732551404	3.56281798432268	1.9580776712108738	2.0	3.0	5.0	2.0	8.0	10.346450204399424	0.7112909491562881	0.5472973251379205	1.741411725705794	0.003442540601306449	-1234.1628904184963	-1193.7465119712572	-1937.354551925969	-50.90826670850972
1474000	7.904452194911152	-4661.089621827061	-299.1816867705212	-4361.90793505654	11.0356298578177	22.269656246435893	6.106551691029844	5.4511239411383405	4.917188979148478	1.1042171418359708	4.0	3.0	2.0	5.0	6.0	7.499834707041665	0.5175684930214801	0.6046157553380955	1.8778157516404268	0.003204980855275596	-1232.8623704885713	-1192.1291149527362	-1936.9164496152325	-53.31043453157345
1475000	7.986441555131968	-4674.791182959626	-298.1661541362356	-4376.6250288233905	9.583361040900224	88.5239114632303	3.3567684915748877	4.259960937774464	7.85549854623903	0.6061636367089105	4.0	1.0	3.0	4.0	8.0	9.085287698226933	0.49987084980112884	0.5450937993073743	1.9550353508914993	0.0033747439353084504	-1241.5326932733556	-1195.706896982494	-1939.385438567541	-48.784810288832325
1476000	7.884874840042398	-4665.8352433616255	-300.643326955826	-4365.1919164058	10.82660678655212	36.93303091703072	16.057259576867036	2.742324452108257	4.6559071277105675	2.6422640606832686	1.0	3.0	4.0	3.0	9.0	6.694700853047633	0.6583699630055475	0.5292764478001875	1.8123535891942673	0.003272915600311975	-1233.7589361778237	-1194.7087412728977	-1936.7242389550784	-53.071330282542384
1477000	7.96458677772099	-4663.089665145131	-299.55447353385864	-4363.535191611272	9.72753382196853	23.44750444113305	16.487549928920245	13.999193706314184	3.6276330462579582	0.899992266855696	4.0	4.0	3.0	3.0	6.0	7.125539092920741	0.64448457010888	0.5194012636552976	1.8361141662358247	0.003932435706869529	-1232.2213736468057	-1191.9946257189645	-1939.3191922455023	-52.23309465504015
1478000	8.081476806209558	-4667.875689070856	-295.5132064428187	-4372.3624826280375	10.377863967020224	75.14937576671021	12.633092430106647	5.230472348993945	3.6659554278327127	1.5532869215472824	2.0	1.0	8.0	3.0	6.0	9.312256905469702	0.5961500546711634	0.4176427439520345	1.9862072013768046	0.0036974674871016393	-1232.078403172699	-1195.221298978424	-1945.0627804769147	-47.187773744416475
1479000	7.997773005905512	-4674.311386734456	-299.6948794162013	-4374.616507318255	9.420841242531571	65.8231217325586	3.4338198027952695	10.09349484265981	3.1035611545858766	0.8144143979268863	3.0	5.0	2.0	7.0	3.0	9.828364939609747	0.6879192203421423	0.6016888654994716	1.7103919141583885	0.0038320746035739664	-1237.8909884205063	-1193.2194899861918	-1943.5060289115568	-50.53754259509147
1480000	8.037492150326248	-4675.2344183211435	-302.8292932146648	-4372.405125106478	11.162609861028265	169.82490244222686	7.991098818252301	6.337853153039345	1.2030556188695634	1.734057160998197	3.0	5.0	3.0	7.0	2.0	9.828364939609747	0.607574670119804	0.532177914972608	1.8602474149075903	0.003040412154143759	-1235.062443830601	-1190.9471697170095	-1946.395511558868	-53.43487535358721
1481000	7.8915284515464545	-4669.326110133589	-302.3545768959691	-4366.97153323762	9.873192498319444	69.65518839468264	11.32178739856323	14.558204859689713	1.0385232330348337	2.6843254786111714	2.0	5.0	4.0	7.0	2.0	9.828364939609747	0.6407009712568384	0.5671906984623425	1.7921083302808214	0.0036778482508317075	-1237.1307409219187	-1192.9028138698081	-1936.937978445893	-52.07651085522938
1482000	7.762888295496516	-4667.363795908483	-302.08085687113953	-4365.282939037344	9.407328506116535	237.2743527104991	31.95966563438418	4.0024788146326085	1.894312021643453	0.9724663204945633	1.0	6.0	3.0	7.0	3.0	8.726350213827592	0.6588789838144918	0.5288551900746021	1.8122658261109084	0.004130526011163031	-1233.3327585999634	-1190.8018990596763	-1941.148281377704	-51.98074572666796
1483000	8.000963645703097	-4665.439532246428	-302.39466314765485	-4363.044869098773	10.863365462374938	48.41867958585407	27.253195873552624	5.6078199102860635	8.236201645121639	1.8191304713287686	1.0	4.0	1.0	4.0	10.0	7.629292520387293	0.6402536590699873	0.571038735471285	1.7887076054587299	0.0035577165251634386	-1233.1558210141989	-1192.1442576345057	-1937.7447904500686	-52.748313057827616
1484000	8.000963645703097	-4671.374071144848	-302.96424296376114	-4368.409828181087	10.89294931739767	13.867499548542417	34.666848765646876	5.971191407426987	4.712650725787549	1.3701227039746102	3.0	1.0	4.0	4.0	8.0	7.048268619606152	0.5418783172052214	0.6778610159413455	1.7802606668534355	0.003530174926688322	-1232.8501943096292	-1195.2768484103783	-1940.2827854610791	-54.85880277988887
1485000	7.847199600299908	-4659.564106802733	-296.83446941193654	-4362.729637390796	9.911211981575635	48.98510686387463	15.13102277105934	4.103721433455338	1.9760428227732296	1.8040868781136628	3.0	1.0	9.0	1.0	6.0	9.697069272547525	0.6415705821974227	0.5197146832791748	1.8387147345234047	0.003592631325814538	-1231.7471485587857	-1190.9771037291234	-1940.005385102886	-49.73675922194491
1486000	7.962105010672422	-4673.323034812776	-299.6258838058253	-4373.697151006951	10.428762747533959	84.31277950995673	13.325378240858527	10.724563517250967	5.273845081599528	1.0210157360788852	2.0	3.0	8.0	1.0	6.0	10.558457688784756	0.47324566849714755	0.5382237051337033	1.9885306263691513	0.0036456210103478696	-1235.1234102169522	-1196.1798847153918	-1942.3938560746064	-49.868190460863424
1487000	8.02032754441579	-4665.085822792675	-302.0765817145535	-4363.009241078121	11.061312457310912	18.63226386380064	5.922787027302085	11.903706471750757	21.621361473042036	1.5424771422750008	4.0	4.0	4.0	1.0	7.0	8.95053749490634	0.6990182053433199	0.6367861247908756	1.6641956698658067	0.0037344794469724558	-1233.8878396521834	-1193.272053636467	-1935.8493477894701	-52.23184183861807
1488000	7.967763976985099	-4661.314456946699	-298.35125660498403	-4362.963200341715	10.07198586944352	47.87349298487768	17.2687447538056	7.8308280330837245	3.7832335937207606	0.845278548828066	2.0	7.0	1.0	4.0	6.0	7.484472041014641	0.5905928662457193	0.5721211906227969	1.837285943131486	0.003712327570061727	-1232.2056003034106	-1190.897315716874	-1939.8602843214303	-50.584514807400645
1489000	7.956547071676731	-4661.165164248314	-297.38017148925223	-4363.784992759061	11.152836928900198	21.09163837204766	8.061526688168273	6.880075124285464	0.7961122984573894	0.5822742913488003	6.0	4.0	3.0	1.0	6.0	9.017668791738076	0.6504742699399141	0.5470191506889711	1.8025065793711172	0.0036395376984227944	-1233.6688419504446	-1197.8206152988728	-1932.295535509744	-52.95423554795098
1490000	7.956547071676731	-4657.771497738472	-293.2374128597955	-4364.534084878676	11.038534994832759	32.186804480963595	2.542906216894331	4.01899216896195	1.5417226938418835	1.5830567555099506	5.0	3.0	5.0	4.0	3.0	9.055316512327913	0.6504742699399141	0.5470191506889711	1.8025065793711172	0.003279155493804007	-1235.3009090612602	-1194.5128869284538	-1934.7202888889626	-48.005302932965286
1491000	7.800236821924035	-4660.356451157372	-292.7342994550047	-4367.622151702368	8.904790218884525	33.66750052676127	7.179979725540637	2.6517398501765386	2.7797573875958985	1.4737017162840855	4.0	1.0	10.0	2.0	3.0	9.055316512327913	0.6504742699399141	0.5470191506889711	1.8025065793711172	0.004128799898019659	-1234.8928058749498	-1191.6840259011863	-1941.0453199262322	-47.109478743217544
1492000	7.941403837464876	-4658.600618403171	-291.69297888325406	-4366.907639519917	9.994879051531663	26.29458597587819	1.9077654852744534	3.1343573367949467	0.7112143378753867	1.7930438287202126	3.0	1.0	13.0	2.0	1.0	9.055316512327913	0.5000565360881624	0.734805100045994	1.765138363865846	0.003490588984040698	-1237.3005277887476	-1194.149753798247	-1935.457357932923	-46.78130456249894
1493000	7.7665205493192495	-4657.645683395257	-294.76054088704547	-4362.885142508211	9.823265170847467	28.290810386317553	8.606329381863427	2.887936767414621	1.220585242231473	2.541240302062372	4.0	1.0	11.0	2.0	2.0	8.195030257985652	0.6737660141767919	0.5263090836534114	1.799924902169799	0.003966514258184826	-1235.4825289722567	-1193.8853043783902	-1933.5173091575641	-49.156655253837464
1494000	8.011710523984393	-4655.705964779142	-293.2288620815316	-4362.4771026976105	10.55733847492592	43.38863268966837	3.4908973085289863	3.2700929614257763	1.2001705960128388	1.1266429681565513	5.0	2.0	4.0	7.0	2.0	8.69321360509503	0.6631227891159457	0.5071749229798128	1.829702287904244	0.003947437588583269	-1234.4568327808074	-1194.2016198634344	-1933.8186500533689	-48.327019261124924
1495000	7.949340073468861	-4663.295866232841	-296.96994779941906	-4366.325918433422	10.047614377965365	72.69101174739933	29.397514048499847	2.0105279784791423	3.749900113304137	2.866332996179012	3.0	1.0	6.0	5.0	5.0	8.69321360509503	0.605066413522146	0.5604025864091307	1.8345310000687256	0.0038143948702347346	-1236.724751640322	-1191.9887649800335	-1937.6124018130672	-47.47310726681511
1496000	8.002280860785625	-4663.44779596759	-294.5867942803657	-4368.8610016872235	10.528175151308249	31.379111004900068	32.6741220319442	2.824425469172657	4.031329017402578	1.1051764609765704	3.0	1.0	1.0	11.0	4.0	8.69321360509503	0.6394683327851663	0.6416123815610812	1.7189192856537547	0.0038503865602125447	-1237.4345813674502	-1199.4663305701558	-1931.9600897496177	-46.525304563646216
1497000	8.002280860785625	-4667.884288520473	-298.1552088986082	-4369.729079621865	10.143033129657491	33.14792731997507	12.698678517454521	2.648527236430315	6.631986258149413	0.8597301422492518	2.0	5.0	3.0	5.0	5.0	9.71096739149224	0.7024365928835881	0.6448906998194287	1.6526727072969853	0.0037763263858324294	-1238.8642872294822	-1196.0321533620854	-1934.8326390302975	-49.988757128553125
1498000	7.943661871425128	-4673.224209672402	-308.1174449371282	-4365.106764735274	12.06448635479465	24.217474787969408	20.53912374210488	9.112525215518222	5.334973250448001	1.2629082908638118	2.0	2.0	3.0	6.0	7.0	9.71096739149224	0.5891795962088552	0.5952034527988157	1.815616950992331	0.003036156134504767	-1231.7943943655114	-1190.5529394878756	-1942.7594308818875	-60.19130961811028
1499000	7.986756054252158	-4671.938028472076	-304.66651156758405	-4367.271516904492	11.466944842174998	144.7687132896621	9.588911680375709	5.542695014063338	4.120428673902005	2.324330299591297	3.0	6.0	3.0	1.0	7.0	10.375753331298071	0.6778156907872939	0.6499981372051907	1.672186172007517	0.002706272783767268	-1233.4010480234629	-1194.602266097294	-1939.2682027837352	-54.777445382866006
1500000	7.986756054252158	-4669.41080876768	-300.6069303436054	-4368.803878424074	11.276057659489846	119.18062668913736	4.65138456571767	5.654088213114032	3.636558566080637	2.4505301805261395	2.0	5.0	4.0	1.0	8.0	9.236294502988708	0.7073179459712393	0.41908909556180785	1.8735929584669544	0.0030725190513565637	-1234.6331624346517	-1194.2912499163542	-1939.8794660730687	-51.43178625495869
1501000	8.023995599254825	-4684.589392689737	-311.8581212977604	-4372.731271391976	12.171917043320622	158.56791913946637	3.283182582379516	5.768330587418202	7.063580085998585	12.396669546398197	3.0	10.0	4.0	1.0	2.0	7.429491691196354	0.4753147592033678	0.5319104588543824	1.9927747819422514	0.003293838552251179	-1233.9820851807567	-1195.776325292245	-1942.9728609189744	-59.80844551585797
1502000	8.023995599254825	-4672.048087640824	-299.5371605768246	-4372.510927063999	10.496508695920667	76.73645688844839	5.881882933675936	1.7216568227005098	1.037285259528445	3.3246359274177113	3.0	11.0	3.0	1.0	2.0	7.66635812146802	0.7065099898796113	0.6064251190712932	1.687064891049097	0.002816008031528084	-1234.643187944713	-1192.2945295643478	-1945.5732095549379	-52.03230505749014
1503000	8.023995599254825	-4675.786163169997	-304.6116506754099	-4371.174512494587	11.91908513415974	56.357311476179305	7.202268528782231	7.536012043325884	1.396530686459192	2.016934220380038	3.0	9.0	2.0	4.0	2.0	9.399347343712728	0.6253940563844562	0.609949346014582	1.7646565976009632	0.003049526187258734	-1237.7951142202344	-1197.2010152958237	-1936.1783829785288	-56.91730115384888
1504000	7.876732721018785	-4674.440459493977	-304.85611989111044	-4369.584339602867	11.09941212573746	147.78150361156818	11.983327969821978	2.028279794216991	1.4317520965594062	1.8379305330333193	3.0	8.0	3.0	2.0	4.0	9.32178116040548	0.6644209429862308	0.487167730872169	1.8484113261416013	0.0028704813540578774	-1233.9788752796878	-1192.2373269741129	-1943.3681373490665	-56.584249172924025
1505000	7.981535041775658	-4659.625230328339	-298.31157529559937	-4361.31365503274	11.224376175526535	61.938305205363456	7.67372880078412	1.945431270380078	2.157365577460156	4.703107437799298	3.0	7.0	8.0	1.0	1.0	9.32178116040548	0.6672131763351461	0.6246237894825531	1.7081630341823022	0.0030312815813220255	-1231.7737627257243	-1192.3604832784713	-1937.1794090285441	-50.42988609927785
1506000	8.026859779675796	-4659.140098173006	-296.92335791411233	-4362.216740258893	10.861981056984686	47.27125915301272	3.5500376394934863	4.299584807164851	2.266754652862219	2.0788876803562557	3.0	3.0	8.0	3.0	3.0	9.2222244792101	0.55780316887551	0.5948985490721979	1.8472982820522934	0.0036309041640471195	-1236.1553955240477	-1194.5332761667673	-1931.528068568078	-50.45704059780853
1507000	8.026859779675796	-4672.683283819656	-302.15870487236225	-4370.524578947294	10.415676996719986	42.38755935086391	3.5799400439136644	12.997674267504342	1.607100847072366	2.2147900190714624	2.0	4.0	6.0	6.0	2.0	6.413493376327129	0.6652190708113986	0.6611481435231443	1.6736327856654583	0.003263098028753176	-1230.728525993975	-1191.6522931374363	-1948.1437598158823	-53.01660705731488
1508000	7.864568025965099	-4670.561872104316	-305.7632677756724	-4364.798604328644	12.180906066620485	56.40229204940479	20.122598709334778	18.471798370278776	3.534047370720772	2.1574249408813846	2.0	5.0	3.0	6.0	4.0	9.901644216326295	0.6623523656282673	0.5525799182166055	1.7850677161551283	0.003193813853993881	-1232.0781058921066	-1190.7161760595723	-1942.0043223769653	-55.889983755771915
1509000	7.376334245673759	-4680.2985491811205	-309.815661446106	-4370.482887735015	12.253575665422721	27.93049585679125	5.384017159141495	16.647239493661377	3.380306746421633	2.138030231061895	4.0	3.0	4.0	8.0	1.0	10.04708597968839	0.6623523656282673	0.6206282167986777	1.717019417573056	0.002928893414153747	-1235.2897887785932	-1196.5568511798672	-1938.6362477765545	-60.75649604912639
1510000	7.816353582665856	-4666.739396711416	-300.6073168615464	-4366.132079849869	12.089626374777731	47.12231370936744	10.9368744226934	4.852860568611523	0.8591974792557395	1.3018835197609646	4.0	4.0	6.0	5.0	1.0	9.126135909768529	0.522930259081843	0.6788285176005144	1.7982412233176435	0.003224779160421536	-1233.4481066326393	-1193.8072736659726	-1938.8766995512574	-54.24412736787862
1511000	7.901121085535172	-4661.143708757604	-298.2090334856036	-4362.934675272	10.949677080182354	38.401728866241015	8.009114046284942	2.6574252358553894	1.354613739393876	1.3018835197609646	3.0	9.0	2.0	3.0	3.0	8.816744556993028	0.6144826195158379	0.6034401622614053	1.7820772182227576	0.0037905390480642343	-1233.971535903272	-1193.6377341626328	-1935.3254052060954	-53.10503057485107
1512000	8.162590826575538	-4664.187968273311	-297.1921668452922	-4366.995801428018	11.42965661299896	42.52159262073719	8.209163275462071	0.8913890624772913	0.6983844647814854	1.6532840437153693	2.0	10.0	3.0	1.0	4.0	7.541323486672956	0.6093240413073487	0.5602776719737984	1.8303982867188535	0.003038575900288254	-1232.9077632747935	-1193.8338091075175	-1940.2542290457077	-52.32952460944614
1513000	8.15291631795615	-4671.065828314201	-301.2674085305137	-4369.798419783688	10.83122537827639	156.4368203928369	3.8586223378341042	5.418224745850548	1.688931592418834	0.7635188100516268	2.0	12.0	1.0	1.0	4.0	6.804012829669244	0.668633766511663	0.6081717554848906	1.7231944780034474	0.0034279400716793326	-1232.6308311076207	-1193.6974499656696	-1943.4701387103976	-53.22927045827448
1514000	8.15291631795615	-4665.126179727958	-300.99892308115943	-4364.127256646798	10.400729452269786	28.256602908511436	12.712126548349032	3.531335308852407	1.0072437579680338	1.183007100293842	2.0	11.0	3.0	2.0	2.0	10.663519836641296	0.6663801783908926	0.6656103381868033	1.668009483422305	0.0034872080928629477	-1233.5951288603808	-1191.7017861095517	-1938.8303416768651	-55.69207692790002
1515000	8.15291631795615	-4670.546822215529	-306.49193173557615	-4364.0548904799525	10.691900280972531	370.0686961648931	8.453364467638366	0.8848792291556611	1.2651362012402798	1.554729395771384	1.0	13.0	1.0	4.0	1.0	8.228718189332135	0.549557459813559	0.60995517792434	1.8404873622621016	0.003195618343349779	-1233.14397512258	-1193.2699928642983	-1937.6409224930744	-57.26482390809694
1516000	8.161984818618162	-4669.907133934107	-300.7725717766086	-4369.134562157498	11.770378274237688	42.77910694331289	5.361803981397364	3.7577961313066375	2.178684617118617	2.53795771134997	3.0	9.0	3.0	4.0	1.0	9.854409749351325	0.5983466728309167	0.6137049264573582	1.7879484007117257	0.003280212408057809	-1236.3422858565843	-1194.9512064687983	-1937.8410698321154	-54.36132597077337
1517000	8.161984818618162	-4667.3571713429865	-300.74603610421224	-4366.611135238774	11.093877437445977	162.33998636612594	6.947991081404041	2.6862150552368917	1.1925228985866396	1.450973372469376	1.0	12.0	4.0	2.0	1.0	9.854409749351325	0.589746150307204	0.7032521394448258	1.7070017102479709	0.0030510827874013244	-1235.3187195680205	-1192.289543444832	-1939.0028722259224	-52.827481222375866
1518000	8.161984818618162	-4664.312556207982	-299.7156483781746	-4364.596907829808	11.211675297233144	69.68143545086076	6.861412164418139	1.9469346320789283	2.22079390695979	0.9783936526629997	3.0	8.0	1.0	4.0	4.0	10.044572964929566	0.554051113612923	0.5550110760685398	1.8909378103185377	0.003169342359193791	-1233.885367774401	-1194.0620105140679	-1936.649529541339	-53.30876287352754
1519000	8.154002620959197	-4666.6138219779905	-301.5985742174495	-4365.015247760541	11.238825824580628	40.84757253940061	6.232682357686922	6.512465928136166	2.6517025033403683	0.992774716241643	3.0	8.0	2.0	3.0	4.0	9.19280418089441	0.7346610470322663	0.5636484819918909	1.7016904709758434	0.003146553393240866	-1232.9869281633123	-1193.0455224981988	-1938.9827970990293	-55.044183801983245
1520000	8.067659548745942	-4672.699408429131	-308.40036741483664	-4364.299041014295	11.772031018985432	28.476784823548638	14.477973459299081	8.18457431521429	5.328780303374185	3.3174759064431334	1.0	9.0	2.0	4.0	4.0	7.061311833779057	0.5857336744642907	0.5205136770038326	1.8937526485318772	0.0029725262659579784	-1231.8112972261135	-1191.1522107426788	-1941.3355330455022	-60.69368728244722
1521000	8.067659548745942	-4670.203264559941	-305.55810592313856	-4364.645158636803	12.080048952351666	32.90979228715654	8.667902407429972	33.45643793989207	5.672062742809851	1.5854823269592988	3.0	4.0	2.0	2.0	9.0	8.368254679232034	0.5974118914109928	0.6076025127640239	1.7949855958249838	0.003097722752945091	-1232.7518019477748	-1191.5694323985579	-1940.3239242904701	-54.20993472829574
1522000	8.064100222217919	-4678.046009464096	-308.7024694010155	-4369.343540063081	12.680542965601576	22.765431840553592	6.790006257388199	11.372031091102773	10.536452250981883	2.9602692069416774	4.0	2.0	5.0	1.0	8.0	9.39878580218875	0.6202469606782525	0.6387652231916109	1.7409878161301375	0.002953843034413427	-1234.3768207765995	-1195.5263186178768	-1939.440400668604	-60.07088663002178
1523000	8.064100222217919	-4677.654478554365	-313.84379314440844	-4363.810685409956	12.303011054880928	132.92282512066913	86.70910146047284	14.157403718375798	10.008671522231259	5.398880973959641	1.0	1.0	4.0	3.0	11.0	9.318639263116333	0.5946502703772588	0.6069201410063938	1.7984295886163482	0.002669304670530299	-1232.2347615039741	-1189.094792764013	-1942.4811311419692	-60.095502980143486
1524000	8.0359663296189	-4674.232921131413	-310.18843316646473	-4364.044487964948	11.52742218640834	27.473339704080004	17.32108256804234	18.0390544854727	8.679674622742507	5.324361199327113	4.0	3.0	4.0	2.0	7.0	7.859613348537634	0.6357087021745907	0.5579421678886822	1.806349129936728	0.0031810370636737285	-1232.6596975066195	-1191.5855813961177	-1939.79920906221	-60.569798410284356
1525000	8.090450479036473	-4668.617450386386	-301.3195368641125	-4367.297913522273	10.322623227466211	36.02829930126454	9.280014566092206	5.339791386459052	9.165248356491322	1.124934635238146	3.0	1.0	3.0	6.0	7.0	8.525422893740407	0.6381654527889636	0.5924662510904848	1.7693682961205526	0.0031864145794975947	-1229.6366907284405	-1190.0242995213748	-1947.636923272458	-52.95876862658263
1526000	8.022509207885815	-4667.035678698897	-304.6465339210021	-4362.389144777895	10.914127432315894	30.792488686768273	8.890380403030058	13.184894683199651	10.426031478449644	1.89857038191362	3.0	7.0	2.0	1.0	7.0	8.525422893740407	0.7756568397591312	0.5675007718490259	1.6568423883918437	0.003480167844520946	-1235.5657514476902	-1189.6255885838345	-1937.1978047463708	-55.5374573056931
1527000	8.063688560112086	-4670.2555309345735	-307.59319853409687	-4362.662332400477	10.715983092790589	256.4684348568702	11.872872528543523	7.696920583214882	4.359204768476343	3.072435062106412	2.0	7.0	1.0	2.0	8.0	6.902893450193155	0.612880113800785	0.5148688320811711	1.8722510541180448	0.0033931804429121366	-1232.4582669060676	-1189.614726630658	-1940.5893388637514	-56.35562716898235
1528000	8.063688560112086	-4668.174188115574	-302.8525491408322	-4365.321638974742	11.088227811365854	27.65686532558416	10.97524538335579	17.06712223464331	4.1030399180875685	2.434549314251123	1.0	6.0	2.0	7.0	4.0	8.652928327675918	0.576722867545834	0.676594282493734	1.7466828499604325	0.0031942826437674834	-1231.5571015237579	-1196.2776004791085	-1937.486936971876	-54.36621871130526
1529000	7.894400434585776	-4662.0394150409065	-295.25347558909056	-4366.785939451816	10.203590022315423	54.95689437090508	6.585173824727314	4.721689419972726	3.2556133874977697	0.41616928847854257	1.0	10.0	1.0	1.0	7.0	8.467395033091591	0.6614518553342024	0.5354499815486874	1.8030981631171106	0.003584914550215046	-1233.893559229223	-1193.110952407023	-1939.7814278155704	-48.57410136321452
1530000	7.966966070461098	-4665.8154269120705	-298.53531246724117	-4367.280114444829	10.354125794171951	64.6288806421138	27.1683985069645	5.517772356130795	3.86752852610026	2.744565552374343	1.0	2.0	3.0	5.0	9.0	8.018457608119252	0.5434902443703424	0.49486995491382013	1.9616398007158378	0.003200461786287026	-1237.009239016115	-1193.3329018563238	-1936.9379735723903	-49.4610538509986
1531000	7.644741871575959	-4668.662488892065	-301.6845689889716	-4366.977919903094	10.450168667729637	19.82833695261097	18.96714359245939	7.747266256271675	4.5935054545724405	1.371799147207392	1.0	5.0	2.0	7.0	5.0	8.704699736367251	0.5740249037055281	0.568018162096587	1.857956934197885	0.0034650826138252983	-1231.3122640617405	-1192.7266925865968	-1942.9389632547566	-54.51669766803998
