# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:11 BST 2015 [seed=1430153531149]
state	age(GOOSE_HONGKONG_W355_1997)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
437000	8.122406402216553	-4661.959960232468	-295.12010813020675	-4366.839852102261	9.651243247665825	56.633236092185385	17.319554316862096	1.4105912717151106	3.2206085896095673	1.750531425382572	2.0	3.0	2.0	11.0	2.0	7.450295366549059	0.5681327768377039	0.5183747595983399	1.9134924635639545	0.003753172762565652	-1236.2658398151837	-1195.3418564054832	-1935.2321558815943	-47.20077029988594
438000	8.127445584564475	-4667.291877654896	-301.416712601962	-4365.875165052934	9.97917490622317	194.17927592153413	21.578568266166506	7.796362390388664	1.659099607848843	1.851507541423731	1.0	4.0	2.0	9.0	4.0	7.910710716767402	0.5930839816334712	0.4880835367661816	1.9188324816003455	0.0037517894824969688	-1234.6614338592353	-1197.3616218492168	-1933.8521093444815	-51.119585228173506
439000	8.127445584564475	-4663.847611278807	-299.218107282835	-4364.629503995971	10.757521190821382	28.55824700404902	4.341827791845343	4.624576205286684	3.7105635593827095	6.759174494001571	3.0	2.0	4.0	9.0	2.0	9.232765971340964	0.6309954948138278	0.518102102207735	1.8509024029784356	0.003732326041914978	-1233.912556727307	-1193.4210029051133	-1937.295944363551	-51.880967045511724
440000	8.001746168798887	-4656.824438930396	-286.6128908929464	-4370.21154803745	8.998198574584196	26.383692146365956	4.206430052770678	1.184002724493551	2.05155454373911	0.6249677545594845	5.0	2.0	1.0	8.0	4.0	10.989719872404008	0.6256994328244861	0.6330301582752226	1.7412704089002895	0.004335456527846429	-1239.0658363415635	-1192.6017381550319	-1938.5439735408545	-42.60954949879182
441000	8.090499601988242	-4657.097229876607	-289.14468990526126	-4367.952539971346	9.310483322636005	48.359609676112704	2.330960393252603	0.7878185011962477	1.6363151338935034	0.6575807096095997	4.0	1.0	2.0	12.0	1.0	8.628474501679202	0.7827149474495028	0.5435032667743986	1.673781785776097	0.004233516967293673	-1237.5154011322218	-1193.0943196280296	-1937.3428192110944	-45.0084752906649
442000	8.074260218971789	-4658.623909490572	-291.80175587067197	-4366.8221536199	9.446678104656515	36.48940820650395	5.636667685518941	1.3406368160265087	2.1874769243274566	0.9010565229659633	5.0	5.0	1.0	4.0	5.0	7.083856993959083	0.6237340280371936	0.6450173005040827	1.7312486714587223	0.004015476500813729	-1234.2753082512872	-1191.684768931525	-1940.8620764370874	-47.1502952887033
443000	8.078793444080967	-4664.176685611758	-294.46725164862886	-4369.709433963129	9.397045602982848	10.230683427789291	5.450139223992704	2.0411876909734157	5.4753692700177234	1.2292891317649588	5.0	1.0	3.0	5.0	6.0	9.277946843280597	0.7234280121967841	0.6523356823084201	1.6242363054947944	0.004308398295554692	-1235.3660822303104	-1195.3517815295445	-1938.991570203274	-49.406686088372986
444000	8.078793444080967	-4655.643402494546	-291.6187577815225	-4364.024644713023	9.080145151522666	29.636224870402096	9.202180642918309	1.124467322972813	2.196633254400286	0.8814141667263088	2.0	3.0	4.0	5.0	6.0	8.747269413881686	0.6984382312490564	0.4811006735953438	1.8204610951555984	0.004649103230765914	-1235.912181721314	-1192.162110986376	-1935.9503520053327	-46.50239134014014
445000	8.078793444080967	-4671.161818753228	-302.5483144583121	-4368.613504294915	9.690924193004593	63.664762659117635	20.547229840482995	13.911044618146095	3.850755825756562	2.3118924658952213	3.0	1.0	5.0	10.0	1.0	11.983553123279158	0.7000214241467315	0.6374247327142196	1.6625538431390476	0.0045372801366213205	-1235.704023805998	-1194.4082824629147	-1938.5011980260026	-52.61837359468403
446000	8.078793444080967	-4662.384795357621	-289.6425488566957	-4372.742246500926	9.497108221478717	24.015427499911656	3.3463317761436864	4.262629320258447	1.4062172149310936	0.8299002018690395	5.0	3.0	5.0	3.0	4.0	8.372654408880626	0.704277136842751	0.8027106975088529	1.4930121656483948	0.004593282261694596	-1233.162684050205	-1198.7631496260055	-1940.8164128247156	-45.56979976407662
447000	7.994377188946384	-4665.1796087115645	-297.0805760328868	-4368.099032678678	9.54045938214905	16.18518845301103	13.81978559124658	7.147143473460387	0.8640806125687396	2.187426711058744	4.0	1.0	10.0	4.0	1.0	8.974911837033265	0.6771438165554774	0.5835895694630793	1.7392666139814421	0.004390832210080055	-1235.6754763043891	-1192.9760723543136	-1939.4474840199753	-50.58928796410333
448000	7.982786065848654	-4655.273799677244	-291.96355038489986	-4363.310249292344	9.146714306092857	10.30686609121708	2.5479911051677493	4.14505193641485	0.6192534056261234	0.4555455035995488	4.0	2.0	7.0	1.0	6.0	9.087172219389139	0.5833874885958672	0.6054301519644935	1.811182359439638	0.004667911760977177	-1232.4216701854955	-1192.0492635170185	-1938.83931558983	-50.19553928712118
449000	8.003892679944057	-4661.37760062662	-292.7295226697769	-4368.648077956843	9.599636793369248	19.376988091920577	6.328877906309246	6.344151600138243	3.787167386343315	1.2974486047940303	3.0	2.0	6.0	2.0	7.0	7.287549201352102	0.4888659784514406	0.4808095049777651	2.0303245165707926	0.004018647102136337	-1233.0527281100822	-1192.7864021129005	-1942.80894773386	-47.26382255387871
450000	8.008879673217466	-4668.586110717148	-292.9378268173554	-4375.648283899793	8.970663447132187	15.372110133340598	3.522238766088202	3.472957194112947	3.9385644863031235	1.5993652083604555	4.0	3.0	1.0	3.0	9.0	11.541266420580646	0.6846775982331365	0.47048099880972144	1.8448414029571403	0.004667058973629856	-1235.368723052767	-1190.819128604816	-1949.4604322422094	-48.13807433466754
451000	8.008879673217466	-4656.383953263449	-288.7923768353845	-4367.591576428064	8.792224061583847	18.07768716241564	3.278385508214309	7.884334940487673	1.3718520548767474	0.6472085006824804	4.0	5.0	4.0	1.0	6.0	10.522135113525355	0.6438406578780321	0.7193719004936923	1.6367874416282742	0.0047605123206138225	-1234.428892851186	-1195.8207982083652	-1937.3418853685137	-43.590570282421865
452000	8.008879673217466	-4656.618681307395	-286.5977215530762	-4370.020959754318	9.22439029857434	23.820186334303692	3.8154969630006113	3.902372630578103	0.7953561122288332	0.319424661730757	4.0	8.0	1.0	3.0	4.0	7.483146344543114	0.5659716454932412	0.6388199581579882	1.795208396348769	0.00381636122126868	-1233.0177583457037	-1192.4074090857484	-1944.5957923228657	-43.725427908418446
453000	7.8602678736100104	-4661.797117664172	-297.2333196887963	-4364.563797975376	9.486908367294776	18.232795752807867	3.3250157032480034	5.761292088549885	2.7226488443190346	1.293049795954884	7.0	3.0	1.0	4.0	5.0	9.872151116102131	0.5659716454932412	0.571110916744644	1.8629174377621132	0.0037533439636644817	-1232.4834787747827	-1193.374246388193	-1938.7060728124002	-52.061831992000755
454000	7.698314613554686	-4665.111779030241	-299.9202049894455	-4365.191574040796	10.211834853720637	20.793543769796884	15.322831762350072	10.26320910957648	2.86404675089601	0.8098544135067279	5.0	4.0	3.0	1.0	7.0	8.890360445521804	0.6467427153678375	0.5744906664862721	1.7787666181458888	0.003943022273973391	-1233.0321161498587	-1191.2502368634746	-1940.9092210274628	-53.32877073233165
455000	7.795734349278672	-4674.515671806929	-306.30695158874016	-4368.208720218189	11.563333025460341	20.97488657406217	13.836576719980483	7.9791743127020425	16.25492040306086	1.466006916273102	9.0	1.0	2.0	1.0	7.0	9.549897175981835	0.537807328984566	0.5647246362767877	1.8974680347386446	0.0035940702934806456	-1231.5187178090607	-1193.6748262587205	-1943.0151761504083	-56.84901124720139
456000	7.436019620391117	-4669.530954674654	-299.27279473128345	-4370.258159943371	10.442288544992987	19.23065794581592	5.376971122378195	4.009228607106753	1.5259059038956153	1.6169833586886302	3.0	7.0	6.0	1.0	3.0	7.943722701210284	0.6700816050922876	0.6277639740178487	1.7021544208898618	0.003363433808059889	-1234.7557480780872	-1189.2650587502794	-1946.2373531150042	-55.07005999562365
457000	7.63304546432437	-4665.8569493378955	-299.7574827204478	-4366.099466617447	10.943833446767469	33.54612088595673	4.312466932374081	4.256307202315685	3.3739611773365628	1.7928735744519273	3.0	8.0	5.0	1.0	3.0	9.233306189929452	0.5569557850636042	0.5513527255141137	1.89169148942228	0.0033884634861649846	-1236.245305729769	-1193.15533049513	-1936.698830392548	-53.684701340430124
458000	7.911751040582708	-4661.828483152282	-294.00498021180164	-4367.8235029404805	11.117522262740598	52.70056946092504	4.25471378387633	2.617567743552565	1.9345229656027936	1.972854609773485	2.0	10.0	4.0	3.0	1.0	10.845519336708916	0.5510872978989297	0.5572212126787882	1.89169148942228	0.004120546959412777	-1238.9135001244665	-1195.28852860158	-1933.6214742144334	-47.90851472038746
459000	7.298169320654604	-4672.780208450237	-301.4318340702233	-4371.348374380014	10.80766276234526	18.27392638382751	11.504714241310039	3.5645675715975442	0.4963570778665864	1.5004869301537134	5.0	8.0	3.0	1.0	3.0	11.351451396266679	0.5406666601956671	0.5903473607823503	1.8689859790219805	0.0036816706075085063	-1234.964132363221	-1194.0959531983729	-1942.2882888184201	-55.81803696349681
