# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:13 BST 2015 [seed=1430153532075]
state	age(HONGKONG_1997_1998)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
20000	6.813514801789198	-4714.175307050535	-343.7085293114342	-4370.4667777391005	26.8723461099253	571.6965476864909	27.26716608344597	27.651764832315948	28.794798559499228	4.9688214547614225	1.0	7.0	7.0	4.0	1.0	10.127274509680197	0.5051363173582547	0.5550463655268205	1.939817317114926	8.946862451749542E-4	-1235.7176218268678	-1192.4845970590582	-1942.2645588531745	-86.17630708394618
21000	5.807230081264724	-4717.024692998971	-347.0377248825397	-4369.986968116431	29.313007841540426	544.5639553247366	18.666731932488535	18.04204317532947	22.498651962252282	16.932448347867663	1.0	12.0	3.0	3.0	1.0	9.678144527535416	0.588673944950473	0.5550463655268205	1.8562796895227076	9.504259060044163E-4	-1236.5956681832802	-1196.1754281513531	-1937.215871781797	-89.97604780697922
22000	4.6459008411980225	-4709.89650476158	-343.0802183864055	-4366.816286375175	28.051712291599845	322.41426158223453	31.31020107675381	39.8949230607325	33.09597713452958	10.861095992889679	1.0	11.0	2.0	4.0	2.0	9.040496848753717	0.588673944950473	0.5550463655268205	1.8562796895227076	0.0010996478845031244	-1235.1682940414926	-1194.199194464813	-1937.4487978688692	-85.90967273076323
23000	3.4856245385447315	-4706.012310132104	-337.451250535346	-4368.561059596758	28.097902030268365	258.9830819424533	24.563097375730532	19.840707596260284	14.183219007422403	4.795280523703778	2.0	6.0	4.0	7.0	1.0	9.22356659772053	0.5470435841306398	0.5908354422661626	1.8621209736031985	0.001014935414064896	-1233.9875978839193	-1196.62215169109	-1937.9513100217491	-83.060874685405
24000	1.4149595694381758	-4723.74874010635	-345.78080844492666	-4377.967931661423	30.878117829399823	210.0181187103304	18.800445386042945	18.8203231319112	37.7087957544676	6.6382823986440265	3.0	6.0	3.0	7.0	1.0	8.658417946128695	0.6480345391882463	0.4678419256152808	1.8841235351964738	8.875108405010027E-4	-1237.1126696112688	-1201.0632484645412	-1939.7920135856127	-89.90043101492006
25000	4.44939216433237	-4717.922798489635	-344.36496402201453	-4373.5578344676205	28.701900608254423	134.97854075639952	36.269175085898574	12.633745076281095	26.277701658959504	6.178684403509992	4.0	3.0	4.0	8.0	1.0	8.77810515279852	0.6467136709022848	0.4665332248612407	1.8867531042364754	8.71572593220272E-4	-1234.2363224010278	-1190.588379016448	-1948.7331330501445	-89.79577437474417
26000	2.4229462632375474	-4722.742669077589	-345.84608093709124	-4376.896588140498	28.65539333223202	107.90620087779213	66.71844468502854	50.33420149343171	22.392224078565405	7.1282168582868595	3.0	3.0	3.0	9.0	2.0	9.427218543682148	0.6467136709022848	0.4665332248612407	1.8867531042364754	8.112678451890498E-4	-1237.968518527138	-1199.5178994170503	-1939.4101701963098	-90.61763297943749
27000	2.4978678675478543	-4720.594808178002	-344.7032893137112	-4375.89151886429	34.580625076930936	378.04802906247676	39.10113668217767	81.37020308577318	23.108595984099775	15.105484602799383	1.0	6.0	2.0	9.0	2.0	7.854384893609824	0.6470264204911474	0.46898292294165733	1.883990656567196	8.165525842441019E-4	-1237.9103962889665	-1200.8270013917743	-1937.1541211835497	-86.18618513536498
28000	0.29306602853654673	-4723.040610404375	-347.7005663229827	-4375.340044081392	30.563968480883933	402.0305760544903	43.235771944248214	64.71569905945302	24.83613874329281	22.69630665939003	1.0	8.0	2.0	7.0	2.0	10.662371355243899	0.6484864617564431	0.630582890851558	1.7209306473919996	8.543743812698233E-4	-1234.292541339726	-1191.1925280128546	-1949.8549747288118	-89.03134041009457
29000	3.3251122115938103	-4715.286111134461	-345.11487522027215	-4370.171235914188	31.146470871613463	270.0783131121711	81.70332308204863	57.393263337731646	27.18516824636275	18.176163559393064	1.0	2.0	3.0	10.0	4.0	9.303188250961139	0.6643472582571546	0.5900508859933282	1.7456018557495177	9.26267803395682E-4	-1234.396267592313	-1197.5129938731916	-1938.2619744486838	-87.52564448903769
30000	4.322628693239657	-4718.044726068157	-348.0736052670194	-4369.971120801138	28.635332685130532	193.02912201117644	48.412347601966836	30.333535112640135	42.14438243119194	31.216590875781822	1.0	4.0	2.0	10.0	3.0	9.289124865508112	0.7012448220234959	0.612406786264319	1.6863483917121855	8.354552080117226E-4	-1234.4903241617785	-1194.6602364767298	-1940.82056016263	-91.02001803715838
31000	3.9933733741021626	-4722.746310303719	-348.83964825286074	-4373.906662050858	30.926467210350054	1186.7136282378149	57.710193651828284	37.43498994546318	42.18362823605075	6.783827080475099	1.0	7.0	3.0	6.0	3.0	10.116161648178993	0.7276401090096999	0.6142426044606875	1.6581172865296128	8.077275011383761E-4	-1233.9741007664393	-1197.9341958543694	-1941.9983654300497	-88.70407742209515
32000	3.9920524685031706	-4714.667822541705	-342.5162699948225	-4372.151552546883	29.7888411858781	114.2991202119175	12.360379212604892	28.40783840713132	30.845013781225482	15.185504174039247	4.0	2.0	5.0	5.0	4.0	5.987673993391678	0.5832054208457684	0.6783745238847716	1.7384200552694602	9.87441386975263E-4	-1234.269710704265	-1198.1053204863265	-1939.7765213562918	-87.71573596281115
33000	4.173097420179168	-4714.207213085394	-345.0216993843613	-4369.1855137010325	25.288481379718803	85.82271633989377	14.031203391138563	45.97612675574301	34.70797196109844	16.666146909528475	5.0	6.0	3.0	5.0	1.0	8.039499730676438	0.5392008607885284	0.5727709318804232	1.8880282073310486	0.0011044274610488504	-1232.6984821628312	-1189.054280282011	-1947.4327512561904	-89.08258896458949
34000	2.817367595087285	-4709.232469927709	-339.9906693784527	-4369.241800549256	25.96415214694032	115.11680618762233	8.800290976131356	18.26826794315755	39.156944669910004	25.446617153781357	4.0	5.0	3.0	2.0	6.0	10.426675073533094	0.6210110495473229	0.6000355093957062	1.7789534410569707	0.0011374413517263975	-1234.968150415972	-1197.3062120139227	-1936.9674381193622	-84.20274971021924
35000	4.419494105820114	-4713.524479766662	-337.88315127494064	-4375.641328491722	25.22431306417264	168.77053043157665	25.7522084362116	16.51595499657444	8.30985284861692	10.993597999159306	4.0	6.0	2.0	2.0	6.0	10.76032994629983	0.6693379062195997	0.46278119251702243	1.8678809012633777	0.0011695407725468194	-1236.5044661816657	-1199.2347693765537	-1939.9020929335024	-84.2013778641465
36000	3.6136594530442245	-4716.344752551162	-344.1361781149117	-4372.20857443625	32.9162279605281	150.19353884123186	24.835457754862702	30.26013957938987	25.588771462809472	19.00284169073765	5.0	2.0	1.0	3.0	9.0	8.463899645524629	0.6504537375069139	0.6666534209237526	1.6828928415693332	9.678871294402797E-4	-1235.5197525116175	-1197.21074901211	-1939.4780729125232	-88.88172018684406
37000	6.063603567198278	-4704.9798767494285	-333.35157361529093	-4371.628303134137	21.632582794571874	140.46931556233704	24.15458982254994	16.385525438767925	14.463953992779413	12.775645144307205	2.0	1.0	3.0	2.0	12.0	8.619461294565069	0.4463278603319326	0.5875575213254249	1.9661146183426421	0.0014034633221871357	-1234.6271069461059	-1192.8224330153066	-1944.1787631727248	-79.7802118728867
38000	6.639232443041416	-4712.6021353133165	-336.5955611548743	-4376.006574158442	22.348203132119792	149.6473860466839	22.441608574210473	28.816431415130776	28.996369744240425	6.839281264664721	3.0	5.0	1.0	2.0	9.0	7.295595602878824	0.613871069816773	0.47931038311882507	1.9068185470644015	0.0014228388808920952	-1235.3518065683454	-1199.4765483648648	-1941.1782192252322	-81.81804732508039
39000	3.3305732161177035	-4711.310399426991	-335.00310181360135	-4376.30729761339	26.513456967406782	319.30130130475385	16.098945995974542	10.640483353286704	21.050300534021403	9.336221205845638	1.0	5.0	1.0	7.0	6.0	10.087692255036284	0.5114374806759607	0.6057648454211082	1.8827976739029306	9.900129177778723E-4	-1236.0305557798818	-1196.4728197563013	-1943.8039220772073	-79.577467920899
40000	5.54640070125974	-4723.632561108234	-345.6335944540441	-4377.99896665419	29.330301447567194	235.62992623239256	185.33188090027448	86.61876754681198	20.69176637106703	12.533623822799052	1.0	4.0	2.0	1.0	12.0	10.39215539698848	0.5675925129780863	0.6409699407892564	1.7914375462326568	8.771161491358035E-4	-1239.37836810431	-1196.5642363307404	-1942.056362219139	-87.29758619778869
41000	4.614832336125467	-4715.557767262455	-340.3787005972524	-4375.179066665202	26.711053882896717	245.76967547319214	43.33684915907573	50.26920242957916	12.048622950355945	19.91235220604616	1.0	6.0	4.0	4.0	5.0	7.834070188778119	0.5716398993040512	0.6857913634103531	1.7425687372855956	9.357882933228522E-4	-1236.1379344999912	-1194.3827948477008	-1944.6583373175104	-83.64892940791826
42000	4.2790566328188095	-4724.80984068401	-344.5651245112098	-4380.2447161728005	25.926183268985838	387.73455428845307	63.358344768288305	39.581670789613355	5.063622060745205	9.175204728138773	2.0	5.0	4.0	2.0	7.0	7.445222230937512	0.7035819791141739	0.5460732679472536	1.7503447529385727	0.0010080429921399897	-1237.3264515513847	-1195.7210636512607	-1947.1972009701547	-88.20109944348216
43000	5.449510388297496	-4722.482316145878	-346.8151005760597	-4375.667215569818	31.36722330534231	347.0297750549881	63.4894343208985	16.577284215490664	45.33447524045466	43.87885087609644	1.0	5.0	5.0	4.0	5.0	10.292737723228356	0.5939426211479321	0.4849504506053816	1.9211069282466866	9.928835906974224E-4	-1233.0003620943428	-1198.0148214324643	-1944.6520320430104	-87.60667670256976
44000	4.316225139741254	-4717.430159451886	-340.25002201082316	-4377.1801374410625	22.268594381137753	243.62111596287198	61.24237825626649	11.025740692543641	10.058682255178176	19.10355132505096	3.0	2.0	6.0	3.0	6.0	7.236583893949331	0.5786707415614358	0.5343926823536744	1.88693657608489	0.0010678581038101149	-1238.7376318732297	-1196.7845538065876	-1941.657951761245	-84.95470767006194
45000	3.412563697928462	-4711.094354078539	-343.7630376067468	-4367.331316471792	27.893084750851045	406.2619557932216	78.79328079871586	43.275712317252164	16.93834347157826	8.094916280522892	2.0	2.0	6.0	7.0	3.0	9.554319593046442	0.6279038469086753	0.5510812376036728	1.821014915487652	9.157057833617118E-4	-1233.5147436299296	-1195.795022303691	-1938.021550538171	-86.6570513074816
46000	4.7853258129306875	-4706.602741874753	-338.70641524759833	-4367.896326627154	28.145399284876987	191.41437359921125	23.296664307153335	18.79904602569427	20.894623910565226	12.772809211172959	1.0	3.0	7.0	7.0	2.0	10.002383340779621	0.6392540761101625	0.5049473686549484	1.8557985552348895	9.521574323713055E-4	-1235.089276740177	-1194.2668416119648	-1938.5402082750127	-83.86317463489827
47000	6.161648767768588	-4719.533615663117	-341.62703768763265	-4377.906577975485	28.952593420877623	999.192183360915	29.800510179182403	8.52168520888339	11.561240485035754	21.7147260016744	2.0	6.0	4.0	2.0	6.0	8.323170618795329	0.6390128905699088	0.5017723754854767	1.8592147339446148	0.0011183726058874007	-1237.3584952164936	-1194.9535362756212	-1945.5945464833696	-83.90009103807468
48000	3.3302219272807028	-4710.10524756961	-337.88693157716426	-4372.218315992445	26.50264184375035	480.61652373940836	7.5984769346118775	8.676879901279491	12.65476367050324	32.736530229270066	1.0	8.0	1.0	3.0	7.0	8.256224051228134	0.6293101885877905	0.5928021711147676	1.777887640297442	9.912874746643174E-4	-1234.7832487950081	-1195.6529796420634	-1941.7820875553734	-81.23759837554019
49000	4.1609088389713325	-4710.015236182138	-333.5473365588665	-4376.4678996232715	24.06870536527227	192.17895856321348	7.958015467786073	11.466044517805303	6.833636114234656	7.864733443428418	3.0	8.0	2.0	1.0	6.0	8.47782991614251	0.5939451934750575	0.532145328779318	1.8739094777456244	0.001008542440692489	-1233.934476358079	-1198.9949205885775	-1943.5385026766146	-80.96999109229695
50000	5.802372454710884	-4717.195118409949	-340.14969801039643	-4377.045420399552	25.064146567011456	464.9791486711029	17.303041654074764	4.288460938045635	7.954426548291724	12.356438780780977	5.0	6.0	1.0	4.0	4.0	6.51303252249132	0.5876903126137083	0.5983818102275784	1.813927877158713	0.0010765903822170363	-1237.9523668492675	-1195.682587464357	-1943.4104660859273	-85.65955455732768
51000	1.5733065510007176	-4714.8726258708675	-333.9786302180429	-4380.893995652825	22.475315692398702	160.19761289679377	15.857346836967054	14.930949287079228	9.314509010952563	17.739553230419986	5.0	3.0	1.0	5.0	6.0	8.024550090684219	0.5876903126137083	0.6322842619141485	1.780025425472143	0.0010586488596167122	-1231.7795340510306	-1194.3456912298373	-1954.7687703719569	-80.21724456077298
52000	4.190441496772122	-4706.929441914499	-336.54928824959757	-4370.380153664902	25.215167106287964	232.29364968230735	20.371739192994625	8.147052665723992	7.809335380315654	17.759818559925264	2.0	6.0	3.0	3.0	6.0	8.024550090684219	0.7099050740174104	0.5100695005104464	1.780025425472143	0.0011565384187874732	-1236.6042813189445	-1196.2994786908937	-1937.4763936550635	-82.42480119451074
53000	4.766507326476123	-4702.498047953393	-330.0592111172898	-4372.438836836103	20.074529808719287	108.99477940045135	23.716690370944356	21.564096375732472	3.4132189290838433	8.85931173154575	4.0	2.0	3.0	5.0	6.0	8.507143660222674	0.5992532989600182	0.6147999599632147	1.785946741076767	0.0012273394179777156	-1237.2216961128668	-1193.846933159543	-1941.3702075636943	-76.93162815239145
54000	5.523122326709029	-4714.697865153891	-339.8269478106904	-4374.870917343201	20.673076328084708	168.0375558256485	46.401379355849116	13.165783395919542	26.322132750080648	15.46454245907862	1.0	5.0	1.0	7.0	6.0	7.802782434746608	0.6280661095272111	0.5756187766096835	1.7963151138631057	0.0011865844181544443	-1237.976647142608	-1195.8370229405728	-1941.05724726002	-84.4335542048912
55000	4.46724558402153	-4711.836435369312	-340.42974130345357	-4371.406694065859	25.06743879320308	114.65877861935681	111.98627545742212	33.80161781329446	24.371988096188876	22.732261798217174	1.0	1.0	4.0	13.0	1.0	13.161812443099263	0.5919049331945161	0.5143797226887246	1.8937153441167596	0.0012636888687696474	-1235.143023872471	-1199.5839263415276	-1936.67974385186	-83.74539186226865
56000	2.5340126596624093	-4707.87072479309	-335.15766456628194	-4372.713060226808	23.87192100282385	132.69252682295283	26.07263601429354	20.17820757289208	15.518706949341388	4.21492145094568	2.0	4.0	1.0	12.0	1.0	8.650842953349578	0.5080255108433845	0.5969764824202772	1.8949980067363383	0.0012453167096372845	-1235.481863980086	-1197.5871084494556	-1939.6440877972661	-81.94679647132979
57000	6.47497160284572	-4708.25017017075	-329.38125911587696	-4378.868911054873	23.272546684824658	317.29514215370966	17.843945205037905	10.92121797022991	11.012507953607477	9.559780160202754	2.0	2.0	2.0	9.0	5.0	10.167343567402716	0.4857592120230966	0.4289094259129978	2.0853313620639056	0.0013179860728699305	-1238.3209760285413	-1200.3118240670954	-1940.236110959237	-75.06777957891806
58000	6.47497160284572	-4709.059873986943	-336.9178207226747	-4372.142053264268	24.141776480196032	94.58333831260633	48.04149324289653	17.884044482363876	16.79907669623654	4.847996252421073	1.0	1.0	5.0	12.0	1.0	9.872317149372172	0.5624417192502301	0.547192974944664	1.8903653058051058	0.0011266864125540222	-1234.1344465368188	-1195.4935309910545	-1942.5140757363938	-83.58520583343544
59000	5.879437443141899	-4701.2080847171	-335.5231437706324	-4365.684940946468	21.92904033983468	180.01696910821568	57.35544229984888	59.174632397718725	15.65456414087314	15.919787627143268	1.0	2.0	2.0	7.0	8.0	10.258486031548134	0.7020230160215495	0.4799242201896158	1.8180527637888346	0.0012287573982070275	-1234.0784065831874	-1195.0000236139672	-1936.606510749313	-79.0380838216234
60000	5.224997696478826	-4710.1967752748305	-338.56969027216394	-4371.627085002667	24.625119676296666	631.7195012309662	72.23257537930978	23.825264834688785	17.541849491267424	18.273379402121794	1.0	3.0	5.0	3.0	8.0	8.813176157562161	0.5420474965168064	0.5840967208991411	1.8738557825840523	0.001240342810600965	-1237.2762023533853	-1197.1744357897578	-1937.1764468595236	-80.70065833267083
61000	4.888099642687562	-4698.689680346938	-328.5119427941384	-4370.1777375528	20.85497355708235	256.9464610024896	54.40191986998748	8.114673628121377	2.756329739370715	8.771314239288207	2.0	3.0	6.0	2.0	7.0	7.725102762827421	0.5596212926644027	0.641407290243371	1.798971417092226	0.001325307893355488	-1234.3150831235926	-1194.905779989015	-1940.9568744401927	-74.12444675816616
62000	3.469348254469078	-4710.677957099177	-335.43262577224925	-4375.245331326927	19.52264602803661	117.26152986559694	106.80695165457837	12.366270164768151	13.23364967067408	12.340951103440268	2.0	1.0	7.0	6.0	4.0	9.404951998577895	0.6676773492895707	0.5346454766581147	1.7976771740523143	0.0014364997427074452	-1236.8322756384782	-1190.7990661465783	-1947.6139895418705	-80.60599873385269
63000	7.883189603834371	-4701.543045559126	-326.8127492599441	-4374.730296299182	21.93575677908305	196.60266324529024	22.4657207226138	27.68096773788718	14.54478551847308	5.9114652418956375	2.0	1.0	1.0	5.0	11.0	7.775178773287234	0.5912013811167365	0.44496214071737517	1.9638364781658881	0.0015367530361691541	-1237.501234375454	-1195.59035853699	-1941.638703386738	-72.5526781789055
64000	4.350353091001573	-4702.583214952179	-329.8659320017558	-4372.717282950423	21.188485963120286	290.00464266724737	281.3259944440586	8.935155981041802	7.663171695888499	7.107318231037268	1.0	1.0	6.0	1.0	11.0	9.009701336352487	0.6393973955449154	0.5280715072458194	1.8325310972092652	0.0014832889240088758	-1234.8270200883153	-1195.476950872693	-1942.413311989415	-73.41645121298218
65000	6.502988982393828	-4695.5894438119685	-322.30328529673204	-4373.286158515237	16.96308718470884	119.3055883471994	4.921594646506401	8.884627815480624	11.280454071939658	11.6367961497004	1.0	1.0	3.0	1.0	14.0	8.961038234622707	0.5919344457410214	0.5416922513935065	1.866373302865472	0.0016040009033007256	-1237.945132229905	-1193.1649808038594	-1942.176045481472	-69.93975227495321
66000	6.272213178714576	-4700.646742476868	-335.80615038872355	-4364.840592088144	21.81059929479296	34.29370317015784	45.37009830864582	31.623270881795413	9.309825425001662	11.450821531827458	1.0	1.0	1.0	3.0	14.0	8.164370580644729	0.5385822774857809	0.5458656200203498	1.9155521024938689	0.0013434350987053519	-1234.0247142786527	-1191.1643249951314	-1939.6515528143602	-83.33375832110117
67000	5.353223406733042	-4702.260315362249	-331.8731932772899	-4370.387122084959	18.181683523552167	182.34616140587417	39.97412151294466	14.420833798701366	9.957413156306913	16.2157754574888	1.0	2.0	2.0	3.0	12.0	10.102576816346588	0.6259728453726924	0.6142737549790744	1.759753399648233	0.0015368037319158255	-1233.0336562249045	-1193.017584333113	-1944.335881526941	-77.33587995907209
68000	6.4328627187139205	-4695.813216637343	-325.61221454583244	-4370.201002091511	19.063811347972166	157.86810271174056	35.81957723761263	6.5848407968510285	11.59390291096021	13.029610627350708	2.0	2.0	4.0	3.0	9.0	7.625254738510228	0.6006518313403915	0.5582086806360159	1.8411394880235927	0.0014698960427668008	-1234.9149348967198	-1194.6771184130853	-1940.608948781706	-71.98971746154966
69000	7.048513418797772	-4703.829242934422	-334.63419867715663	-4369.195044257265	19.631351901710666	171.51389044494397	258.1291603886898	24.642568921114716	15.882213904223331	12.231823546051151	1.0	1.0	1.0	1.0	16.0	10.240726960445961	0.6194232331127384	0.5812124049293406	1.7993643619579214	0.0013840111906014089	-1235.9245087875086	-1192.0846913214802	-1941.1858441482761	-77.22172070666613
70000	4.393449267120435	-4700.430712332599	-330.5783690862839	-4369.852343246315	19.42864503027794	725.4890733700704	377.5520553455219	7.854830164816003	11.69810845874415	7.736221378142037	1.0	1.0	6.0	3.0	9.0	9.348371964107937	0.6391817067548017	0.4697906538789835	1.891027639366215	0.0014716381010184685	-1236.424042249369	-1192.6101562148824	-1940.8181447820634	-71.76487532402118
