# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:43 BST 2015 [seed=1430153561777]
state	age(CK_HK_WF157_2003)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
522000	1.2927837470294632	-4663.391041085801	-295.2303333730274	-4368.160707712774	9.41856367529702	33.74550323917656	4.2741406664237065	5.493323508907106	1.3765264445163055	0.27590906946631416	3.0	8.0	3.0	4.0	2.0	10.835715222900355	0.549458430387293	0.5354981461593071	1.9150434234533948	0.004050642235555545	-1232.0644305047992	-1191.9854114294328	-1944.1108657785412	-50.212677583002844
523000	1.3966764673574326	-4656.659054483483	-291.55272339535264	-4365.10633108813	9.109521858543896	24.234326666220184	5.061803917427678	4.603022596984113	1.123056492601708	0.6573257800708832	6.0	6.0	1.0	4.0	3.0	9.38158221083957	0.5525190936686905	0.5354981461593071	1.9119827601719974	0.004250366815728805	-1231.9357002975594	-1190.9613740292991	-1942.2092567612717	-47.46791904830203
524000	0.873876598431834	-4664.474573926863	-290.20519883656686	-4374.269375090296	8.717399685417256	31.90006833779947	11.965990770357628	7.456376597440898	1.4217158414980724	0.22114820094286192	4.0	4.0	3.0	7.0	2.0	9.38158221083957	0.5650155466073957	0.5245351785275535	1.910449274865046	0.004287080101799805	-1236.835538653804	-1192.8692074777118	-1944.5646289587798	-44.595261502682284
525000	1.7473260227557028	-4666.272915981052	-294.6394726053893	-4371.633443375663	10.71893477423016	39.39697777255906	7.984789056259556	2.6573764889320675	1.2331584323700127	2.1334988071790915	2.0	8.0	2.0	7.0	1.0	9.044362174165798	0.6639565098280965	0.3821201475160019	1.9539233426558968	0.0034657047438873797	-1231.3559321830476	-1202.0676368755887	-1938.2098743170266	-48.83734672447521
526000	2.4464829918544346	-4667.194640644107	-296.318061800596	-4370.87657884351	9.75781633081126	33.06936986796494	9.174283953095836	4.432339046042201	1.806760775398089	0.6011491282086212	2.0	5.0	5.0	1.0	7.0	9.966800532978413	0.7062773754223785	0.5584274694061461	1.7352951551714708	0.0034056043146643913	-1233.9499217303282	-1195.242180132561	-1941.6844769806212	-50.96530518699198
527000	3.365538725214524	-4663.357298438046	-299.19349964748733	-4364.163798790559	10.395223059273281	16.701650739468956	6.984454655846488	9.408351354966165	8.427356723580008	0.8946223037611866	2.0	5.0	5.0	3.0	5.0	8.897831519040892	0.6657314547054156	0.5617913130848213	1.7724772322097586	0.004155526020155124	-1232.993330055229	-1191.708781588184	-1939.461687147146	-52.0342802389513
528000	2.002812728336775	-4666.181655875995	-300.1413328219113	-4366.040323054083	10.093791574357745	23.594463681400907	5.529656450343164	6.717021744497638	3.9352404481081407	1.538360686825567	5.0	2.0	4.0	4.0	5.0	9.812215312736154	0.5114293898524747	0.5612461600598243	1.9273244500876965	0.0038513653965612537	-1235.521763495052	-1190.2131816118679	-1940.3053779471632	-53.86655948057145
529000	2.580965698241994	-4659.2398208623135	-295.87597975837963	-4363.363841103934	10.149427339179903	29.017746021842015	3.461890253461377	4.722182124097802	3.7707943147457277	1.8991702097551075	3.0	3.0	4.0	5.0	5.0	8.344142563821922	0.6845137417371487	0.5774692124919628	1.738017045770884	0.0036033525749545187	-1235.0796461099258	-1191.513323246914	-1936.7708717470944	-49.85319373939766
530000	2.7996698746673574	-4657.542780670697	-292.2607481751916	-4365.282032495505	9.786849560877222	50.68728533034334	4.945846742538497	4.702160591197003	8.718517057125133	0.8384346517868475	1.0	3.0	5.0	4.0	7.0	8.365981712555637	0.6845137417371487	0.5719644911432882	1.7435217671195586	0.004176216050824037	-1234.7519158060377	-1189.324085671961	-1941.2060310175054	-43.71607233345599
531000	2.0140926319062067	-4662.482643368644	-299.87130857733996	-4362.611334791304	9.581882241704479	64.23687162128887	72.54107716154914	9.206708402906367	3.971149134787965	1.4046751814631169	1.0	3.0	6.0	3.0	7.0	8.366479485169839	0.6758713899515746	0.5697583175386217	1.754370292509799	0.0039922174944313086	-1233.1319825976013	-1191.6629286429613	-1937.8164235507413	-49.23902634019307
532000	1.9713950398637676	-4670.113652212291	-304.500810614845	-4365.612841597445	10.407629772596149	155.50637513551808	27.142994801198526	15.242604839432408	3.17875113145185	1.5264056339540115	2.0	1.0	8.0	3.0	6.0	8.366479485169839	0.7176484255248926	0.6555189173603213	1.6268326571147815	0.00346966028192415	-1232.285563558541	-1191.5698216313413	-1941.7574564075633	-53.41814597826872
533000	3.07873359767655	-4667.941935325627	-299.7140464121568	-4368.22788891347	10.291491134613254	37.56619925929175	7.731704091579305	12.020659236421663	5.009070625671078	2.561953899616798	1.0	6.0	2.0	5.0	6.0	9.39037505408386	0.6181005611604672	0.6508644272879429	1.7310350115515853	0.00374784949113686	-1234.6690959069163	-1188.1321210640388	-1945.4266719425157	-51.13172938440701
534000	2.58676316170964	-4667.67716284029	-294.15301312459144	-4373.5241497156985	10.175964381587065	59.24600560972573	4.931344945796944	4.823271439515761	6.094038166067823	1.7279232606232426	1.0	6.0	4.0	2.0	7.0	9.39037505408386	0.5743875373577514	0.5868440790326478	1.8387683836095963	0.004052871545401498	-1240.738048303553	-1195.3719787669113	-1937.414122645234	-45.90671834933647
535000	2.610545743339701	-4655.910258787488	-291.65081963039233	-4364.259439157096	9.467151462679661	40.53568490415097	9.105665447151605	3.6405728044218515	1.8056921890733986	1.6706391697712164	1.0	5.0	8.0	1.0	5.0	7.602124692163245	0.6574362193753021	0.5037953970150972	1.8387683836095963	0.0046461628814296095	-1232.7641422438246	-1192.2534269471823	-1939.2418699660882	-45.82188969003714
536000	1.9842332402210134	-4664.145479684863	-295.117939391404	-4369.0275402934585	9.098180024118252	36.871970349412095	9.746447785699704	7.358053257050369	0.9738922448368458	0.45590300946206525	1.0	1.0	9.0	1.0	8.0	9.318611358120819	0.6682134202652272	0.5262218204886355	1.805564759246133	0.004357441094993444	-1232.4492526972385	-1195.0169265377415	-1941.5613610584783	-49.546508133515104
537000	2.424313589546294	-4660.688223848431	-293.0050976115491	-4367.683126236882	8.90695153870797	32.66570868529808	33.9737254568699	4.483353742899165	3.8332398928181415	0.6626791376807522	2.0	3.0	8.0	3.0	4.0	9.34296447658572	0.6580466486246186	0.4950253438835358	1.8469280074918415	0.0047747396152989785	-1235.5755287652019	-1193.485798193564	-1938.621799278117	-44.96976508616124
538000	1.7135454876859084	-4660.080655199132	-294.9653842534095	-4365.115270945722	8.912068158181151	24.155102525365876	15.162891731789326	3.854599559668721	1.6701946482013443	0.5720013053063109	2.0	4.0	11.0	2.0	1.0	10.682950851836788	0.6314067907594052	0.4998991597299673	1.8686940495106235	0.004786369831544202	-1234.4084576696653	-1192.9713187684786	-1937.7354945075779	-49.73045812223418
539000	1.620787980807103	-4662.654687042629	-294.93013263747923	-4367.72455440515	9.004519030215532	17.34368988152678	4.3472697066018755	4.163561239436371	4.376620028420576	0.6488961551938762	4.0	2.0	11.0	1.0	2.0	9.54494237967068	0.5425584303360492	0.6727811628486561	1.784660406815291	0.004518648007735122	-1237.4079918207606	-1192.825820050228	-1937.4907425341619	-49.92912654477118
540000	1.6647616091623618	-4656.848913086845	-285.32551670464727	-4371.5233963821975	8.631293180100895	31.593424550116833	8.119746115616168	2.69223343516392	0.38281789699667246	0.06814523369471895	4.0	1.0	11.0	3.0	1.0	9.356756483509006	0.5474020767920381	0.5166726778903956	1.9359252453175626	0.004787150775847264	-1228.5142688645765	-1193.6907022136238	-1949.3184253039967	-42.89175989756927
541000	2.4520028128422595	-4659.698142905871	-288.89425308620594	-4370.803889819665	8.48468003555475	104.57641193646234	22.474753988507597	3.037083786872829	0.7668514604008847	0.08614123494862377	2.0	2.0	12.0	3.0	1.0	7.519860579525011	0.5474020767920381	0.6659322458829182	1.78666567732504	0.004725593483858152	-1234.9435039152095	-1191.465704290462	-1944.3946816139933	-42.64565946457033
542000	1.451289615378006	-4658.9323651277955	-288.4015927367147	-4370.530772391081	8.487668876650643	43.187814851768515	4.975170508511427	3.167867694543596	1.4273137232763313	1.2060715783245253	5.0	1.0	7.0	1.0	6.0	9.39838891776834	0.7142317785231497	0.657215004662471	1.6285532168143755	0.005118352175711081	-1236.324018998928	-1195.056482010028	-1939.150271382125	-43.21062807823959
543000	0.9966817442071689	-4664.1393625955225	-295.0809786145626	-4369.05838398096	8.5465751319259	39.28791209436659	12.388501037736331	13.034370292447074	6.940157496303515	1.2082437998111482	3.0	5.0	1.0	2.0	9.0	7.451618260166205	0.7383073151635732	0.498959760345832	1.762732924490591	0.005150569508607196	-1235.415952385115	-1192.1176197673642	-1941.5248118284806	-46.37651567792754
544000	1.469955854299151	-4660.444892072841	-293.3112736245808	-4367.13361844826	8.719187866008564	6.589960259615031	12.308987625646244	11.198891914228277	2.5792548996466986	1.111946638308836	1.0	7.0	1.0	2.0	9.0	7.857560318291087	0.5695005053656823	0.5221069569491238	1.9083925376851902	0.005059936230570538	-1232.5307062928562	-1194.0739137273602	-1940.5289984280437	-47.907469807655815
545000	1.5846559189073188	-4663.050031965469	-297.0536749111163	-4365.996357054353	9.565345168759674	13.614846244300537	10.014143433324396	5.869426763338144	5.186942577503901	2.9331054622416146	1.0	2.0	4.0	3.0	10.0	7.113855486751518	0.5613672363482681	0.5967796075400037	1.8418531561117246	0.004201815952103192	-1236.161994490834	-1192.001358635885	-1937.8330039276348	-51.120054038832684
546000	1.5846559189073188	-4662.846706050691	-296.115543921835	-4366.731162128856	8.994578805241149	335.4405430568437	29.53766411430576	8.256223328159825	3.3355740369848093	1.58301190322641	2.0	1.0	1.0	9.0	7.0	10.268554093818759	0.7302289017337342	0.47467835933836083	1.7950927389279014	0.004475259226397212	-1235.4166975525397	-1191.8193920332685	-1939.495072543048	-43.94961747334079
547000	1.8094018237577285	-4660.099216428151	-295.67440998133867	-4364.424806446812	8.766910278881179	40.93808968266605	17.13866394751035	32.720927649876934	3.501928862515535	1.6748380231282847	1.0	1.0	1.0	6.0	11.0	9.097172003388955	0.6247403093453728	0.48650789599337485	1.8887517946612484	0.0047180952638074284	-1232.7475094824354	-1191.1596311927465	-1940.5176657716304	-45.28802766843929
548000	1.91774462541997	-4659.330377047396	-290.3569272484657	-4368.97344979893	9.492611925943566	44.0866137559986	22.47535403675207	1.0532119016530292	2.6677552872378882	0.8943910220828739	1.0	4.0	2.0	6.0	7.0	9.097172003388955	0.6041804940215368	0.47109877112735427	1.9247207348511048	0.004672622165576854	-1235.0644507397335	-1197.2645766826683	-1936.6444223765282	-42.747749222687474
549000	1.88576828637242	-4662.029459105026	-296.4639221130443	-4365.565536991981	9.812311448018445	14.434081265334955	9.856914761983282	8.153790208680512	3.1032249095037105	1.1756478490769078	1.0	6.0	4.0	3.0	6.0	9.09567375654798	0.5324966964646874	0.5975687743662271	1.8699345291690812	0.0039041911427534644	-1234.3643623142948	-1193.788776314083	-1937.4123983636034	-50.869790730025585
550000	1.4832389888612862	-4663.457770840937	-297.53582066586114	-4365.921950175076	10.495553537625534	82.27243971277807	7.957608436033352	7.1701154847580035	3.8662327037668605	1.273852304231994	1.0	4.0	5.0	1.0	9.0	7.180192581819964	0.5758635743731291	0.5561983574928884	1.8679380681339783	0.003895328446599665	-1232.4302990234905	-1192.546033757343	-1940.9456173942428	-49.22312394435246
551000	1.897715980515672	-4662.406967499436	-298.25018793358015	-4364.156779565856	9.713713612212816	102.407271303417	25.1889520664505	1.4675906598942625	5.182944488432839	1.604257809455126	1.0	5.0	2.0	5.0	7.0	8.997052428557295	0.5705932169071888	0.5571954761310779	1.8722113069617292	0.003951324806311709	-1233.7010237013517	-1194.1683344007142	-1936.287421463789	-47.136106422453665
552000	2.5093274387729476	-4661.802615196962	-295.3327776579283	-4366.4698375390335	10.010273559609464	65.91611274078589	9.040398575449156	5.91477041592098	1.2129776884168262	0.6426313693981269	1.0	10.0	2.0	1.0	6.0	9.721465318648828	0.6290983511053682	0.48661275383459623	1.8842888950600312	0.0038755402347191983	-1233.415553926554	-1194.2802064574973	-1938.7740771549823	-48.72464944597037
553000	2.057516118751372	-4667.191021238415	-305.4495891122499	-4361.741432126165	11.73125821609733	97.7337983130742	9.629839276539261	13.8255687874694	2.125961672302588	2.1115397936021734	3.0	9.0	1.0	4.0	3.0	8.491272531597927	0.6898623225541766	0.6317474790354739	1.6783901984103453	0.003192977614188342	-1233.2887095671115	-1192.2442772606182	-1936.2084452984357	-55.56071679631489
554000	2.798348800111131	-4683.226288809603	-303.9142811635354	-4379.312007646067	11.079009545411868	39.53590956194615	8.01057483837531	30.202155752708986	2.1568139998798204	1.693726538472825	4.0	7.0	1.0	5.0	3.0	8.715914597847597	0.8110608956868204	0.44427034560397594	1.7446687587091994	0.002830352494907121	-1238.196343970949	-1199.1627101165936	-1941.9529535585245	-53.049290151931956
555000	3.9192851009118828	-4669.062858563836	-302.56738248778106	-4366.495476076055	11.186439600624503	30.799505581062263	16.375489160312156	2.807977844804156	2.3089233350214013	2.3868671281440967	3.0	9.0	4.0	3.0	1.0	8.966934492441423	0.6794185654488157	0.5236245630167741	1.7969568715344058	0.003088210342012865	-1233.689856016822	-1194.410786743016	-1938.394833316217	-56.03611550050218
556000	0.9175153877777302	-4672.801247663099	-308.222012821495	-4364.579234841604	12.669740802182995	27.91998561359786	15.13489938647514	6.347037831469962	1.1939079561452508	2.5971715341189916	2.0	9.0	3.0	2.0	4.0	8.339133195151671	0.6534887121593305	0.5775969357636845	1.7689143520769808	0.0026492465792432667	-1229.1310354375712	-1190.8737858644338	-1944.5744135395992	-61.11673170547289
557000	2.7412630018868844	-4665.022559508428	-301.8587739249988	-4363.163785583429	11.41975215778514	37.93443289657921	13.663796913750021	2.3825020056576927	0.9171488523822893	1.109475858565263	2.0	12.0	2.0	1.0	3.0	8.403385558155078	0.6744397280588985	0.5675218397572893	1.7580384321838078	0.0033400043150737277	-1235.2126285850832	-1192.6998292793662	-1935.2513277189796	-56.67428196393861
558000	2.399355333748323	-4672.969182641514	-299.7268836644745	-4373.242298977039	12.651086399296831	125.30345001787792	6.1414744185339885	0.621515426206445	0.5771461428817021	0.8344443804747954	2.0	11.0	3.0	1.0	3.0	11.504614392009882	0.5412651134863822	0.5991382430598216	1.859596643453792	0.0027864916633359277	-1237.6896997239269	-1194.8183590791878	-1940.734240173925	-54.04970394010355
559000	2.5224838444132267	-4667.886115769407	-302.08659119230595	-4365.799524577102	11.188346931076492	112.97662914561656	6.306998373067195	1.1324540565834293	4.0566006954870115	1.105779975817664	1.0	12.0	2.0	3.0	2.0	8.275439331789773	0.6149520023331255	0.6220707765719836	1.7629772210948866	0.0031140332574615547	-1232.985760938663	-1191.9093689212796	-1940.9043947171592	-52.80393433348344
560000	2.7085318743974334	-4668.304096452417	-299.2455747690328	-4369.058521683384	10.551117642081692	157.77141865385644	4.8096597999453925	5.520930767711782	0.6966121757642301	1.3551800930273394	3.0	10.0	1.0	3.0	3.0	8.378309242237126	0.6568031166650317	0.4892022131586222	1.8539946701763421	0.003753188810496338	-1239.9355055622957	-1195.9800627654652	-1933.1429533556236	-50.57154626853557
561000	2.713874624163691	-4657.407269043412	-291.1626605478242	-4366.244608495588	8.952008235974581	45.18939374306065	4.471010499447554	2.269912318216619	0.5501720592607546	0.6633773091757296	1.0	12.0	2.0	2.0	3.0	8.928684660125132	0.6568031166650317	0.4892022131586222	1.8539946701763421	0.004292688421835249	-1232.4599871186836	-1190.3298524357533	-1943.4547689411506	-47.318551674313895
562000	2.4259460973851836	-4658.164965091315	-293.9963494808897	-4364.168615610425	8.919254893048254	30.12130316080931	11.725063379366347	3.915578082071811	1.0980036557785164	2.175347920835033	1.0	10.0	4.0	4.0	1.0	7.656590826048924	0.5717694384945203	0.5518209798459335	1.876409581659542	0.004232012800953354	-1234.5835760349416	-1191.256696381252	-1938.3283431942316	-47.98680785997218
563000	2.1975209263968107	-4659.219207298695	-289.9734227233717	-4369.245784575323	9.370525978332541	31.877415522299867	5.575901448364648	1.2266028087390142	1.5315407433186783	1.1694020995723358	2.0	11.0	1.0	5.0	1.0	9.346484783246687	0.6261474529010299	0.5122099186717324	1.8616426284272334	0.0039012666931407627	-1235.3394060855514	-1194.567529558324	-1939.3388489314484	-45.80009119682702
564000	1.9842949484080137	-4662.645367949388	-294.662783850345	-4367.9825840990425	9.221126408012744	43.91483674950427	8.547699859655792	4.0754686845593575	2.2662570613861144	1.4769875379182926	3.0	3.0	6.0	2.0	6.0	9.346484783246687	0.6013215159244152	0.4729940230264802	1.9256844610491	0.004329864774349401	-1235.0747758788173	-1193.1080459470131	-1939.7997622732116	-48.356755617802534
565000	1.122710822052332	-4670.478000901117	-297.46711713452237	-4373.010883766595	11.248053148247685	36.145530754795125	3.1617826769663218	7.826430641653928	2.3549055973617916	1.3639516564508765	5.0	3.0	3.0	3.0	6.0	13.279886209353142	0.558489287962941	0.7246951340895136	1.716815577947541	0.003584870656134142	-1235.252053315232	-1196.82112279431	-1940.9377076570524	-49.93922434031201
566000	1.6898196811389785	-4661.351231925324	-291.5422783213511	-4369.808953603973	9.03532373905399	33.72882710830672	44.720802209295734	4.67729469226179	0.973615560568836	0.3958058432921515	2.0	1.0	8.0	8.0	1.0	9.170883041350784	0.7785648908417543	0.506108291552961	1.71532681760528	0.0044607743928294	-1235.934220685214	-1191.26131953791	-1942.6134133808491	-44.66943860292653
567000	2.033280519417959	-4657.815907004316	-294.31221555784475	-4363.503691446471	9.385070448083937	77.23238178629266	11.703370943187615	3.9863342643574193	0.8747515861101565	0.5912788891451529	1.0	2.0	8.0	6.0	3.0	9.836583192364756	0.5498048503715334	0.4763378593149543	1.9738572903135079	0.004527569687316584	-1232.8361411400892	-1190.509346162652	-1940.1582041437298	-47.977501046691835
568000	1.452272388291611	-4665.855186425517	-294.3124932146658	-4371.542693210851	9.817841061896821	43.240485548695894	24.087252324803536	6.290051410611609	2.4206484531838006	1.0507435773827865	4.0	1.0	6.0	6.0	3.0	6.856075582420338	0.4674419525150989	0.691555742341666	1.8410023051432305	0.003978338690579842	-1236.1416829371144	-1195.0707684308218	-1940.3302418429153	-47.05350459059802
569000	2.3425300860104796	-4657.04834856479	-292.25643198590126	-4364.791916578889	9.101459535886383	18.058544958110847	7.068206093328627	7.116561680141582	1.5580113191926679	1.6020241211377808	4.0	1.0	4.0	3.0	8.0	7.518664274488875	0.6358467711717907	0.5567488099908459	1.8074044188373584	0.004445466915636359	-1233.5459209482242	-1193.834666603256	-1937.4113290274088	-47.18643137097482
570000	1.1568490532223739	-4652.588292797011	-289.8519631968398	-4362.73632960017	9.101789541246312	25.355847074385345	33.56843087000891	2.4319089004667727	1.608162667676992	1.0670514065892283	4.0	2.0	6.0	1.0	7.0	8.513266173476355	0.5746454372822358	0.6036013462050183	1.8217532165127408	0.004631408595694986	-1234.1302145266886	-1192.2079511281622	-1936.3981639453195	-43.38731727836049
571000	1.1984525924465173	-4654.7085225585915	-292.51634335758547	-4362.192179201006	8.784959642310683	21.68914489588721	5.195279246766843	7.123557403836744	1.6515602448483926	0.6172777838448059	4.0	2.0	6.0	2.0	6.0	10.700160744188183	0.6343578461890825	0.6000661431470866	1.7655760106638259	0.004521432118831581	-1230.3007612894069	-1191.423873392186	-1940.4675445194132	-47.404780953868205
572000	0.6795318601627818	-4661.072505728562	-296.6940491544345	-4364.378456574127	9.093840918048834	11.026679509174677	14.107558851107312	3.4758185687533363	3.6295332643820353	1.219818518476761	1.0	3.0	7.0	2.0	7.0	9.714884628231358	0.689671733073795	0.5326419314374394	1.7776863354887606	0.004257910674936536	-1233.9361400920977	-1192.893286168653	-1937.5490303133765	-51.27351279168883
573000	2.0818591813526712	-4654.390484603996	-288.63157815698366	-4365.758906447012	8.406709955644795	18.21873502415074	9.115116149892621	2.7636055744089214	3.028048326829981	1.6014515127007203	3.0	3.0	2.0	5.0	7.0	9.613547423266919	0.5969883763839839	0.6022211897627472	1.800790433853264	0.005047289225495415	-1236.6853702086717	-1191.6443193297398	-1937.4292169086011	-43.5425410814622
574000	1.8599748252728645	-4658.197211834058	-289.4951782850444	-4368.702033549014	8.715592536237041	36.00543878353071	4.057283590168024	2.2811404364726604	1.7454981486762728	0.2634761355840253	4.0	6.0	2.0	5.0	3.0	9.787308444687161	0.5315878803560375	0.6405855120105222	1.8278266076334355	0.004959475581398227	-1235.2026552486204	-1196.0882860157665	-1937.411092284627	-45.41496186583412
575000	1.198022022345318	-4662.129968831391	-293.0406786699398	-4369.089290161452	8.622450380236392	167.3880402547964	12.235960287114745	5.118611719974824	1.1302292292928497	0.4798978374157771	1.0	6.0	5.0	6.0	2.0	9.256428312348064	0.6949385433884709	0.52068976520607	1.7843716914054544	0.004743715553673333	-1234.864319833325	-1192.2546063506175	-1941.970363977509	-44.91970412768524
576000	1.0245053661219146	-4655.685202368592	-290.52016763912775	-4365.165034729464	9.356564301835146	25.80081755009435	4.911468196611969	2.7044807311353547	4.168067501310195	0.5091689933877059	4.0	5.0	1.0	6.0	4.0	9.040770101678039	0.6361453321970354	0.4932916677489625	1.8705630000539972	0.004876764309813336	-1233.7342156625132	-1192.714091775876	-1938.7167272910751	-45.14082866661686
577000	1.9278702979288935	-4655.885283311685	-288.16603490975	-4367.719248401935	8.819196818702046	18.549119627356305	5.7657012442994	5.334141686835958	1.0032004891679835	0.8619792707633286	1.0	11.0	1.0	2.0	5.0	9.114887840111537	0.6582051699672515	0.7276346626037716	1.614160167428972	0.004769016497944249	-1234.010322476741	-1193.5243686166536	-1940.1845573085402	-44.144236018080015
578000	1.9205546372805378	-4655.177022556146	-285.4611402336476	-4369.715882322498	8.548526077500355	26.324004227763027	6.882611949975291	1.3207125966310627	0.3003805465633385	0.6132718289990704	2.0	10.0	4.0	2.0	2.0	9.114887840111537	0.6611755620591198	0.6195376272543003	1.7192868106865753	0.004615950745261335	-1235.9096191368621	-1194.3127734008378	-1939.4934897847984	-42.72485814118805
579000	1.553778864828928	-4662.979169659283	-297.29477966637637	-4365.684389992906	9.957578234845705	73.43039606064593	7.370446499950345	1.8452214002974556	0.6731740728327726	1.1942291792043707	4.0	7.0	6.0	2.0	1.0	11.015218612029669	0.5156216797441446	0.653403785183068	1.8309745350727828	0.004370111136693833	-1233.0807627596735	-1192.7366475318483	-1939.866979701384	-51.340415547266886
580000	1.878556392795673	-4658.445101195251	-293.06825157687337	-4365.3768496183775	9.667604562011078	24.32329627039346	2.9382657608748666	1.7269544382530997	3.6582641537125964	1.3831318925790532	5.0	6.0	2.0	3.0	4.0	9.499625384463853	0.5542368945644659	0.5459727905307643	1.8997903149047655	0.004330265342734605	-1232.6498527732806	-1194.9707417643858	-1937.7562550807113	-48.049489432729224
581000	2.2290197034214003	-4659.8233735422655	-295.0644489065777	-4364.758924635687	9.14612830085918	42.36357133532852	12.08291222246236	9.479536357167708	2.937742083215101	0.4775099617559082	5.0	3.0	3.0	2.0	7.0	8.376304394549557	0.5073332177792592	0.5505053716832714	1.942161410537465	0.004165384329429037	-1233.8771286341826	-1189.2643525710423	-1941.6174434304626	-47.8271793633291
582000	2.556768838146511	-4663.517804876296	-292.8107815038298	-4370.707023372466	10.675881774530644	26.427433591471306	6.176244166379642	2.473090840328109	1.4838775893561313	1.7800568699045476	4.0	7.0	2.0	2.0	5.0	9.524365757057927	0.6234726758233575	0.5393400279894407	1.8371872961871973	0.0038780876895382218	-1235.8427728448582	-1195.5962815973837	-1939.2679689302236	-48.19504273364955
583000	1.9520905065411875	-4674.297237732414	-303.1241126036831	-4371.173125128731	10.292933883882064	24.761038221453155	26.21393068005701	5.188887890743575	5.416349457929015	1.017137342439249	4.0	5.0	2.0	4.0	5.0	7.7409333163997776	0.609576772902882	0.6675978878534378	1.7228253392436756	0.004044299975003945	-1232.5608777761765	-1196.781525677667	-1941.8307216748876	-55.31005890863565
584000	1.5808229074930766	-4662.049977029016	-290.8017978576771	-4371.248179171339	9.285769126788082	26.74630302061863	3.241156190146586	1.555716221557957	1.0290311220058712	0.767204271970418	5.0	7.0	4.0	3.0	1.0	6.818266461032017	0.5045935536312652	0.6022596144698901	1.8931468318988403	0.0038408662091333214	-1233.8980314770001	-1190.5686642834432	-1946.781483410896	-48.39622590493835
585000	1.5731893289855439	-4652.116246208664	-284.26760863181903	-4367.848637576845	8.686688775159839	34.593233428512264	2.587393496958309	1.7332802985660256	0.9188324157748173	0.3445709811708831	5.0	8.0	2.0	3.0	2.0	8.102890804938161	0.5279990608085979	0.5849007354484549	1.8871002037429427	0.004690144770431152	-1234.6018808189194	-1194.497468514882	-1938.7492882430438	-41.763736451311864
586000	1.6039773946920515	-4667.077560928104	-293.20033259655094	-4373.877228331553	9.256324777646777	93.52320073665132	4.5715548886607635	2.6042572955000822	0.4969244117088619	0.49591779689605636	3.0	9.0	4.0	2.0	2.0	8.979652433125414	0.6868713316719707	0.560163567982838	1.752965100345187	0.0035652852399400683	-1237.1676265735218	-1192.470839520991	-1944.23876223704	-48.08542578581779
587000	0.4229204513346261	-4657.866377644306	-286.98440415132353	-4370.881973492983	9.091025914726606	45.23772979695172	3.207191023679909	0.4766410442961089	0.5091402335685565	0.3470459563469561	2.0	12.0	1.0	1.0	4.0	11.886898827656944	0.5692025522904549	0.47853730049788046	1.95226014721166	0.0042516944137762835	-1234.27335616606	-1192.9904949321717	-1943.6181223947517	-44.907895081759975
588000	0.14450432831598908	-4671.3262077975205	-298.9007479322952	-4372.425459865225	8.889754696432393	57.325419892453965	4.7480129521149665	3.9078421232128706	2.4168294543689988	1.096744874211551	1.0	13.0	2.0	1.0	3.0	11.079850807349146	0.5027825689294122	0.5559891141585617	1.9412283169120217	0.0039019616235682706	-1233.4034081074162	-1196.2045800586284	-1942.817471699181	-52.3583293480842
589000	1.7741763052423822	-4667.380962201193	-300.2535049384767	-4367.127457262716	10.436500958282824	23.08144426872989	7.621764739785087	3.648318503048846	2.542347557924409	3.0341859443904555	6.0	5.0	4.0	4.0	1.0	11.557502400053624	0.7058942947245767	0.4980178405788696	1.7960878646965495	0.0036163446889986924	-1236.7488749606282	-1194.188386405774	-1936.1901958963142	-54.312044776254
590000	2.437669146528697	-4663.152393237706	-299.9190189080487	-4363.233374329657	10.893298941575523	22.230518843068616	34.888277214563715	4.118723686197198	0.679516607091772	1.9071166536089643	6.0	1.0	6.0	6.0	1.0	9.0176656697279	0.5031503527534854	0.6225331760018016	1.8743164712447087	0.0034752310595883014	-1235.1104517793	-1193.1155807833668	-1935.0073417669896	-52.01806940357123
591000	1.4241660685753956	-4668.74944179949	-302.23286842054097	-4366.516573378949	10.07921972524143	66.07533895883459	17.99058673909983	2.7328232811245674	0.796652548984524	0.8377726700503194	5.0	2.0	9.0	1.0	3.0	8.964427828830614	0.7080755336469834	0.5602040614816818	1.7317204048713302	0.0033356258698214805	-1232.8504362250128	-1195.6459379277135	-1938.0201992262225	-55.96435081768196
592000	3.7291859727660777	-4666.090433276456	-300.88820273160286	-4365.202230544853	11.58045391392717	23.74318926616879	24.73039298547952	5.984659828649678	3.0267624117234537	3.0598698184396462	2.0	2.0	8.0	1.0	7.0	10.271450413466342	0.6355803502409667	0.5347594185499285	1.8296602312091	0.0034688561392898823	-1233.6368328786434	-1191.2876110346504	-1940.277786631559	-53.06074150988837
