# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:10 BST 2015 [seed=1430153528940]
state	age(TREESPARROW_HENAN_3_2004)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
12000	1.8152550006055441	-4766.802527220916	-387.90179922485396	-4378.900727996062	116.32483615769934	889.604279175577	264.37631649575775	199.64341711056727	90.90221622737599	15.62875989232571	3.0	2.0	9.0	5.0	1.0	11.156952893370503	0.6201181152576336	0.532696789847455	1.8471850948949111	1.8629716574576264E-4	-1236.1114788057178	-1197.6216566976932	-1945.1675924926517	-124.58639773843274
13000	1.2316842655740752	-4758.348929406526	-380.3670456412452	-4377.98188376528	76.56657332000276	337.55820759939445	196.15475623168112	161.23155445649925	153.54875322683398	34.843812460653304	7.0	4.0	2.0	4.0	3.0	11.175066255989812	0.5919645661112376	0.49105810337692324	1.916977330511839	3.117354619159521E-4	-1234.2775755499717	-1196.7572862668644	-1946.9470219484435	-118.07327899290154
14000	0.14375530966327066	-4753.912202847628	-374.60113088374806	-4379.31107196388	63.57023710094327	322.3443851663413	157.01745402085425	183.07041640971102	165.21645730802905	48.49842231070152	3.0	2.0	9.0	1.0	5.0	8.400337697032894	0.7525857530378404	0.5376588926978262	1.7097553542643336	3.8970901412320626E-4	-1233.9460171868275	-1194.7217814633088	-1950.6432733137437	-112.44056986481128
15000	5.122376729933839	-4743.6355910576	-367.7862754812252	-4375.849315576375	65.98747396413546	506.018593979793	88.6212906638138	103.80792367241749	48.72534804591631	32.18727136891608	2.0	1.0	12.0	3.0	2.0	8.765709361609249	0.5794730195926903	0.5376588926978262	1.8828680877094837	4.1546402291796645E-4	-1236.3507912577475	-1196.1551312009462	-1943.343393117682	-107.41419249364745
16000	6.019891297075939	-4738.332654478325	-362.758529370229	-4375.574125108096	56.468820745165445	243.87437714473157	93.60979848902807	59.669030033667376	35.448867767446764	12.647257812076168	3.0	1.0	12.0	1.0	3.0	10.981979986339786	0.5712310335905741	0.5459008786999424	1.8828680877094837	4.709655167558849E-4	-1235.9373057065236	-1197.0256804296778	-1942.6111389718951	-104.94228485460467
17000	5.2574924096847395	-4738.743616672595	-360.760833310979	-4377.9827833616155	47.76403043041473	519.0546969979056	254.078863780672	56.70346026232314	29.510571929029513	14.588713518776657	1.0	3.0	13.0	1.0	2.0	9.795877905554974	0.5553376471932253	0.5804352796434417	1.8642270731633332	5.403200359910546E-4	-1235.6331093049835	-1197.1138126414933	-1945.235861415139	-101.02864717171644
18000	6.084422509232568	-4747.202893182131	-362.76213163737714	-4384.440761544754	45.05423174459308	455.99353849647713	314.316981549127	100.39253903414381	20.42848825776486	6.9632114515077	2.0	1.0	13.0	2.0	2.0	11.973106887248763	0.5949198086479262	0.5844576612302982	1.8206225301217758	5.174558639831115E-4	-1243.1424697757402	-1193.8723794747332	-1947.4259122942817	-102.84653730683718
19000	4.143021056890399	-4733.533333336735	-356.4424479842607	-4377.090885352474	53.97395297764242	472.12327354273685	87.83152261242007	36.76364463028763	32.42959829594582	8.745029709833508	2.0	1.0	15.0	1.0	1.0	9.80071644672656	0.6357810462467576	0.5435964236314668	1.8206225301217758	5.230037482653256E-4	-1237.9574020837933	-1196.583053158932	-1942.5504301097485	-98.27162379784657
20000	4.703023539418754	-4736.481256872574	-361.0204623542047	-4375.460794518369	46.04689838566919	976.7342748383015	210.59853180576988	55.34521419026416	22.885018267928725	28.83816274554571	2.0	2.0	11.0	1.0	4.0	8.671039823999731	0.6001102683755218	0.5466828536300192	1.853206877994459	5.436580799282269E-4	-1235.8815365366602	-1195.5339013002383	-1944.0453566814706	-100.18746547664232
21000	5.441589428571266	-4732.905840520047	-354.9774503324044	-4377.928390187642	39.01413052347711	1761.60444753876	105.85862349895142	53.55292030561415	15.243453385409936	5.502745195975793	1.0	3.0	13.0	2.0	1.0	8.40958215501439	0.5648403057260096	0.5466828536300192	1.8884768406439711	6.470109331870634E-4	-1236.87489878483	-1202.555758019679	-1938.4977333831337	-95.06306710228243
22000	5.810306859117935	-4732.3536304319	-355.1923146473103	-4377.1613157845895	39.74579126877307	838.768594064126	41.26280508435929	54.346808315760974	44.39465118656688	6.513702751719959	1.0	1.0	15.0	2.0	1.0	10.749655666124777	0.5024837927409135	0.6664656025265879	1.8310506047324988	6.293879146787902E-4	-1234.9440904391815	-1200.4957039472665	-1941.721521398142	-95.25671193948968
23000	3.0725810540412613	-4728.058273241145	-353.40522610368026	-4374.6530471374645	35.22088717380137	1480.7954866536354	111.40061712219872	28.0167005513981	75.74890249172017	10.708861391140408	1.0	2.0	8.0	6.0	3.0	13.661093157966189	0.7046094415612276	0.47756000905088847	1.8178305493878841	7.450608357729436E-4	-1235.8083175997492	-1197.8945291637465	-1940.9502003739692	-90.38633414261275
24000	0.36106558109233156	-4717.589443354935	-343.43982718478975	-4374.149616170145	29.281179811790576	1622.6899671541223	82.16847006840945	13.943856882009873	21.881394829405195	8.620569245159272	1.0	5.0	5.0	6.0	3.0	9.592475587668027	0.5385209529655881	0.6025042530601258	1.8589747939742864	8.788205451191884E-4	-1236.7392112722978	-1194.4526224661913	-1942.957782431656	-83.82365702280238
25000	0.27524793846552353	-4712.938366883407	-339.8464035278089	-4373.091963355599	28.89257293647179	175.7322548034358	31.443828939475278	15.832492936282126	12.994545892007297	7.818662387519713	1.0	7.0	4.0	4.0	4.0	9.796139474117464	0.65350848749621	0.5917361420931568	1.7547553704106333	0.00103472686976926	-1236.900388861401	-1198.1206313116757	-1938.0709431825217	-86.08829917522705
26000	0.19728384702511104	-4719.509187237746	-335.3732855989371	-4384.135901638809	20.852640036981906	117.7883725679882	55.78699687357899	11.553167524131053	23.058561475214507	13.37789425031076	2.0	3.0	3.0	6.0	6.0	6.61896377532945	0.6334067932821595	0.5046522384391137	1.8619409682787271	0.0013246701823816515	-1233.6589175798438	-1196.8730621143866	-1953.6039219445784	-80.82377064495759
27000	2.0135225917082424	-4705.724687840247	-331.73818888887695	-4373.98649895137	19.765983480646945	126.36534908978741	53.025666913093374	10.813995166949256	8.805583491844049	14.188595615002262	4.0	1.0	1.0	5.0	9.0	8.004147915570547	0.6254863577641282	0.47322112561408763	1.9012925166217844	0.001260264202730157	-1236.5272076347371	-1199.4273274154884	-1938.031963901144	-78.14520640069175
28000	0.2397656003577595	-4703.499149788295	-331.35584071675794	-4372.143309071537	20.84440279461533	189.70368003038402	51.707205036241206	15.634487097781879	9.103677458299597	12.99547353453282	2.0	3.0	3.0	2.0	10.0	9.862702525886917	0.6254863577641282	0.4530635158079223	1.9214501264279498	0.0013304256733954187	-1236.7091269581829	-1198.9043115640873	-1936.5298705492671	-76.82917691385123
29000	0.6426036278068552	-4704.764648581758	-328.8159922708577	-4375.9486563109	23.264579767269744	213.90323048473675	91.18514953634138	30.169700468925516	5.390402367518783	5.116937712912097	2.0	2.0	3.0	2.0	11.0	8.341179320486907	0.6254863577641282	0.4707109279741123	1.9038027142617597	0.0014800475073989056	-1236.5625394183025	-1199.2804609516318	-1940.105655940966	-74.21578949108206
30000	0.08132184334110892	-4700.584309427529	-322.35388485789645	-4378.230424569632	17.673367165279704	124.04163113430762	37.79333853887796	3.123510060594824	4.257618158899783	9.943458391246502	2.0	4.0	2.0	1.0	11.0	8.658564339948917	0.5659253889727313	0.57424679580063	1.859827815226639	0.001579240604004722	-1238.5284177342312	-1196.5627434799515	-1943.1392633554494	-69.98992354830729
31000	1.9633518147210471	-4702.5217170943615	-326.25689589064484	-4376.264821203717	19.626227530015132	173.54955608522644	85.37281457573003	14.180171744085941	11.760546870637745	4.22524130563056	1.0	1.0	3.0	3.0	12.0	10.134642282314205	0.6208158506496508	0.6532544712556443	1.725929678094705	0.0014454049639375105	-1238.6911184191754	-1200.8866090500612	-1936.6870937344804	-71.95922094098148
32000	0.4019138108134406	-4701.596749927483	-333.071421650659	-4368.5253282768235	20.747831907460945	238.1836465443932	129.2927483106383	12.814344150616034	8.549789644389186	11.612548818727031	1.0	2.0	2.0	1.0	14.0	8.774013728046175	0.6285301773933645	0.49385041540446584	1.8776194072021704	0.0013354283458545935	-1234.5019091611334	-1194.2325569955929	-1939.7908621200972	-77.46911297657051
33000	1.7024406613293301	-4700.8962109374115	-331.33206322742035	-4369.564147709991	25.10318132159207	112.55169994511306	27.97486682589833	20.853903791166363	27.431812313128546	12.81811913686367	2.0	1.0	1.0	2.0	14.0	9.694641591065741	0.5923749444160341	0.5050891540541391	1.9025359015298275	0.001377008387827079	-1234.9632431357059	-1194.6948261603704	-1939.906078413915	-76.89790136137294
34000	2.0197471991936413	-4708.326106270138	-335.88466587737037	-4372.441440392768	19.447387716324684	297.71342545507684	37.75605927693402	25.965281222219367	30.891405330550747	13.130025261972229	2.0	1.0	3.0	1.0	13.0	8.869719766642309	0.6288487221815354	0.4696716213585169	1.901479656459948	0.0015077186733247208	-1232.9927400515305	-1190.9740439275445	-1948.4746564136926	-79.30357680240503
35000	1.9132793919559221	-4703.163096204992	-321.6668229709205	-4381.496273234072	19.658169386614325	135.98898280199415	7.213153143963256	11.243549507768742	36.98431053593021	4.410750400905576	1.0	1.0	1.0	3.0	14.0	7.637826047980639	0.704499830752826	0.5614615310887637	1.734038638158411	0.0016084803279408813	-1241.0598517502256	-1193.8456523396992	-1946.590769144147	-66.52341927886081
36000	1.3105011708782486	-4701.382831647514	-326.641009016349	-4374.741822631165	21.621586975415706	156.88339060734623	11.838240291414724	13.282677021755783	28.467495623038534	10.861776996572807	1.0	4.0	1.0	1.0	13.0	10.885376478566839	0.6225415035664852	0.6213124724305494	1.756146024002966	0.001398480721589773	-1238.2333940189997	-1194.154213671385	-1942.3542149407804	-71.75528705701535
37000	2.1812701992486727	-4702.703434351271	-327.9115414961689	-4374.791892855103	20.04689832324512	111.03323748694415	24.604979977292658	13.346018336484514	14.695372729699757	8.698178713211068	2.0	1.0	1.0	2.0	14.0	9.399568963359977	0.6225415035664852	0.5813078275845096	1.7961506688490059	0.0014971667140557335	-1233.4077243845022	-1195.1001836143637	-1946.2839848562364	-75.05399362090597
38000	0.1998907526459215	-4702.273071347113	-329.09806652784977	-4373.175004819263	16.95977122062913	310.27385121247715	59.05547404264887	27.25404964941963	12.540545757941572	3.0398707269833816	2.0	1.0	6.0	3.0	8.0	8.793776589816057	0.5788043910798842	0.6637745640900473	1.757421044830069	0.0017891331334744564	-1236.052502077005	-1197.8104928375371	-1939.3120099047208	-73.9235849159372
39000	2.190045118017717	-4699.789903252893	-333.4467640537671	-4366.343139199126	19.563633315226372	82.74539023514423	91.23194731182132	15.349097080202371	4.084150878454284	9.709990979756757	3.0	2.0	6.0	2.0	7.0	8.793776589816057	0.5446191263409412	0.5625115202572099	1.8928693534018495	0.0016179491579730555	-1233.6823348896035	-1194.4145166619242	-1938.2462876475981	-79.61672830685224
40000	2.9045929121804726	-4698.24639576874	-327.3293300953154	-4370.917065673424	18.546025492459737	235.97551104545997	33.984786479981935	25.218434167142195	10.803323844356282	5.793063043729312	1.0	4.0	6.0	1.0	8.0	8.699553333749291	0.5787048735216608	0.5117713092680656	1.9095238172102742	0.0015896032983166817	-1232.665239230511	-1196.4101694014005	-1941.8416570415125	-72.99606237464458
41000	1.6338950234836593	-4698.936440805323	-330.63670256579337	-4368.29973823953	21.603938125544193	51.456553260102005	29.134060776304967	18.859634859678252	27.045906795239254	10.41068871443235	1.0	2.0	3.0	5.0	9.0	9.697848595437252	0.5281230849214711	0.5850525554838871	1.8868243595946421	0.0013824169594076332	-1233.8740882001105	-1194.0372741614362	-1940.3883758779825	-77.58582899194522
42000	2.1122949369849433	-4703.2271449382115	-329.55924767219864	-4373.667897266013	19.049747629106154	149.72384797338026	142.84162084522015	33.590526605637066	11.953902667480461	4.685406105967863	1.0	1.0	6.0	7.0	5.0	10.581510978166156	0.7179939780715676	0.42578048952194003	1.8562255324064927	0.0015836593593286945	-1236.6592177545162	-1197.6158272612386	-1939.3928522502583	-74.0299860805153
43000	0.6772731370807259	-4704.09999431376	-328.39138486494244	-4375.708609448818	19.805492720829687	79.12805476687791	41.21126765554835	31.224748549393045	10.262651459230346	4.957062561887154	1.0	3.0	1.0	10.0	5.0	11.068006662921269	0.6451974426545418	0.6072173360782657	1.7475852212671927	0.001444752030080253	-1235.953918612064	-1197.1585738842125	-1942.5961169525415	-75.40806545377198
44000	0.39781229517861105	-4697.808614584231	-328.65054313365977	-4369.158071450571	17.427340467370836	188.79515192887868	4.037284516992612	17.03879802184372	13.806948118430489	8.516928710440475	3.0	2.0	4.0	9.0	2.0	10.55801728999395	0.6276456695025502	0.6100996862133685	1.7622546442840814	0.0016913732610433665	-1231.886044357771	-1194.8101786465666	-1942.4618484462333	-73.02865824949954
45000	2.1029213480142044	-4692.428158855335	-318.5165506590911	-4373.911608196244	13.721895611723829	185.0228602378773	17.516701961090376	8.192741819313728	9.32447513973892	5.951345449029925	1.0	5.0	5.0	8.0	1.0	7.455187113941226	0.5443835783639542	0.6489078124188822	1.8067086092171636	0.0019115529483065366	-1237.233294972437	-1191.7486762125563	-1944.929637011251	-66.27035450467336
46000	2.5563959523952517	-4689.670644071433	-318.04597694139034	-4371.624667130043	17.654936203172046	119.03163297458131	20.642179036538458	4.26631639282908	5.207900821346359	3.781136614415889	1.0	5.0	1.0	7.0	6.0	10.539854387211683	0.5197884729956895	0.5873423145124569	1.8928692124918536	0.0018085421993507054	-1234.641142623952	-1196.8539371260795	-1940.1295873800113	-67.41842356121907
47000	2.8168534418699878	-4683.598534841033	-317.43967123264804	-4366.158863608385	16.833732582444338	62.52752097767084	8.269324599467073	7.479684119684186	5.156702065088483	4.1761661749342345	3.0	4.0	2.0	5.0	6.0	8.662102707140354	0.6796531350389581	0.5275210370395607	1.7928258279214815	0.002079071307345443	-1234.0049204425236	-1192.6737432119462	-1939.480199953915	-68.44990964745473
48000	1.4296919414381506	-4680.879019676623	-316.5906946939994	-4364.288324982624	13.580105059988485	62.497295494430055	25.230413037475447	7.8886600910134534	2.464419600644448	1.4458282685165713	1.0	4.0	4.0	6.0	5.0	9.901068413973483	0.6041308319892197	0.5099241499897345	1.885945018021046	0.0023049097568878913	-1231.6066035886622	-1191.3969953120866	-1941.2847260818749	-67.95841327807794
49000	2.514559307179357	-4682.107569446377	-316.1917176864399	-4365.915851759937	14.821144128721862	154.38698725497815	13.627182445673215	9.113765664292531	3.739013709593614	4.613869875389602	2.0	4.0	3.0	8.0	3.0	9.54327625175115	0.6246255810989871	0.7038406287818713	1.6715337901191416	0.002152083776612631	-1233.8714253527494	-1196.0852200352888	-1935.9592063718997	-65.0564724922859
50000	1.0241151617950814	-4682.945716436749	-311.82236391837256	-4371.123352518376	13.011727444155369	91.8933181403047	13.650857454450529	6.984453664939646	10.69531152248905	2.7193775672218785	1.0	5.0	3.0	6.0	5.0	9.29051637843318	0.7442816579147791	0.42407583161106693	1.8316425104741545	0.0023317952574025864	-1237.8547930935413	-1192.7299211303425	-1940.538638294493	-60.92054730520404
51000	0.5475154882045995	-4685.061588946888	-312.79839461846166	-4372.263194328427	14.278877953364328	93.72076458940221	18.581478105450877	11.87119256173708	9.597271872895853	2.427299919544152	1.0	10.0	1.0	1.0	7.0	9.028789389329386	0.6542196139823272	0.5252767994112598	1.8205035866064136	0.002318679707421005	-1233.107051413901	-1191.9178556736993	-1947.2382872408266	-61.702565897374846
52000	1.123867690070775	-4679.931178812799	-311.07703948443583	-4368.854139328363	13.439503643511108	112.67387819955918	11.573222276327288	7.196898182453944	6.588224149272661	2.2005684371333456	1.0	10.0	2.0	1.0	6.0	10.25707522473006	0.618185566077173	0.487773467547173	1.8940409663756548	0.0026105595449385814	-1234.4884942032504	-1189.1483482539932	-1945.2172968711197	-60.759926237258846
53000	2.8395250521760316	-4675.689940484851	-306.95367682608935	-4368.736263658761	12.664686745480608	363.10212352561183	10.537343288446417	5.860875961479029	0.7582376737866913	1.3194312209182752	1.0	9.0	3.0	3.0	4.0	9.291331119404488	0.5812024208482992	0.4949462879612856	1.923851291190416	0.0025781901430340566	-1231.5811293929626	-1195.995458238527	-1941.159676027272	-56.37552887993594
54000	0.7511783541361042	-4673.687564031919	-308.7467945289136	-4364.940769503005	13.185214019364704	54.20180012568619	8.875900320295306	5.288910440519935	1.1834771429062683	2.7819151196076692	2.0	6.0	2.0	2.0	8.0	8.450656095446343	0.5430850146190893	0.6079218245697775	1.848993160811134	0.002678679279576613	-1230.6869177302272	-1192.270261839411	-1941.9835899333664	-61.01718006260975
55000	3.034444712742617	-4674.741352621935	-306.05196513783363	-4368.689387484102	11.56380029175585	37.47922893022776	8.845068188309462	5.677778089077504	5.691521364928488	1.6899038562458535	2.0	7.0	1.0	2.0	8.0	10.387886124695275	0.5567855053478536	0.5733544978215487	1.8698599968305984	0.003145818659468838	-1237.8482929786467	-1194.226238113187	-1936.6148563922682	-58.372593816290625
56000	1.6370108695898642	-4673.589755519474	-305.7312368233419	-4367.858518696133	11.246102982344373	42.18880758596568	8.229746390879663	7.1495674818522605	1.1430960575601958	2.291184637950631	2.0	10.0	1.0	6.0	1.0	9.3019127676698	0.6168199733160797	0.7031005529458372	1.6800794737380838	0.0028784671716822596	-1231.7042343065814	-1194.0668328816305	-1942.0874515079206	-58.321582848674325
57000	0.5772905884592197	-4670.455205182046	-305.32479923097253	-4365.130405951073	12.542451772567215	50.4506995064284	16.242129350106868	4.478969435719493	1.629274150755761	1.3377347348195636	1.0	8.0	4.0	6.0	1.0	11.387650532892064	0.5268632680602923	0.5252447984412377	1.947891933498471	0.0028126413656177443	-1234.5929646015072	-1194.4879863840126	-1936.0494549655532	-58.23410539427664
58000	1.5865795970585204	-4669.780163506203	-303.68382576891156	-4366.096337737292	12.60415646653666	69.96864964280562	10.800200855714799	9.250044646366696	4.56456176313186	1.2633571573689129	2.0	8.0	1.0	2.0	7.0	8.550679820385811	0.5788259760748535	0.5774609262070189	1.8437130977181284	0.00269852781923418	-1232.887620079568	-1194.8455920033891	-1938.363125654335	-54.87962921713682
59000	0.48003031554519904	-4672.21223762461	-304.1944441149967	-4368.0177935096135	12.160831670198977	59.15726267660085	8.254236387048895	5.064496059714646	2.8106180507341194	2.4880032663056766	2.0	9.0	1.0	4.0	4.0	9.290568021029785	0.6706036854262774	0.592197718693717	1.7371985958800065	0.0027066883518419935	-1234.3224131550376	-1192.8904477472029	-1940.8049326073735	-56.58687641735647
60000	0.6999269923908109	-4672.302008692419	-305.1372607615376	-4367.164747930881	11.106912528118672	39.288805934383625	27.011637018153756	8.381892126718718	1.927365973736898	1.1512535147457443	3.0	6.0	1.0	2.0	8.0	6.895782763506092	0.6552973272417666	0.5057011798982006	1.8390014928600333	0.003146827009724616	-1232.8187167055603	-1191.0364581130405	-1943.3095731122798	-57.7023812168376
61000	1.0834695230882843	-4684.587586773358	-316.5148466066374	-4368.072740166721	11.791113541769203	38.065045246767276	22.155146561857986	22.32207741058189	16.27875229056685	2.9167195339003817	4.0	2.0	6.0	4.0	4.0	6.934305630667893	0.5900110572676669	0.5421967589944011	1.8677921837379325	0.0027623554457818274	-1230.8466937818346	-1191.8602751031592	-1945.3657712817276	-65.54974797401334
62000	0.4123072353520668	-4673.907968173772	-307.6418111696215	-4366.266157004151	12.80702647436715	85.33857729266961	83.04476313826038	7.920006093058431	2.946944973899279	2.372962598582609	1.0	2.0	10.0	2.0	5.0	10.03248991165571	0.6530547863662878	0.5275023994060446	1.8194428142276686	0.002860563382725218	-1233.2343944386523	-1192.8881761474097	-1940.1435864180885	-56.368870990042296
63000	1.255630246526707	-4668.98044750942	-304.8825550991529	-4364.0978924102665	11.50854879455855	421.05776191942374	27.64155975272991	9.460649046732598	4.364036434973141	1.2510282788253737	1.0	1.0	9.0	2.0	7.0	10.03248991165571	0.6073071477145375	0.635668359718304	1.7570244925671594	0.002850707480099028	-1232.5192201883776	-1192.847607955112	-1938.7310642667774	-52.036957741195586
64000	1.0101954995255227	-4670.66117617145	-304.49700237518437	-4366.1641737962655	12.643781819790576	453.0246411445904	5.341590056934125	5.091367291294506	2.0003571494046346	2.771514781311268	1.0	4.0	8.0	1.0	6.0	6.865953846430288	0.597539508631728	0.595981956405839	1.8064785349624342	0.002496967865288633	-1232.3393839694102	-1192.0163734042028	-1941.808416422653	-53.340280924936344
65000	0.7637291219229185	-4674.862603520623	-306.6843139094753	-4368.178289611148	12.469792912926916	122.70121599202007	14.094003025139713	4.850099794269177	4.684110733371418	1.1696894090179135	1.0	2.0	10.0	2.0	5.0	8.897936132103077	0.6027388373927751	0.562988359241531	1.8342728033656952	0.0024985456464042266	-1238.109516904896	-1196.0217652059223	-1934.0470075003298	-57.17707604131342
66000	0.9577267714976676	-4681.596770114553	-310.35859788333266	-4371.23817223122	12.187837944001943	65.08076790927647	57.187998266794324	17.97259563256355	3.008089750245715	2.113162881495692	2.0	1.0	8.0	4.0	5.0	8.272706249736244	0.602694527471472	0.562988359241531	1.8343171132869984	0.0029540605245265863	-1234.10968231604	-1192.787216128656	-1944.3412737865244	-59.536511458388155
67000	0.9086757092408955	-4671.569014919564	-307.6740969624448	-4363.894917957119	11.308698797898465	43.92895487255399	12.648320913419786	19.892440893186716	0.8341189899417559	1.6577983120079205	2.0	1.0	8.0	1.0	8.0	10.510770300957992	0.637220406672864	0.4628145875202229	1.8999650058069146	0.002912710258910923	-1233.1465513027213	-1193.0573668631325	-1937.6909997912658	-58.2614786667233
68000	1.9027996003103378	-4672.3266455970215	-307.47808861150565	-4364.848556985516	11.857848357578384	62.59040251720806	15.2905460649365	15.855675845790298	12.806533651808211	2.374350054907524	3.0	3.0	3.0	2.0	9.0	8.11009945624633	0.6800870902947129	0.6323880605900014	1.6875248491152868	0.003029191186265655	-1232.8044111076422	-1191.3418449575506	-1940.7023009203228	-56.53817730097188
69000	1.9800244175034	-4681.434529931652	-313.6969183371054	-4367.737611594546	12.859813549183288	26.81901491065406	15.297861532501337	11.585988858617325	14.914291076248869	5.942171300896988	8.0	2.0	1.0	2.0	7.0	9.44180921724718	0.595769638031989	0.6100957341033237	1.7941346278646884	0.003147707243632755	-1231.099739776967	-1191.627395524023	-1945.0104762935557	-63.72174774541914
