# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:10 BST 2015 [seed=1430153528940]
state	age(PEREGRINEFALCON_HK_D0028_2004)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
1815000	2.986737714600916	-4665.88405901033	-297.4468071483697	-4368.43725186196	10.090463614312734	63.83773149283729	4.347161133635832	2.355129502347757	2.4562484228947867	2.564853742470835	2.0	1.0	2.0	10.0	5.0	9.123928679417562	0.5620150863022461	0.5855459259396127	1.8524389877581313	0.003764743630134569	-1235.2258293255663	-1190.7398826282238	-1942.47153990817	-50.742943399465204
1816000	2.7541835468159315	-4665.558857296261	-301.4505452722436	-4364.108312024017	11.067398260612524	46.44376324588765	20.08683320519906	4.642626461757521	3.9607292447213074	1.2736006664981865	4.0	1.0	3.0	5.0	7.0	10.974965965933363	0.6337347308734453	0.547487370796532	1.818777898330013	0.003086593015193804	-1232.4616950797217	-1192.0237737828622	-1939.6228431614336	-53.36985632894837
1817000	1.3827059325243471	-4662.618567094103	-297.4481509871322	-4365.170416106971	10.503522817593094	93.20942713225821	48.273659921321986	7.841081751958393	3.3424121312295934	1.021954673913209	2.0	1.0	3.0	7.0	7.0	8.62988105640081	0.5382422272129649	0.5382196685662937	1.9235381042207316	0.003597585579769471	-1236.9174519674004	-1192.9570824658156	-1935.2958816737553	-47.409399562602495
1818000	2.6209285654969374	-4675.991450276346	-303.3613228778004	-4372.6301273985455	11.151730986059523	14.252771113572374	17.130707180916296	5.74827529793537	6.609015968846495	1.7879190745418643	2.0	3.0	4.0	5.0	6.0	9.643860651167225	0.5699059008349849	0.7757621145659734	1.6543319845990319	0.00312692655201151	-1236.7990490620814	-1197.1472770318846	-1938.6838013045797	-56.08664087538627
1819000	2.0344474840433433	-4675.055105964799	-302.1396879975382	-4372.9154179672605	11.758513121869717	145.8084596504956	8.157456915028236	5.666169643447618	3.5891989853419153	2.2989375821949434	1.0	5.0	4.0	3.0	7.0	9.431737053368394	0.7484048079819056	0.5947563954322523	1.6568387965858322	0.0031964074584026852	-1238.0054468230314	-1192.116932990667	-1942.7930381535618	-52.53663035611401
1820000	1.8916212291870522	-4675.494491338158	-305.3883212006305	-4370.106170137527	11.013983720302583	30.17835200051279	7.2943151611622605	21.493829876259813	4.163158540812393	1.7909613344676307	2.0	5.0	1.0	4.0	8.0	9.199529870445643	0.7073277030824838	0.5976549833035578	1.6950173136139486	0.003341067928847614	-1236.699914620525	-1195.1219229673557	-1938.2843325496472	-55.80302895188141
1821000	1.9730125359390929	-4670.827827071746	-304.43739570850994	-4366.390431363236	12.286815736338506	96.00000277591532	15.554701405042577	6.544684023353968	2.871454127833949	2.487902167376043	1.0	8.0	2.0	3.0	6.0	8.833911841527739	0.6777886893692615	0.48588519160910404	1.8363261190216247	0.00291950889445705	-1231.188187640283	-1192.1557629911783	-1943.0464807317735	-55.305804579701636
1822000	1.97943600361926	-4669.473490779662	-303.6632993538346	-4365.810191425828	12.578069076414772	31.26003677735445	3.639388239795165	15.97706164726328	7.681567298206588	2.346841243742149	3.0	5.0	2.0	1.0	9.0	9.191918256454251	0.5772195910052119	0.5025275943482858	1.9202528146464926	0.0034884088191509685	-1233.7568397662196	-1193.3201237540584	-1938.7332279055497	-52.907224481978474
1823000	2.1231117345320234	-4672.184537402458	-308.79294377513213	-4363.391593627326	12.572462353166278	190.05732139571896	14.534046729998021	4.9686594453673285	0.9923821580255344	3.3765723676673067	2.0	1.0	3.0	1.0	13.0	9.868357053923862	0.5772195910052119	0.5397978314700126	1.8829825775247655	0.002511633130695422	-1232.5083504263405	-1191.2436037153007	-1939.6396394856852	-57.4578969092645
1824000	3.1356563340120314	-4663.104262404573	-298.2348439158219	-4364.869418488751	13.07339089882019	62.73562743805548	2.565085638758026	1.2198265028424522	1.3383135993408215	4.231458880842903	2.0	1.0	1.0	1.0	15.0	9.868357053923862	0.5529173617095489	0.6681061392508661	1.7789764990395747	0.002644531694866046	-1235.5846742101446	-1192.1480081731938	-1937.1367361054129	-51.20167552019112
1825000	1.4639334727648468	-4675.447712464532	-310.0002176905666	-4365.447494773965	12.357129043185124	119.25881642636082	24.266155243344087	7.289744168853942	3.5730806103522643	7.378604630203633	1.0	2.0	1.0	3.0	13.0	9.207068210433597	0.6511491950701067	0.6410242758338475	1.7078265290960357	0.002792165499163659	-1235.4872607246175	-1191.6080423242593	-1938.3521917250887	-58.45107723403715
1826000	1.3812314901858374	-4672.759148246183	-306.2968834233119	-4366.4622648228715	12.382926315570796	62.011227037765096	13.671690456990467	3.5284371371470806	1.8521157997637427	5.164580684889752	2.0	3.0	2.0	1.0	12.0	8.855437117531515	0.6180343526471326	0.5797176660748701	1.8022479812779872	0.0030138785848267224	-1233.5619176349755	-1193.7992231557723	-1939.1011240321234	-57.31825870060411
1827000	0.47027549272565183	-4673.521958949674	-308.53260493147866	-4364.989354018195	13.217095310027661	64.69913350102725	61.397166861274876	14.763631508994719	6.543853629911963	3.5192133674331076	1.0	1.0	2.0	5.0	11.0	9.590887249907889	0.5860740699704456	0.5091444679075404	1.9047814621220038	0.002926113357351068	-1235.7159809197526	-1195.9451303969154	-1933.3282427015267	-56.81527386258696
1828000	1.3507970562967193	-4681.769338517694	-309.7987625821735	-4371.970575935521	11.254217298609335	45.500625355775924	38.57663318874118	39.948086522290886	3.358184658351133	2.7362594161858467	1.0	1.0	2.0	1.0	15.0	10.733012418364707	0.621252280447268	0.5937106302408615	1.7850370893118608	0.002899500154920623	-1234.1963866356998	-1197.4504587649042	-1940.3237305349169	-58.19760412014231
1829000	1.1596016878943725	-4678.362663815213	-312.1389692369861	-4366.223694578227	11.141247982985593	59.90522980758348	92.66192044252031	10.870715398089084	8.731815226990037	6.448801441518404	2.0	2.0	2.0	1.0	13.0	11.066290657278026	0.6189704256175333	0.6309955394614838	1.7500340349209729	0.0030996826455239454	-1233.6539140475545	-1191.9383602298706	-1940.631420300802	-59.0031181306866
1830000	1.9249676508462477	-4673.3721985468	-308.7200446785915	-4364.652153868208	10.590224497814589	58.854662622055905	50.554572964354946	12.433945351684462	5.432503365168293	7.127014704288257	2.0	1.0	1.0	5.0	11.0	9.679069111640137	0.6091789531733112	0.5506792259739448	1.8401418208527338	0.003414464955902406	-1235.044511320693	-1193.440058277371	-1936.1675842701447	-57.05178978316861
1831000	1.7268365280564617	-4672.730036753046	-311.9856785446117	-4360.744358208434	11.328866544913435	35.71511228223533	93.6514685463403	17.721591459124852	40.64127522586058	1.2849360846832216	1.0	3.0	4.0	1.0	11.0	9.679069111640137	0.6617209248150036	0.6041948247913744	1.7340842503936118	0.0032182144538278716	-1233.1917412869686	-1191.9808024736649	-1935.5718144478	-56.0505617716207
1832000	1.3684044542951055	-4670.756980489951	-306.9051786428383	-4363.851801847113	11.2051856196575	93.40438481201524	19.679307341204836	15.809736190775144	6.451561433029806	3.3799209521539186	1.0	2.0	4.0	2.0	11.0	8.07721232435919	0.543623214449772	0.6065874235060208	1.8497893620441972	0.0032661168559160922	-1235.6048774056899	-1192.7980288400029	-1935.44889560142	-55.93320511625909
