# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:42 BST 2015 [seed=1430153560927]
state	age(DUCK_VIETNAM_376_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
505000	0.2207958182017419	-4670.745513722496	-299.81331765532843	-4370.932196067168	10.149199162611582	17.982816973099837	4.376102363546425	17.28928215650895	3.93559373194845	1.0794996039926994	1.0	4.0	1.0	7.0	7.0	7.434658982394841	0.6650187683813018	0.5686702797286376	1.7663109518900661	0.004132171672116686	-1232.1966069014045	-1192.800292956203	-1945.9352962095602	-51.377402322228605
506000	0.21914689968046064	-4657.787910947137	-293.19963201757236	-4364.588278929565	10.064986418100064	13.663434866949743	5.198021973007697	7.903131648757264	1.8858853456568947	0.9398767759650364	5.0	2.0	3.0	5.0	5.0	7.439398004256654	0.6898983799435121	0.5779954605099046	1.7321061595465888	0.004469400485957928	-1232.462321803986	-1191.8543568633957	-1940.2716002621823	-48.717107831380936
507000	0.14809531934946252	-4656.391721054964	-291.7607482826632	-4364.630972772301	9.393317517838804	26.812122453469307	12.506474392694162	5.426586230427655	1.454717114834422	0.8376300584358922	4.0	5.0	2.0	6.0	3.0	7.962267433954534	0.6714817587831996	0.6511374515895185	1.6773807896272874	0.004507123592409493	-1232.6337747254001	-1192.2915926202259	-1939.7056054266748	-46.513223158792535
508000	0.21210285406736784	-4658.251008221263	-291.1019185157191	-4367.149089705544	9.14921486902835	61.631705266776905	7.367742690228412	2.825292722415596	2.0900645451305566	0.68769488997594	3.0	5.0	4.0	6.0	2.0	10.453583626988841	0.6126921873090723	0.5994910814167518	1.7878167312741815	0.005193220934070615	-1236.4995277857165	-1193.1011278493322	-1937.5484340704952	-44.909380966810176
509000	0.48068454269266647	-4659.018681349469	-286.3107504954516	-4372.707930854018	8.468954603239219	6.045465182468498	2.5935842056542766	5.074651404659851	2.6480565059344316	0.6211635355765468	2.0	3.0	4.0	5.0	6.0	10.377726156468793	0.7049283358113154	0.5842758231035186	1.7107958410851716	0.005883978053446651	-1237.2140314598626	-1193.5604361559401	-1941.9334632382147	-43.42081384528467
510000	0.12784692433821476	-4656.837121541	-282.82704737492105	-4374.010074166079	8.40229809788385	22.122762943885718	4.9340132093730364	1.9116380619489384	2.0673967071109485	0.7218050959886921	3.0	2.0	3.0	4.0	8.0	13.080948977554208	0.7570207316631296	0.5765938081613552	1.666385460175521	0.005390525099504868	-1239.8983695159554	-1194.1349049089652	-1939.9767997411582	-38.7926776939879
511000	0.15887442693738468	-4665.923003896011	-290.9195527746377	-4375.0034511213735	8.563896848446626	43.899100917266146	4.4956221265523935	2.678335328053549	0.4819307795229646	2.4354580498704212	5.0	2.0	7.0	3.0	3.0	8.161223519783388	0.6383650760645374	0.4831791532630629	1.8784557706724057	0.005186376550095932	-1237.5003613232739	-1196.0738917143572	-1941.4291980837424	-43.30786371240324
512000	0.02546504388911819	-4662.849684137795	-290.1214361776506	-4372.728247960144	8.241576099280563	51.528620736520736	11.050150360820428	6.808371570297914	2.4704480376864932	1.8341600016151443	1.0	4.0	6.0	4.0	5.0	10.679623817370707	0.6435713558985146	0.5096772220018994	1.846751422099592	0.005017711616535304	-1236.302883024401	-1192.6715896884152	-1943.7537752473272	-42.44944256471268
513000	0.23623131200006534	-4649.72897207394	-281.4520529791137	-4368.276919094827	8.365096044948997	26.497734682452634	5.899563373543667	1.327529922523821	0.8205767757033551	0.21161292210964042	2.0	8.0	3.0	5.0	2.0	9.036483097784075	0.5317900620143382	0.5788847779422779	1.88932516004339	0.0054827032370321814	-1236.8591511864306	-1190.5904106202422	-1940.8273572881533	-39.25403263475186
514000	0.5066109204133391	-4665.566954525534	-288.81141592106775	-4376.755538604466	8.586056524472658	40.80166096686011	3.8954359567728196	3.534891261317678	3.101853559184574	0.8806562161034318	2.0	7.0	4.0	3.0	4.0	9.974540915486445	0.7062537713710614	0.4964035676534543	1.7973426609754906	0.0044395984565750645	-1238.1899611198533	-1191.2123827989137	-1947.3531946856988	-42.91661122946082
515000	0.004218944862137197	-4667.695575708066	-295.8819681129153	-4371.813607595151	8.66491083470393	37.3095209053252	16.432749247408598	14.288950523840239	2.2511425176007203	0.6182585632298914	1.0	9.0	1.0	2.0	7.0	8.845226990199713	0.5750699212544443	0.5729053297306936	1.8520247490148682	0.0045861219334987656	-1230.5890944600312	-1190.8008666870173	-1950.4236464481016	-48.19271171416339
516000	0.04315606442390374	-4660.322087601104	-296.4759159937368	-4363.846171607367	9.199137355808878	12.730007247450407	15.140938177730128	6.833295898824598	2.083225699503016	1.2276197458904021	2.0	6.0	3.0	3.0	6.0	8.009650134696193	0.6016764571842323	0.655008891182896	1.7433146516328781	0.004299457540044962	-1230.8591976839245	-1190.9100376636927	-1942.0769362597498	-51.140854738810816
517000	0.2864051340710332	-4662.952326056501	-297.1879781292017	-4365.764347927299	9.3877725030377	46.88398767016577	12.030033426491094	11.202332435695535	1.6091448118495946	1.5008674578810015	1.0	7.0	3.0	5.0	4.0	10.44779749656256	0.5962591354198618	0.6249332610191539	1.7788076035609908	0.004198028422298599	-1234.2063100780322	-1191.991313991138	-1939.566723858129	-49.24435044611132
518000	0.07136058321089411	-4666.288585906441	-292.481926369178	-4373.806659537263	9.050879834779018	25.706859116982606	17.764274491582693	2.7373944827703443	0.7697759425748194	0.4103923924805854	4.0	5.0	4.0	4.0	3.0	7.961729277717584	0.6258160426300047	0.5710858410544695	1.8030981163155324	0.0038558973857668174	-1231.2612213649725	-1191.3042413815392	-1951.2411967907512	-48.37324724673141
519000	0.4904236498827781	-4664.432332713142	-298.04268584454184	-4366.389646868601	9.913005919251576	21.829311156303632	16.301088803596798	4.442338718655046	2.091896276852166	0.6461830605846118	3.0	5.0	5.0	4.0	3.0	10.102053732649882	0.6905736215754105	0.6242385899094433	1.6851877885151527	0.0037273495833696356	-1233.3817237737135	-1191.9347313663984	-1941.073191728489	-52.485378490858935
520000	0.25749242130083605	-4666.769911698517	-305.5052189983905	-4361.264692700126	11.105377828235877	224.9080866968626	19.36950270522842	16.602227129897038	1.0588140455117443	1.936319644205226	1.0	6.0	6.0	5.0	2.0	7.915581888220082	0.5263659324499341	0.6239228881997937	1.8497111793502787	0.003685810499530935	-1233.0808203705906	-1192.1009318277925	-1936.0829405017425	-53.68031441920207
521000	0.20985583760474813	-4661.691625875434	-299.56211341843846	-4362.129512456995	10.818987504329423	50.50224455150793	16.240457528512145	5.814547619179168	3.0560346768622417	1.1108499944622208	2.0	3.0	8.0	3.0	4.0	9.870142337104454	0.5581796993709878	0.5575458309346216	1.8842744696943972	0.0036509299939226575	-1234.7593364591849	-1191.981787765988	-1935.3883882318228	-51.936381917672264
522000	0.30072787800417844	-4662.485498618176	-298.8322461327315	-4363.653252485445	9.508919621362699	33.31032387510627	7.308173146577951	13.131929540711837	2.4744890129503894	2.5306628400860696	1.0	1.0	7.0	8.0	3.0	10.591897053322677	0.724474999428111	0.5451492299974877	1.730375770574408	0.004167919598779691	-1234.2718646449314	-1190.9244161282586	-1938.456971712255	-50.50442543796564
523000	0.2630060326126351	-4659.486062519049	-291.1611959953905	-4368.324866523658	9.081413937835563	26.68048221329658	7.377347724555437	5.3059793256101155	1.267056161799642	1.2355168817753217	4.0	4.0	5.0	6.0	1.0	8.055684237744318	0.5441266046392983	0.5669286851736897	1.8889447101870191	0.004174645977813689	-1236.6424302155942	-1191.275042547388	-1940.4073937606756	-46.13486020235205
524000	0.34510508504824244	-4667.247511536845	-294.9911428241215	-4372.256368712724	9.744483990029776	48.40375183181795	13.35405468156699	2.4519359566498626	3.154597707893103	0.5022009547237642	2.0	5.0	5.0	1.0	7.0	10.801288229059994	0.5678980298306628	0.5733394131101417	1.8587625570592026	0.004926457252324265	-1236.4244275139783	-1198.1815358808383	-1937.6504053179071	-48.05098506017295
525000	0.4258076916137381	-4666.6974373803	-297.6252071750608	-4369.072230205239	9.774278922232767	58.196591152970385	13.438659047955065	4.69781810391281	3.1412096444284434	1.6174205193728952	2.0	9.0	1.0	1.0	7.0	8.6408209895986	0.5723806452911409	0.5272296415707113	1.9003897131381549	0.0037988815452899946	-1232.5014355314668	-1193.1819015296257	-1943.3888931441463	-50.02865518427889
526000	0.3573392131702091	-4657.628815640559	-292.19449086548593	-4365.434324775073	9.124051085089334	14.979681212823728	3.633833797540204	2.9705237953661987	3.502467819767165	0.8372699986573984	4.0	5.0	2.0	2.0	7.0	8.059600373965107	0.6842521348458358	0.5258149863555218	1.7899328787986493	0.004878968952841441	-1234.6058419228102	-1192.1845649985155	-1938.6439178537478	-48.32506131235815
527000	0.05808636272321044	-4656.414812510281	-295.16783494795294	-4361.2469775623285	9.381259166567402	24.827502372137058	7.024013596554882	3.7989291517747605	4.257296294897246	0.6121653886100418	2.0	4.0	5.0	4.0	5.0	10.477840470651422	0.6358421127925151	0.5560223850081842	1.8081355021993073	0.00458602780908128	-1234.6639131685497	-1192.9745030871409	-1933.6085613066382	-49.315260359507796
528000	0.3355739136957485	-4657.016494914712	-288.22372726085877	-4368.792767653853	8.26817512968153	16.195240649663514	37.05166787097785	4.928889094913178	0.647979645722107	0.06733869945680926	3.0	1.0	9.0	6.0	1.0	11.038686382696348	0.6954485026329927	0.5637546286118416	1.7407968687551725	0.005039699481450645	-1235.5041890387781	-1193.321535166917	-1939.9670434481575	-42.5646198454639
529000	0.1757925814126503	-4653.736514133131	-290.2139177183296	-4363.522596414801	9.046458321016775	42.51282143497723	6.562071836302564	5.766767129939523	0.9025371109006307	1.6532547960612691	2.0	1.0	10.0	5.0	2.0	9.283175759773481	0.6586544083837755	0.499897332310688	1.8414482593055435	0.004282294641117813	-1236.0885088861485	-1191.3531702967928	-1936.08091723186	-43.675270272345436
530000	0.24621903403022127	-4659.4326679501855	-297.54044027731265	-4361.892227672873	9.319814976796657	18.686604055108866	29.542687751144996	7.324790516133419	1.7900843215567557	0.886398828801835	3.0	2.0	11.0	2.0	2.0	8.801603984331928	0.6573705791992251	0.5011811614952384	1.8414482593055435	0.004590546867197066	-1235.0230706232435	-1192.1264028613325	-1934.7427541882967	-50.723566382207935
531000	0.6977890524102786	-4666.195246631648	-289.9331130643187	-4376.262133567329	8.772783854014024	54.09629112628955	6.088076138231488	3.6694035144239643	2.1697865926843893	0.541362891920984	3.0	3.0	6.0	2.0	6.0	8.548533606153589	0.6004087878488991	0.5450257002432765	1.8545655119078315	0.004511877630644847	-1237.6450131187044	-1191.9450326206222	-1946.672087828003	-44.11024236457683
532000	0.0339236649611534	-4658.741933726491	-290.10924889850594	-4368.632684827985	10.133019700308424	37.400086307970184	3.4544139392006623	2.8890870424986574	3.331033013459369	0.8603964566776874	3.0	3.0	1.0	6.0	7.0	7.671787339840179	0.5911834913067523	0.5499895688722676	1.8588269398209871	0.00398967077573186	-1237.9110167135884	-1193.3086147440167	-1937.4130533703799	-44.72598982259571
533000	0.5299091367265566	-4666.547649961653	-294.26373570133256	-4372.283914260321	8.727913341862195	38.20382178343268	5.578313251978081	12.875896645985232	3.8729218177913527	0.8428475973285473	2.0	4.0	4.0	3.0	7.0	7.228106412801853	0.5930094549817329	0.589126558063251	1.8178639869550233	0.004077848667587448	-1231.8681065606324	-1189.030175906433	-1951.3856317932546	-46.14049053171497
534000	0.36842746486973954	-4666.134721748353	-296.2178014057505	-4369.916920342602	10.412402736530861	27.876488330470345	6.9737646620536795	8.350646473818811	3.375368851224418	2.305730976170132	2.0	9.0	2.0	2.0	5.0	7.381032665487463	0.5371712243663633	0.5916265161725759	1.8712022594610678	0.003891283570319206	-1238.4517121907168	-1193.932691073823	-1937.5325170780623	-49.488899231017946
535000	0.16063200774734154	-4664.283210433481	-297.0037500573576	-4367.279460376123	9.999696735774842	54.36722486615006	17.66795815321633	5.7293043067869105	1.3438316484971733	0.6798521656894964	3.0	5.0	3.0	3.0	6.0	9.302348176420015	0.6814149041973296	0.6983692508406744	1.6202158449620032	0.0033824069930678633	-1231.9056225284228	-1193.7931406156583	-1941.5806972320415	-50.220868313033854
536000	0.24250817286267634	-4653.044887795576	-290.78509927088214	-4362.259788524694	9.353562241158956	48.08484442152239	8.393467495880943	2.3267262482793494	1.293701547065636	0.3776779387825495	2.0	7.0	5.0	1.0	5.0	8.18084104277696	0.6424563549121133	0.5842681530777636	1.7732754920101303	0.00423276409187262	-1233.5223208784037	-1191.20006752305	-1937.5374001232403	-46.14972142120705
537000	0.6274412889881917	-4659.721217274441	-288.101294676386	-4371.619922598055	8.654835196236107	29.86047995877903	2.975284788807786	1.8460947909443908	2.6690282138742463	0.646703957090041	2.0	7.0	2.0	4.0	5.0	10.243675127934347	0.6314999485286201	0.6046643652802274	1.76383568619116	0.004758553257783141	-1236.9564721424954	-1195.0969990780998	-1939.5664513774598	-43.6297410145724
538000	0.5348276342142974	-4664.175335927642	-294.20910333339793	-4369.966232594244	8.963235346148354	27.30072222040796	6.893147041800662	4.356020048174118	4.62295323276188	1.240497401455741	1.0	12.0	1.0	2.0	4.0	9.885287803553592	0.7341679844330647	0.44433646554183903	1.8214955500251038	0.0045890943933030275	-1236.7922561109506	-1194.6346882801456	-1938.5392882031474	-47.898561898773686
539000	0.6842202153924519	-4666.365248467315	-292.2004877135676	-4374.164760753747	8.892612505527914	65.40108593206817	6.916350362372285	5.273021066724713	1.1794469951530624	0.8435552122286678	1.0	9.0	1.0	6.0	3.0	10.279242031018843	0.5770881159681768	0.5886818071801984	1.8342300768516324	0.0040936454899758844	-1237.721379064175	-1194.845569528714	-1941.597812160858	-45.68219636622334
540000	0.20010089085093102	-4656.29432041227	-292.36126389765616	-4363.933056514614	10.156925706582307	23.616882029506304	9.623083454442254	3.4810822084871478	1.203941997697132	0.8675606947563916	1.0	6.0	5.0	5.0	3.0	8.118736698765067	0.7028450457863739	0.5620680519474252	1.7350869022662088	0.0038100131093108222	-1235.2805091065147	-1194.1913170334662	-1934.4612303746328	-48.15188523449693
541000	0.043412592208556866	-4672.363906242755	-302.5209607776335	-4369.842945465121	10.962297046159637	60.21442299412627	13.394846208874217	8.307424464870087	1.7523567231880426	2.7693394342476867	2.0	3.0	10.0	3.0	2.0	6.821554134663498	0.6460429371502294	0.5999197215656784	1.7540373412841002	0.0038489075880545564	-1234.419234442154	-1195.6183465932581	-1939.805364429709	-54.23962101921687
542000	0.043412592208556866	-4674.647426279136	-302.98906612802557	-4371.658360151111	9.885042422576763	23.54160428095213	16.974881855046295	4.2246314069623745	0.7041687632134506	1.6981270274897144	1.0	2.0	14.0	2.0	1.0	11.55087458050611	0.5964872959434938	0.7178198808517484	1.6856928232047657	0.0036039335594592312	-1234.7522632350078	-1193.5452491445053	-1943.3608477715977	-56.4961775161248
543000	0.42880074649710265	-4665.05644722398	-299.02130921633557	-4366.0351380076445	10.314720386241692	80.11778466053885	12.08654938491346	2.408952419218089	0.7053482130868404	0.4246271367464013	3.0	4.0	10.0	2.0	1.0	11.141850734898195	0.6843301808005675	0.5195916695747711	1.7960781496246694	0.003497083307102725	-1234.986497823238	-1194.1709600106037	-1936.8776801738022	-53.31789251396834
544000	0.13593501957509124	-4670.803882432484	-301.92145451750986	-4368.882427914974	10.439509862824645	21.612044680106987	19.085747666546702	11.113926784168644	0.7683021266483824	0.875792790269672	4.0	1.0	9.0	4.0	2.0	9.0218888146666	0.7234847710778366	0.4709953768419324	1.805519852080239	0.003600615190258102	-1235.9490095721362	-1198.529044486206	-1934.4043738566313	-55.548762388993154
545000	0.1417268790886803	-4666.95351836043	-298.46968070130356	-4368.483837659127	11.980810180018635	40.91378344617415	4.666972257417984	6.124072644086524	2.849382092226396	2.1433228612833934	4.0	5.0	1.0	7.0	3.0	11.426904798122022	0.6248271802207616	0.526229275570653	1.8489435442085935	0.0032890220665715256	-1232.6592533410728	-1194.56449475305	-1941.2600895650035	-51.3086610226071
546000	0.21787515259936985	-4659.825089979692	-293.2444503156626	-4366.580639664029	10.246859220277157	25.964845102653165	1.0750396914408562	3.0125699663768577	2.1865262671138352	2.843473949109982	3.0	4.0	4.0	8.0	1.0	8.401264131458513	0.6287772478598479	0.40397414157364386	1.9672486105665166	0.0037227706941578937	-1234.7581475685026	-1197.9264360990942	-1933.896055996432	-47.51666205862012
547000	0.19368326442005246	-4665.689043488132	-294.2538732891355	-4371.435170198996	9.685843789794713	45.68598730330257	4.597491835669722	2.869602503281838	1.025664009759791	4.09814673458398	4.0	8.0	1.0	5.0	2.0	10.107950447312163	0.47312366656433186	0.5530344008526942	1.9738419325829824	0.004241232497106151	-1235.2903160752155	-1195.3799702485928	-1940.7648838751882	-46.35560717158814
548000	0.3631362902106883	-4661.2246280663685	-292.8502441042143	-4368.374383962154	9.474412151391357	73.45584348752752	3.275867379601258	5.910631923387961	0.7525394513641568	0.8218861894644578	4.0	8.0	1.0	4.0	3.0	9.196244821546811	0.6235829088539057	0.5837232141373515	1.7926938770087515	0.004322489786397944	-1232.9927827333581	-1192.7135945099626	-1942.6680067188329	-46.03217549895744
549000	0.5372234281569894	-4662.000611113468	-293.50912603664233	-4368.4914850768255	9.236005215499594	26.575720931171166	3.0851503785125347	4.473386278579171	2.255885559092702	1.3418807258463887	4.0	3.0	6.0	5.0	2.0	8.155258197717327	0.5707440791760912	0.5487145126455909	1.8805414081783267	0.004451335663127115	-1234.6134894107975	-1195.2503444753916	-1938.6276511906365	-48.48848068240225
550000	0.26136550821426513	-4654.645671982265	-289.6436214665118	-4365.002050515754	9.57444041671507	88.4419539989635	1.7630544066793716	2.2213760009753107	2.1997690953263174	0.8560826217235217	3.0	4.0	6.0	4.0	3.0	8.517629278809672	0.5707440791760912	0.5973848358503875	1.8318710849735302	0.004316213236066227	-1235.9631327781174	-1192.0858035912352	-1936.9531141464017	-43.46541829209246
551000	0.17580707627377512	-4649.454877913705	-285.3240298192393	-4364.130848094465	10.218189753969181	42.85105902571238	4.051828677832115	0.5725509160154058	0.6356785515852985	0.8843238243964755	3.0	10.0	2.0	2.0	3.0	9.72218482190201	0.5321662720934603	0.5543637497350735	1.913469978171475	0.004167430191903861	-1235.6129963120936	-1192.4239328114493	-1936.0939189709225	-42.14992793012169
552000	0.4770547370701345	-4665.056598568571	-292.37109590769876	-4372.685502660872	9.47476827365536	21.30684509162672	5.476138108418086	1.9300756874857066	0.8879440416641663	0.8558910199518486	2.0	12.0	1.0	2.0	3.0	11.924728000140467	0.6574544110500447	0.5454531149835252	1.7970924739664393	0.004176860055612531	-1237.16536753938	-1195.2512635633268	-1940.2688715581658	-49.243379178892454
553000	0.2410824646242817	-4656.209592642523	-288.24794723113246	-4367.96164541139	9.353419395056626	47.080353860064164	5.108867191126703	1.3824759909799607	0.41935667657582737	0.6456644383581579	3.0	10.0	5.0	1.0	1.0	8.922464900105997	0.6577795848673442	0.5612521558224136	1.7809682593102514	0.003716980024403978	-1235.337038208893	-1189.255253800485	-1943.3693534020124	-44.78922474967274
554000	0.06948440392321675	-4664.3970814072545	-297.85339673194494	-4366.54368467531	10.468290187871304	17.500415823807902	3.6919561755923564	1.8863062344308004	0.7963802011747514	3.0717378160683593	4.0	9.0	3.0	2.0	2.0	8.922464900105997	0.5739852058361424	0.617217910735927	1.80879688342794	0.0036728299476092817	-1233.2158564048036	-1193.3266447098097	-1940.0011835606967	-52.96756523265838
555000	0.5162554764220371	-4667.338567961935	-297.03124948595047	-4370.307318475984	10.143426479943919	16.09505882577497	11.794219287382388	9.117141150863633	0.8853707574857578	0.9328354311276252	9.0	3.0	1.0	5.0	2.0	7.96389919659421	0.5783112210082848	0.5268865344416156	1.894802244550109	0.0038064194390053886	-1237.960538864782	-1196.1618608485187	-1936.1849187626835	-51.92825641657932
556000	0.303755196466879	-4656.915824833078	-288.4396657587274	-4368.47615907435	8.66032984114726	30.80842851752273	4.428331598840551	2.9119966586981074	0.6354747810486603	0.211954853263073	4.0	7.0	4.0	4.0	1.0	9.069426360134107	0.6708459576728019	0.5287822824343456	1.8003717598928621	0.004446541017621702	-1235.6949384391892	-1193.3052921346357	-1939.4759285005255	-45.66410664396012
557000	0.29713310616398414	-4666.587020973181	-288.8722417064543	-4377.7147792667265	9.514365080662678	17.144533821523684	4.5312547621636	1.1514621751842185	0.5871639631077961	1.3872399286063843	5.0	7.0	5.0	1.0	2.0	9.457074898037742	0.6369926588592385	0.6608905749972971	1.702116766143474	0.0042112307799728604	-1238.148255176234	-1194.7827727987562	-1944.783751291736	-46.17307749302269
558000	0.29713310616398414	-4660.6160404937655	-284.4387533979575	-4376.177287095808	8.280622592452158	20.365089352526653	5.246274682543071	3.144190725365879	0.7946921303965742	0.14284468344511925	3.0	5.0	4.0	4.0	4.0	11.342526814962454	0.5887033333955497	0.6882450087909071	1.7230516578135526	0.005086512756039439	-1236.3748941854499	-1196.5919788762271	-1943.2104140341312	-41.861338751052614
559000	0.22521984964362662	-4647.813255950795	-281.6308883748066	-4366.182367575988	8.286373777624561	30.134988617350974	3.8326640787014274	3.0489579311351522	0.6248960339363127	0.04388826665910834	5.0	2.0	7.0	4.0	2.0	10.0079238234204	0.5953301007721883	0.5962084052121762	1.808461494015645	0.005426185844567148	-1237.0192631610985	-1193.4409501254884	-1935.7221542894017	-39.071548779186635
560000	0.36077158214146543	-4659.82736674413	-283.9988716968062	-4375.8284950473235	8.368208438916346	9.148018635738334	4.068525196044434	3.0164023195777347	0.4957552772442501	0.4595838524738203	8.0	3.0	3.0	4.0	2.0	15.705198489112918	0.5984458695142583	0.6186954619045464	1.7828586685812047	0.006099193187685376	-1235.109025657575	-1195.070883516423	-1945.6485858733256	-42.476089233481915
561000	0.10011529661299168	-4657.687159369112	-288.33357247143067	-4369.353586897681	8.481501600863236	13.760668498254425	4.145908602079886	1.5851632519069052	1.5164228824570807	0.6393613330931924	8.0	3.0	2.0	2.0	5.0	11.046804778504976	0.5984458695142583	0.5796929163562976	1.8218612141294537	0.005503178582595915	-1234.0547747278788	-1192.482712302027	-1942.8160998677758	-46.06823885931296
562000	0.35413583293153206	-4660.005662344995	-285.24279446225256	-4374.762867882742	8.493423922746173	36.56682347688478	7.881854818061548	9.887455412633017	1.1316442499727313	0.5189093034146679	3.0	5.0	3.0	3.0	6.0	7.700597847720448	0.4858650393731909	0.6093005019881599	1.9048344586386587	0.005235797526650842	-1235.5292646364983	-1191.4267110915323	-1947.806892154712	-39.222201081607096
563000	0.10657657431249667	-4653.353042369304	-286.6003140613861	-4366.752728307918	8.208760970544093	127.937094122769	4.915331439354532	1.482522715686781	2.5339179182655323	0.702731369617667	2.0	6.0	2.0	3.0	7.0	7.962089890216761	0.5616482400812466	0.5938582461403428	1.8444935137784204	0.005312032455937362	-1237.6381974597448	-1190.3069609253796	-1938.8075699227936	-39.321609671983964
564000	0.4792726004901069	-4666.04530751023	-286.6791073996184	-4379.366200110611	8.36494008014504	29.882248125068692	5.598420821463073	3.955112158916312	2.6723213098073724	0.7651020810641375	2.0	3.0	6.0	3.0	6.0	9.92683714027914	0.4695337337668786	0.5056974028039041	2.0247688634292267	0.0052772433886765086	-1240.4482479029907	-1194.6668280399772	-1944.2511241676434	-41.39459858391675
565000	0.524545971672046	-4658.601404766014	-295.4128587513145	-4363.1885460147	10.04807251128221	17.91906598345002	13.902242074016346	5.009085392693745	3.1121681120111186	2.0385777147999584	2.0	2.0	6.0	3.0	7.0	8.6155799091486	0.509912092843706	0.6184904282094322	1.8715974789468712	0.004393192297081648	-1231.634752480664	-1190.2160125942453	-1941.3377809397905	-49.437941434356084
566000	0.012897929250486273	-4661.916227345087	-298.231218946914	-4363.685008398173	10.548259781222708	24.198448573156163	13.571794541837138	5.260742623483549	5.4365548358970806	0.8243978467287237	3.0	2.0	4.0	4.0	7.0	7.938820434708653	0.6360249098937382	0.7066953236715516	1.6572797664347199	0.0037853921715537576	-1232.2647760957843	-1193.697297446439	-1937.7229348559497	-51.43341989325882
567000	0.0747794068418921	-4663.332949806172	-295.2400540325144	-4368.092895773658	10.211049541633441	83.50609784074639	17.56953849964568	2.5875011918899795	3.828292569036123	1.7820564253496216	1.0	5.0	1.0	3.0	10.0	10.994871286907395	0.6360249098937382	0.6792441345824949	1.6847309555237766	0.003964496074777348	-1234.0602497450022	-1194.2769674841059	-1939.7556785445495	-46.27229898795521
568000	0.4753854514862059	-4664.672883039636	-296.4245896591102	-4368.248293380526	9.066155984058602	35.70546618354509	7.016227192683275	13.343461907168011	2.2436032169461635	0.9070468286754232	1.0	7.0	3.0	4.0	5.0	8.467277772286964	0.7675337606682114	0.5750112127743436	1.6574550265574546	0.004261599452019524	-1236.1760306143785	-1191.2083088849652	-1940.863953881182	-48.861201558225964
569000	0.6922741178528774	-4668.095410699753	-303.3157512317327	-4364.77965946802	9.171291418385055	176.3188380739821	3.0163630680857847	8.161864656934528	5.51924176770469	0.900906298849839	2.0	4.0	2.0	5.0	7.0	8.121639314805167	0.5582235375949978	0.5658356515864826	1.8759408108185294	0.004801246122596158	-1232.4845867410088	-1190.5938004536836	-1941.7012722733282	-52.14393359701935
570000	0.02424459631115239	-4667.076138800584	-297.09399909492566	-4369.9821397056585	9.045247516054745	289.11015256857826	10.969697393320105	6.172060316058569	4.227754839838094	0.5326273255858179	1.0	3.0	2.0	7.0	7.0	8.820989629963723	0.7440821470692024	0.4965863114951952	1.7593315414356123	0.004814793932680119	-1238.3558874748858	-1194.96625985995	-1936.6599923708225	-46.25634414747013
571000	0.2588082296477441	-4667.377549861314	-295.77571295219053	-4371.601836909123	8.540749378158424	76.89858965408219	44.78743742527149	2.886645350767715	5.074966087670315	0.3690275479297601	1.0	3.0	2.0	7.0	7.0	8.820989629963723	0.5934335873501062	0.6077591918878105	1.798807220762093	0.004939790542424016	-1232.4895253989353	-1192.2229539831906	-1946.8893575269972	-45.69107807397709
572000	0.4558626201373772	-4660.5603403919795	-292.25223933244206	-4368.308101059538	9.181446647934623	56.350904971447775	9.039186987827534	11.886685502666733	4.353820243018533	0.5551008251914208	2.0	1.0	5.0	5.0	7.0	9.603932915849613	0.5773403582137074	0.4690592301087506	1.9536004116775516	0.004154444744534821	-1235.4080220805856	-1193.1706664154542	-1939.7294125634978	-43.55111843206509
573000	0.5234002267961002	-4672.808629061475	-296.6982107989009	-4376.110418262574	8.484077889697407	15.92320656557653	21.563247135956498	16.98345844891148	1.861008057882298	0.9838376114047905	9.0	1.0	1.0	5.0	4.0	9.14876222298549	0.5349362644404397	0.5676416023535454	1.8974221332060246	0.004492104569349461	-1233.341910567972	-1194.0241464562132	-1948.7443612383888	-49.38612921420604
574000	0.9743549773597078	-4668.160443184721	-292.7223272465579	-4375.438115938163	9.021519576134473	15.656965020569114	14.336143027345832	3.0476581129632256	1.444982440114527	0.3112533307348683	6.0	1.0	7.0	5.0	1.0	6.802247554853523	0.5465520478501281	0.558102498464585	1.8953454536852965	0.004552137771034031	-1236.265338709705	-1196.390668458454	-1942.7821087700036	-49.081721423092034
575000	0.3326011566159728	-4652.34496572973	-282.66005150357137	-4369.684914226158	8.561190822237416	29.339856665552617	4.254616967784182	4.398815048481032	1.2751068512397206	0.36684993152726725	3.0	3.0	5.0	6.0	3.0	9.461712630045719	0.6886537089478143	0.452844077023213	1.858502214028982	0.004773077717506771	-1238.0829437686698	-1193.8674885189232	-1937.7344819385648	-38.467545051339044
