# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:13 BST 2015 [seed=1430153532166]
state	age(HUMAN_VIETNAM_CL105_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
39000	0.5751285804639878	-4690.794636887712	-323.96766993967157	-4366.8269669480405	19.872783163864202	79.17834915526613	15.934138418281094	15.949944467367613	6.496380749989506	6.027159753015076	1.0	5.0	7.0	1.0	6.0	8.26778912996011	0.5614150620653989	0.5330126590735844	1.9055722788610154	0.0015491226089666913	-1233.832444892155	-1197.7019559144012	-1935.2925661414843	-72.90691773362117
40000	1.8121538988352204	-4682.464883056048	-315.3536974618921	-4367.111185594156	14.689546135871604	335.67622943048076	34.15124688628153	14.887752083460363	4.422022435715691	3.19522928460321	1.0	3.0	9.0	4.0	3.0	8.92624048091264	0.6651651494722237	0.48071019713337865	1.8541246533943962	0.0022273392573758494	-1233.280144656757	-1197.5273436580967	-1936.303697279303	-61.99869295502539
41000	2.4059364091299127	-4678.1906615660755	-310.35825589476246	-4367.832405671313	14.361074789101865	189.6933562042259	12.679630104737576	4.986461769994862	4.358967461964874	6.512832539275215	1.0	1.0	14.0	3.0	1.0	7.212298240943077	0.6106983974587676	0.6343601737040651	1.7549414288371659	0.002257678759512999	-1234.2180318509538	-1198.2683094740414	-1935.3460643463175	-59.185791141969936
42000	0.19847980814826194	-4679.411126286752	-311.06750758462147	-4368.343618702131	13.263573207456526	565.2390493590304	11.477468760244147	4.185197249682879	2.950726372974941	2.9600959399359934	2.0	2.0	10.0	4.0	2.0	9.49108289000707	0.5193766268341856	0.5961848232612459	1.884438549904567	0.002126006984318085	-1233.2558941873049	-1192.498883830534	-1942.5888406842919	-58.83699275691223
43000	1.0657857281051468	-4687.413594616724	-316.07487643297446	-4371.33871818375	13.370919381247141	1003.2609776800336	117.83436316572535	9.280850938153144	3.713762620613937	1.274568745024845	1.0	3.0	7.0	3.0	6.0	11.73852339186751	0.6296290256249908	0.4693677404865687	1.901003233888439	0.002436050835646514	-1233.114260789287	-1193.9608991857099	-1944.263558208753	-60.282622582406646
44000	1.3439613773597754	-4682.845146487817	-310.77859001049717	-4372.06655647732	15.436735392307316	89.79187737983408	42.274574847899665	5.677382356019744	12.399281547914065	2.947827584716285	1.0	2.0	6.0	1.0	10.0	8.756328850524717	0.6207536232089769	0.4693677404865687	1.909878636304453	0.0023222760814937014	-1235.3566575071004	-1196.7035250793597	-1940.0063738908595	-58.33017586820399
45000	0.0686393131864591	-4683.1851288510625	-313.4803261134815	-4369.704802737581	14.201711198748361	39.632207534346804	14.198752220582715	20.875862392693115	14.940352013625958	3.9657055045992267	2.0	3.0	1.0	4.0	10.0	9.55727887294752	0.7010100334591312	0.5364366674757495	1.762553299065118	0.0023003805526603596	-1236.4079135854595	-1193.2779428134818	-1940.01894633864	-62.399781017691886
46000	0.2878734247442667	-4680.269263235194	-309.99201131546215	-4370.2772519197315	13.910262431192168	140.29477410264883	27.761076120973556	6.816763219946738	6.087549567082786	2.276822639811904	2.0	1.0	3.0	7.0	7.0	7.9457882567980125	0.5752492289829264	0.5403498829518352	1.884400888065237	0.0022195230145396084	-1235.3442664961658	-1191.852906795738	-1943.0800786278278	-59.01363595847232
47000	0.5099713959326505	-4688.59468150098	-308.3388332064034	-4380.255848294577	13.4029488975464	85.46038174213058	12.626908122558506	6.840815392388818	3.575737133063562	3.205614913536228	3.0	2.0	9.0	1.0	5.0	9.541015190519905	0.5530774948825379	0.45203879159213844	1.994883713525322	0.0029495753869636853	-1236.5405365522436	-1194.9827892601115	-1948.732522482222	-59.08699642760957
48000	0.026105971554661878	-4670.69130603322	-307.15533407103226	-4363.535971962187	12.657104841312108	87.03134728448413	25.182695703465974	4.573509039380498	5.498638908245076	1.0793901409505395	3.0	2.0	5.0	5.0	5.0	7.768438440041576	0.5763125584533038	0.5443736736209982	1.8793137679256964	0.002870380159828277	-1233.696557657931	-1194.7318356132125	-1935.107578691044	-57.59373383122873
49000	1.6114532054414248	-4670.621796877747	-304.5483086039171	-4366.07348827383	12.090116021717037	63.71779378025945	29.417903588452642	12.763311144558594	6.35311128148252	1.7207388572640656	1.0	1.0	1.0	10.0	7.0	7.768438440041576	0.628165132515187	0.5687937870357648	1.8030410804490464	0.0027250394473015737	-1235.5113414166176	-1192.7559958550733	-1937.806151002139	-54.4895136256244
