# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:12 BST 2015 [seed=1430153530994]
state	age(SWINE_ANHUI_2004)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
22000	1.1693915988083656	-4716.117570269509	-339.010846172618	-4377.106724096891	25.613263670757068	69.20161249158492	13.15555974456965	12.878114088869678	14.130522570522757	13.441641882753883	5.0	1.0	1.0	4.0	9.0	9.542797497442448	0.498588345233039	0.5382299765902243	1.963181678176737	0.001049488630125813	-1239.9065120562468	-1196.440186403037	-1940.7600256376074	-87.0242760604343
23000	2.07965793788794	-4718.9744220562125	-346.1143958020475	-4372.860026254165	25.65597493387265	96.7628262996271	48.62029234723994	22.272544143961046	40.41833663581027	13.608420421719718	4.0	5.0	3.0	4.0	4.0	8.597964533740353	0.6220584436676461	0.5453619463564889	1.8325796099758653	9.864054382272888E-4	-1234.757165122362	-1196.1133913569217	-1941.9894697748814	-90.76119070116945
24000	0.032799038643873235	-4729.752221438389	-341.4542151142174	-4388.298006324171	25.243277319006484	304.4190003928703	26.181034396687537	30.42884318897947	17.79494004158448	8.991949891505378	3.0	8.0	2.0	6.0	1.0	9.244737269983146	0.674355920882174	0.5998708479515342	1.725773231166292	0.0010619166671237779	-1240.0538827838582	-1199.4455723814517	-1948.7985511588615	-85.6371356941697
25000	0.9376049435217624	-4721.641860333799	-344.23744139011234	-4377.404418943686	24.714281896679914	108.32392632451169	17.846265291725366	22.865210276023394	38.29381158612145	21.368527560206513	2.0	3.0	2.0	11.0	2.0	13.096121283586282	0.537100719864184	0.5783630979261754	1.8845361822096411	0.0010314411113154706	-1237.345789310175	-1198.7209327415007	-1941.337696892011	-88.7009051529778
26000	1.438881467585311	-4716.026441984737	-338.961591953824	-4377.0648500309135	22.44933757275413	170.61991319504227	51.34265997916002	63.60537617702261	10.433982325658578	17.17523102478111	2.0	4.0	1.0	9.0	4.0	8.214611625384984	0.6563040431570324	0.5520382492447429	1.7916577075982252	0.0010823359206945866	-1238.9846810070514	-1195.010392983031	-1943.0697760408314	-82.53211611653198
27000	0.04555595937910195	-4713.431520064633	-335.4467233078195	-4377.984796756814	26.051185055143684	252.81442537649355	36.18006759270556	69.46790291130237	12.525820047925883	9.836261075319769	2.0	1.0	1.0	6.0	10.0	10.286400167693573	0.640603923530443	0.48114373461055343	1.878252341859004	9.864391642764962E-4	-1235.5856358954318	-1197.0010612469523	-1945.3980996144298	-78.40615566377512
28000	0.3051433275269093	-4718.340571888072	-344.2226037368556	-4374.117968151217	30.75945534721593	358.2834013656265	47.87242323225017	86.37689580733485	13.025988921984235	17.043772732917756	1.0	2.0	1.0	4.0	12.0	8.867487150695455	0.6874010815175984	0.5514567803235014	1.7611421381589007	9.294201879458359E-4	-1235.7927825414627	-1195.5552821447552	-1942.7699034649988	-85.72766992839345
29000	1.4645773973372405	-4715.9518648144	-343.8403023083999	-4372.111562506	26.32546972152437	140.819659480899	103.72083403457636	62.051447257814154	31.894559444560866	20.811214925362325	1.0	1.0	4.0	3.0	11.0	8.759622997953096	0.5857289494417826	0.6426795404862164	1.7715915100720017	0.0010971152719834011	-1235.7997529253798	-1192.4469246671097	-1943.8648849135107	-86.78327018157884
30000	1.6032139563987595	-4716.4629855370695	-343.6297981092747	-4372.833187427795	26.55291315743137	156.8880662976128	96.60914412142606	61.95474332610981	23.2344611793577	22.87291223449967	1.0	2.0	4.0	7.0	6.0	7.454928580343933	0.6181366497628094	0.5639275037142668	1.8179358465229245	0.0011045495148900623	-1236.2310180993672	-1194.5389662940186	-1942.0632030344086	-86.79209523912319
31000	0.4325191408905651	-4714.88311998262	-339.77940053825495	-4375.103719444365	25.195677341114877	196.37758306823918	47.19003055539942	60.860603597313165	20.712316849939945	9.190060376215133	2.0	2.0	3.0	12.0	1.0	10.582045230525605	0.5852528507367284	0.6176038815946276	1.7971432676686445	0.001021437600625382	-1237.677367014145	-1196.0973532700787	-1941.3289991601418	-83.29413811688411
32000	2.969379800892373	-4724.697794256981	-347.1200986335212	-4377.5776956234595	32.22579477721378	690.537892279045	53.72899459337275	29.989107808965002	19.893237946109885	20.455829151398856	1.0	4.0	1.0	13.0	1.0	7.563001224868237	0.6879973497901422	0.4668464660657387	1.8451561841441195	8.935272532114193E-4	-1232.3453896426568	-1194.7916188032295	-1950.440687177573	-89.06062086342111
33000	0.7898326867002047	-4709.390845605127	-342.75218182951124	-4366.638663775616	27.30805981022566	1696.6114051687025	27.240184653927223	19.177336908220823	12.04714361421082	9.683443926372377	1.0	3.0	4.0	10.0	2.0	9.494222990711204	0.6783505677894475	0.5998985858331056	1.7217508463774474	9.920516106637768E-4	-1234.827095014189	-1194.1155733737019	-1937.6959953877247	-84.47090501613366
34000	1.1687395927719584	-4707.180340957069	-337.82382952728136	-4369.356511429788	25.675386352620016	365.6037303580472	55.11892956976972	14.131311758460857	12.26908294146572	8.150335904355599	1.0	5.0	4.0	7.0	3.0	8.239170518008152	0.6735108639842612	0.5581255437591038	1.7683635922566356	0.0011143392360998161	-1234.2085189341813	-1193.6828526213058	-1941.4651398743006	-82.5486933786215
